Season,Age,Team,Lg,Pos,G,MP, ,FG_player Shooting %,2P_player Shooting %,3P_player Shooting %,eFG_player Shooting %,FT_player Shooting %,TS_player Shooting %,FTr_player Shooting %,3PAr_player Shooting %, ,FG_League Shooting %,2P_League Shooting %,3P_League Shooting %,eFG_League Shooting %,FT_League Shooting %,TS_League Shooting %,FTr_League Shooting %,3PAr_League Shooting %, ,FG+_League-Adjusted,2P+_League-Adjusted,3P+_League-Adjusted,eFG+_League-Adjusted,FT+_League-Adjusted,TS+_League-Adjusted,FTr+_League-Adjusted,3PAr+_League-Adjusted, ,FG Add,TS Add,Player_link
2011-12,22,LAC,NBA,PG,40,464,,.389,.448,.200,.413,.636,.454,.349,.238,,.448,.477,.349,.487,.752,.527,.276,.226,,87,94,57,85,85,86,127,105,,-18.8,-21.2,https://www.basketball-reference.com/players/b/bledser01.html
2012-13,23,LAC,NBA,PG,76,1553,,.445,.453,.397,.473,.791,.513,.236,.137,,.453,.483,.359,.496,.753,.535,.271,.243,,98,94,111,95,105,96,87,56,,-26.9,-27.4,https://www.basketball-reference.com/players/b/bledser01.html
2013-14,24,PHO,NBA,PG,43,1416,,.477,.517,.357,.522,.772,.578,.426,.252,,.454,.488,.360,.501,.756,.541,.284,.260,,105,106,99,104,102,107,150,97,,22.8,48.7,https://www.basketball-reference.com/players/b/bledser01.html
2014-15,25,PHO,NBA,PG,81,2800,,.447,.491,.324,.489,.800,.555,.422,.260,,.449,.485,.350,.496,.750,.534,.273,.268,,100,101,92,99,107,104,154,97,,-13.4,52.2,https://www.basketball-reference.com/players/b/bledser01.html
2015-16,26,PHO,NBA,PG,31,1059,,.453,.482,.372,.502,.802,.557,.350,.262,,.452,.491,.354,.502,.757,.541,.276,.285,,100,98,105,100,106,103,127,92,,-0.4,17.5,https://www.basketball-reference.com/players/b/bledser01.html
2016-17,27,PHO,NBA,PG,66,2176,,.434,.476,.336,.485,.847,.562,.443,.300,,.457,.503,.357,.514,.772,.552,.271,.316,,95,95,94,94,110,102,164,95,,-60.3,25.1,https://www.basketball-reference.com/players/b/bledser01.html
2017-18,28,TOT,NBA,PG,74,2322,,.473,.545,.347,.536,.795,.582,.321,.364,,.460,.510,.362,.521,.767,.556,.252,.337,,103,107,96,103,104,105,127,108,,30.1,57.8,https://www.basketball-reference.com/players/b/bledser01.html
2017-18,28,PHO,NBA,PG,3,83,,.400,.444,.308,.450,.786,.509,.350,.325,,.460,.510,.362,.521,.767,.556,.252,.337,,87,87,85,86,102,92,139,96,,-5.7,-4.3,https://www.basketball-reference.com/players/b/bledser01.html
2017-18,28,MIL,NBA,PG,71,2239,,.476,.550,.349,.540,.795,.585,.319,.366,,.460,.510,.362,.521,.767,.556,.252,.337,,103,108,96,104,104,105,127,109,,35.8,62.1,https://www.basketball-reference.com/players/b/bledser01.html
2018-19,29,MIL,NBA,PG,78,2272,,.484,.583,.329,.548,.750,.577,.243,.388,,.461,.519,.355,.524,.766,.560,.259,.359,,105,112,93,105,98,103,94,108,,46.0,38.0,https://www.basketball-reference.com/players/b/bledser01.html
2019-20,30,MIL,NBA,PG,61,1646,,.475,.533,.344,.528,.790,.571,.304,.306,,.460,.524,.358,.529,.773,.565,.260,.384,,103,102,96,100,102,101,117,80,,-1.5,10.7,https://www.basketball-reference.com/players/b/bledser01.html
2018-19,25,CLE,NBA,SF,27,439,,.443,.552,.256,.491,.769,.510,.123,.368,,.461,.519,.355,.524,.766,.560,.259,.359,,96,106,72,94,100,91,47,103,,-7.1,-11.0,https://www.basketball-reference.com/players/b/blossja01.html
2013-14,21,BOS,NBA,SG,3,15,,.500,.667,.000,.500,.200,.403,1.250,.250,,.454,.488,.360,.501,.756,.541,.284,.260,,110,137,,100,26,75,440,96,,-0.0,-1.7,https://www.basketball-reference.com/players/b/blueva01.html
2014-15,22,LAL,NBA,SG,2,74,,.300,.350,.200,.333,.400,.342,.167,.333,,.449,.485,.350,.496,.750,.534,.273,.268,,67,72,57,67,53,64,61,124,,-9.8,-12.4,https://www.basketball-reference.com/players/b/blueva01.html
2017-18,25,LAL,NBA,SG,5,45,,.200,.333,.000,.200,.500,.255,.400,.400,,.460,.510,.362,.521,.767,.556,.252,.337,,43,65,,38,65,46,159,119,,-3.2,-3.5,https://www.basketball-reference.com/players/b/blueva01.html
2004-05,25,LAL,NBA,SG,2,12,,.400,.333,.500,.500,,.500,.000,.400,,.448,.470,.356,.482,.756,.529,.324,.196,,89,71,141,104,,94,,204,,.2,-0.3,https://www.basketball-reference.com/players/b/bobbito01.html
2003-04,23,ORL,NBA,SF,73,1787,,.403,.434,.358,.477,.631,.499,.227,.412,,.439,.460,.347,.471,.752,.516,.303,.187,,92,95,103,101,84,97,75,220,,5.2,-17.5,https://www.basketball-reference.com/players/b/boganke01.html
2004-05,24,CHA,NBA,SG,74,1791,,.381,.398,.330,.422,.727,.465,.266,.252,,.448,.470,.356,.482,.756,.529,.324,.196,,85,85,93,88,96,88,82,128,,-82.7,-99.7,https://www.basketball-reference.com/players/b/boganke01.html
2005-06,25,TOT,NBA,SF-SG,72,1912,,.395,.436,.325,.455,.683,.497,.342,.368,,.454,.478,.358,.490,.745,.536,.333,.202,,87,91,91,93,92,93,103,182,,-38.1,-48.4,https://www.basketball-reference.com/players/b/boganke01.html
2005-06,25,CHA,NBA,SG,39,848,,.396,.426,.337,.453,.762,.510,.365,.340,,.454,.478,.358,.490,.745,.536,.333,.202,,87,89,94,92,102,95,109,168,,-21.2,-17.0,https://www.basketball-reference.com/players/b/boganke01.html
2005-06,25,HOU,NBA,SF,33,1064,,.395,.448,.314,.457,.580,.482,.316,.398,,.454,.478,.358,.490,.745,.536,.333,.202,,87,94,88,93,78,90,95,197,,-16.9,-31.4,https://www.basketball-reference.com/players/b/boganke01.html
2006-07,26,ORL,NBA,SG,59,990,,.404,.426,.387,.512,.746,.546,.257,.559,,.458,.485,.358,.496,.752,.541,.327,.212,,88,88,108,103,99,101,79,263,,7.8,2.7,https://www.basketball-reference.com/players/b/boganke01.html
2007-08,27,ORL,NBA,SG,82,2198,,.410,.520,.362,.536,.736,.559,.187,.696,,.457,.484,.362,.497,.755,.540,.306,.222,,90,107,100,108,97,103,61,313,,45.0,23.4,https://www.basketball-reference.com/players/b/boganke01.html
2008-09,28,TOT,NBA,SG,65,1272,,.367,.424,.339,.481,.912,.521,.176,.673,,.459,.485,.367,.500,.771,.544,.306,.224,,80,87,93,96,118,96,58,300,,-11.9,-16.1,https://www.basketball-reference.com/players/b/boganke01.html
2008-09,28,ORL,NBA,SG,36,787,,.360,.429,.333,.480,.875,.509,.137,.720,,.459,.485,.367,.500,.771,.544,.306,.224,,78,88,91,96,114,94,45,321,,-6.9,-13.0,https://www.basketball-reference.com/players/b/boganke01.html
2008-09,28,MIL,NBA,SG,29,485,,.376,.421,.348,.483,.939,.535,.222,.617,,.459,.485,.367,.500,.771,.544,.306,.224,,82,87,95,97,122,98,72,276,,-4.9,-3.0,https://www.basketball-reference.com/players/b/boganke01.html
2009-10,29,SAS,NBA,SF,79,1559,,.403,.490,.357,.520,.740,.542,.168,.658,,.461,.492,.355,.501,.759,.543,.300,.222,,87,100,101,104,98,100,56,296,,11.6,-0.5,https://www.basketball-reference.com/players/b/boganke01.html
2010-11,30,CHI,NBA,SG,82,1461,,.404,.486,.380,.550,.656,.559,.104,.772,,.459,.487,.358,.498,.763,.541,.300,.222,,88,100,106,110,86,103,35,348,,32.0,11.3,https://www.basketball-reference.com/players/b/boganke01.html
2011-12,31,NJN,NBA,SF,5,94,,.381,.556,.250,.452,.400,.453,.238,.571,,.448,.477,.349,.487,.752,.527,.276,.226,,85,117,72,93,53,86,86,253,,-1.5,-3.5,https://www.basketball-reference.com/players/b/boganke01.html
2012-13,32,BRK,NBA,SG,74,1408,,.380,.615,.343,.528,.647,.533,.060,.863,,.453,.483,.359,.496,.753,.535,.271,.243,,84,127,96,106,86,100,22,354,,18.0,-0.7,https://www.basketball-reference.com/players/b/boganke01.html
2013-14,33,BOS,NBA,SG,6,55,,.500,,.500,.750,1.000,.820,.500,1.000,,.454,.488,.360,.501,.756,.541,.284,.260,,110,,139,150,132,152,176,385,,3.0,4.1,https://www.basketball-reference.com/players/b/boganke01.html
2017-18,25,SAC,NBA,SG,78,2175,,.446,.485,.392,.529,.840,.556,.154,.426,,.460,.510,.362,.521,.767,.556,.252,.337,,97,95,108,102,110,100,61,126,,12.3,.1,https://www.basketball-reference.com/players/b/bogdabo01.html
2018-19,26,SAC,NBA,SG,70,1947,,.418,.462,.360,.496,.827,.530,.188,.431,,.461,.519,.355,.524,.766,.560,.259,.359,,91,89,101,95,108,95,73,120,,-48.8,-55.7,https://www.basketball-reference.com/players/b/bogdabo01.html
2019-20,27,SAC,NBA,SG,61,1766,,.440,.532,.372,.547,.741,.566,.151,.576,,.460,.524,.358,.529,.773,.565,.260,.384,,96,102,104,103,96,100,58,150,,27.8,1.2,https://www.basketball-reference.com/players/b/bogdabo01.html
2014-15,25,BRK,NBA,SF,78,1854,,.453,.531,.355,.532,.821,.562,.184,.444,,.449,.485,.350,.496,.750,.534,.273,.268,,101,109,102,107,109,105,67,166,,41.8,34.8,https://www.basketball-reference.com/players/b/bogdabo02.html
2015-16,26,BRK,NBA,SF,79,2115,,.433,.474,.382,.519,.833,.549,.176,.451,,.452,.491,.354,.502,.757,.541,.276,.285,,96,97,108,103,110,102,64,158,,24.3,13.4,https://www.basketball-reference.com/players/b/bogdabo02.html
2016-17,27,TOT,NBA,SF,81,2083,,.445,.512,.367,.530,.893,.585,.288,.464,,.457,.503,.357,.514,.772,.552,.271,.316,,97,102,103,103,116,106,106,147,,27.9,61.4,https://www.basketball-reference.com/players/b/bogdabo02.html
2016-17,27,BRK,NBA,SF,55,1482,,.440,.509,.357,.521,.874,.572,.273,.453,,.457,.503,.357,.514,.772,.552,.271,.316,,96,101,100,101,113,104,101,143,,9.3,26.8,https://www.basketball-reference.com/players/b/bogdabo02.html
2016-17,27,WAS,NBA,SF,26,601,,.457,.521,.391,.553,.934,.617,.325,.491,,.457,.503,.357,.514,.772,.552,.271,.316,,100,104,109,108,121,112,120,155,,18.6,34.6,https://www.basketball-reference.com/players/b/bogdabo02.html
2017-18,28,IND,NBA,SF,80,2464,,.474,.534,.402,.565,.868,.606,.241,.453,,.460,.510,.362,.521,.767,.556,.252,.337,,103,105,111,108,113,109,96,134,,74.9,93.0,https://www.basketball-reference.com/players/b/bogdabo02.html
2018-19,29,IND,NBA,SF,81,2573,,.497,.538,.425,.575,.807,.613,.290,.367,,.461,.519,.355,.524,.766,.560,.259,.359,,108,104,120,110,105,110,112,102,,106.1,127.5,https://www.basketball-reference.com/players/b/bogdabo02.html
2019-20,30,UTA,NBA,SF,63,2083,,.447,.479,.414,.548,.902,.603,.296,.489,,.460,.524,.358,.529,.773,.565,.260,.384,,97,91,116,104,117,107,114,127,,36.1,81.3,https://www.basketball-reference.com/players/b/bogdabo02.html
2005-06,21,MIL,NBA,PF,82,2348,,.533,.536,.000,.533,.629,.555,.320,.005,,.454,.478,.358,.490,.745,.536,.333,.202,,117,112,,109,84,104,96,2,,52.2,27.4,https://www.basketball-reference.com/players/b/bogutan01.html
2006-07,22,MIL,NBA,C,66,2258,,.553,.556,.200,.554,.577,.566,.308,.008,,.458,.485,.358,.496,.752,.541,.327,.212,,121,115,56,112,77,105,94,4,,72.6,35.4,https://www.basketball-reference.com/players/b/bogutan01.html
2007-08,23,MIL,NBA,C,78,2720,,.511,.515,.000,.511,.587,.532,.354,.008,,.457,.484,.362,.497,.755,.540,.306,.222,,112,106,,103,78,98,116,3,,24.7,-17.3,https://www.basketball-reference.com/players/b/bogutan01.html
2008-09,24,MIL,NBA,C,36,1124,,.577,.577,,.577,.571,.586,.309,.000,,.459,.485,.367,.500,.771,.544,.306,.224,,126,119,,116,74,108,101,,,49.1,29.9,https://www.basketball-reference.com/players/b/bogutan01.html
2009-10,25,MIL,NBA,C,69,2229,,.520,.521,.000,.520,.629,.540,.260,.002,,.461,.492,.355,.501,.759,.543,.300,.222,,113,106,,104,83,99,87,1,,34.7,-6.4,https://www.basketball-reference.com/players/b/bogutan01.html
2010-11,26,MIL,NBA,C,65,2297,,.495,.497,.000,.495,.442,.495,.292,.005,,.459,.487,.358,.498,.763,.541,.300,.222,,108,102,,99,58,92,97,2,,-5.6,-76.8,https://www.basketball-reference.com/players/b/bogutan01.html
2011-12,27,MIL,NBA,C,12,364,,.449,.452,.000,.449,.609,.465,.169,.007,,.448,.477,.349,.487,.752,.527,.276,.226,,100,95,,92,81,88,61,3,,-10.5,-18.0,https://www.basketball-reference.com/players/b/bogutan01.html
2012-13,28,GSW,NBA,C,32,786,,.451,.448,1.000,.454,.500,.463,.206,.005,,.453,.483,.359,.496,.753,.535,.271,.243,,100,93,279,91,66,87,76,2,,-15.7,-28.6,https://www.basketball-reference.com/players/b/bogutan01.html
2013-14,29,GSW,NBA,C,67,1769,,.627,.627,,.627,.344,.610,.171,.000,,.454,.488,.360,.501,.756,.541,.284,.260,,138,129,,125,45,113,60,,,94.2,55.9,https://www.basketball-reference.com/players/b/bogutan01.html
2014-15,30,GSW,NBA,C,67,1583,,.563,.563,,.563,.524,.565,.118,.000,,.449,.485,.350,.496,.750,.534,.273,.268,,125,116,,114,70,106,43,,,47.9,23.0,https://www.basketball-reference.com/players/b/bogutan01.html
2015-16,31,GSW,NBA,C,70,1451,,.627,.626,1.000,.629,.480,.623,.179,.004,,.452,.491,.354,.502,.757,.541,.276,.285,,139,127,283,125,63,115,65,1,,70.6,49.2,https://www.basketball-reference.com/players/b/bogutan01.html
2016-17,32,TOT,NBA,C,27,583,,.469,.475,.000,.469,.273,.460,.136,.012,,.457,.503,.357,.514,.772,.552,.271,.316,,103,94,,91,35,83,50,4,,-7.2,-15.8,https://www.basketball-reference.com/players/b/bogutan01.html
2016-17,32,DAL,NBA,C,26,582,,.469,.475,.000,.469,.273,.460,.136,.012,,.457,.503,.357,.514,.772,.552,.271,.316,,103,94,,91,35,83,50,4,,-7.2,-15.8,https://www.basketball-reference.com/players/b/bogutan01.html
2016-17,32,CLE,NBA,C,1,1,,,,,,,,,,,.457,.503,.357,.514,.772,.552,.271,.316,,,,,,,,,,,.0,.0,https://www.basketball-reference.com/players/b/bogutan01.html
2017-18,33,LAL,NBA,C,24,216,,.680,.680,,.680,1.000,.696,.080,.000,,.460,.510,.362,.521,.767,.556,.252,.337,,148,133,,130,130,125,32,,,7.9,7.2,https://www.basketball-reference.com/players/b/bogutan01.html
2018-19,34,GSW,NBA,C,11,134,,.500,.500,,.500,1.000,.522,.083,.000,,.461,.519,.355,.524,.766,.560,.259,.359,,109,96,,95,130,93,32,,,-1.7,-2.8,https://www.basketball-reference.com/players/b/bogutan01.html
2019-20,20,DEN,NBA,PF,7,87,,.500,.526,.444,.571,.800,.617,.357,.321,,.460,.524,.358,.529,.773,.565,.260,.384,,109,100,124,108,104,109,137,84,,2.4,3.4,https://www.basketball-reference.com/players/b/bolbo01.html
2018-19,23,PHI,NBA,PF,44,639,,.494,.697,.354,.599,.481,.595,.167,.593,,.461,.519,.355,.524,.766,.560,.259,.359,,107,134,100,114,63,106,64,165,,24.2,12.4,https://www.basketball-reference.com/players/b/boldejo01.html
2019-20,24,TOT,NBA,C,7,47,,.364,.571,.000,.364,.500,.392,.364,.364,,.460,.524,.358,.529,.773,.565,.260,.384,,79,109,,69,65,69,140,95,,-3.6,-4.4,https://www.basketball-reference.com/players/b/boldejo01.html
2019-20,24,PHI,NBA,C,4,14,,.667,1.000,.000,.667,.000,.515,.667,.333,,.460,.524,.358,.529,.773,.565,.260,.384,,145,191,,126,,91,256,87,,.8,-0.4,https://www.basketball-reference.com/players/b/boldejo01.html
2019-20,24,PHO,NBA,C,3,33,,.250,.400,.000,.250,1.000,.338,.250,.375,,.460,.524,.358,.529,.773,.565,.260,.384,,54,76,,47,129,60,96,98,,-4.5,-4.0,https://www.basketball-reference.com/players/b/boldejo01.html
2019-20,21,CLE,NBA,C,1,3,,,,,,,,,,,.460,.524,.358,.529,.773,.565,.260,.384,,,,,,,,,,,.0,.0,https://www.basketball-reference.com/players/b/boldema01.html
2016-17,23,UTA,NBA,PF,12,53,,.562,.667,.250,.594,.500,.590,.375,.250,,.457,.503,.357,.514,.772,.552,.271,.316,,123,132,70,116,65,107,139,79,,2.6,1.4,https://www.basketball-reference.com/players/b/bolomjo01.html
2017-18,24,MIL,NBA,PF,6,38,,.500,.600,.000,.500,.500,.521,1.000,.167,,.460,.510,.362,.521,.767,.556,.252,.337,,109,118,,96,65,94,397,49,,-0.3,-0.6,https://www.basketball-reference.com/players/b/bolomjo01.html
2019-20,22,DET,NBA,PG,10,53,,.250,.300,.200,.300,,.300,.000,.500,,.460,.524,.358,.529,.773,.565,.260,.384,,54,57,56,57,,53,,130,,-9.2,-10.6,https://www.basketball-reference.com/players/b/bonejo01.html
2018-19,19,LAL,NBA,PG,22,120,,.151,.200,.000,.152,.600,.240,.455,.242,,.461,.519,.355,.524,.766,.560,.259,.359,,33,38,,29,78,43,176,68,,-24.6,-25.3,https://www.basketball-reference.com/players/b/bongais01.html
2019-20,20,WAS,NBA,SF,66,1250,,.504,.571,.352,.558,.812,.608,.363,.303,,.460,.524,.358,.529,.773,.565,.260,.384,,110,109,98,105,105,108,140,79,,13.5,23.5,https://www.basketball-reference.com/players/b/bongais01.html
2004-05,24,TOR,NBA,C,82,1553,,.533,.561,.424,.576,.789,.596,.153,.199,,.448,.470,.356,.482,.756,.529,.324,.196,,119,119,119,119,104,113,47,101,,86.4,65.7,https://www.basketball-reference.com/players/b/bonnema01.html
2005-06,25,TOR,NBA,PF,78,1710,,.448,.478,.420,.557,.829,.583,.163,.520,,.454,.478,.358,.490,.745,.536,.333,.202,,99,100,117,114,111,109,49,257,,62.4,46.9,https://www.basketball-reference.com/players/b/bonnema01.html
2006-07,26,SAS,NBA,PF,56,653,,.447,.489,.383,.523,.711,.542,.160,.397,,.458,.485,.358,.496,.752,.541,.327,.212,,98,101,107,105,94,100,49,187,,12.7,.2,https://www.basketball-reference.com/players/b/bonnema01.html
2007-08,27,SAS,NBA,PF,68,853,,.416,.487,.336,.495,.864,.525,.151,.471,,.457,.484,.362,.497,.755,.540,.306,.222,,91,101,93,99,114,97,49,212,,-1.5,-9.3,https://www.basketball-reference.com/players/b/bonnema01.html
2008-09,28,SAS,NBA,PF,81,1928,,.496,.552,.440,.606,.739,.611,.043,.500,,.459,.485,.367,.500,.771,.544,.306,.224,,108,114,120,121,96,112,14,223,,114.2,72.4,https://www.basketball-reference.com/players/b/bonnema01.html
2009-10,29,SAS,NBA,PF,65,1161,,.446,.539,.390,.567,.729,.581,.129,.621,,.461,.492,.355,.501,.759,.543,.300,.222,,97,110,110,113,96,107,43,280,,49.5,30.1,https://www.basketball-reference.com/players/b/bonnema01.html
2010-11,30,SAS,NBA,PF,66,1432,,.464,.475,.457,.605,.744,.617,.116,.620,,.459,.487,.358,.498,.763,.541,.300,.222,,101,98,127,121,97,114,39,280,,79.2,58.8,https://www.basketball-reference.com/players/b/bonnema01.html
2011-12,31,SAS,NBA,PF,65,1326,,.440,.490,.420,.590,.762,.597,.060,.714,,.448,.477,.349,.487,.752,.527,.276,.226,,98,103,120,121,101,113,22,316,,71.9,50.3,https://www.basketball-reference.com/players/b/bonnema01.html
2012-13,32,SAS,NBA,PF,68,909,,.487,.536,.442,.602,.733,.609,.065,.522,,.453,.483,.359,.496,.753,.535,.271,.243,,108,111,123,121,97,114,24,214,,48.6,35.0,https://www.basketball-reference.com/players/b/bonnema01.html
2013-14,33,SAS,NBA,PF,61,690,,.445,.470,.429,.573,.750,.582,.073,.598,,.454,.488,.360,.501,.756,.541,.284,.260,,98,96,119,114,99,108,26,230,,23.6,13.9,https://www.basketball-reference.com/players/b/bonnema01.html
2014-15,34,SAS,NBA,PF,72,935,,.409,.462,.365,.509,.811,.536,.161,.548,,.449,.485,.350,.496,.750,.534,.273,.268,,91,95,104,103,108,100,59,204,,5.9,.9,https://www.basketball-reference.com/players/b/bonnema01.html
2015-16,35,SAS,NBA,C,30,206,,.509,.609,.441,.640,.750,.647,.070,.597,,.452,.491,.354,.502,.757,.541,.276,.285,,113,124,125,127,99,119,25,209,,15.7,12.4,https://www.basketball-reference.com/players/b/bonnema01.html
2015-16,19,PHO,NBA,SG,76,2108,,.423,.464,.343,.480,.840,.535,.295,.333,,.452,.491,.354,.502,.757,.541,.276,.285,,94,94,97,96,111,99,107,117,,-38.3,-12.4,https://www.basketball-reference.com/players/b/bookede01.html
2016-17,20,PHO,NBA,SG,78,2730,,.423,.447,.363,.475,.832,.531,.308,.283,,.457,.503,.357,.514,.772,.552,.271,.316,,93,89,102,92,108,96,114,90,,-111.2,-69.2,https://www.basketball-reference.com/players/b/bookede01.html
2017-18,21,PHO,NBA,SG,54,1865,,.432,.460,.383,.501,.878,.561,.312,.364,,.460,.510,.362,.521,.767,.556,.252,.337,,94,90,106,96,115,101,124,108,,-41.6,12.6,https://www.basketball-reference.com/players/b/bookede01.html
2018-19,22,PHO,NBA,SG,64,2242,,.467,.536,.326,.521,.866,.584,.362,.330,,.461,.519,.355,.524,.766,.560,.259,.359,,101,103,92,99,113,104,140,92,,-8.7,71.8,https://www.basketball-reference.com/players/b/bookede01.html
2019-20,23,PHO,NBA,SG,70,2512,,.489,.549,.354,.544,.919,.618,.397,.310,,.460,.524,.358,.529,.773,.565,.260,.384,,106,105,99,103,119,109,152,81,,38.0,161.0,https://www.basketball-reference.com/players/b/bookede01.html
2010-11,23,WAS,NBA,PF,65,1063,,.549,.552,.000,.549,.673,.582,.399,.004,,.459,.487,.358,.498,.763,.541,.300,.222,,120,113,,110,88,107,133,2,,25.8,23.9,https://www.basketball-reference.com/players/b/booketr01.html
2011-12,24,WAS,NBA,PF,50,1261,,.531,.531,.500,.532,.602,.548,.273,.006,,.448,.477,.349,.487,.752,.527,.276,.226,,118,111,143,109,80,104,99,3,,30.7,16.4,https://www.basketball-reference.com/players/b/booketr01.html
2012-13,25,WAS,NBA,PF,48,887,,.491,.502,.000,.491,.556,.509,.327,.023,,.453,.483,.359,.496,.753,.535,.271,.243,,108,104,,99,74,95,121,9,,-2.4,-13.1,https://www.basketball-reference.com/players/b/booketr01.html
2013-14,26,WAS,NBA,PF,72,1553,,.551,.554,.000,.551,.618,.562,.189,.005,,.454,.488,.360,.501,.756,.541,.284,.260,,121,114,,110,82,104,66,2,,40.1,18.9,https://www.basketball-reference.com/players/b/booketr01.html
2014-15,27,UTA,NBA,PF,79,1564,,.487,.518,.345,.518,.581,.536,.319,.181,,.449,.485,.350,.496,.750,.534,.273,.268,,108,107,99,105,77,100,117,67,,20.8,1.7,https://www.basketball-reference.com/players/b/booketr01.html
2015-16,28,UTA,NBA,PF,79,1632,,.490,.513,.293,.505,.670,.533,.273,.106,,.452,.491,.354,.502,.757,.541,.276,.285,,108,104,83,101,89,98,99,37,,2.1,-7.5,https://www.basketball-reference.com/players/b/booketr01.html
2016-17,29,BRK,NBA,PF,71,1754,,.516,.546,.321,.537,.673,.554,.186,.132,,.457,.503,.357,.514,.772,.552,.271,.316,,113,108,90,105,87,100,69,42,,27.8,2.6,https://www.basketball-reference.com/players/b/booketr01.html
2017-18,30,TOT,NBA,PF,68,1158,,.516,.545,.242,.528,.710,.557,.271,.096,,.460,.510,.362,.521,.767,.556,.252,.337,,112,107,67,101,93,100,108,29,,4.5,1.0,https://www.basketball-reference.com/players/b/booketr01.html
2017-18,30,BRK,NBA,PF,18,395,,.513,.536,.250,.523,.558,.536,.287,.080,,.460,.510,.362,.521,.767,.556,.252,.337,,112,105,69,100,73,96,114,24,,.6,-6.9,https://www.basketball-reference.com/players/b/booketr01.html
2017-18,30,PHI,NBA,PF,33,494,,.560,.578,.286,.569,.821,.618,.358,.064,,.460,.510,.362,.521,.767,.556,.252,.337,,122,113,79,109,107,111,142,19,,10.4,15.7,https://www.basketball-reference.com/players/b/booketr01.html
2017-18,30,IND,NBA,PF,17,269,,.464,.514,.214,.482,.909,.512,.131,.167,,.460,.510,.362,.521,.767,.556,.252,.337,,101,101,59,93,119,92,52,49,,-6.6,-7.8,https://www.basketball-reference.com/players/b/booketr01.html
2006-07,22,NJN,NBA,PF,61,669,,.579,.579,,.579,.544,.587,.602,.000,,.458,.485,.358,.496,.752,.541,.327,.212,,126,119,,117,72,108,184,,,28.2,19.7,https://www.basketball-reference.com/players/b/boonejo01.html
2007-08,23,NJN,NBA,PF,70,1773,,.548,.548,,.548,.456,.543,.500,.000,,.457,.484,.362,.497,.755,.540,.306,.222,,120,113,,110,60,101,163,,,44.2,2.9,https://www.basketball-reference.com/players/b/boonejo01.html
2008-09,24,NJN,NBA,C,62,995,,.528,.528,,.528,.377,.513,.397,.000,,.459,.485,.367,.500,.771,.544,.306,.224,,115,109,,106,49,94,130,,,12.1,-15.7,https://www.basketball-reference.com/players/b/boonejo01.html
2009-10,25,NJN,NBA,PF,63,1045,,.525,.525,,.525,.328,.509,.260,.000,,.461,.492,.355,.501,.759,.543,.300,.222,,114,107,,105,43,94,87,,,10.7,-16.9,https://www.basketball-reference.com/players/b/boonejo01.html
2003-04,23,UTA,NBA,C,16,258,,.393,.400,.000,.393,.778,.454,.321,.018,,.439,.460,.347,.471,.752,.516,.303,.187,,90,87,,83,103,88,106,10,,-8.8,-8.0,https://www.basketball-reference.com/players/b/borchcu01.html
2004-05,24,UTA,NBA,C,67,859,,.430,.430,,.430,.732,.492,.413,.000,,.448,.470,.356,.482,.756,.529,.324,.196,,96,92,,89,97,93,127,,,-17.9,-15.2,https://www.basketball-reference.com/players/b/borchcu01.html
2003-04,19,TOR,NBA,C,75,2510,,.459,.461,.357,.463,.701,.513,.405,.020,,.439,.460,.347,.471,.752,.516,.303,.187,,105,100,103,98,93,99,133,11,,-11.8,-4.9,https://www.basketball-reference.com/players/b/boshch01.html
2004-05,20,TOR,NBA,PF,81,3017,,.471,.472,.300,.472,.760,.547,.539,.010,,.448,.470,.356,.482,.756,.529,.324,.196,,105,101,84,98,101,103,166,5,,-20.5,44.4,https://www.basketball-reference.com/players/b/boshch01.html
2005-06,21,TOR,NBA,C,70,2751,,.505,.511,.000,.505,.816,.585,.534,.012,,.454,.478,.358,.490,.745,.536,.333,.202,,111,107,,103,109,109,161,6,,32.8,133.8,https://www.basketball-reference.com/players/b/boshch01.html
2006-07,22,TOR,NBA,C,69,2658,,.496,.501,.343,.502,.785,.577,.539,.032,,.458,.485,.358,.496,.752,.541,.327,.212,,108,103,96,101,104,106,165,15,,12.0,95.1,https://www.basketball-reference.com/players/b/boshch01.html
2007-08,23,TOR,NBA,C,67,2425,,.494,.496,.400,.499,.844,.588,.544,.024,,.457,.484,.362,.497,.755,.540,.306,.222,,108,102,111,100,112,109,178,11,,2.3,120.6,https://www.basketball-reference.com/players/b/boshch01.html
2008-09,24,TOR,NBA,C,77,2928,,.487,.497,.245,.492,.817,.569,.488,.039,,.459,.485,.367,.500,.771,.544,.306,.224,,106,102,67,98,106,105,160,17,,-20.5,75.3,https://www.basketball-reference.com/players/b/boshch01.html
2009-10,25,TOR,NBA,C,70,2526,,.518,.521,.364,.522,.797,.592,.509,.019,,.461,.492,.355,.501,.759,.543,.300,.222,,112,106,103,104,105,109,170,9,,48.3,138.6,https://www.basketball-reference.com/players/b/boshch01.html
2010-11,26,MIA,NBA,PF,77,2795,,.496,.502,.240,.499,.815,.569,.446,.024,,.459,.487,.358,.498,.763,.541,.300,.222,,108,103,67,100,107,105,149,11,,1.5,70.1,https://www.basketball-reference.com/players/b/boshch01.html
