Season,Age,Team,Lg,Pos,G,MP, ,FG_player Shooting %,2P_player Shooting %,3P_player Shooting %,eFG_player Shooting %,FT_player Shooting %,TS_player Shooting %,FTr_player Shooting %,3PAr_player Shooting %, ,FG_League Shooting %,2P_League Shooting %,3P_League Shooting %,eFG_League Shooting %,FT_League Shooting %,TS_League Shooting %,FTr_League Shooting %,3PAr_League Shooting %, ,FG+_League-Adjusted,2P+_League-Adjusted,3P+_League-Adjusted,eFG+_League-Adjusted,FT+_League-Adjusted,TS+_League-Adjusted,FTr+_League-Adjusted,3PAr+_League-Adjusted, ,FG Add,TS Add,Player_link
2012-13,27,CHI,NBA,C,66,2426,,.481,.485,.000,.481,.751,.534,.376,.008,,.453,.483,.359,.496,.753,.535,.271,.243,,106,100,,97,100,100,139,3,,-19.5,-1.1,https://www.basketball-reference.com/players/n/noahjo01.html
2013-14,28,CHI,NBA,C,80,2820,,.475,.476,.000,.475,.737,.531,.419,.003,,.454,.488,.360,.501,.756,.541,.284,.260,,105,98,,95,98,98,147,1,,-41.7,-17.8,https://www.basketball-reference.com/players/n/noahjo01.html
2014-15,29,CHI,NBA,C,67,2049,,.445,.447,.000,.445,.603,.482,.407,.005,,.449,.485,.350,.496,.750,.534,.273,.268,,99,92,,90,80,90,149,2,,-43.5,-53.0,https://www.basketball-reference.com/players/n/noahjo01.html
2015-16,30,CHI,NBA,C,29,635,,.384,.386,.000,.383,.489,.406,.338,.007,,.452,.491,.354,.502,.757,.541,.276,.285,,85,79,,76,65,75,122,3,,-31.7,-41.4,https://www.basketball-reference.com/players/n/noahjo01.html
2016-17,31,NYK,NBA,C,46,1015,,.490,.492,.000,.490,.436,.491,.386,.005,,.457,.503,.357,.514,.772,.552,.271,.316,,107,98,,95,56,89,143,2,,-9.5,-29.1,https://www.basketball-reference.com/players/n/noahjo01.html
2017-18,32,NYK,NBA,C,7,40,,.500,.500,,.500,.500,.510,.400,.000,,.460,.510,.362,.521,.767,.556,.252,.337,,109,98,,96,65,92,159,,,-0.4,-1.1,https://www.basketball-reference.com/players/n/noahjo01.html
2018-19,33,MEM,NBA,C,42,693,,.516,.519,.000,.516,.716,.571,.512,.005,,.461,.519,.355,.524,.766,.560,.259,.359,,112,100,,99,93,102,198,1,,-3.3,5.9,https://www.basketball-reference.com/players/n/noahjo01.html
2019-20,34,LAC,NBA,C,5,50,,.500,.500,,.500,.750,.608,1.000,.000,,.460,.524,.358,.529,.773,.565,.260,.384,,109,95,,95,97,108,384,,,-0.5,1.0,https://www.basketball-reference.com/players/n/noahjo01.html
2004-05,25,CHI,NBA,SF,81,1892,,.401,.429,.258,.422,.766,.484,.369,.161,,.448,.470,.356,.482,.756,.529,.324,.196,,90,91,72,87,101,92,114,82,,-72.8,-62.8,https://www.basketball-reference.com/players/n/nocioan01.html
2005-06,26,CHI,NBA,PF,82,2239,,.461,.489,.391,.517,.843,.567,.291,.286,,.454,.478,.358,.490,.745,.536,.333,.202,,102,102,109,105,113,106,87,142,,44.7,58.8,https://www.basketball-reference.com/players/n/nocioan01.html
2006-07,27,CHI,NBA,PF,53,1406,,.468,.515,.383,.536,.848,.578,.248,.358,,.458,.485,.358,.496,.752,.541,.327,.212,,102,106,107,108,113,107,76,168,,46.3,47.5,https://www.basketball-reference.com/players/n/nocioan01.html
2007-08,28,CHI,NBA,SF,82,2021,,.432,.476,.364,.504,.807,.549,.277,.395,,.457,.484,.362,.497,.755,.540,.306,.222,,95,98,101,101,107,102,91,178,,11.5,16.9,https://www.basketball-reference.com/players/n/nocioan01.html
2008-09,29,TOT,NBA,SF-PF,76,1991,,.426,.449,.399,.515,.792,.555,.261,.444,,.459,.485,.367,.500,.771,.544,.306,.224,,93,92,109,103,103,102,85,198,,21.3,16.1,https://www.basketball-reference.com/players/n/nocioan01.html
2008-09,29,CHI,NBA,PF,53,1278,,.414,.446,.378,.502,.806,.547,.276,.466,,.459,.485,.367,.500,.771,.544,.306,.224,,90,92,103,100,105,100,90,208,,2.2,2.7,https://www.basketball-reference.com/players/n/nocioan01.html
2008-09,29,SAC,NBA,SF,23,713,,.448,.453,.441,.538,.763,.568,.234,.405,,.459,.485,.367,.500,.771,.544,.306,.224,,98,93,120,108,99,104,77,181,,19.1,13.4,https://www.basketball-reference.com/players/n/nocioan01.html
2009-10,30,SAC,NBA,SF,75,1477,,.399,.408,.386,.480,.717,.503,.169,.424,,.461,.492,.355,.501,.759,.543,.300,.222,,86,83,109,96,95,93,56,191,,-23.9,-49.7,https://www.basketball-reference.com/players/n/nocioan01.html
2010-11,31,PHI,NBA,SF,54,931,,.426,.478,.356,.502,.803,.538,.220,.426,,.459,.487,.358,.498,.763,.541,.300,.222,,93,98,99,101,105,99,73,192,,1.9,-2.0,https://www.basketball-reference.com/players/n/nocioan01.html
2011-12,32,PHI,NBA,SF,11,56,,.250,.286,.167,.275,.545,.342,.550,.300,,.448,.477,.349,.487,.752,.527,.276,.226,,56,60,48,56,72,65,199,133,,-8.5,-9.2,https://www.basketball-reference.com/players/n/nocioan01.html
2006-07,22,MIL,NBA,PF,68,792,,.367,.387,.321,.415,.861,.470,.243,.299,,.458,.485,.358,.496,.752,.541,.327,.212,,80,80,90,84,114,87,74,141,,-28.7,-28.2,https://www.basketball-reference.com/players/n/noelda01.html
2014-15,20,PHI,NBA,C,75,2311,,.463,.463,,.462,.609,.493,.352,.000,,.449,.485,.350,.496,.750,.534,.273,.268,,103,95,,93,81,92,129,,,-43.6,-61.7,https://www.basketball-reference.com/players/n/noelne01.html
2015-16,21,PHI,NBA,C,67,1965,,.521,.521,.500,.522,.590,.544,.387,.003,,.452,.491,.354,.502,.757,.541,.276,.285,,115,106,141,104,78,100,140,1,,23.1,3.5,https://www.basketball-reference.com/players/n/noelne01.html
2016-17,22,TOT,NBA,C,51,1047,,.596,.597,.000,.595,.694,.622,.359,.003,,.457,.503,.357,.514,.772,.552,.271,.316,,130,119,,116,90,113,133,1,,50.5,49.7,https://www.basketball-reference.com/players/n/noelne01.html
2016-17,22,PHI,NBA,C,29,564,,.611,.615,.000,.611,.682,.634,.360,.006,,.457,.503,.357,.514,.772,.552,.271,.316,,134,122,,119,88,115,133,2,,34.2,33.1,https://www.basketball-reference.com/players/n/noelne01.html
2016-17,22,DAL,NBA,C,22,483,,.575,.575,,.575,.708,.606,.358,.000,,.457,.503,.357,.514,.772,.552,.271,.316,,126,114,,112,92,110,132,,,16.3,16.6,https://www.basketball-reference.com/players/n/noelne01.html
2017-18,23,DAL,NBA,C,30,472,,.524,.529,.000,.524,.750,.558,.267,.009,,.460,.510,.362,.521,.767,.556,.252,.337,,114,104,,101,98,100,106,3,,.6,.5,https://www.basketball-reference.com/players/n/noelne01.html
2018-19,24,OKC,NBA,C,77,1055,,.587,.587,,.587,.683,.608,.286,.000,,.461,.519,.355,.524,.766,.560,.259,.359,,127,113,,112,89,109,111,,,34.6,30.2,https://www.basketball-reference.com/players/n/noelne01.html
2019-20,25,OKC,NBA,C,61,1127,,.684,.688,.333,.686,.755,.711,.394,.011,,.460,.524,.358,.529,.773,.565,.260,.384,,149,131,93,130,98,126,151,3,,84.5,92.5,https://www.basketball-reference.com/players/n/noelne01.html
2014-15,22,TOR,NBA,C,6,23,,.250,.250,,.250,.500,.307,.500,.000,,.449,.485,.350,.496,.750,.534,.273,.268,,56,52,,50,67,58,183,,,-3.9,-4.4,https://www.basketball-reference.com/players/n/noguelu01.html
2015-16,23,TOR,NBA,C,29,225,,.636,.658,.333,.648,.533,.642,.341,.068,,.452,.491,.354,.502,.757,.541,.276,.285,,141,134,94,129,70,119,123,24,,12.8,10.2,https://www.basketball-reference.com/players/n/noguelu01.html
2016-17,24,TOR,NBA,C,57,1088,,.660,.694,.250,.670,.657,.682,.429,.077,,.457,.503,.357,.514,.772,.552,.271,.316,,144,138,70,130,85,123,159,24,,48.7,48.1,https://www.basketball-reference.com/players/n/noguelu01.html
2017-18,25,TOR,NBA,C,49,418,,.613,.721,.263,.644,.679,.661,.350,.237,,.460,.510,.362,.521,.767,.556,.252,.337,,133,141,73,124,88,119,139,70,,19.6,19.3,https://www.basketball-reference.com/players/n/noguelu01.html
2019-20,22,TOT,NBA,SG,5,41,,.250,.000,.375,.375,1.000,.402,.083,.667,,.460,.524,.358,.529,.773,.565,.260,.384,,54,,105,71,129,71,32,174,,-3.7,-4.1,https://www.basketball-reference.com/players/n/norveza01.html
2019-20,22,LAL,NBA,SG,2,5,,.000,.000,,.000,,.000,.000,.000,,.460,.524,.358,.529,.773,.565,.260,.384,,,,,,,,,,,-1.1,-1.1,https://www.basketball-reference.com/players/n/norveza01.html
2019-20,22,GSW,NBA,SG,3,36,,.273,.000,.375,.409,1.000,.437,.091,.727,,.460,.524,.358,.529,.773,.565,.260,.384,,59,,105,77,129,77,35,189,,-2.6,-2.9,https://www.basketball-reference.com/players/n/norveza01.html
2006-07,23,HOU,NBA,SF,35,191,,.360,.455,.333,.490,1.000,.501,.040,.780,,.458,.485,.358,.496,.752,.541,.327,.212,,79,94,93,99,133,93,12,367,,-0.6,-4.1,https://www.basketball-reference.com/players/n/novakst01.html
2007-08,24,HOU,NBA,SF,35,264,,.480,.484,.479,.647,.750,.650,.039,.696,,.457,.484,.362,.497,.755,.540,.306,.222,,105,100,132,130,99,120,13,313,,30.5,22.9,https://www.basketball-reference.com/players/n/novakst01.html
2008-09,25,LAC,NBA,PF,71,1161,,.444,.518,.416,.595,.913,.606,.058,.722,,.459,.485,.367,.500,.771,.544,.306,.224,,97,107,113,119,118,111,19,322,,75.2,49.8,https://www.basketball-reference.com/players/n/novakst01.html
2009-10,26,LAC,NBA,SF,54,362,,.389,.540,.310,.491,.778,.505,.083,.657,,.461,.492,.355,.501,.759,.543,.300,.222,,84,110,87,98,102,93,28,296,,-2.2,-8.6,https://www.basketball-reference.com/players/n/novakst01.html
2010-11,27,TOT,NBA,SF,30,215,,.522,.429,.565,.716,1.000,.737,.119,.687,,.459,.487,.358,.498,.763,.541,.300,.222,,114,88,158,144,131,136,40,310,,29.2,27.6,https://www.basketball-reference.com/players/n/novakst01.html
2010-11,27,DAL,NBA,SF,7,18,,.500,.250,.750,.688,,.688,.000,.500,,.459,.487,.358,.498,.763,.541,.300,.222,,109,51,209,138,,127,,225,,3.0,2.3,https://www.basketball-reference.com/players/n/novakst01.html
2010-11,27,SAS,NBA,SF,23,197,,.525,.471,.548,.720,1.000,.744,.136,.712,,.459,.487,.358,.498,.763,.541,.300,.222,,115,97,153,145,131,137,45,321,,26.2,25.3,https://www.basketball-reference.com/players/n/novakst01.html
2011-12,28,NYK,NBA,PF,54,1020,,.478,.509,.472,.675,.846,.684,.077,.837,,.448,.477,.349,.487,.752,.527,.276,.226,,107,107,135,139,112,130,28,371,,126.6,109.7,https://www.basketball-reference.com/players/n/novakst01.html
2012-13,29,NYK,NBA,SF,81,1641,,.414,.367,.424,.587,.909,.602,.077,.816,,.453,.483,.359,.496,.753,.535,.271,.243,,91,76,118,118,121,113,28,335,,78.1,59.7,https://www.basketball-reference.com/players/n/novakst01.html
2013-14,30,TOR,NBA,PF,54,540,,.411,.333,.426,.589,1.000,.599,.041,.836,,.454,.488,.360,.501,.756,.541,.284,.260,,90,68,119,118,132,111,14,322,,25.7,17.2,https://www.basketball-reference.com/players/n/novakst01.html
2014-15,31,TOT,NBA,SF-PF,35,197,,.393,.375,.396,.562,.000,.554,.036,.857,,.449,.485,.350,.496,.750,.534,.273,.268,,88,77,113,113,,104,13,320,,7.5,2.2,https://www.basketball-reference.com/players/n/novakst01.html
2014-15,31,UTA,NBA,SF,22,109,,.457,.000,.485,.686,.000,.669,.057,.943,,.449,.485,.350,.496,.750,.534,.273,.268,,102,,139,138,,125,21,352,,13.3,9.7,https://www.basketball-reference.com/players/n/novakst01.html
2014-15,31,OKC,NBA,PF,13,88,,.286,.500,.200,.357,,.357,.000,.714,,.449,.485,.350,.496,.750,.534,.273,.268,,64,103,57,72,,67,,266,,-5.8,-7.4,https://www.basketball-reference.com/players/n/novakst01.html
2015-16,32,TOT,NBA,PF,10,44,,.444,.333,.467,.639,1.000,.651,.056,.833,,.452,.491,.354,.502,.757,.541,.276,.285,,98,68,132,127,132,120,20,293,,4.9,4.0,https://www.basketball-reference.com/players/n/novakst01.html
2015-16,32,OKC,NBA,PF,7,24,,.500,.333,.556,.708,,.708,.000,.750,,.452,.491,.354,.502,.757,.541,.276,.285,,111,68,157,141,,131,,263,,4.9,4.0,https://www.basketball-reference.com/players/n/novakst01.html
2015-16,32,MIL,NBA,PF,3,20,,.333,,.333,.500,1.000,.543,.167,1.000,,.452,.491,.354,.502,.757,.541,.276,.285,,74,,94,100,132,100,60,351,,-0.0,.0,https://www.basketball-reference.com/players/n/novakst01.html
2016-17,33,MIL,NBA,PF,8,22,,.286,1.000,.167,.357,,.357,.000,.857,,.457,.503,.357,.514,.772,.552,.271,.316,,62,199,47,70,,65,,271,,-2.2,-2.7,https://www.basketball-reference.com/players/n/novakst01.html
2019-20,20,MIN,NBA,SG,15,151,,.358,.593,.115,.387,.941,.471,.321,.491,,.460,.524,.358,.529,.773,.565,.260,.384,,78,113,32,73,122,83,123,128,,-15.1,-11.3,https://www.basketball-reference.com/players/n/nowelja01.html
2017-18,19,NYK,NBA,PG,78,1706,,.364,.385,.319,.414,.721,.437,.136,.314,,.460,.510,.362,.521,.767,.556,.252,.337,,79,75,88,79,94,79,54,93,,-107.2,-126.4,https://www.basketball-reference.com/players/n/ntilila01.html
2018-19,20,NYK,NBA,PG,43,904,,.337,.371,.287,.395,.767,.417,.106,.408,,.461,.519,.355,.524,.766,.560,.259,.359,,73,71,81,75,100,74,41,114,,-72.6,-84.4,https://www.basketball-reference.com/players/n/ntilila01.html
2019-20,21,NYK,NBA,PG,57,1187,,.393,.444,.321,.459,.864,.497,.177,.411,,.460,.524,.358,.529,.773,.565,.260,.384,,86,85,90,87,112,88,68,107,,-46.2,-48.4,https://www.basketball-reference.com/players/n/ntilila01.html
2019-20,24,MIA,NBA,PG,67,1962,,.439,.505,.350,.514,.850,.534,.109,.428,,.460,.524,.358,.529,.773,.565,.260,.384,,95,96,98,97,110,95,42,111,,-27.7,-58.0,https://www.basketball-reference.com/players/n/nunnke01.html
2013-14,23,TOT,NBA,SF,13,165,,.326,.333,.320,.413,.667,.440,.196,.543,,.454,.488,.360,.501,.756,.541,.284,.260,,72,68,89,82,88,81,69,209,,-8.1,-10.0,https://www.basketball-reference.com/players/n/nunnaja01.html
2013-14,23,ATL,NBA,SF,4,54,,.333,.375,.300,.417,.750,.456,.222,.556,,.454,.488,.360,.501,.756,.541,.284,.260,,73,77,83,83,99,84,78,214,,-3.0,-3.4,https://www.basketball-reference.com/players/n/nunnaja01.html
2013-14,23,PHI,NBA,SF,9,111,,.321,.308,.333,.411,.600,.430,.179,.536,,.454,.488,.360,.501,.756,.541,.284,.260,,71,63,93,82,79,80,63,206,,-5.1,-6.7,https://www.basketball-reference.com/players/n/nunnaja01.html
2018-19,28,TOT,NBA,SF,15,102,,.353,.444,.320,.471,1.000,.503,.118,.735,,.461,.519,.355,.524,.766,.560,.259,.359,,77,86,90,90,130,90,45,205,,-3.6,-4.0,https://www.basketball-reference.com/players/n/nunnaja01.html
2018-19,28,MIN,NBA,SF,13,64,,.429,.500,.385,.548,1.000,.593,.191,.619,,.461,.519,.355,.524,.766,.560,.259,.359,,93,96,108,104,130,106,74,173,,1.0,1.5,https://www.basketball-reference.com/players/n/nunnaja01.html
2018-19,28,HOU,NBA,SF,2,38,,.231,.000,.250,.346,,.346,.000,.923,,.461,.519,.355,.524,.766,.560,.259,.359,,50,,70,66,,62,,257,,-4.6,-5.5,https://www.basketball-reference.com/players/n/nunnaja01.html
2014-15,20,DEN,NBA,C,62,1103,,.447,.449,.000,.446,.636,.483,.345,.005,,.449,.485,.350,.496,.750,.534,.273,.268,,99,93,,90,85,90,126,2,,-37.8,-45.2,https://www.basketball-reference.com/players/n/nurkiju01.html
2015-16,21,DEN,NBA,C,32,547,,.417,.423,.000,.417,.616,.461,.409,.012,,.452,.491,.354,.502,.757,.541,.276,.285,,92,86,,83,81,85,148,4,,-41.2,-46.1,https://www.basketball-reference.com/players/n/nurkiju01.html
2016-17,22,TOT,NBA,C,65,1391,,.507,.508,.000,.507,.571,.528,.393,.002,,.457,.503,.357,.514,.772,.552,.271,.316,,111,101,,99,74,96,145,1,,-6.6,-30.0,https://www.basketball-reference.com/players/n/nurkiju01.html
2016-17,22,DEN,NBA,C,45,807,,.507,.507,,.507,.496,.515,.379,.000,,.457,.503,.357,.514,.772,.552,.271,.316,,111,101,,99,64,93,140,,,-4.2,-26.1,https://www.basketball-reference.com/players/n/nurkiju01.html
2016-17,22,POR,NBA,C,20,584,,.508,.511,.000,.508,.660,.545,.411,.004,,.457,.503,.357,.514,.772,.552,.271,.316,,111,101,,99,85,99,152,1,,-2.5,-3.9,https://www.basketball-reference.com/players/n/nurkiju01.html
2017-18,23,POR,NBA,C,79,2088,,.505,.508,.000,.505,.630,.528,.287,.007,,.460,.510,.362,.521,.767,.556,.252,.337,,110,100,,97,82,95,114,2,,-31.3,-59.4,https://www.basketball-reference.com/players/n/nurkiju01.html
2018-19,24,POR,NBA,C,72,1974,,.508,.523,.103,.510,.773,.570,.442,.035,,.461,.519,.355,.524,.766,.560,.259,.359,,110,101,29,97,101,102,171,10,,-23.0,20.8,https://www.basketball-reference.com/players/n/nurkiju01.html
2019-20,25,POR,NBA,C,8,253,,.495,.525,.200,.505,.886,.567,.321,.092,,.460,.524,.358,.529,.773,.565,.260,.384,,108,100,56,95,115,100,123,24,,-5.3,.5,https://www.basketball-reference.com/players/n/nurkiju01.html
2016-17,24,LAL,NBA,SG,20,397,,.580,.605,.200,.586,.641,.611,.481,.062,,.457,.503,.357,.514,.772,.552,.271,.316,,127,120,56,114,83,111,178,20,,11.8,11.6,https://www.basketball-reference.com/players/n/nwabada01.html
2017-18,25,CHI,NBA,SG,70,1646,,.477,.496,.346,.499,.655,.542,.480,.123,,.460,.510,.362,.521,.767,.556,.252,.337,,104,97,96,96,85,97,191,36,,-18.9,-14.8,https://www.basketball-reference.com/players/n/nwabada01.html
2018-19,26,CLE,NBA,SG,51,984,,.481,.545,.320,.527,.682,.558,.324,.286,,.461,.519,.355,.524,.766,.560,.259,.359,,104,105,90,100,89,100,125,80,,1.3,-1.1,https://www.basketball-reference.com/players/n/nwabada01.html
2019-20,27,BRK,NBA,SG,20,268,,.521,.581,.429,.606,.667,.627,.380,.394,,.460,.524,.358,.529,.773,.565,.260,.384,,113,111,120,115,86,111,146,103,,10.9,10.4,https://www.basketball-reference.com/players/n/nwabada01.html
2015-16,23,UTA,NBA,SF,2,6,,.000,.000,,.000,,.000,.000,.000,,.452,.491,.354,.502,.757,.541,.276,.285,,,,,,,,,,,-1.0,-1.1,https://www.basketball-reference.com/players/o/obriejj01.html
2014-15,21,MIL,NBA,PF,34,368,,.367,.367,,.367,.444,.379,.225,.000,,.449,.485,.350,.496,.750,.534,.273,.268,,82,76,,74,59,71,82,,,-31.0,-40.9,https://www.basketball-reference.com/players/o/obryajo01.html
2015-16,22,MIL,NBA,PF,66,857,,.411,.409,1.000,.414,.675,.441,.191,.005,,.452,.491,.354,.502,.757,.541,.276,.285,,91,83,283,82,89,82,69,2,,-37.0,-45.3,https://www.basketball-reference.com/players/o/obryajo01.html
2016-17,23,TOT,NBA,PF,11,80,,.500,.500,.500,.550,.833,.582,.200,.200,,.457,.503,.357,.514,.772,.552,.271,.316,,109,99,140,107,108,105,74,63,,2.2,1.9,https://www.basketball-reference.com/players/o/obryajo01.html
2016-17,23,DEN,NBA,PF,7,46,,.467,.417,.667,.533,1.000,.597,.267,.200,,.457,.503,.357,.514,.772,.552,.271,.316,,102,83,186,104,130,108,99,63,,.6,1.5,https://www.basketball-reference.com/players/o/obryajo01.html
2016-17,23,CHO,NBA,PF,4,34,,.533,.583,.333,.567,.500,.567,.133,.200,,.457,.503,.357,.514,.772,.552,.271,.316,,117,116,93,110,65,103,49,63,,1.6,.5,https://www.basketball-reference.com/players/o/obryajo01.html
2017-18,24,CHO,NBA,PF,36,379,,.398,.422,.326,.439,.840,.470,.146,.252,,.460,.510,.362,.521,.767,.556,.252,.337,,86,83,90,84,110,84,58,75,,-28.2,-31.4,https://www.basketball-reference.com/players/o/obryajo01.html
2006-07,20,GSW,NBA,C,16,119,,.312,.312,,.312,.647,.393,.531,.000,,.458,.485,.358,.496,.752,.541,.327,.212,,68,64,,63,86,73,162,,,-11.8,-11.8,https://www.basketball-reference.com/players/o/obryapa01.html
2007-08,21,GSW,NBA,C,24,99,,.552,.552,,.552,.600,.561,.172,.000,,.457,.484,.362,.497,.755,.540,.306,.222,,121,114,,111,79,104,56,,,3.2,1.3,https://www.basketball-reference.com/players/o/obryapa01.html
2008-09,22,TOT,NBA,C,39,255,,.536,.549,.000,.536,.550,.544,.238,.024,,.459,.485,.367,.500,.771,.544,.306,.224,,117,113,,107,71,100,78,11,,6.0,-0.0,https://www.basketball-reference.com/players/o/obryapa01.html
2008-09,22,BOS,NBA,C,26,108,,.516,.516,,.516,.667,.551,.387,.000,,.459,.485,.367,.500,.771,.544,.306,.224,,113,106,,103,86,101,127,,,1.0,.5,https://www.basketball-reference.com/players/o/obryapa01.html
2008-09,22,TOR,NBA,C,13,147,,.547,.569,.000,.547,.375,.540,.151,.038,,.459,.485,.367,.500,.771,.544,.306,.224,,119,117,,109,49,99,49,17,,5.0,-0.5,https://www.basketball-reference.com/players/o/obryapa01.html
2009-10,23,TOR,NBA,C,11,51,,.533,.571,.000,.533,.500,.538,.400,.067,,.461,.492,.355,.501,.759,.543,.300,.222,,116,116,,107,66,99,133,30,,1.0,-0.2,https://www.basketball-reference.com/players/o/obryapa01.html
2017-18,24,UTA,NBA,SF,69,1150,,.422,.470,.356,.496,.803,.540,.268,.415,,.460,.510,.362,.521,.767,.556,.252,.337,,92,92,98,95,105,97,106,123,,-14.0,-10.1,https://www.basketball-reference.com/players/o/onealro01.html
2018-19,25,UTA,NBA,SF,82,1671,,.475,.569,.386,.574,.762,.589,.122,.513,,.461,.519,.355,.524,.766,.560,.259,.359,,103,109,109,110,99,105,47,143,,34.4,21.4,https://www.basketball-reference.com/players/o/onealro01.html
2019-20,26,UTA,NBA,SF,71,2049,,.433,.545,.377,.559,.764,.578,.151,.668,,.460,.524,.358,.529,.773,.565,.260,.384,,94,104,105,106,99,102,58,174,,22.0,10.4,https://www.basketball-reference.com/players/o/onealro01.html
2012-13,22,ORL,NBA,C,57,638,,.513,.515,.000,.513,.667,.535,.228,.005,,.453,.483,.359,.496,.753,.535,.271,.243,,113,107,,103,89,100,84,2,,6.4,.2,https://www.basketball-reference.com/players/o/oquinky01.html
2013-14,23,ORL,NBA,C,69,1188,,.501,.505,.000,.501,.687,.526,.224,.008,,.454,.488,.360,.501,.756,.541,.284,.260,,110,104,,100,91,97,79,3,,.2,-11.8,https://www.basketball-reference.com/players/o/oquinky01.html
2014-15,24,ORL,NBA,PF,51,824,,.492,.538,.279,.517,.772,.550,.235,.178,,.449,.485,.350,.496,.750,.534,.273,.268,,110,111,80,104,103,103,86,66,,10.0,8.7,https://www.basketball-reference.com/players/o/oquinky01.html
2015-16,25,NYK,NBA,PF,65,764,,.476,.498,.227,.485,.767,.519,.221,.081,,.452,.491,.354,.502,.757,.541,.276,.285,,105,101,64,97,101,96,80,29,,-9.3,-12.9,https://www.basketball-reference.com/players/o/oquinky01.html
2016-17,26,NYK,NBA,C,79,1229,,.521,.538,.118,.523,.771,.552,.201,.041,,.457,.503,.357,.514,.772,.552,.271,.316,,114,107,33,102,100,100,74,13,,7.7,-0.6,https://www.basketball-reference.com/players/o/oquinky01.html
2017-18,27,NYK,NBA,C,77,1387,,.583,.600,.235,.589,.772,.625,.331,.044,,.460,.510,.362,.521,.767,.556,.252,.337,,127,117,65,113,101,112,131,13,,51.7,60.7,https://www.basketball-reference.com/players/o/oquinky01.html
2018-19,28,IND,NBA,C,45,371,,.507,.548,.083,.511,.809,.537,.154,.088,,.461,.519,.355,.524,.766,.560,.259,.359,,110,106,23,97,106,96,60,25,,-3.6,-6.6,https://www.basketball-reference.com/players/o/oquinky01.html
2019-20,29,PHI,NBA,C,29,313,,.494,.603,.259,.535,.550,.544,.235,.318,,.460,.524,.358,.529,.773,.565,.260,.384,,107,115,72,101,71,96,90,83,,1.1,-3.9,https://www.basketball-reference.com/players/o/oquinky01.html
2005-06,30,SAS,NBA,C,59,490,,.473,.483,.000,.473,.556,.491,.290,.021,,.454,.478,.358,.490,.745,.536,.333,.202,,104,101,,97,75,92,87,11,,-3.1,-9.3,https://www.basketball-reference.com/players/o/obertfa01.html
2006-07,31,SAS,NBA,C,79,1365,,.562,.562,,.562,.647,.575,.181,.000,,.458,.485,.358,.496,.752,.541,.327,.212,,123,116,,113,86,106,55,,,37.0,20.4,https://www.basketball-reference.com/players/o/obertfa01.html
2007-08,32,SAS,NBA,C,82,1644,,.608,.610,.000,.608,.607,.615,.206,.003,,.457,.484,.362,.497,.755,.540,.306,.222,,133,126,,122,80,114,67,2,,65.5,48.2,https://www.basketball-reference.com/players/o/obertfa01.html
2008-09,33,SAS,NBA,C,54,677,,.587,.592,.000,.587,.571,.595,.337,.010,,.459,.485,.367,.500,.771,.544,.306,.224,,128,122,,117,74,109,110,4,,18.0,12.0,https://www.basketball-reference.com/players/o/obertfa01.html
2009-10,34,WAS,NBA,C,57,650,,.625,.625,,.625,.765,.654,.304,.000,,.461,.492,.355,.501,.759,.543,.300,.222,,135,127,,125,101,120,101,,,13.9,14.1,https://www.basketball-reference.com/players/o/obertfa01.html
2010-11,35,POR,NBA,C,5,45,,.600,.600,,.600,.500,.595,.400,.000,,.459,.487,.358,.498,.763,.541,.300,.222,,131,123,,120,65,110,133,,,1.0,.6,https://www.basketball-reference.com/players/o/obertfa01.html
2016-17,23,WAS,NBA,C,19,75,,.444,.444,,.444,.000,.430,.074,.000,,.457,.503,.357,.514,.772,.552,.271,.316,,97,88,,87,,78,27,,,-3.7,-6.8,https://www.basketball-reference.com/players/o/ochefda01.html
2008-09,21,POR,NBA,C,61,1314,,.564,.564,,.564,.637,.599,.644,.000,,.459,.485,.367,.500,.771,.544,.306,.224,,123,116,,113,83,110,211,,,45.1,49.6,https://www.basketball-reference.com/players/o/odengr01.html
2009-10,22,POR,NBA,C,21,502,,.605,.605,,.605,.766,.647,.421,.000,,.461,.492,.355,.501,.759,.543,.300,.222,,131,123,,121,101,119,140,,,31.8,37.4,https://www.basketball-reference.com/players/o/odengr01.html
2013-14,26,MIA,NBA,C,23,212,,.551,.551,,.551,.565,.567,.469,.000,,.454,.488,.360,.501,.756,.541,.284,.260,,121,113,,110,75,105,165,,,4.9,3.0,https://www.basketball-reference.com/players/o/odengr01.html
2012-13,24,HOU,NBA,C,3,12,,.333,.333,,.333,1.000,.436,.333,.000,,.453,.483,.359,.496,.753,.535,.271,.243,,74,69,,67,133,82,123,,,-1.0,-0.7,https://www.basketball-reference.com/players/o/ohlbrti01.html
2017-18,23,BOS,NBA,PF,73,1150,,.346,.397,.320,.452,.610,.473,.218,.665,,.460,.510,.362,.521,.767,.556,.252,.337,,75,78,88,87,79,85,87,197,,-26.0,-34.2,https://www.basketball-reference.com/players/o/ojelese01.html
2018-19,24,BOS,NBA,PF,56,594,,.424,.565,.315,.513,.615,.531,.247,.563,,.461,.519,.355,.524,.766,.560,.259,.359,,92,109,89,98,80,95,95,157,,-3.6,-10.0,https://www.basketball-reference.com/players/o/ojelese01.html
