Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link
2019-20,29,DEN,NBA,C,61,1,17.3,2.9,4.7,.615,0.0,0.1,.000,2.9,4.6,.625,.615,1.4,2.5,.535,1.6,3.6,5.2,2.5,0.5,0.6,1.3,2.3,7.2,https://www.basketball-reference.com/players/p/plumlma01.html
2012-13,24,IND,NBA,C,14,0,3.9,0.4,1.5,.238,0.0,0.0,,0.4,1.5,.238,.238,0.2,0.3,.750,0.9,0.7,1.6,0.1,0.0,0.2,0.2,0.4,0.9,https://www.basketball-reference.com/players/p/plumlmi01.html
2013-14,25,PHO,NBA,C,80,79,24.6,3.6,6.9,.517,0.0,0.0,,3.6,6.9,.517,.517,0.9,1.7,.561,2.5,5.4,7.8,0.5,0.6,1.1,1.4,2.3,8.1,https://www.basketball-reference.com/players/p/plumlmi01.html
2014-15,26,TOT,NBA,C,73,28,16.4,1.9,3.5,.535,0.0,0.0,,1.9,3.5,.535,.535,0.3,0.6,.478,1.5,2.8,4.4,0.5,0.6,0.9,0.7,1.5,4.0,https://www.basketball-reference.com/players/p/plumlmi01.html
2014-15,26,PHO,NBA,C,54,28,18.6,2.0,3.6,.549,0.0,0.0,,2.0,3.6,.549,.549,0.4,0.7,.500,1.8,3.3,5.1,0.5,0.6,1.0,0.8,1.8,4.3,https://www.basketball-reference.com/players/p/plumlmi01.html
2014-15,26,MIL,NBA,C,19,0,9.9,1.5,3.1,.492,0.0,0.0,,1.5,3.1,.492,.492,0.2,0.4,.375,0.9,1.5,2.4,0.4,0.3,0.6,0.3,0.6,3.2,https://www.basketball-reference.com/players/p/plumlmi01.html
2015-16,27,MIL,NBA,C,61,14,14.3,2.3,3.8,.601,0.0,0.0,,2.3,3.8,.601,.601,0.6,1.0,.576,1.5,2.3,3.8,0.3,0.3,0.8,0.7,1.2,5.1,https://www.basketball-reference.com/players/p/plumlmi01.html
2016-17,28,TOT,NBA,C,45,12,10.8,1.0,2.0,.478,0.0,0.0,,1.0,2.0,.478,.478,0.6,0.9,.641,0.8,1.3,2.1,0.5,0.4,0.3,0.7,1.6,2.5,https://www.basketball-reference.com/players/p/plumlmi01.html
2016-17,28,MIL,NBA,C,32,12,9.7,0.9,2.1,.441,0.0,0.0,,0.9,2.1,.441,.441,0.7,1.1,.629,0.7,0.9,1.7,0.6,0.3,0.3,0.7,1.5,2.6,https://www.basketball-reference.com/players/p/plumlmi01.html
2016-17,28,CHO,NBA,C,13,0,13.4,1.1,1.8,.583,0.0,0.0,,1.1,1.8,.583,.583,0.2,0.3,.750,1.2,2.1,3.2,0.2,0.5,0.3,0.6,1.9,2.4,https://www.basketball-reference.com/players/p/plumlmi01.html
2017-18,29,ATL,NBA,C,55,35,16.7,1.9,3.3,.583,0.0,0.0,,1.9,3.3,.583,.583,0.5,1.1,.450,1.4,2.7,4.1,0.8,0.3,0.5,1.1,1.4,4.3,https://www.basketball-reference.com/players/p/plumlmi01.html
2018-19,30,ATL,NBA,C,18,0,9.6,1.8,2.7,.667,0.0,0.0,,1.8,2.7,.667,.667,0.9,1.7,.533,0.9,1.3,2.2,0.9,0.3,0.2,0.6,0.8,4.4,https://www.basketball-reference.com/players/p/plumlmi01.html
2004-05,20,DAL,NBA,C,5,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.8,0.2,https://www.basketball-reference.com/players/p/podkopa01.html
2005-06,21,DAL,NBA,C,1,0,18.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,3.0,6.0,.500,0.0,7.0,7.0,0.0,0.0,1.0,2.0,0.0,3.0,https://www.basketball-reference.com/players/p/podkopa01.html
2016-17,21,TOR,NBA,C,54,4,11.6,1.2,2.1,.583,0.0,0.0,,1.2,2.1,.583,.583,0.6,1.1,.544,1.4,1.6,3.1,0.2,0.3,0.4,0.5,2.1,3.1,https://www.basketball-reference.com/players/p/poeltja01.html
2017-18,22,TOR,NBA,C,82,0,18.6,3.1,4.7,.659,0.0,0.0,.500,3.1,4.7,.660,.660,0.7,1.2,.594,2.0,2.8,4.8,0.7,0.5,1.2,1.0,2.6,6.9,https://www.basketball-reference.com/players/p/poeltja01.html
2018-19,23,SAS,NBA,C,77,24,16.5,2.4,3.8,.645,0.0,0.0,,2.4,3.8,.645,.645,0.6,1.2,.533,2.3,3.0,5.3,1.2,0.4,0.9,0.6,1.6,5.5,https://www.basketball-reference.com/players/p/poeltja01.html
2019-20,24,SAS,NBA,C,66,18,17.7,2.5,4.0,.624,0.0,0.0,,2.5,4.0,.624,.624,0.6,1.3,.465,2.0,3.7,5.7,1.8,0.6,1.4,0.8,1.9,5.6,https://www.basketball-reference.com/players/p/poeltja01.html
2019-20,26,BOS,NBA,C,22,0,5.9,0.8,1.6,.472,0.0,0.1,.500,0.7,1.5,.471,.486,0.3,0.3,.857,0.6,1.4,2.0,0.4,0.1,0.4,0.4,1.1,1.9,https://www.basketball-reference.com/players/p/poirivi01.html
2010-11,22,NOH,NBA,SF,66,6,11.1,1.1,2.7,.406,0.3,0.8,.360,0.8,2.0,.423,.456,0.4,0.5,.706,0.3,1.0,1.3,0.4,0.3,0.2,0.2,1.0,2.8,https://www.basketball-reference.com/players/p/pondequ01.html
2011-12,23,MEM,NBA,SF,64,8,15.7,1.7,3.7,.452,0.3,1.1,.301,1.3,2.6,.518,.498,0.5,0.8,.623,0.9,1.1,2.0,0.4,0.4,0.1,0.5,1.4,4.2,https://www.basketball-reference.com/players/p/pondequ01.html
2012-13,24,MEM,NBA,SF,59,1,21.1,2.2,5.1,.428,1.0,2.6,.395,1.2,2.5,.463,.528,1.0,1.3,.787,0.7,1.5,2.2,1.0,0.6,0.1,0.7,1.6,6.4,https://www.basketball-reference.com/players/p/pondequ01.html
2013-14,25,MEM,NBA,SG,15,2,18.0,2.1,5.3,.392,0.7,2.3,.324,1.3,3.0,.444,.462,1.4,1.7,.808,0.7,1.1,1.7,1.3,0.3,0.1,1.0,1.2,6.3,https://www.basketball-reference.com/players/p/pondequ01.html
2014-15,26,TOT,NBA,"SF,SG",75,30,23.9,2.5,6.0,.421,1.2,3.3,.373,1.3,2.7,.478,.522,0.9,1.3,.740,0.7,1.9,2.6,1.3,0.3,0.3,0.7,2.0,7.2,https://www.basketball-reference.com/players/p/pondequ01.html
2014-15,26,MEM,NBA,SG,30,2,18.0,1.6,4.5,.356,0.6,2.4,.233,1.0,2.1,.500,.419,0.7,1.0,.700,0.7,1.2,1.9,0.9,0.2,0.2,0.3,1.6,4.5,https://www.basketball-reference.com/players/p/pondequ01.html
2014-15,26,NOP,NBA,SF,45,28,27.8,3.1,6.9,.449,1.6,3.8,.433,1.5,3.1,.468,.567,1.1,1.5,.758,0.7,2.3,3.1,1.5,0.3,0.4,0.9,2.3,9.0,https://www.basketball-reference.com/players/p/pondequ01.html
2017-18,29,CHI,NBA,SF,23,1,8.5,0.6,2.1,.286,0.1,1.0,.136,0.5,1.2,.407,.316,0.6,0.7,.824,0.3,0.8,1.2,0.4,0.3,0.1,0.5,1.0,2.0,https://www.basketball-reference.com/players/p/pondequ01.html
2018-19,30,SAS,NBA,SF,53,0,5.5,0.5,1.1,.500,0.1,0.3,.333,0.4,0.8,.575,.552,0.6,0.8,.810,0.2,0.7,0.9,0.5,0.2,0.0,0.2,0.5,1.8,https://www.basketball-reference.com/players/p/pondequ01.html
2019-20,21,TOR,NBA,PG,4,0,2.8,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.5,0.5,1.000,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.5,2.3,https://www.basketball-reference.com/players/p/pondssh01.html
2019-20,20,GSW,NBA,SG,57,14,22.4,2.9,8.8,.333,1.3,4.6,.279,1.6,4.2,.392,.406,1.7,2.1,.798,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8,https://www.basketball-reference.com/players/p/poolejo01.html
2019-20,19,CLE,NBA,SF,50,3,23.2,3.7,8.4,.442,1.1,3.2,.335,2.7,5.3,.506,.505,1.5,2.0,.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10.0,https://www.basketball-reference.com/players/p/porteke02.html
2019-20,21,DEN,NBA,SF,55,8,16.4,3.5,7.0,.509,1.1,2.7,.422,2.4,4.3,.564,.590,1.1,1.3,.833,1.2,3.5,4.7,0.8,0.5,0.5,0.9,1.8,9.3,https://www.basketball-reference.com/players/p/portemi01.html
2013-14,20,WAS,NBA,SF,37,0,8.6,0.9,2.5,.363,0.1,0.6,.190,0.8,1.9,.414,.385,0.2,0.3,.667,0.6,1.0,1.5,0.3,0.2,0.0,0.4,0.7,2.1,https://www.basketball-reference.com/players/p/porteot01.html
2014-15,21,WAS,NBA,SF,74,13,19.4,2.4,5.3,.450,0.5,1.4,.337,1.9,3.9,.491,.495,0.8,1.1,.734,0.9,2.0,3.0,0.9,0.6,0.4,0.7,1.3,6.0,https://www.basketball-reference.com/players/p/porteot01.html
2015-16,22,WAS,NBA,SF,75,73,30.3,4.5,9.6,.473,1.3,3.6,.367,3.2,6.0,.536,.541,1.3,1.7,.754,1.3,3.9,5.2,1.6,1.4,0.4,0.9,2.2,11.6,https://www.basketball-reference.com/players/p/porteot01.html
2016-17,23,WAS,NBA,SF,80,80,32.6,5.2,10.0,.516,1.9,4.3,.434,3.3,5.8,.576,.608,1.2,1.5,.832,1.5,5.0,6.4,1.5,1.5,0.5,0.6,2.4,13.4,https://www.basketball-reference.com/players/p/porteot01.html
2017-18,24,WAS,NBA,SF,77,77,31.6,5.8,11.5,.503,1.8,4.1,.441,4.0,7.4,.537,.581,1.4,1.7,.828,1.3,5.1,6.4,2.0,1.5,0.5,1.0,2.0,14.7,https://www.basketball-reference.com/players/p/porteot01.html
2018-19,25,TOT,NBA,SF,56,43,30.1,5.3,11.5,.465,1.9,4.6,.406,3.5,6.9,.504,.546,1.4,1.7,.813,1.0,4.6,5.6,2.1,1.5,0.6,1.2,1.9,13.9,https://www.basketball-reference.com/players/p/porteot01.html
2018-19,25,WAS,NBA,SF,41,28,29.0,4.9,10.8,.457,1.6,4.3,.369,3.3,6.5,.515,.531,1.2,1.6,.766,1.0,4.7,5.6,2.0,1.6,0.5,1.0,1.9,12.6,https://www.basketball-reference.com/players/p/porteot01.html
2018-19,25,CHI,NBA,SF,15,15,32.8,6.5,13.4,.483,2.6,5.3,.488,3.9,8.1,.479,.580,1.9,2.1,.906,0.9,4.6,5.5,2.7,1.2,0.6,1.7,1.9,17.5,https://www.basketball-reference.com/players/p/porteot01.html
2019-20,26,CHI,NBA,SF,14,9,23.6,4.4,10.0,.443,1.7,4.4,.387,2.7,5.6,.487,.529,1.4,1.9,.704,0.9,2.5,3.4,1.8,1.1,0.4,0.8,2.2,11.9,https://www.basketball-reference.com/players/p/porteot01.html
2015-16,20,CHI,NBA,PF,62,4,17.8,3.0,7.0,.427,0.3,0.8,.308,2.7,6.2,.443,.445,0.8,1.1,.727,2.0,3.5,5.4,0.8,0.4,0.4,0.9,1.6,7.0,https://www.basketball-reference.com/players/p/portibo01.html
2016-17,21,CHI,NBA,PF,64,13,15.6,2.9,5.9,.488,0.5,1.5,.333,2.4,4.4,.541,.531,0.6,0.9,.661,1.2,3.5,4.6,0.5,0.3,0.2,0.6,1.5,6.8,https://www.basketball-reference.com/players/p/portibo01.html
2017-18,22,CHI,NBA,PF,73,4,22.5,5.2,11.1,.471,1.1,3.1,.359,4.1,8.1,.514,.520,1.6,2.1,.769,2.2,4.6,6.8,1.7,0.7,0.3,1.4,1.8,13.2,https://www.basketball-reference.com/players/p/portibo01.html
2018-19,23,TOT,NBA,PF,50,28,26.0,5.6,12.6,.444,1.5,3.8,.393,4.1,8.7,.467,.504,1.5,1.9,.794,2.2,5.9,8.1,1.4,0.7,0.4,1.5,2.9,14.2,https://www.basketball-reference.com/players/p/portibo01.html
2018-19,23,CHI,NBA,PF,22,6,24.1,5.5,12.3,.450,1.2,3.3,.375,4.3,9.0,.477,.500,1.8,2.3,.780,2.1,5.2,7.3,1.3,0.5,0.4,1.3,2.8,14.1,https://www.basketball-reference.com/players/p/portibo01.html
2018-19,23,WAS,NBA,PF,28,22,27.4,5.6,12.8,.440,1.7,4.3,.403,3.9,8.5,.458,.507,1.4,1.7,.809,2.3,6.4,8.6,1.5,0.9,0.4,1.6,3.0,14.3,https://www.basketball-reference.com/players/p/portibo01.html
2019-20,24,NYK,NBA,PF,66,5,21.1,4.0,8.9,.450,1.0,2.8,.358,3.0,6.1,.493,.507,1.1,1.4,.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,1.7,10.1,https://www.basketball-reference.com/players/p/portibo01.html
2015-16,20,NYK,NBA,PF,72,72,28.4,5.2,12.3,.421,1.1,3.4,.333,4.1,8.9,.454,.467,2.8,3.3,.838,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,14.3,https://www.basketball-reference.com/players/p/porzikr01.html
2016-17,21,NYK,NBA,PF,66,65,32.8,6.7,14.9,.450,1.7,4.8,.357,5.0,10.2,.493,.507,3.0,3.8,.786,1.7,5.5,7.2,1.5,0.7,2.0,1.8,3.7,18.1,https://www.basketball-reference.com/players/p/porzikr01.html
2017-18,22,NYK,NBA,PF,48,48,32.4,8.1,18.5,.439,1.9,4.8,.395,6.3,13.8,.454,.489,4.5,5.7,.793,1.3,5.3,6.6,1.2,0.8,2.4,1.9,2.9,22.7,https://www.basketball-reference.com/players/p/porzikr01.html
2019-20,24,DAL,NBA,C,57,57,31.8,7.0,16.4,.427,2.5,7.1,.352,4.5,9.3,.484,.503,4.0,5.0,.799,1.8,7.7,9.5,1.8,0.7,2.0,1.6,3.2,20.4,https://www.basketball-reference.com/players/p/porzikr01.html
2006-07,23,BOS,NBA,C,63,2,11.4,1.3,2.8,.446,0.0,0.0,.000,1.3,2.8,.451,.446,1.7,2.3,.736,1.5,1.9,3.4,0.2,0.2,0.3,0.7,1.7,4.2,https://www.basketball-reference.com/players/p/powele01.html
2007-08,24,BOS,NBA,C,56,5,14.4,2.8,4.8,.572,0.0,0.0,.000,2.8,4.8,.575,.572,2.4,3.4,.710,1.7,2.4,4.1,0.3,0.3,0.3,0.8,2.3,7.9,https://www.basketball-reference.com/players/p/powele01.html
2008-09,25,BOS,NBA,PF,70,7,17.5,2.5,4.8,.524,0.0,0.0,,2.5,4.8,.524,.524,2.6,3.8,.689,2.1,2.9,4.9,0.7,0.3,0.5,1.1,2.7,7.7,https://www.basketball-reference.com/players/p/powele01.html
2009-10,26,CLE,NBA,SF,20,2,11.8,1.1,2.5,.429,0.0,0.0,,1.1,2.5,.429,.429,1.9,3.2,.587,1.0,2.1,3.1,0.0,0.3,0.1,0.6,1.8,4.0,https://www.basketball-reference.com/players/p/powele01.html
2010-11,27,TOT,NBA,"C,PF",30,3,10.9,2.0,4.0,.496,0.0,0.1,.000,2.0,3.9,.504,.496,1.3,2.4,.556,0.8,1.3,2.1,0.2,0.3,0.1,0.4,1.5,5.3,https://www.basketball-reference.com/players/p/powele01.html
2010-11,27,CLE,NBA,PF,14,3,13.4,2.1,4.2,.492,0.0,0.0,,2.1,4.2,.492,.492,0.9,1.9,.462,1.1,1.6,2.7,0.1,0.5,0.2,0.4,1.4,5.0,https://www.basketball-reference.com/players/p/powele01.html
2010-11,27,MEM,NBA,C,16,0,8.8,1.9,3.8,.500,0.0,0.1,.000,1.9,3.6,.517,.500,1.8,2.9,.609,0.5,1.1,1.6,0.3,0.2,0.1,0.4,1.5,5.5,https://www.basketball-reference.com/players/p/powele01.html
2014-15,23,TOT,NBA,PF,29,0,8.1,1.1,2.3,.463,0.1,0.4,.273,1.0,1.9,.500,.485,0.9,1.1,.758,0.6,1.1,1.7,0.3,0.3,0.2,0.4,1.4,3.1,https://www.basketball-reference.com/players/p/poweldw01.html
2014-15,23,BOS,NBA,PF,5,0,1.8,0.8,1.0,.800,0.0,0.0,,0.8,1.0,.800,.800,0.2,0.4,.500,0.0,0.2,0.2,0.0,0.4,0.0,0.4,0.2,1.8,https://www.basketball-reference.com/players/p/poweldw01.html
2014-15,23,DAL,NBA,PF,24,0,9.5,1.1,2.6,.435,0.1,0.5,.273,1.0,2.1,.471,.460,1.0,1.3,.774,0.8,1.3,2.0,0.4,0.3,0.3,0.4,1.6,3.4,https://www.basketball-reference.com/players/p/poweldw01.html
2015-16,24,DAL,NBA,PF,69,2,14.4,2.1,4.3,.493,0.0,0.2,.125,2.1,4.1,.514,.497,1.5,2.1,.739,1.2,2.7,4.0,0.6,0.5,0.3,0.6,1.7,5.8,https://www.basketball-reference.com/players/p/poweldw01.html
2016-17,25,DAL,NBA,C,77,3,17.3,2.5,4.9,.515,0.3,1.0,.284,2.2,3.9,.571,.542,1.4,1.8,.759,1.2,2.8,4.0,0.6,0.8,0.5,0.4,1.8,6.7,https://www.basketball-reference.com/players/p/poweldw01.html
2017-18,26,DAL,NBA,C,79,25,21.2,3.2,5.4,.593,0.4,1.1,.333,2.9,4.4,.656,.626,1.7,2.3,.719,1.7,3.9,5.6,1.2,0.8,0.4,0.7,2.4,8.5,https://www.basketball-reference.com/players/p/poweldw01.html
2018-19,27,DAL,NBA,C,77,22,21.6,3.8,6.3,.597,0.5,1.6,.307,3.3,4.7,.699,.637,2.5,3.3,.772,1.8,3.5,5.3,1.5,0.6,0.6,0.9,2.6,10.6,https://www.basketball-reference.com/players/p/poweldw01.html
2019-20,28,DAL,NBA,C,40,37,26.5,3.7,5.7,.638,0.3,1.0,.256,3.4,4.8,.716,.659,1.9,2.8,.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4,https://www.basketball-reference.com/players/p/poweldw01.html
2005-06,23,DAL,NBA,PF,37,2,11.6,1.0,2.2,.457,0.0,0.0,,1.0,2.2,.457,.457,1.0,1.2,.800,0.8,1.4,2.2,0.2,0.2,0.1,0.6,1.4,3.0,https://www.basketball-reference.com/players/p/poweljo01.html
2006-07,24,TOT,NBA,PF,37,0,9.5,1.2,2.5,.462,0.0,0.0,,1.2,2.5,.462,.462,0.8,1.1,.714,0.6,1.7,2.4,0.6,0.1,0.3,0.8,1.6,3.1,https://www.basketball-reference.com/players/p/poweljo01.html
2006-07,24,IND,NBA,PF,7,0,9.1,0.3,2.1,.133,0.0,0.0,,0.3,2.1,.133,.133,1.1,1.7,.667,1.0,1.7,2.7,0.4,0.0,0.0,0.7,2.6,1.7,https://www.basketball-reference.com/players/p/poweljo01.html
2006-07,24,GSW,NBA,PF,30,0,9.6,1.4,2.6,.526,0.0,0.0,,1.4,2.6,.526,.526,0.7,1.0,.733,0.6,1.7,2.3,0.6,0.2,0.4,0.8,1.4,3.5,https://www.basketball-reference.com/players/p/poweljo01.html
2007-08,25,LAC,NBA,C,64,25,19.2,2.3,4.9,.460,0.0,0.0,.000,2.3,4.9,.465,.460,1.0,1.4,.724,1.8,3.4,5.2,0.7,0.2,0.4,1.0,2.0,5.5,https://www.basketball-reference.com/players/p/poweljo01.html
2008-09,26,LAL,NBA,PF,60,1,11.7,1.8,4.0,.444,0.0,0.0,,1.8,4.0,.444,.444,0.6,0.8,.760,1.2,1.8,2.9,0.5,0.2,0.3,0.9,1.6,4.2,https://www.basketball-reference.com/players/p/poweljo01.html
2009-10,27,LAL,NBA,PF,63,0,9.2,1.1,3.1,.366,0.1,0.3,.438,1.0,2.8,.360,.384,0.3,0.5,.645,0.7,1.1,1.8,0.6,0.1,0.1,0.5,1.1,2.7,https://www.basketball-reference.com/players/p/poweljo01.html
2010-11,28,ATL,NBA,PF,54,0,12.1,1.7,3.9,.452,0.0,0.0,.000,1.7,3.8,.454,.452,0.7,0.8,.800,0.9,1.6,2.5,0.4,0.1,0.1,1.0,1.4,4.1,https://www.basketball-reference.com/players/p/poweljo01.html
2013-14,31,HOU,NBA,PF,1,0,19.0,2.0,6.0,.333,0.0,0.0,,2.0,6.0,.333,.333,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,https://www.basketball-reference.com/players/p/poweljo01.html
2007-08,26,MIA,NBA,SF,11,4,27.6,3.2,8.6,.368,0.7,3.0,.242,2.5,5.6,.435,.411,0.5,0.8,.667,0.7,3.3,4.0,1.6,0.8,0.2,0.5,1.6,7.6,https://www.basketball-reference.com/players/p/powelka01.html
2015-16,22,TOR,NBA,SG,49,24,14.8,2.0,4.7,.424,0.7,1.8,.404,1.2,2.9,.436,.502,0.9,1.1,.811,0.3,1.9,2.3,1.0,0.6,0.2,0.7,1.2,5.6,https://www.basketball-reference.com/players/p/powelno01.html
2016-17,23,TOR,NBA,SG,76,18,18.0,3.0,6.7,.449,0.7,2.3,.324,2.3,4.4,.514,.504,1.7,2.1,.792,0.3,1.9,2.2,1.1,0.7,0.2,0.9,1.7,8.4,https://www.basketball-reference.com/players/p/powelno01.html
2017-18,24,TOR,NBA,SG,70,18,15.2,2.1,5.3,.401,0.8,2.7,.285,1.4,2.7,.516,.472,0.5,0.6,.821,0.2,1.5,1.7,1.3,0.5,0.2,0.9,1.6,5.5,https://www.basketball-reference.com/players/p/powelno01.html
2018-19,25,TOR,NBA,SG,60,3,18.8,3.2,6.7,.483,1.1,2.8,.400,2.1,3.8,.543,.568,1.0,1.3,.827,0.3,2.1,2.3,1.5,0.7,0.2,1.1,1.6,8.6,https://www.basketball-reference.com/players/p/powelno01.html
2019-20,26,TOR,NBA,SG,52,26,28.4,5.7,11.5,.495,2.1,5.3,.399,3.6,6.3,.575,.586,2.5,2.9,.843,0.5,3.2,3.7,1.8,1.2,0.4,1.5,2.1,16.0,https://www.basketball-reference.com/players/p/powelno01.html
2006-07,24,UTA,NBA,SF,3,0,4.3,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.7,0.7,1.000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,https://www.basketball-reference.com/players/p/powelro01.html
2016-17,23,PHI,NBA,PF,6,1,26.2,4.2,9.0,.463,1.0,3.2,.316,3.2,5.8,.543,.519,1.3,1.7,.800,1.8,3.0,4.8,0.8,0.5,0.3,0.5,2.3,10.7,https://www.basketball-reference.com/players/p/poythal01.html
2017-18,24,IND,NBA,PF,25,0,4.2,0.4,1.0,.423,0.2,0.4,.364,0.3,0.6,.467,.500,0.0,0.0,,0.3,0.4,0.7,0.1,0.1,0.0,0.1,0.6,1.0,https://www.basketball-reference.com/players/p/poythal01.html
2018-19,25,ATL,NBA,PF,21,1,14.5,1.9,3.9,.494,0.4,1.1,.391,1.5,2.8,.534,.549,0.9,1.4,.621,1.4,2.2,3.6,0.8,0.2,0.5,0.6,2.2,5.1,https://www.basketball-reference.com/players/p/poythal01.html
2013-14,22,BOS,NBA,PG,75,11,15.1,1.0,3.4,.308,0.4,1.4,.264,0.7,2.0,.340,.364,0.4,0.6,.644,0.3,1.1,1.4,3.2,0.9,0.1,1.2,1.3,2.8,https://www.basketball-reference.com/players/p/pressph01.html
2014-15,23,BOS,NBA,PG,50,0,12.0,1.3,3.5,.368,0.3,1.3,.246,1.0,2.2,.440,.414,0.7,1.0,.673,0.3,1.3,1.6,2.3,0.6,0.1,0.8,1.1,3.5,https://www.basketball-reference.com/players/p/pressph01.html
2015-16,24,TOT,NBA,PG,23,0,12.3,1.3,3.4,.385,0.2,0.8,.222,1.1,2.6,.433,.410,0.6,1.1,.520,0.1,1.2,1.3,3.3,0.8,0.2,1.4,1.2,3.3,https://www.basketball-reference.com/players/p/pressph01.html
2015-16,24,PHI,NBA,PG,14,0,12.1,1.5,3.9,.382,0.3,0.9,.308,1.2,3.0,.405,.418,0.6,1.3,.500,0.0,1.6,1.6,3.3,0.8,0.1,1.4,1.0,3.9,https://www.basketball-reference.com/players/p/pressph01.html
2015-16,24,PHO,NBA,PG,9,0,12.6,1.0,2.6,.391,0.0,0.6,.000,1.0,2.0,.500,.391,0.4,0.8,.571,0.3,0.6,0.9,3.2,0.8,0.3,1.6,1.6,2.4,https://www.basketball-reference.com/players/p/pressph01.html
2009-10,23,IND,NBA,PG,56,2,15.4,2.6,6.3,.410,1.1,3.1,.345,1.5,3.2,.472,.494,1.1,1.3,.800,0.2,1.4,1.6,1.9,0.6,0.1,1.1,0.9,7.3,https://www.basketball-reference.com/players/p/priceaj01.html
2010-11,24,IND,NBA,PG,50,0,15.9,2.3,6.4,.356,0.8,3.0,.275,1.5,3.4,.427,.420,1.1,1.6,.667,0.3,1.1,1.4,2.2,0.6,0.0,1.1,1.2,6.5,https://www.basketball-reference.com/players/p/priceaj01.html
2011-12,25,IND,NBA,PG,44,1,12.9,1.3,4.0,.339,0.6,2.0,.295,0.8,2.0,.384,.414,0.6,0.8,.800,0.3,1.1,1.4,2.0,0.5,0.0,0.7,0.7,3.9,https://www.basketball-reference.com/players/p/priceaj01.html
2012-13,26,WAS,NBA,PG,57,22,22.4,2.8,7.2,.390,1.2,3.5,.350,1.6,3.7,.427,.475,0.9,1.1,.790,0.4,1.6,2.0,3.6,0.6,0.1,1.1,1.3,7.7,https://www.basketball-reference.com/players/p/priceaj01.html
2013-14,27,MIN,NBA,SG,28,0,3.5,0.7,1.6,.413,0.2,0.8,.273,0.5,0.9,.542,.478,0.0,0.1,.000,0.0,0.3,0.4,0.5,0.0,0.0,0.3,0.2,1.6,https://www.basketball-reference.com/players/p/priceaj01.html
2014-15,28,TOT,NBA,PG,26,0,12.5,2.0,5.3,.372,0.6,2.2,.263,1.4,3.1,.450,.427,0.6,0.9,.667,0.2,1.0,1.2,1.8,0.3,0.0,0.5,0.6,5.1,https://www.basketball-reference.com/players/p/priceaj01.html
2014-15,28,IND,NBA,PG,10,0,19.3,3.9,8.9,.438,1.5,3.9,.385,2.4,5.0,.480,.522,1.2,1.8,.667,0.2,1.2,1.4,2.7,0.4,0.0,1.0,0.9,10.5,https://www.basketball-reference.com/players/p/priceaj01.html
2014-15,28,CLE,NBA,PG,11,0,7.9,0.8,3.1,.265,0.0,1.0,.000,0.8,2.1,.391,.265,0.4,0.5,.667,0.4,1.0,1.4,1.2,0.3,0.0,0.3,0.1,2.0,https://www.basketball-reference.com/players/p/priceaj01.html
2014-15,28,PHO,NBA,PG,5,0,8.8,0.6,2.8,.214,0.0,1.4,.000,0.6,1.4,.429,.214,0.0,0.0,,0.0,0.6,0.6,1.2,0.0,0.0,0.2,1.0,1.2,https://www.basketball-reference.com/players/p/priceaj01.html
2005-06,22,SAC,NBA,PG,29,0,5.2,0.7,2.0,.362,0.2,0.9,.222,0.5,1.1,.484,.414,0.4,0.4,1.000,0.2,0.3,0.5,0.4,0.2,0.0,0.3,0.3,2.1,https://www.basketball-reference.com/players/p/pricero01.html
2006-07,23,SAC,NBA,PG,58,1,9.7,1.2,3.0,.390,0.4,1.1,.323,0.8,1.8,.430,.451,0.6,0.9,.673,0.3,1.0,1.2,0.8,0.5,0.1,0.6,1.1,3.3,https://www.basketball-reference.com/players/p/pricero01.html
2007-08,24,UTA,NBA,PG,61,3,9.6,1.4,3.3,.431,0.4,1.2,.347,1.0,2.1,.481,.495,0.4,0.6,.684,0.1,0.6,0.8,1.3,0.5,0.0,0.5,1.4,3.7,https://www.basketball-reference.com/players/p/pricero01.html
2008-09,25,UTA,NBA,PG,52,17,14.2,1.5,3.9,.379,0.4,1.2,.311,1.1,2.7,.408,.426,0.7,0.9,.756,0.2,1.1,1.3,2.1,0.8,0.1,1.2,1.4,4.0,https://www.basketball-reference.com/players/p/pricero01.html
