Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist., ,2P_% of FGA by Distance,0-3_% of FGA by Distance,3-10_% of FGA by Distance,10-16_% of FGA by Distance,16-3P_% of FGA by Distance,3P_% of FGA by Distance, ,2P_FG% by Distance,0-3_FG% by Distance,3-10_FG% by Distance,10-16_FG% by Distance,16-3P_FG% by Distance,3P_FG% by Distance, ,2P_% of FG Ast'd,3P_% of FG Ast'd, ,%FGA_Dunks,#_Dunks, ,%3PA_Corner 3s,3P%_Corner 3s, ,Att._Heaves,#_Heaves,Player_link
2013-14,24,CHI,NBA,SG,8,56,.448,16.4,,.621,.103,.138,.172,.207,.379,,.500,1.000,.500,.200,.500,.364,,.333,.750,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/f/fredeji01.html
2014-15,25,NOP,NBA,PG,50,509,.380,13.7,,.711,.217,.211,.133,.151,.289,,.458,.528,.457,.409,.400,.188,,.352,.889,,.000,0,,.250,.250,,0,0,https://www.basketball-reference.com/players/f/fredeji01.html
2015-16,26,TOT,NBA,SG,6,18,.400,13.8,,.600,.200,.400,.000,.000,.400,,.333,1.000,.000,,,.500,,1.000,1.000,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/f/fredeji01.html
2015-16,26,NOP,NBA,SG,4,13,.250,11.0,,.750,.250,.500,.000,.000,.250,,.333,1.000,.000,,,.000,,1.000,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/f/fredeji01.html
2015-16,26,NYK,NBA,SG,2,5,1.000,25.0,,.000,.000,.000,.000,.000,1.000,,,,,,,1.000,,,1.000,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/f/fredeji01.html
2018-19,29,PHO,NBA,SG,6,65,.276,18.7,,.552,.138,.138,.069,.207,.448,,.500,1.000,.250,.500,.333,.000,,.375,,,.000,0,,.231,.000,,1,0,https://www.basketball-reference.com/players/f/fredeji01.html
2012-13,25,POR,NBA,PF,51,477,.408,8.7,,1.000,.366,.268,.077,.289,.000,,.408,.558,.368,.273,.293,,,.655,,,.085,11,,,,,0,0,https://www.basketball-reference.com/players/f/freeljo01.html
2013-14,26,POR,NBA,C,52,727,.475,8.6,,.988,.407,.204,.105,.265,.012,,.481,.591,.364,.294,.488,.000,,.753,,,.043,5,,.000,,,0,0,https://www.basketball-reference.com/players/f/freeljo01.html
2014-15,27,POR,NBA,C,48,617,.490,9.0,,1.000,.325,.245,.166,.265,.000,,.490,.612,.514,.400,.375,,,.689,,,.060,9,,,,,0,0,https://www.basketball-reference.com/players/f/freeljo01.html
2004-05,23,NOH,NBA,PF,23,441,.291,18.9,,.575,.094,.071,.094,.315,.425,,.315,.250,.333,.500,.275,.259,,.696,1.000,,.008,1,,.241,.231,,3,0,https://www.basketball-reference.com/players/f/freijma01.html
2006-07,25,ATL,NBA,PF,19,147,.296,16.2,,.593,.204,.093,.074,.222,.407,,.406,.455,.400,.750,.250,.136,,.385,1.000,,.000,0,,.182,.000,,0,0,https://www.basketball-reference.com/players/f/freijma01.html
2005-06,22,NYK,NBA,C,65,1572,.477,10.3,,.986,.273,.217,.181,.314,.014,,.479,.583,.453,.388,.458,.333,,.623,1.000,,.067,38,,.333,.667,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2006-07,23,NYK,NBA,PF,72,1896,.433,13.3,,.974,.149,.168,.184,.472,.026,,.440,.553,.517,.378,.400,.167,,.644,1.000,,.022,14,,.333,.000,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2007-08,24,POR,NBA,C,78,1342,.488,13.6,,.978,.196,.146,.097,.539,.022,,.492,.652,.348,.455,.480,.300,,.752,.667,,.051,21,,.300,.333,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2008-09,25,POR,NBA,PF,63,746,.423,16.0,,.876,.142,.101,.060,.573,.124,,.436,.526,.407,.375,.425,.333,,.794,1.000,,.022,6,,.485,.500,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2009-10,26,PHO,NBA,C,81,2190,.451,19.7,,.442,.102,.077,.033,.230,.558,,.466,.611,.481,.261,.426,.439,,.690,.965,,.034,20,,.105,.634,,1,0,https://www.basketball-reference.com/players/f/fryech01.html
2010-11,27,PHO,NBA,PF,77,2541,.432,19.7,,.470,.078,.095,.052,.245,.530,,.479,.708,.544,.395,.399,.390,,.679,.988,,.029,22,,.125,.473,,2,0,https://www.basketball-reference.com/players/f/fryech01.html
2011-12,28,PHO,NBA,PF,64,1669,.416,17.6,,.571,.131,.135,.049,.256,.429,,.469,.650,.494,.333,.389,.346,,.598,.967,,.044,24,,.087,.435,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2013-14,30,PHO,NBA,PF,82,2312,.432,19.0,,.445,.117,.093,.068,.166,.555,,.509,.615,.458,.547,.450,.370,,.477,.981,,.024,17,,.095,.293,,3,0,https://www.basketball-reference.com/players/f/fryech01.html
2014-15,31,ORL,NBA,PF,75,1870,.392,21.9,,.290,.047,.060,.033,.150,.710,,.390,.391,.379,.313,.411,.393,,.636,.978,,.006,2,,.095,.333,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2015-16,32,TOT,NBA,"C,PF",70,1200,.438,19.4,,.323,.112,.069,.037,.098,.677,,.545,.641,.500,.462,.500,.387,,.738,.989,,.035,11,,.221,.365,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2015-16,32,ORL,NBA,PF,44,754,.435,19.2,,.349,.140,.059,.022,.124,.651,,.508,.615,.364,.500,.478,.397,,.758,.979,,.048,8,,.215,.346,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2015-16,32,CLE,NBA,C,26,446,.441,19.7,,.292,.081,.081,.056,.068,.708,,.596,.692,.615,.444,.545,.377,,.714,1.000,,.019,3,,.228,.385,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2016-17,33,CLE,NBA,C,74,1398,.458,19.3,,.356,.129,.077,.058,.094,.644,,.546,.642,.400,.533,.531,.409,,.832,1.000,,.050,20,,.224,.413,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2017-18,34,TOT,NBA,C,53,695,.491,18.0,,.458,.184,.061,.071,.142,.542,,.670,.795,.769,.600,.500,.339,,.754,1.000,,.019,3,,.148,.294,,1,0,https://www.basketball-reference.com/players/f/fryech01.html
2017-18,34,CLE,NBA,C,44,545,.497,17.6,,.467,.201,.053,.059,.154,.533,,.684,.824,.778,.500,.538,.333,,.759,1.000,,.018,3,,.167,.267,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2017-18,34,LAL,NBA,C,9,150,.465,19.2,,.419,.116,.093,.116,.093,.581,,.611,.600,.750,.800,.250,.360,,.727,1.000,,.023,0,,.080,.500,,1,0,https://www.basketball-reference.com/players/f/fryech01.html
2018-19,35,CLE,NBA,C,36,341,.368,21.7,,.325,.043,.077,.085,.120,.675,,.289,.800,.222,.100,.286,.405,,.727,.969,,.017,2,,.076,.500,,0,0,https://www.basketball-reference.com/players/f/fryech01.html
2003-04,22,ATL,NBA,PF,4,43,.375,5.1,,1.000,.500,.125,.375,.000,.000,,.375,.500,.000,.333,,,,.333,,,.125,1,,,,,0,0,https://www.basketball-reference.com/players/f/fullehi01.html
2017-18,19,PHI,NBA,SG,14,253,.405,6.2,,.991,.369,.351,.207,.063,.009,,.409,.659,.205,.348,.286,.000,,.333,,,.027,2,,.000,,,0,0,https://www.basketball-reference.com/players/f/fultzma01.html
2018-19,20,PHI,NBA,SG,19,427,.419,10.2,,.910,.348,.174,.232,.155,.090,,.433,.648,.296,.333,.250,.286,,.279,.500,,.045,6,,.429,.333,,2,0,https://www.basketball-reference.com/players/f/fultzma01.html
2019-20,21,ORL,NBA,PG,72,1996,.465,10.9,,.825,.335,.194,.194,.101,.175,,.507,.645,.420,.380,.462,.267,,.300,.833,,.036,22,,.133,.333,,8,1,https://www.basketball-reference.com/players/f/fultzma01.html
2019-20,22,TOT,NBA,PF,30,235,.438,12.0,,.583,.417,.146,.021,.000,.417,,.536,.700,.000,1.000,,.300,,.533,1.000,,.167,7,,.350,.571,,0,0,https://www.basketball-reference.com/players/g/gabriwe01.html
2019-20,22,SAC,NBA,PF,11,61,.353,13.7,,.529,.294,.235,.000,.000,.471,,.556,1.000,.000,,,.125,,.600,1.000,,.118,2,,.125,.000,,0,0,https://www.basketball-reference.com/players/g/gabriwe01.html
2019-20,22,POR,NBA,PF,19,174,.484,11.1,,.613,.484,.097,.032,.000,.387,,.526,.600,.000,1.000,,.417,,.500,1.000,,.194,5,,.500,.667,,0,0,https://www.basketball-reference.com/players/g/gabriwe01.html
2019-20,21,CHI,NBA,C,43,609,.701,1.8,,1.000,.828,.164,.007,.000,.000,,.701,.766,.409,.000,,,,.702,,,.455,54,,,,,0,0,https://www.basketball-reference.com/players/g/gaffoda01.html
2005-06,23,PHI,NBA,C,2,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/g/gaide01.html
2003-04,23,ORL,NBA,PG,38,364,.291,15.6,,.884,.198,.012,.093,.581,.116,,.289,.294,.000,.250,.300,.300,,.364,1.000,,.000,0,,.300,.333,,0,0,https://www.basketball-reference.com/players/g/gainere01.html
2004-05,24,TOT,NBA,PG,21,187,.340,14.8,,.720,.240,.060,.080,.340,.280,,.361,.583,1.000,.250,.118,.286,,.538,1.000,,.020,1,,.500,.429,,0,0,https://www.basketball-reference.com/players/g/gainere01.html
2004-05,24,HOU,NBA,PG,10,108,.370,16.4,,.556,.222,.074,.000,.259,.444,,.467,.667,1.000,,.143,.250,,.429,1.000,,.037,1,,.500,.333,,0,0,https://www.basketball-reference.com/players/g/gainere01.html
2004-05,24,MIL,NBA,PG,11,79,.304,13.0,,.913,.261,.043,.174,.435,.087,,.286,.500,1.000,.250,.100,.500,,.667,1.000,,.000,0,,.500,1.000,,0,0,https://www.basketball-reference.com/players/g/gainere01.html
2005-06,25,MIL,NBA,PG,12,54,.500,17.3,,.833,.167,.083,.083,.500,.167,,.600,1.000,.000,1.000,.500,.000,,.833,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/g/gainere01.html
2009-10,23,UTA,NBA,PG,32,217,.463,14.7,,.683,.256,.134,.061,.232,.317,,.554,.619,.636,.400,.474,.269,,.387,.429,,.000,0,,.038,1.000,,2,0,https://www.basketball-reference.com/players/g/gainesu01.html
2010-11,24,TOT,NBA,PG,24,301,.400,15.6,,.638,.257,.133,.038,.210,.362,,.493,.704,.143,.000,.545,.237,,.182,.444,,.000,0,,.079,.333,,1,0,https://www.basketball-reference.com/players/g/gainesu01.html
2010-11,24,MIN,NBA,PG,8,65,.318,14.2,,.727,.273,.182,.045,.227,.273,,.313,.667,.000,.000,.200,.333,,.000,.000,,.000,0,,.000,,,1,0,https://www.basketball-reference.com/players/g/gainesu01.html
2010-11,24,TOR,NBA,PG,6,90,.429,15.4,,.571,.286,.114,.057,.114,.429,,.600,.700,.250,.000,1.000,.200,,.333,.667,,.000,0,,.133,.500,,0,0,https://www.basketball-reference.com/players/g/gainesu01.html
2010-11,24,NJN,NBA,PG,10,146,.417,16.5,,.646,.229,.125,.021,.271,.354,,.516,.727,.167,.000,.538,.235,,.125,.500,,.000,0,,.059,.000,,0,0,https://www.basketball-reference.com/players/g/gainesu01.html
2011-12,25,NJN,NBA,SG,57,793,.376,14.4,,.697,.244,.159,.096,.199,.303,,.392,.364,.442,.423,.370,.341,,.230,.500,,.004,1,,.098,.125,,0,0,https://www.basketball-reference.com/players/g/gainesu01.html
2008-09,20,NYK,NBA,SG,28,412,.448,19.0,,.424,.136,.048,.064,.176,.576,,.453,.529,.667,.375,.364,.444,,.458,.906,,.024,3,,.278,.500,,0,0,https://www.basketball-reference.com/players/g/gallida01.html
2009-10,21,NYK,NBA,SF,81,2747,.423,18.2,,.474,.182,.040,.056,.195,.526,,.469,.580,.486,.385,.387,.381,,.447,.898,,.032,30,,.180,.341,,2,0,https://www.basketball-reference.com/players/g/gallida01.html
2010-11,22,TOT,NBA,"PF,SF",62,2104,.414,16.1,,.542,.231,.111,.045,.155,.458,,.467,.662,.310,.276,.343,.352,,.537,.942,,.081,45,,.225,.333,,1,0,https://www.basketball-reference.com/players/g/gallida01.html
2010-11,22,NYK,NBA,PF,48,1671,.415,16.5,,.530,.206,.118,.043,.163,.470,,.474,.724,.283,.227,.361,.347,,.523,.952,,.077,36,,.226,.333,,0,0,https://www.basketball-reference.com/players/g/gallida01.html
2010-11,22,DEN,NBA,SF,14,433,.412,14.6,,.588,.328,.084,.053,.122,.412,,.442,.512,.455,.429,.250,.370,,.588,.900,,.099,9,,.222,.333,,1,0,https://www.basketball-reference.com/players/g/gallida01.html
2011-12,23,DEN,NBA,SF,43,1351,.414,14.9,,.607,.318,.084,.030,.176,.393,,.470,.601,.282,.214,.366,.328,,.496,.883,,.071,32,,.191,.314,,2,0,https://www.basketball-reference.com/players/g/gallida01.html
2012-13,24,DEN,NBA,SF,71,2309,.418,15.5,,.584,.254,.111,.047,.172,.416,,.450,.570,.320,.488,.347,.373,,.498,.867,,.051,41,,.260,.457,,2,0,https://www.basketball-reference.com/players/g/gallida01.html
2014-15,26,DEN,NBA,SF,59,1426,.401,18.2,,.470,.167,.088,.048,.167,.530,,.453,.632,.280,.481,.358,.355,,.438,.879,,.030,15,,.216,.385,,4,1,https://www.basketball-reference.com/players/g/gallida01.html
2015-16,27,DEN,NBA,SF,53,1839,.410,14.5,,.659,.297,.071,.061,.226,.341,,.434,.538,.240,.302,.399,.364,,.460,.885,,.061,40,,.121,.345,,3,1,https://www.basketball-reference.com/players/g/gallida01.html
2016-17,28,DEN,NBA,SF,63,2134,.447,16.6,,.568,.208,.073,.097,.188,.432,,.491,.679,.382,.329,.411,.389,,.502,.952,,.063,39,,.185,.433,,0,0,https://www.basketball-reference.com/players/g/gallida01.html
2017-18,29,LAC,NBA,SF,21,671,.398,16.4,,.566,.215,.059,.105,.188,.434,,.455,.564,.333,.333,.438,.324,,.606,.833,,.070,14,,.153,.353,,1,0,https://www.basketball-reference.com/players/g/gallida01.html
2018-19,30,LAC,NBA,SF,68,2059,.463,16.1,,.579,.232,.101,.102,.145,.421,,.484,.629,.371,.444,.359,.433,,.464,.845,,.052,40,,.051,.421,,2,0,https://www.basketball-reference.com/players/g/gallida01.html
2019-20,31,OKC,NBA,PF,62,1834,.438,18.5,,.463,.152,.097,.081,.133,.537,,.476,.645,.278,.424,.459,.405,,.494,.860,,.044,31,,.098,.372,,1,0,https://www.basketball-reference.com/players/g/gallida01.html
2014-15,23,NYK,NBA,PG,45,1457,.399,16.1,,.656,.219,.086,.080,.266,.344,,.424,.500,.273,.366,.434,.352,,.472,.742,,.020,9,,.131,.304,,5,1,https://www.basketball-reference.com/players/g/gallola01.html
2015-16,24,NYK,NBA,PG,82,2033,.393,15.4,,.619,.235,.097,.060,.228,.381,,.423,.580,.421,.371,.276,.344,,.468,.844,,.003,2,,.263,.475,,6,0,https://www.basketball-reference.com/players/g/gallola01.html
2016-17,25,TOT,NBA,PG,74,1495,.380,20.3,,.435,.090,.061,.057,.229,.565,,.367,.510,.121,.355,.376,.390,,.460,.917,,.000,0,,.149,.370,,2,0,https://www.basketball-reference.com/players/g/gallola01.html
2016-17,25,NOP,NBA,PG,55,1120,.374,20.8,,.392,.095,.050,.050,.200,.608,,.370,.500,.182,.364,.352,.377,,.453,.901,,.000,0,,.149,.400,,2,0,https://www.basketball-reference.com/players/g/gallola01.html
2016-17,25,SAC,NBA,PG,19,375,.404,18.4,,.615,.067,.106,.087,.356,.385,,.359,.571,.000,.333,.432,.475,,.478,1.000,,.000,0,,.150,.167,,0,0,https://www.basketball-reference.com/players/g/gallola01.html
2017-18,26,DET,NBA,SG,58,863,.371,20.7,,.359,.038,.076,.085,.159,.641,,.418,.692,.346,.483,.352,.344,,.451,.920,,.000,0,,.202,.364,,0,0,https://www.basketball-reference.com/players/g/gallola01.html
2018-19,27,DET,NBA,SG,80,1745,.388,19.5,,.353,.099,.104,.060,.090,.647,,.449,.517,.426,.371,.453,.355,,.839,.985,,.000,0,,.374,.415,,0,0,https://www.basketball-reference.com/players/g/gallola01.html
2019-20,28,DET,NBA,SG,66,1702,.435,18.6,,.389,.109,.137,.076,.068,.611,,.493,.678,.392,.439,.459,.399,,.712,.992,,.002,1,,.381,.540,,1,0,https://www.basketball-reference.com/players/g/gallola01.html
2006-07,29,TOR,NBA,PF,67,1909,.420,18.3,,.635,.113,.059,.049,.414,.365,,.464,.550,.387,.423,.457,.342,,.840,1.000,,.004,1,,.238,.348,,0,0,https://www.basketball-reference.com/players/g/garbajo01.html
2007-08,30,TOR,NBA,PF,7,74,.320,22.4,,.360,.040,.000,.000,.320,.640,,.222,.000,,,.250,.375,,1.000,1.000,,.000,0,,.313,.200,,0,0,https://www.basketball-reference.com/players/g/garbajo01.html
2003-04,23,SAS,NBA,SG,2,13,.143,6.6,,1.000,.571,.143,.143,.143,.000,,.143,.000,.000,1.000,.000,,,1.000,,,.143,0,,,,,0,0,https://www.basketball-reference.com/players/g/garcial01.html
2004-05,24,NOH,NBA,SG,8,146,.346,13.0,,.654,.365,.058,.038,.192,.346,,.382,.526,.000,.500,.200,.278,,.462,.800,,.019,1,,.389,.143,,0,0,https://www.basketball-reference.com/players/g/garcial01.html
2005-06,24,SAC,NBA,SF,67,1301,.400,15.6,,.578,.268,.049,.031,.231,.422,,.484,.609,.563,.400,.333,.285,,.560,.872,,.018,5,,.336,.283,,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2006-07,25,SAC,NBA,SF,79,1410,.429,15.3,,.608,.258,.058,.061,.232,.392,,.476,.602,.409,.435,.364,.356,,.500,.925,,.011,3,,.228,.412,,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2007-08,26,SAC,NBA,SF,79,2096,.463,15.2,,.616,.269,.056,.081,.210,.384,,.508,.629,.310,.426,.437,.391,,.455,.903,,.012,8,,.260,.453,,1,0,https://www.basketball-reference.com/players/g/garcifr01.html
2008-09,27,SAC,NBA,SF,65,1975,.444,15.4,,.668,.242,.065,.083,.278,.332,,.466,.621,.349,.418,.373,.398,,.469,.818,,.023,14,,.249,.455,,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2009-10,28,SAC,NBA,SG,25,575,.466,17.3,,.665,.159,.028,.097,.381,.335,,.504,.786,.600,.294,.433,.390,,.746,.913,,.011,2,,.305,.389,,2,0,https://www.basketball-reference.com/players/g/garcifr01.html
2010-11,29,SAC,NBA,SF,58,1386,.436,17.6,,.528,.160,.065,.067,.236,.472,,.502,.803,.258,.406,.393,.362,,.738,.951,,.011,5,,.429,.417,,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2011-12,30,SAC,NBA,SF,49,798,.376,19.2,,.428,.118,.039,.066,.205,.572,,.490,.778,.778,.133,.383,.290,,.729,.947,,.004,1,,.504,.318,,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2012-13,31,TOT,NBA,"SF,SG",58,1029,.393,19.7,,.403,.103,.047,.043,.210,.597,,.421,.645,.429,.154,.365,.374,,.784,.985,,.007,2,,.436,.410,,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2012-13,31,SAC,NBA,SG,40,710,.376,19.1,,.468,.112,.054,.054,.249,.532,,.385,.609,.455,.182,.314,.367,,.811,.975,,.000,0,,.376,.439,,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2012-13,31,HOU,NBA,SF,18,319,.432,21.0,,.263,.084,.032,.021,.126,.737,,.560,.750,.333,.000,.583,.386,,.714,1.000,,.021,2,,.529,.378,,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2013-14,32,HOU,NBA,SF,55,1083,.401,18.6,,.344,.173,.061,.041,.068,.656,,.485,.667,.389,.250,.250,.358,,.388,.957,,.003,1,,.321,.419,,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2014-15,33,HOU,NBA,SF,14,200,.270,20.7,,.286,.127,.048,.095,.016,.714,,.389,.750,.000,.167,.000,.222,,.571,.900,,.016,1,,.378,.294,,2,0,https://www.basketball-reference.com/players/g/garcifr01.html
2007-08,22,CHI,NBA,SG,4,45,.391,17.9,,.478,.174,.043,.043,.217,.522,,.545,.500,.000,1.000,.600,.250,,1.000,1.000,,.000,0,,.250,.667,,0,0,https://www.basketball-reference.com/players/g/gardnth01.html
2008-09,23,ATL,NBA,SG,16,98,.250,22.2,,.361,.056,.028,.056,.222,.639,,.385,.500,.000,.000,.500,.174,,.600,1.000,,.000,0,,.217,.200,,0,0,https://www.basketball-reference.com/players/g/gardnth01.html
2016-17,23,ORL,NBA,SG,5,43,.000,22.9,,.286,.000,.000,.000,.286,.714,,.000,,,,.000,.000,,,,,.000,0,,.800,.000,,0,0,https://www.basketball-reference.com/players/g/garinpa01.html
2019-20,20,CLE,NBA,SG,59,1824,.401,16.0,,.577,.180,.153,.149,.094,.423,,.434,.468,.439,.423,.379,.355,,.280,.733,,.000,0,,.182,.389,,0,0,https://www.basketball-reference.com/players/g/garlada01.html
2018-19,24,NYK,NBA,SG,4,63,.407,15.4,,.704,.222,.000,.333,.148,.296,,.579,.833,,.556,.250,.000,,.455,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/g/garrebi01.html
2012-13,24,PHO,NBA,PG,19,149,.327,13.2,,.694,.265,.245,.102,.082,.306,,.382,.692,.250,.200,.000,.200,,.615,.667,,.000,0,,.267,.000,,1,0,https://www.basketball-reference.com/players/g/garredi02.html
2013-14,25,UTA,NBA,PG,71,1048,.381,15.1,,.638,.162,.230,.132,.113,.362,,.385,.535,.410,.314,.200,.375,,.354,.889,,.000,0,,.250,.500,,5,0,https://www.basketball-reference.com/players/g/garredi02.html
2008-09,24,MEM,NBA,C,82,2521,.530,5.8,,.998,.436,.371,.088,.104,.002,,.530,.667,.433,.362,.449,.000,,.497,,,.067,39,,.000,,,0,0,https://www.basketball-reference.com/players/g/gasolma01.html
2009-10,25,MEM,NBA,C,69,2469,.581,4.8,,.998,.516,.312,.114,.057,.002,,.582,.702,.493,.419,.297,.000,,.630,,,.097,60,,.000,,,0,0,https://www.basketball-reference.com/players/g/gasolma01.html
2010-11,26,MEM,NBA,C,81,2586,.527,7.1,,.990,.331,.444,.123,.091,.010,,.528,.729,.433,.400,.429,.429,,.612,1.000,,.051,34,,.000,,,4,0,https://www.basketball-reference.com/players/g/gasolma01.html
2011-12,27,MEM,NBA,C,65,2370,.482,9.6,,.984,.212,.357,.266,.149,.016,,.489,.701,.470,.406,.382,.083,,.683,1.000,,.039,28,,.083,.000,,4,0,https://www.basketball-reference.com/players/g/gasolma01.html
2012-13,28,MEM,NBA,C,80,2796,.494,10.0,,.984,.221,.311,.247,.205,.016,,.501,.651,.437,.451,.494,.071,,.654,1.000,,.038,33,,.000,,,2,0,https://www.basketball-reference.com/players/g/gasolma01.html
2013-14,29,MEM,NBA,C,59,1970,.473,10.6,,.985,.188,.300,.269,.228,.015,,.477,.739,.432,.440,.364,.182,,.695,.500,,.032,22,,.000,,,5,1,https://www.basketball-reference.com/players/g/gasolma01.html
2014-15,30,MEM,NBA,C,81,2687,.494,10.1,,.984,.239,.283,.221,.242,.016,,.500,.699,.469,.430,.402,.176,,.628,.667,,.054,56,,.000,,,3,0,https://www.basketball-reference.com/players/g/gasolma01.html
2015-16,31,MEM,NBA,C,52,1791,.464,10.2,,.996,.164,.328,.240,.263,.004,,.463,.595,.448,.424,.435,.667,,.690,1.000,,.031,19,,.333,.000,,0,0,https://www.basketball-reference.com/players/g/gasolma01.html
2016-17,32,MEM,NBA,C,74,2531,.459,13.9,,.769,.129,.255,.196,.189,.231,,.480,.673,.480,.441,.388,.388,,.570,.981,,.022,23,,.019,.400,,2,0,https://www.basketball-reference.com/players/g/gasolma01.html
2017-18,33,MEM,NBA,C,73,2408,.420,14.3,,.690,.159,.207,.185,.139,.310,,.456,.665,.346,.366,.500,.341,,.662,.972,,.035,34,,.022,.429,,3,0,https://www.basketball-reference.com/players/g/gasolma01.html
2018-19,34,TOT,NBA,C,79,2436,.448,14.3,,.686,.156,.248,.163,.118,.314,,.487,.654,.468,.373,.466,.363,,.715,.990,,.031,23,,.026,.286,,0,0,https://www.basketball-reference.com/players/g/gasolma01.html
2018-19,34,MEM,NBA,C,53,1788,.444,14.5,,.676,.154,.243,.160,.120,.324,,.491,.676,.452,.385,.476,.344,,.705,1.000,,.035,20,,.032,.286,,0,0,https://www.basketball-reference.com/players/g/gasolma01.html
2018-19,34,TOR,NBA,C,26,648,.465,13.5,,.722,.166,.267,.176,.112,.278,,.474,.581,.520,.333,.429,.442,,.750,.957,,.016,3,,.000,,,0,0,https://www.basketball-reference.com/players/g/gasolma01.html
2019-20,35,TOR,NBA,C,44,1161,.427,17.3,,.470,.125,.179,.115,.050,.530,,.473,.629,.540,.375,.071,.385,,.661,1.000,,.032,8,,.095,.429,,0,0,https://www.basketball-reference.com/players/g/gasolma01.html
2006-07,20,MEM,NBA,SF,78,2103,.422,12.2,,.812,.292,.157,.122,.241,.188,,.436,.563,.420,.344,.339,.364,,.465,.923,,.101,62,,.308,.432,,5,0,https://www.basketball-reference.com/players/g/gayru01.html
2007-08,21,MEM,NBA,SF,81,3000,.461,13.8,,.714,.269,.121,.123,.201,.286,,.507,.616,.463,.398,.454,.346,,.297,.858,,.095,115,,.186,.472,,9,0,https://www.basketball-reference.com/players/g/gayru01.html
2008-09,22,MEM,NBA,SF,79,2945,.453,12.4,,.808,.287,.142,.133,.246,.192,,.477,.586,.425,.435,.405,.351,,.322,.894,,.104,118,,.211,.431,,1,0,https://www.basketball-reference.com/players/g/gayru01.html
2009-10,23,MEM,NBA,SF,80,3175,.466,11.5,,.843,.312,.158,.157,.217,.157,,.492,.590,.453,.455,.405,.327,,.360,.894,,.104,119,,.188,.368,,4,0,https://www.basketball-reference.com/players/g/gayru01.html
2010-11,24,MEM,NBA,SF,54,2152,.471,12.9,,.834,.221,.180,.193,.241,.166,,.486,.672,.410,.452,.397,.396,,.315,.842,,.082,62,,.188,.444,,4,0,https://www.basketball-reference.com/players/g/gayru01.html
2011-12,25,MEM,NBA,SF,65,2422,.455,12.1,,.838,.275,.169,.178,.216,.162,,.482,.679,.367,.437,.359,.312,,.397,.796,,.119,110,,.162,.286,,3,1,https://www.basketball-reference.com/players/g/gayru01.html
2012-13,26,TOT,NBA,SF,75,2687,.416,12.9,,.792,.221,.195,.195,.182,.208,,.440,.603,.369,.430,.329,.323,,.362,.679,,.076,78,,.146,.263,,3,0,https://www.basketball-reference.com/players/g/gayru01.html
2012-13,26,MEM,NBA,SF,42,1541,.408,12.3,,.813,.234,.206,.203,.169,.188,,.431,.571,.359,.414,.345,.310,,.382,.725,,.078,43,,.147,.158,,0,0,https://www.basketball-reference.com/players/g/gayru01.html
2012-13,26,TOR,NBA,SF,33,1146,.425,13.7,,.768,.205,.181,.184,.198,.232,,.452,.647,.382,.452,.313,.336,,.337,.636,,.073,35,,.145,.368,,3,0,https://www.basketball-reference.com/players/g/gayru01.html
2013-14,27,TOT,NBA,SF,73,2531,.455,11.7,,.833,.248,.228,.166,.191,.167,,.481,.678,.390,.474,.338,.330,,.288,.723,,.074,74,,.213,.286,,0,0,https://www.basketball-reference.com/players/g/gayru01.html
2013-14,27,TOR,NBA,SF,18,639,.388,12.2,,.824,.245,.224,.131,.224,.176,,.391,.585,.213,.477,.307,.373,,.269,.682,,.057,14,,.237,.286,,0,0,https://www.basketball-reference.com/players/g/gayru01.html
2013-14,27,SAC,NBA,SF,55,1892,.482,11.6,,.836,.249,.230,.180,.178,.164,,.516,.714,.459,.474,.353,.312,,.294,.744,,.081,60,,.203,.286,,0,0,https://www.basketball-reference.com/players/g/gayru01.html
