Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Player_link
2016-17,21,UTA,NBA,PG,7,84,13.3,.540,.444,.222,2.8,5.7,4.3,17.5,3.1,0.0,9.2,18.5,,0.1,0.1,0.2,.097,,0.7,2.3,3.0,0.1,https://www.basketball-reference.com/players/e/exumda01.html
2017-18,22,UTA,NBA,PG,10,114,8.0,.551,.171,.293,3.7,9.5,6.6,14.4,0.4,0.8,24.5,23.7,,-0.2,0.1,-0.1,-0.032,,-4.4,-1.8,-6.2,-0.1,https://www.basketball-reference.com/players/e/exumda01.html
2011-12,22,LAL,NBA,SF,3,9,22.5,.581,.000,.333,11.7,12.1,11.9,21.8,6.0,7.9,22.5,22.3,,0.0,0.0,0.0,.119,,-2.7,7.2,4.5,0.0,https://www.basketball-reference.com/players/e/eyengch01.html
2012-13,23,GSW,NBA,C,12,134,6.4,.540,.000,1.615,11.4,13.6,12.6,2.0,1.1,4.1,35.0,11.4,,-0.1,0.1,0.1,.018,,-5.9,1.3,-4.6,-0.1,https://www.basketball-reference.com/players/e/ezelife01.html
2014-15,25,GSW,NBA,C,20,183,16.1,.558,.000,.580,14.5,22.4,18.5,5.2,0.3,4.4,16.1,18.3,,0.3,0.3,0.6,.150,,-1.1,0.5,-0.7,0.1,https://www.basketball-reference.com/players/e/ezelife01.html
2015-16,26,GSW,NBA,C,23,203,13.9,.526,.000,.638,12.4,20.0,16.3,6.3,0.2,2.8,13.7,22.1,,0.1,0.2,0.3,.080,,-3.2,-0.7,-3.9,-0.1,https://www.basketball-reference.com/players/e/ezelife01.html
2019-20,24,BOS,NBA,C,2,3,39.8,.798,.000,2.000,0.0,36.0,18.7,0.0,0.0,0.0,0.0,28.0,,0.0,0.0,0.0,.364,,11.4,1.3,12.7,0.0,https://www.basketball-reference.com/players/f/fallta01.html
2011-12,22,DEN,NBA,PF,7,192,18.0,.559,.000,.200,13.4,23.2,18.4,3.3,1.4,3.0,17.7,18.1,,0.2,0.2,0.5,.121,,-0.2,-0.5,-0.7,0.1,https://www.basketball-reference.com/players/f/farieke01.html
2012-13,23,DEN,NBA,PF,5,145,15.6,.661,.000,.469,8.8,27.0,17.0,1.1,1.7,0.6,11.5,12.8,,0.3,0.1,0.4,.142,,0.3,-0.1,0.2,0.1,https://www.basketball-reference.com/players/f/farieke01.html
2018-19,29,HOU,NBA,C,6,56,22.9,.767,.077,.462,6.2,35.1,21.1,5.9,1.8,0.0,0.0,12.3,,0.3,0.1,0.4,.304,,4.2,2.0,6.3,0.1,https://www.basketball-reference.com/players/f/farieke01.html
2006-07,20,LAL,NBA,PG,5,114,11.6,.515,.357,.250,0.9,14.0,7.0,10.2,2.7,0.7,13.9,13.7,,0.1,0.0,0.1,.038,,-2.3,2.6,0.3,0.1,https://www.basketball-reference.com/players/f/farmajo01.html
2007-08,21,LAL,NBA,PG,21,360,9.0,.488,.383,.139,2.4,8.0,5.3,11.7,1.0,0.8,12.2,17.8,,-0.1,0.2,0.1,.013,,-0.7,-1.2,-1.9,0.0,https://www.basketball-reference.com/players/f/farmajo01.html
2008-09,22,LAL,NBA,PG,20,260,12.0,.493,.448,.218,2.3,10.2,6.3,19.8,1.8,1.0,15.9,20.0,,0.0,0.3,0.3,.062,,-0.3,0.5,0.2,0.1,https://www.basketball-reference.com/players/f/farmajo01.html
2009-10,23,LAL,NBA,PG,23,301,11.2,.526,.532,.138,0.4,10.0,5.2,16.3,3.0,0.0,16.7,18.2,,0.1,0.3,0.4,.060,,-1.6,1.4,-0.2,0.1,https://www.basketball-reference.com/players/f/farmajo01.html
2015-16,29,MEM,NBA,PG,4,113,5.6,.418,.387,.097,0.0,7.2,3.1,24.5,1.4,0.8,23.6,17.2,,-0.2,0.0,-0.3,-0.115,,-2.5,-2.1,-4.6,-0.1,https://www.basketball-reference.com/players/f/farmajo01.html
2011-12,20,UTA,NBA,PF,4,116,18.5,.482,.000,.806,11.6,24.7,17.4,3.1,2.3,4.2,9.3,20.1,,0.1,0.1,0.2,.086,,1.3,0.9,2.2,0.1,https://www.basketball-reference.com/players/f/favorde01.html
2016-17,25,UTA,NBA,PF,11,225,17.0,.575,.000,.371,8.0,24.1,16.0,7.6,1.9,2.4,5.3,16.1,,0.4,0.3,0.7,.145,,0.8,2.0,2.8,0.3,https://www.basketball-reference.com/players/f/favorde01.html
2017-18,26,UTA,NBA,C,11,286,16.4,.618,.074,.485,7.4,14.1,10.7,7.1,1.4,3.4,10.8,14.3,,0.5,0.4,0.9,.146,,1.0,1.9,2.9,0.4,https://www.basketball-reference.com/players/f/favorde01.html
2018-19,27,UTA,NBA,C,5,103,27.9,.665,.083,.528,14.7,23.3,18.9,7.8,1.9,10.0,10.1,20.4,,0.3,0.2,0.5,.248,,4.1,3.7,7.9,0.3,https://www.basketball-reference.com/players/f/favorde01.html
2016-17,24,CHI,NBA,C,6,82,8.9,.598,.000,.133,9.7,25.6,17.8,3.8,1.9,2.5,30.6,12.6,,-0.1,0.1,0.1,.034,,-6.6,0.7,-5.9,-0.1,https://www.basketball-reference.com/players/f/feliccr01.html
2009-10,25,CHA,NBA,PG,4,130,12.7,.497,.310,.286,3.0,6.9,5.0,29.6,0.9,0.0,11.3,20.2,,0.1,0.0,0.1,.037,,1.6,-1.3,0.3,0.1,https://www.basketball-reference.com/players/f/feltora01.html
2010-11,26,DEN,NBA,SG,5,152,11.2,.479,.320,.480,0.0,6.6,3.3,24.6,2.0,0.0,14.2,21.2,,-0.1,0.1,0.0,-0.001,,-1.1,-0.4,-1.5,0.0,https://www.basketball-reference.com/players/f/feltora01.html
2012-13,28,NYK,NBA,PG,12,454,16.5,.490,.173,.148,4.1,6.8,5.4,23.4,2.4,1.1,10.4,20.4,,0.5,0.7,1.2,.127,,2.0,0.9,2.9,0.5,https://www.basketball-reference.com/players/f/feltora01.html
2014-15,30,DAL,NBA,PG,3,36,7.6,.337,.267,.200,2.8,17.8,10.0,14.7,0.0,0.0,0.0,18.6,,0.0,0.0,0.0,-0.038,,-2.9,-3.5,-6.3,0.0,https://www.basketball-reference.com/players/f/feltora01.html
2015-16,31,DAL,NBA,PG,5,172,13.6,.508,.203,.159,1.3,14.9,7.8,24.2,1.8,0.0,14.0,23.1,,0.0,-0.1,-0.1,-0.040,,-1.0,0.1,-0.8,0.1,https://www.basketball-reference.com/players/f/feltora01.html
2016-17,32,LAC,NBA,PG,7,127,12.4,.570,.281,.156,2.0,8.2,5.0,12.3,2.5,0.0,8.1,14.1,,0.2,0.1,0.3,.115,,0.3,2.1,2.5,0.1,https://www.basketball-reference.com/players/f/feltora01.html
2017-18,33,OKC,NBA,PG,6,79,12.4,.486,.452,.065,2.7,14.5,8.7,18.3,2.5,2.3,13.6,20.4,,0.0,0.1,0.1,.045,,0.6,0.9,1.5,0.1,https://www.basketball-reference.com/players/f/feltora01.html
2018-19,34,OKC,NBA,PG,5,57,4.2,.396,.615,.154,0.0,5.8,2.9,7.3,3.4,1.5,12.6,11.9,,-0.1,0.1,0.0,-0.021,,-6.3,2.5,-3.8,0.0,https://www.basketball-reference.com/players/f/feltora01.html
2017-18,19,OKC,NBA,SG,3,6,29.9,1.500,1.000,.000,17.8,0.0,8.8,27.4,0.0,0.0,0.0,7.3,,0.1,0.0,0.1,.507,,11.9,3.2,15.1,0.0,https://www.basketball-reference.com/players/f/fergute01.html
2018-19,20,OKC,NBA,SG,5,128,2.6,.500,.720,.000,1.7,8.6,5.1,6.5,0.8,0.0,16.7,10.0,,-0.1,0.0,0.0,-0.010,,-5.3,0.5,-4.8,-0.1,https://www.basketball-reference.com/players/f/fergute01.html
2019-20,21,OKC,NBA,SF,4,42,-1.4,.273,.909,.000,2.6,7.2,5.0,3.4,1.1,0.0,8.3,12.3,,-0.1,0.0,-0.1,-0.086,,-6.8,-0.2,-7.0,-0.1,https://www.basketball-reference.com/players/f/fergute01.html
2008-09,23,POR,NBA,SG,6,162,11.4,.591,.543,.200,1.4,12.8,6.6,6.2,2.8,1.6,19.1,14.8,,0.0,0.1,0.2,.055,,-0.5,1.2,0.7,0.1,https://www.basketball-reference.com/players/f/fernaru01.html
2009-10,24,POR,NBA,SG,6,119,12.0,.672,.852,.296,2.0,8.6,5.2,11.5,0.5,0.0,14.1,14.3,,0.2,-0.1,0.1,.054,,1.8,-1.1,0.7,0.1,https://www.basketball-reference.com/players/f/fernaru01.html
2010-11,25,POR,NBA,SG,6,81,6.8,.387,.556,.500,3.2,14.9,9.2,9.6,1.4,1.1,8.3,15.1,,-0.1,0.0,0.0,-0.022,,-3.2,-0.2,-3.4,0.0,https://www.basketball-reference.com/players/f/fernaru01.html
2009-10,23,UTA,NBA,C,10,181,3.0,.420,.000,.700,5.1,20.3,12.7,9.2,0.0,2.2,26.3,13.1,,-0.3,0.0,-0.3,-0.085,,-6.2,0.1,-6.2,-0.2,https://www.basketball-reference.com/players/f/fesenky01.html
2010-11,22,NYK,NBA,SG,4,71,0.3,.198,.267,.400,1.4,7.2,4.0,11.3,1.5,3.0,18.5,13.4,,-0.3,0.0,-0.2,-0.163,,-5.7,-1.8,-7.5,-0.1,https://www.basketball-reference.com/players/f/fieldla01.html
2011-12,23,NYK,NBA,SG,5,115,11.0,.528,.161,.226,4.1,12.1,7.9,12.0,1.4,0.0,20.9,17.7,,0.0,0.0,0.0,-0.005,,0.0,0.8,0.8,0.1,https://www.basketball-reference.com/players/f/fieldla01.html
2013-14,25,TOR,NBA,SF,3,26,11.0,.000,.000,.000,9.8,22.5,16.4,5.6,8.3,3.5,33.3,5.4,,0.0,0.1,0.0,.062,,-1.2,9.1,8.0,0.1,https://www.basketball-reference.com/players/f/fieldla01.html
2019-20,26,DAL,NBA,PF,6,191,12.4,.563,.577,.096,6.8,12.7,9.7,13.4,1.7,1.4,14.2,14.2,,0.2,0.0,0.2,.044,,0.6,0.6,1.2,0.2,https://www.basketball-reference.com/players/f/finnedo01.html
2016-17,23,SAS,NBA,SG,6,73,3.8,.423,.429,.286,0.0,9.9,4.7,5.6,0.0,1.4,7.8,15.5,,-0.1,0.0,0.0,-0.026,,-6.1,-2.6,-8.7,-0.1,https://www.basketball-reference.com/players/f/forbebr01.html
2017-18,24,SAS,NBA,SG,4,54,5.5,.423,.529,.412,2.0,4.5,3.1,5.9,0.0,0.0,0.0,17.0,,0.0,0.0,0.0,-0.039,,-3.2,-3.3,-6.5,-0.1,https://www.basketball-reference.com/players/f/forbebr01.html
2018-19,25,SAS,NBA,SG,7,212,11.6,.625,.554,.161,0.5,12.1,6.3,4.8,0.2,0.4,4.8,13.7,,0.4,0.0,0.4,.082,,-0.2,-0.6,-0.8,0.1,https://www.basketball-reference.com/players/f/forbebr01.html
2010-11,25,DEN,NBA,SF,1,2,-12.4,.000,.000,.000,0.0,55.6,27.8,0.0,0.0,0.0,0.0,22.8,,0.0,0.0,0.0,-0.497,,-14.8,-5.9,-20.7,0.0,https://www.basketball-reference.com/players/f/forbega01.html
2005-06,22,MIL,NBA,PG,5,162,13.9,.560,.098,.235,2.2,13.5,7.7,31.2,1.0,0.0,22.1,20.8,,0.1,-0.1,0.0,-0.001,,-0.3,-1.4,-1.7,0.0,https://www.basketball-reference.com/players/f/fordtj01.html
2006-07,23,TOR,NBA,PG,6,136,27.3,.563,.132,.276,4.6,4.4,4.5,43.6,2.7,1.4,14.1,35.2,,0.3,0.1,0.4,.146,,7.2,0.2,7.4,0.3,https://www.basketball-reference.com/players/f/fordtj01.html
2007-08,24,TOR,NBA,PG,5,124,17.6,.446,.138,.276,2.7,17.4,10.1,43.9,2.1,0.0,13.3,27.9,,0.0,0.0,0.1,.022,,1.0,-0.4,0.6,0.1,https://www.basketball-reference.com/players/f/fordtj01.html
2010-11,27,IND,NBA,PG,2,14,21.9,1.167,.333,.000,0.0,8.5,4.0,30.5,0.0,0.0,40.0,16.2,,0.0,0.0,0.0,.145,,6.2,-1.1,5.2,0.0,https://www.basketball-reference.com/players/f/fordtj01.html
2012-13,20,DEN,NBA,SG,4,53,4.1,.463,.471,.471,0.0,0.0,0.0,11.4,1.9,0.0,22.6,21.4,,-0.1,0.0,-0.1,-0.104,,-5.4,-2.1,-7.5,-0.1,https://www.basketball-reference.com/players/f/fournev01.html
2018-19,26,ORL,NBA,SG,5,175,5.0,.427,.493,.116,1.7,8.7,5.0,10.7,2.0,0.0,14.2,21.4,,-0.4,0.1,-0.3,-0.091,,-4.4,-0.5,-4.8,-0.1,https://www.basketball-reference.com/players/f/fournev01.html
2019-20,27,ORL,NBA,SF,5,171,8.9,.496,.614,.298,1.7,10.7,6.0,11.6,1.6,1.8,12.2,18.3,,-0.2,0.2,0.0,.006,,-1.5,-0.6,-2.1,0.0,https://www.basketball-reference.com/players/f/fournev01.html
2011-12,28,LAC,NBA,SG,11,291,9.2,.521,.432,.176,1.7,7.6,4.6,9.6,1.1,0.8,13.1,15.2,,0.1,0.0,0.1,.024,,-0.4,-1.5,-2.0,0.0,https://www.basketball-reference.com/players/f/foyera01.html
2015-16,32,OKC,NBA,SG,16,190,4.3,.468,.634,.098,1.2,10.4,5.9,9.5,0.5,1.2,20.5,12.3,,-0.1,0.1,0.0,-0.003,,-3.6,-0.2,-3.8,-0.1,https://www.basketball-reference.com/players/f/foyera01.html
2013-14,22,MEM,NBA,SG,2,4,-11.1,.174,.000,1.000,0.0,29.4,14.0,0.0,0.0,0.0,0.0,33.1,,0.0,0.0,0.0,-0.428,,-13.7,-7.6,-21.3,0.0,https://www.basketball-reference.com/players/f/frankja01.html
2018-19,22,ORL,NBA,SG,3,15,13.5,.425,.000,.400,6.8,23.5,14.5,0.0,3.3,0.0,0.0,17.4,,0.0,0.0,0.0,.036,,-1.6,3.1,1.5,0.0,https://www.basketball-reference.com/players/f/frazime01.html
2019-20,25,HOU,NBA,SG,4,12,7.7,.375,.500,.000,8.9,29.3,18.6,24.2,0.0,0.0,20.0,18.7,,0.0,0.0,0.0,-0.021,,-0.5,0.3,-0.2,0.0,https://www.basketball-reference.com/players/f/frazimi01.html
2014-15,24,POR,NBA,PG,2,3,-32.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.6,,-0.1,0.0,-0.1,-0.889,,-19.8,-10.8,-30.5,0.0,https://www.basketball-reference.com/players/f/fraziti01.html
2017-18,27,WAS,NBA,PG,2,6,15.1,.000,.000,.000,0.0,19.8,9.9,60.5,8.2,0.0,0.0,7.3,,0.0,0.0,0.0,.136,,-4.2,9.6,5.4,0.0,https://www.basketball-reference.com/players/f/fraziti01.html
2018-19,28,MIL,NBA,PG,11,40,22.9,.756,.462,.154,0.0,21.8,11.3,40.5,1.2,0.0,17.8,18.1,,0.2,0.1,0.2,.287,,2.5,4.1,6.6,0.1,https://www.basketball-reference.com/players/f/fraziti01.html
2013-14,26,POR,NBA,C,9,24,-3.5,.129,.000,.667,18.3,17.9,18.1,5.4,2.1,3.0,50.8,14.4,,-0.1,0.0,-0.1,-0.214,,-11.7,-0.6,-12.3,-0.1,https://www.basketball-reference.com/players/f/freeljo01.html
2014-15,27,POR,NBA,C,2,7,9.7,,,,0.0,15.7,7.7,0.0,7.5,0.0,,0.0,,0.0,0.0,0.0,.100,,-1.5,4.0,2.5,0.0,https://www.basketball-reference.com/players/f/freeljo01.html
2008-09,25,POR,NBA,PF,4,36,5.4,.392,.000,.214,3.2,7.7,5.2,5.0,0.0,0.0,0.0,21.6,,0.0,0.0,0.0,-0.052,,-4.6,-3.8,-8.4,-0.1,https://www.basketball-reference.com/players/f/fryech01.html
2009-10,26,PHO,NBA,C,16,435,11.0,.524,.729,.136,2.8,21.8,12.5,5.0,1.5,1.6,6.0,14.0,,0.4,0.4,0.8,.087,,0.4,0.5,0.9,0.3,https://www.basketball-reference.com/players/f/fryech01.html
2015-16,32,CLE,NBA,C,17,237,20.5,.791,.667,.101,2.5,17.7,10.2,3.4,1.3,3.7,6.5,15.0,,0.9,0.3,1.2,.247,,4.1,2.2,6.3,0.5,https://www.basketball-reference.com/players/f/fryech01.html
2016-17,33,CLE,NBA,C,12,154,21.3,.698,.650,.117,0.0,15.8,8.3,13.0,1.0,2.2,3.1,18.8,,0.6,0.1,0.7,.230,,6.3,1.0,7.3,0.4,https://www.basketball-reference.com/players/f/fryech01.html
2017-18,19,PHI,NBA,SG,3,23,5.7,.285,.000,.571,0.0,14.2,7.0,28.8,4.3,0.0,10.2,17.8,,0.0,0.0,0.0,-0.003,,-7.6,2.0,-5.6,0.0,https://www.basketball-reference.com/players/f/fultzma01.html
2019-20,21,ORL,NBA,PG,5,147,8.2,.476,.267,.117,0.0,8.1,3.8,28.9,1.6,2.1,17.1,22.1,,-0.2,0.1,-0.1,-0.026,,-3.5,-0.5,-3.9,-0.1,https://www.basketball-reference.com/players/f/fultzma01.html
2019-20,22,POR,NBA,PF,4,53,13.8,.661,.333,.133,13.8,6.0,9.9,12.3,1.8,3.4,23.9,16.4,,0.1,0.0,0.1,.093,,-1.7,2.0,0.4,0.0,https://www.basketball-reference.com/players/g/gabriwe01.html
2009-10,23,UTA,NBA,PG,5,7,60.5,.799,.167,.333,16.6,17.0,16.8,0.0,0.0,0.0,0.0,43.9,,0.1,0.0,0.1,.386,,24.3,3.7,28.0,0.1,https://www.basketball-reference.com/players/g/gainesu01.html
2010-11,22,DEN,NBA,SF,5,148,11.9,.563,.341,.477,0.8,12.0,6.4,12.3,1.4,0.0,11.6,18.6,,0.1,0.1,0.2,.065,,0.0,0.6,0.6,0.1,https://www.basketball-reference.com/players/g/gallida01.html
2011-12,23,DEN,NBA,SF,7,222,13.4,.450,.245,.255,4.2,12.1,8.2,11.8,1.2,1.3,7.9,22.5,,0.2,0.1,0.3,.061,,0.0,-0.8,-0.8,0.1,https://www.basketball-reference.com/players/g/gallida01.html
2018-19,30,LAC,NBA,SF,6,201,13.6,.474,.387,.297,4.7,16.5,10.3,12.5,1.9,0.4,8.1,27.9,,-0.1,-0.1,-0.1,-0.031,,0.6,-3.0,-2.4,0.0,https://www.basketball-reference.com/players/g/gallida01.html
2019-20,31,OKC,NBA,PF,7,212,12.7,.569,.468,.380,2.6,15.7,9.4,5.5,1.1,0.6,14.0,21.8,,0.1,0.3,0.3,.070,,-0.2,-0.5,-0.6,0.1,https://www.basketball-reference.com/players/g/gallida01.html
2018-19,27,DET,NBA,SG,4,110,6.7,.456,.735,.000,1.6,13.8,6.9,5.3,0.9,3.3,5.6,13.7,,-0.1,0.0,-0.1,-0.048,,-2.5,-1.0,-3.5,0.0,https://www.basketball-reference.com/players/g/gallola01.html
2005-06,24,SAC,NBA,SF,6,41,13.7,.547,.364,.182,0.0,6.9,3.1,4.1,2.7,4.2,0.0,13.6,,0.1,0.0,0.1,.082,,1.1,1.6,2.7,0.0,https://www.basketball-reference.com/players/g/garcifr01.html
2012-13,31,HOU,NBA,SF,6,164,14.4,.613,.740,.100,2.0,11.8,6.8,9.4,1.2,2.7,7.1,15.1,,0.4,0.0,0.4,.113,,2.2,1.5,3.7,0.2,https://www.basketball-reference.com/players/g/garcifr01.html
2013-14,32,HOU,NBA,SF,2,22,6.3,.451,.500,.667,4.9,5.1,5.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,0.0,.028,,-3.0,-1.5,-4.4,0.0,https://www.basketball-reference.com/players/g/garcifr01.html
2008-09,23,ATL,NBA,SG,3,19,23.2,.521,.462,.077,0.0,14.6,6.7,28.9,3.1,0.0,0.0,35.3,,0.1,0.0,0.1,.181,,5.0,3.0,8.0,0.0,https://www.basketball-reference.com/players/g/gardnth01.html
2010-11,26,MEM,NBA,C,13,519,18.9,.563,.014,.518,8.9,23.8,16.2,9.4,1.4,4.5,13.1,17.5,,0.9,0.8,1.7,.153,,1.7,2.2,3.9,0.8,https://www.basketball-reference.com/players/g/gasolma01.html
2011-12,27,MEM,NBA,C,7,261,19.5,.603,.014,.623,7.3,15.0,11.0,15.9,0.4,4.3,12.9,17.9,,0.8,0.3,1.1,.204,,2.9,2.8,5.7,0.5,https://www.basketball-reference.com/players/g/gasolma01.html
2012-13,28,MEM,NBA,C,15,609,19.4,.527,.000,.439,4.7,21.2,12.5,14.5,1.2,4.6,6.9,20.1,,1.3,0.8,2.1,.168,,2.3,2.8,5.1,1.1,https://www.basketball-reference.com/players/g/gasolma01.html
2013-14,29,MEM,NBA,C,7,299,14.7,.462,.009,.293,4.6,16.1,10.1,18.4,2.2,1.7,8.4,22.0,,0.0,0.4,0.4,.065,,0.4,1.9,2.4,0.3,https://www.basketball-reference.com/players/g/gasolma01.html
2014-15,30,MEM,NBA,C,11,416,21.3,.496,.011,.489,4.9,25.4,15.0,20.5,1.3,4.2,6.8,25.8,,0.8,0.6,1.4,.161,,3.5,2.5,6.0,0.8,https://www.basketball-reference.com/players/g/gasolma01.html
2016-17,32,MEM,NBA,C,6,240,17.1,.595,.145,.398,3.8,17.3,10.5,19.0,0.5,1.5,13.3,23.5,,0.4,0.0,0.4,.085,,3.2,-0.5,2.7,0.3,https://www.basketball-reference.com/players/g/gasolma01.html
2018-19,34,TOR,NBA,C,24,735,13.5,.564,.494,.256,2.4,20.6,11.5,14.7,1.4,3.5,9.5,13.6,,1.0,1.3,2.3,.151,,0.3,3.1,3.4,1.0,https://www.basketball-reference.com/players/g/gasolma01.html
2019-20,35,TOR,NBA,C,11,228,7.8,.467,.422,.234,1.9,21.3,11.3,18.4,1.1,3.3,18.5,16.8,,-0.2,0.4,0.2,.043,,-4.5,2.6,-1.9,0.0,https://www.basketball-reference.com/players/g/gasolma01.html
2011-12,25,MEM,NBA,SF,7,279,14.6,.505,.167,.351,4.2,16.3,10.1,7.2,1.8,0.6,13.8,25.3,,0.2,0.3,0.5,.085,,0.5,0.1,0.6,0.2,https://www.basketball-reference.com/players/g/gayru01.html
2017-18,31,SAS,NBA,PF,5,160,11.3,.442,.277,.138,5.9,14.4,9.9,12.3,2.6,0.5,8.0,21.4,,-0.1,0.1,0.0,-0.012,,-1.8,-0.1,-1.9,0.0,https://www.basketball-reference.com/players/g/gayru01.html
2018-19,32,SAS,NBA,PF,7,179,15.5,.503,.271,.243,7.9,22.1,15.0,10.1,0.9,2.2,11.4,22.6,,0.1,0.1,0.2,.055,,0.9,-0.5,0.3,0.1,https://www.basketball-reference.com/players/g/gayru01.html
2014-15,27,POR,NBA,SF,1,3,16.3,,,,0.0,36.5,18.0,47.9,0.0,0.0,,0.0,,0.0,0.0,0.0,.181,,2.0,6.6,8.6,0.0,https://www.basketball-reference.com/players/g/geeal01.html
2010-11,20,IND,NBA,SG,5,133,10.0,.411,.394,.242,4.0,18.0,10.6,6.2,2.8,6.1,16.1,14.8,,-0.2,0.2,0.0,.012,,-1.8,2.8,1.1,0.1,https://www.basketball-reference.com/players/g/georgpa01.html
2011-12,21,IND,NBA,SG,11,371,12.5,.499,.432,.295,4.7,18.0,11.4,11.8,2.6,0.9,16.4,16.0,,0.2,0.6,0.8,.103,,-0.1,2.0,1.9,0.4,https://www.basketball-reference.com/players/g/georgpa01.html
2012-13,22,IND,NBA,SF,19,780,16.6,.548,.375,.462,2.5,18.1,10.6,23.9,1.8,0.9,18.4,24.4,,0.9,1.0,1.9,.118,,1.4,2.3,3.7,1.1,https://www.basketball-reference.com/players/g/georgpa01.html
2013-14,23,IND,NBA,SF,19,781,20.5,.578,.410,.406,2.1,20.0,11.2,17.8,2.9,0.8,11.7,26.3,,1.3,1.5,2.7,.169,,3.3,2.5,5.9,1.6,https://www.basketball-reference.com/players/g/georgpa01.html
2015-16,25,IND,NBA,SF,7,275,27.5,.632,.350,.520,4.0,17.1,11.1,22.5,2.8,1.5,13.2,30.5,,1.1,0.5,1.6,.284,,7.0,3.1,10.1,0.8,https://www.basketball-reference.com/players/g/georgpa01.html
2016-17,26,IND,NBA,SF,4,172,21.0,.553,.477,.341,3.4,20.8,11.9,26.1,2.1,1.1,11.4,29.0,,0.4,0.1,0.5,.131,,5.2,0.9,6.1,0.4,https://www.basketball-reference.com/players/g/georgpa01.html
2017-18,27,OKC,NBA,SF,6,251,14.6,.545,.433,.300,1.7,13.3,7.6,11.0,1.6,1.5,15.0,27.8,,0.0,0.3,0.2,.045,,1.3,-1.0,0.3,0.1,https://www.basketball-reference.com/players/g/georgpa01.html
2018-19,28,OKC,NBA,SF,5,204,18.8,.583,.465,.485,3.1,20.0,11.4,15.4,1.6,0.4,14.0,29.8,,0.3,0.2,0.5,.106,,2.6,0.6,3.2,0.3,https://www.basketball-reference.com/players/g/georgpa01.html
2019-20,29,LAC,NBA,SG,13,479,14.7,.536,.502,.249,3.2,15.3,9.2,15.5,1.9,1.4,14.0,26.1,,0.1,0.5,0.6,.063,,0.4,0.0,0.4,0.3,https://www.basketball-reference.com/players/g/georgpa01.html
2017-18,23,MIN,NBA,SG,2,3,0.0,.000,.000,.000,37.4,0.0,18.1,0.0,0.0,0.0,0.0,15.2,,0.0,0.0,0.0,-0.223,,-2.5,-8.4,-10.9,0.0,https://www.basketball-reference.com/players/g/georgma01.html
2006-07,20,CLE,NBA,PG,20,402,16.8,.611,.569,.371,2.6,6.8,4.7,9.7,1.7,0.8,6.3,17.2,,1.2,0.5,1.8,.211,,2.7,2.7,5.4,0.8,https://www.basketball-reference.com/players/g/gibsoda01.html
2007-08,21,CLE,NBA,PG,11,284,12.3,.588,.538,.179,1.7,6.5,4.1,18.1,1.4,0.6,15.1,16.6,,0.3,0.3,0.7,.111,,0.6,0.6,1.3,0.2,https://www.basketball-reference.com/players/g/gibsoda01.html
2008-09,22,CLE,NBA,PG,14,172,5.5,.524,.700,.275,0.8,4.4,2.6,5.4,0.3,1.5,13.5,14.6,,0.0,0.2,0.2,.054,,-2.9,-0.6,-3.4,-0.1,https://www.basketball-reference.com/players/g/gibsoda01.html
2009-10,23,CLE,NBA,PG,5,23,1.3,.444,.571,.286,0.0,15.2,7.8,6.8,0.0,0.0,20.2,20.0,,-0.1,0.0,0.0,-0.088,,-6.5,-4.4,-10.9,-0.1,https://www.basketball-reference.com/players/g/gibsoda01.html
2009-10,24,CHI,NBA,PF,5,145,9.1,.444,.000,.289,6.9,22.0,14.1,3.1,0.4,1.9,4.5,14.0,,0.0,0.0,0.0,.016,,-2.9,-0.9,-3.8,-0.1,https://www.basketball-reference.com/players/g/gibsota01.html
2010-11,25,CHI,NBA,PF,16,284,16.5,.575,.013,.197,10.7,17.1,13.9,5.7,1.0,6.0,14.5,15.7,,0.4,0.5,0.9,.153,,-1.1,2.7,1.5,0.3,https://www.basketball-reference.com/players/g/gibsota01.html
2011-12,26,CHI,NBA,PF,6,137,19.8,.512,.000,.478,12.3,18.6,15.5,5.3,1.6,5.4,5.1,19.9,,0.3,0.3,0.6,.212,,1.7,2.4,4.1,0.2,https://www.basketball-reference.com/players/g/gibsota01.html
2012-13,27,CHI,NBA,PF,12,206,12.3,.515,.030,.333,8.7,12.9,10.7,3.5,1.1,2.4,10.6,19.4,,0.2,0.1,0.3,.059,,-3.4,-0.1,-3.5,-0.1,https://www.basketball-reference.com/players/g/gibsota01.html
2013-14,28,CHI,NBA,PF,5,154,26.5,.625,.000,.632,15.3,7.8,11.6,2.8,0.7,6.0,9.9,25.3,,0.5,0.2,0.7,.221,,5.0,1.4,6.4,0.3,https://www.basketball-reference.com/players/g/gibsota01.html
2014-15,29,CHI,NBA,PF,12,276,14.3,.522,.000,.417,10.1,16.0,13.1,7.3,0.8,3.5,11.4,15.9,,0.3,0.4,0.8,.132,,-1.0,0.2,-0.8,0.1,https://www.basketball-reference.com/players/g/gibsota01.html
