Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player_link
2019-20,22,TOR,NBA,SF,11,11,393,4.9,10.8,.455,2.1,5.1,.415,2.8,5.8,.489,2.2,3.5,.643,3.2,6.2,9.4,1.6,1.4,1.6,2.0,3.3,14.2,,110,104,https://www.basketball-reference.com/players/a/anunoog01.html
2006-07,26,UTA,NBA,C,5,0,28,5.7,15.1,.375,0.0,0.0,,5.7,15.1,.375,9.4,22.6,.417,5.7,15.1,20.7,1.9,1.9,0.0,0.0,15.1,20.7,,103,101,https://www.basketball-reference.com/players/a/araujra01.html
2006-07,21,ORL,NBA,SG,4,0,47,6.0,19.1,.313,0.0,0.0,,6.0,19.1,.313,1.2,4.8,.250,6.0,4.8,10.8,6.0,1.2,0.0,4.8,10.8,13.1,,74,115,https://www.basketball-reference.com/players/a/arizatr01.html
2007-08,22,LAL,NBA,SF,8,0,45,8.1,13.8,.583,1.2,4.6,.250,6.9,9.2,.750,2.3,4.6,.500,3.5,9.2,12.7,1.2,1.2,1.2,1.2,8.1,19.6,,123,107,https://www.basketball-reference.com/players/a/arizatr01.html
2008-09,23,LAL,NBA,SF,23,23,722,6.7,13.5,.497,2.9,6.1,.476,3.8,7.4,.515,2.6,4.7,.563,1.6,5.5,7.1,3.9,2.6,0.7,2.8,5.3,19.0,,114,103,https://www.basketball-reference.com/players/a/arizatr01.html
2010-11,25,NOH,NBA,SF,6,6,241,8.2,19.8,.412,1.6,4.9,.333,6.5,14.9,.438,3.7,5.1,.727,1.6,7.5,9.1,4.7,1.9,0.7,1.6,3.7,21.7,,103,112,https://www.basketball-reference.com/players/a/arizatr01.html
2013-14,28,WAS,NBA,SF,11,11,407,7.0,14.5,.481,3.4,7.5,.446,3.6,7.0,.519,2.8,3.6,.778,2.8,10.3,13.2,2.6,2.3,0.5,1.9,3.5,20.2,,123,99,https://www.basketball-reference.com/players/a/arizatr01.html
2014-15,29,HOU,NBA,SF,17,17,655,5.4,12.7,.426,2.6,6.9,.375,2.8,5.8,.488,2.7,3.0,.905,1.3,6.6,7.9,3.2,2.2,0.1,1.7,3.7,16.2,,115,109,https://www.basketball-reference.com/players/a/arizatr01.html
2015-16,30,HOU,NBA,SF,5,5,181,3.5,13.7,.255,1.1,7.5,.143,2.4,6.2,.391,0.8,1.1,.750,1.9,3.8,5.7,1.1,3.5,0.3,3.2,4.3,8.9,,63,110,https://www.basketball-reference.com/players/a/arizatr01.html
2016-17,31,HOU,NBA,SF,11,11,413,4.9,11.7,.423,2.8,7.4,.377,2.2,4.3,.500,1.6,1.7,.929,1.0,5.8,6.8,2.8,1.7,0.2,1.1,3.0,14.2,,118,111,https://www.basketball-reference.com/players/a/arizatr01.html
2017-18,32,HOU,NBA,SF,17,17,582,4.3,12.0,.360,2.2,7.8,.286,2.1,4.1,.500,2.0,2.7,.742,0.8,4.8,5.6,1.9,1.6,0.2,0.9,3.8,12.8,,103,110,https://www.basketball-reference.com/players/a/arizatr01.html
2007-08,23,NOH,NBA,C,8,0,72,6.2,10.0,.615,0.0,0.0,,6.2,10.0,.615,3.8,7.7,.500,6.9,8.5,15.4,0.0,0.0,4.6,3.1,9.2,16.2,,113,106,https://www.basketball-reference.com/players/a/armsthi01.html
2008-09,24,NOH,NBA,C,4,1,53,6.1,13.1,.462,0.0,0.0,,6.1,13.1,.462,3.0,10.1,.300,3.0,5.0,8.1,1.0,4.0,1.0,6.1,15.1,15.1,,69,115,https://www.basketball-reference.com/players/a/armsthi01.html
2010-11,26,ATL,NBA,C,8,0,35,1.6,8.0,.200,0.0,0.0,,1.6,8.0,.200,4.8,9.6,.500,6.4,9.6,16.0,1.6,4.8,0.0,3.2,11.2,8.0,,79,97,https://www.basketball-reference.com/players/a/armsthi01.html
2013-14,29,GSW,NBA,C,7,0,17,11.7,23.4,.500,0.0,2.9,.000,11.7,20.5,.571,0.0,5.8,.000,8.8,2.9,11.7,5.8,0.0,5.8,11.7,17.5,23.4,,76,114,https://www.basketball-reference.com/players/a/armsthi01.html
2010-11,22,MEM,NBA,PF,13,0,201,10.4,22.6,.459,0.3,0.3,1.000,10.1,22.3,.452,3.5,4.5,.765,3.7,4.0,7.7,1.9,1.9,3.2,3.2,8.0,24.4,,99,106,https://www.basketball-reference.com/players/a/arthuda01.html
2012-13,24,MEM,NBA,PF,15,0,175,7.8,16.5,.472,0.0,0.6,.000,7.8,15.8,.490,2.5,2.8,.889,4.3,7.5,11.8,1.9,0.6,1.2,2.2,11.2,18.0,,105,106,https://www.basketball-reference.com/players/a/arthuda01.html
2010-11,24,CHI,NBA,C,15,0,148,2.2,4.9,.462,0.0,0.0,,2.2,4.9,.462,1.1,3.7,.300,3.7,7.8,11.6,0.4,0.7,3.0,2.6,7.8,5.6,,79,101,https://www.basketball-reference.com/players/a/asikom01.html
2011-12,25,CHI,NBA,C,6,3,128,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,2.6,7.2,.353,3.4,8.5,11.9,3.4,0.4,4.3,3.4,6.0,8.5,,84,96,https://www.basketball-reference.com/players/a/asikom01.html
2012-13,26,HOU,NBA,C,6,6,208,5.3,9.5,.564,0.0,0.0,,5.3,9.5,.564,7.3,11.4,.638,5.1,11.2,16.3,0.7,0.7,2.4,2.9,5.3,18.0,,117,109,https://www.basketball-reference.com/players/a/asikom01.html
2013-14,27,HOU,NBA,C,6,4,163,5.1,10.5,.485,0.0,0.0,,5.1,10.5,.485,1.0,1.0,1.000,6.7,8.9,15.6,1.3,1.0,1.3,3.5,9.2,11.1,,101,113,https://www.basketball-reference.com/players/a/asikom01.html
2014-15,28,NOP,NBA,C,4,4,79,1.3,6.6,.200,0.0,0.0,,1.3,6.6,.200,2.6,4.6,.571,7.9,11.2,19.2,4.0,3.3,0.0,3.3,6.6,5.3,,89,109,https://www.basketball-reference.com/players/a/asikom01.html
2009-10,22,CHA,NBA,PG,4,0,73,3.9,13.1,.294,1.5,4.6,.333,2.3,8.5,.273,3.9,4.6,.833,0.8,2.3,3.1,5.4,0.8,0.8,3.1,3.1,13.1,,88,116,https://www.basketball-reference.com/players/a/augusdj01.html
2012-13,25,IND,NBA,PG,19,1,316,4.7,12.4,.380,3.3,8.3,.396,1.4,4.0,.348,4.3,5.4,.806,0.3,2.3,2.6,2.3,1.2,0.0,1.7,4.5,17.0,,118,109,https://www.basketball-reference.com/players/a/augusdj01.html
2013-14,26,CHI,NBA,PG,5,0,141,8.4,28.6,.292,2.8,10.3,.269,5.6,18.3,.304,6.8,7.6,.895,1.6,1.6,3.2,9.5,1.2,0.0,3.6,6.4,26.3,,94,113,https://www.basketball-reference.com/players/a/augusdj01.html
2018-19,31,ORL,NBA,PG,5,5,141,7.1,14.6,.488,3.6,7.5,.476,3.6,7.1,.500,5.0,5.7,.875,0.4,2.5,2.8,6.8,0.7,0.4,2.5,2.5,22.8,,126,116,https://www.basketball-reference.com/players/a/augusdj01.html
2019-20,32,ORL,NBA,PG,5,0,128,6.5,16.5,.391,2.9,6.1,.471,3.6,10.4,.345,7.9,8.3,.957,0.0,3.6,3.6,10.8,0.4,0.0,4.3,2.2,23.7,,112,116,https://www.basketball-reference.com/players/a/augusdj01.html
2007-08,23,ORL,NBA,PF,1,0,2,27.4,27.4,1.000,0.0,0.0,,27.4,27.4,1.000,0.0,0.0,,0.0,27.4,27.4,0.0,0.0,0.0,0.0,0.0,54.9,,200,100,https://www.basketball-reference.com/players/a/augusja01.html
2012-13,27,MIL,NBA,C,3,0,7,15.1,30.3,.500,0.0,0.0,,15.1,30.3,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,,95,120,https://www.basketball-reference.com/players/a/ayongu01.html
2009-10,22,POR,NBA,C,3,0,17,6.5,12.9,.500,0.0,0.0,,6.5,12.9,.500,9.7,12.9,.750,6.5,0.0,6.5,0.0,6.5,9.7,3.2,3.2,22.6,,118,102,https://www.basketball-reference.com/players/p/pendeje02.html
2011-12,24,IND,NBA,C,4,0,9,6.1,18.2,.333,0.0,0.0,,6.1,18.2,.333,0.0,0.0,,0.0,12.1,12.1,0.0,0.0,0.0,0.0,12.1,12.1,,76,102,https://www.basketball-reference.com/players/p/pendeje02.html
2012-13,25,IND,NBA,PF,9,0,71,6.2,18.6,.333,0.0,0.8,.000,6.2,17.8,.348,0.0,0.0,,3.1,10.8,13.9,0.8,0.0,1.5,2.3,10.8,12.4,,75,104,https://www.basketball-reference.com/players/p/pendeje02.html
2013-14,26,SAS,NBA,PF,17,0,65,4.8,10.4,.462,0.0,0.0,,4.8,10.4,.462,4.0,6.4,.625,4.8,10.4,15.1,4.0,0.0,0.0,0.8,4.8,13.5,,125,107,https://www.basketball-reference.com/players/p/pendeje02.html
2014-15,27,SAS,NBA,PF,3,0,12,0.0,4.2,.000,0.0,0.0,,0.0,4.2,.000,0.0,0.0,,0.0,12.7,12.7,8.5,0.0,0.0,0.0,0.0,0.0,,87,109,https://www.basketball-reference.com/players/p/pendeje02.html
2015-16,28,LAC,NBA,C,2,0,2,25.6,25.6,1.000,0.0,0.0,,25.6,25.6,1.000,25.6,25.6,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.8,,222,116,https://www.basketball-reference.com/players/p/pendeje02.html
2006-07,23,GSW,NBA,SG,6,0,15,3.4,10.1,.333,0.0,3.4,.000,3.4,6.7,.500,6.7,6.7,1.000,3.4,10.1,13.4,0.0,3.4,0.0,0.0,3.4,13.4,,126,104,https://www.basketball-reference.com/players/a/azubuke01.html
2011-12,28,DAL,NBA,SG,1,0,5,10.6,31.8,.333,10.6,10.6,1.000,0.0,21.2,.000,0.0,0.0,,10.6,0.0,10.6,0.0,10.6,0.0,10.6,0.0,31.8,,83,95,https://www.basketball-reference.com/players/a/azubuke01.html
2017-18,28,MIA,NBA,SF,2,0,3,0.0,15.9,.000,0.0,0.0,,0.0,15.9,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,124,https://www.basketball-reference.com/players/b/babbilu01.html
2016-17,20,MEM,NBA,PG,3,0,12,0.0,4.7,.000,0.0,0.0,,0.0,4.7,.000,9.3,9.3,1.000,4.7,14.0,18.6,9.3,0.0,0.0,0.0,14.0,9.3,,159,118,https://www.basketball-reference.com/players/b/baldwwa01.html
2017-18,21,POR,NBA,PG,4,0,19,2.6,10.2,.250,2.6,2.6,1.000,0.0,7.7,.000,2.6,5.1,.500,0.0,7.7,7.7,7.7,2.6,2.6,7.7,2.6,10.2,,68,111,https://www.basketball-reference.com/players/b/baldwwa01.html
2008-09,24,DEN,NBA,PF,8,0,20,5.2,15.6,.333,0.0,2.6,.000,5.2,13.0,.400,0.0,0.0,,5.2,5.2,10.4,2.6,10.4,0.0,0.0,7.8,10.4,,98,91,https://www.basketball-reference.com/players/b/balkmre01.html
2003-04,22,BOS,NBA,PG,4,0,60,6.1,14.0,.438,1.7,4.4,.400,4.4,9.6,.455,3.5,3.5,1.000,0.9,5.2,6.1,6.1,1.7,0.9,2.6,7.8,17.4,,109,111,https://www.basketball-reference.com/players/b/banksma01.html
2004-05,23,BOS,NBA,PG,7,0,106,6.9,15.3,.448,1.6,3.2,.500,5.3,12.1,.435,1.6,3.2,.500,0.5,5.3,5.8,3.7,2.1,0.0,3.2,8.4,16.9,,94,104,https://www.basketball-reference.com/players/b/banksma01.html
2006-07,25,PHO,NBA,PG,2,0,7,0.0,14.6,.000,0.0,7.3,.000,0.0,7.3,.000,14.6,14.6,1.000,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,14.6,,96,115,https://www.basketball-reference.com/players/b/banksma01.html
2004-05,22,PHO,NBA,PG,12,0,116,5.3,15.4,.343,1.8,4.4,.400,3.5,11.0,.320,0.9,1.8,.500,2.2,5.3,7.5,5.3,1.3,0.0,2.2,3.5,13.2,,96,116,https://www.basketball-reference.com/players/b/barbole01.html
2005-06,23,PHO,NBA,SG,20,3,632,8.5,18.0,.470,2.2,5.7,.391,6.3,12.3,.507,4.1,4.8,.862,0.4,2.2,2.6,4.4,1.2,0.3,2.4,5.4,23.3,,111,116,https://www.basketball-reference.com/players/b/barbole01.html
2006-07,24,PHO,NBA,SG,11,1,349,9.4,23.1,.405,2.6,8.6,.305,6.7,14.5,.465,4.1,5.7,.718,1.0,4.5,5.6,3.5,1.8,0.3,3.2,4.4,25.4,,97,107,https://www.basketball-reference.com/players/b/barbole01.html
2007-08,25,PHO,NBA,SG,5,1,143,6.9,19.9,.345,1.4,6.5,.222,5.4,13.4,.405,3.6,4.0,.909,0.7,6.5,7.2,3.3,1.1,0.0,1.4,3.6,18.8,,93,108,https://www.basketball-reference.com/players/b/barbole01.html
2009-10,27,PHO,NBA,PG,16,0,250,9.1,21.7,.417,2.5,7.4,.343,6.5,14.4,.456,3.6,5.1,.708,0.4,4.0,4.4,4.2,1.1,0.4,3.2,7.0,24.3,,100,115,https://www.basketball-reference.com/players/b/barbole01.html
2011-12,29,IND,NBA,SG,11,0,223,6.6,17.9,.370,0.7,4.9,.150,5.9,13.0,.453,1.5,2.9,.500,1.2,4.6,5.9,3.4,1.2,0.2,3.2,5.6,15.4,,83,104,https://www.basketball-reference.com/players/b/barbole01.html
2014-15,32,GSW,NBA,SG,21,0,229,8.7,19.7,.443,1.8,5.1,.348,6.9,14.5,.477,4.0,4.9,.818,1.8,4.3,6.0,4.0,1.3,0.2,2.7,5.4,23.3,,106,104,https://www.basketball-reference.com/players/b/barbole01.html
2015-16,33,GSW,NBA,SG,23,0,254,9.9,17.1,.580,2.1,5.5,.393,7.8,11.7,.667,3.1,4.1,.762,2.1,3.1,5.3,2.9,2.1,0.2,2.1,4.7,25.1,,125,109,https://www.basketball-reference.com/players/b/barbole01.html
2006-07,22,DAL,NBA,PG,2,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,25.7,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,123,https://www.basketball-reference.com/players/b/bareajo01.html
2007-08,23,DAL,NBA,PG,1,0,5,33.1,44.1,.750,22.1,22.1,1.000,11.0,22.1,.500,0.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,88.3,,184,125,https://www.basketball-reference.com/players/b/bareajo01.html
2008-09,24,DAL,NBA,SG,10,4,221,7.5,17.1,.437,1.2,3.9,.313,6.3,13.3,.473,2.2,3.1,.692,0.7,4.1,4.8,8.2,0.7,0.0,1.4,3.1,18.4,,113,118,https://www.basketball-reference.com/players/b/bareajo01.html
2009-10,25,DAL,NBA,PG,6,0,105,7.8,19.1,.405,2.1,5.2,.400,5.7,14.0,.407,0.5,1.6,.333,2.1,4.1,6.2,7.8,1.0,0.5,5.2,6.7,18.1,,89,109,https://www.basketball-reference.com/players/b/bareajo01.html
2010-11,26,DAL,NBA,PG,21,3,390,10.2,24.4,.419,2.3,7.1,.320,8.0,17.3,.459,3.8,4.8,.794,1.1,4.4,5.5,10.1,0.9,0.0,3.3,4.0,26.6,,107,111,https://www.basketball-reference.com/players/b/bareajo01.html
2014-15,30,DAL,NBA,PG,5,2,154,7.6,17.4,.439,1.2,4.9,.250,6.4,12.5,.512,1.5,1.8,.833,1.5,5.8,7.3,11.3,1.2,0.0,4.3,5.2,18.0,,103,114,https://www.basketball-reference.com/players/b/bareajo01.html
2015-16,31,DAL,NBA,PG,4,2,100,5.7,17.8,.324,0.5,4.2,.125,5.2,13.6,.385,1.0,1.0,1.000,0.0,3.1,3.1,10.5,0.0,0.0,5.7,4.2,13.1,,73,128,https://www.basketball-reference.com/players/b/bareajo01.html
2019-20,35,DAL,NBA,PG,1,0,5,0.0,9.4,.000,0.0,0.0,,0.0,9.4,.000,28.2,28.2,1.000,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.4,28.2,,96,129,https://www.basketball-reference.com/players/b/bareajo01.html
2006-07,21,TOR,NBA,PF,6,3,181,6.5,13.6,.478,2.1,5.0,.412,4.4,8.6,.517,4.4,5.6,.789,0.9,6.2,7.1,1.8,1.5,0.9,2.1,4.7,19.5,,113,108,https://www.basketball-reference.com/players/b/bargnan01.html
2007-08,22,TOR,NBA,PF,5,5,104,6.6,19.9,.333,2.0,8.2,.250,4.6,11.8,.391,1.0,1.0,1.000,0.5,3.1,3.6,1.0,2.0,1.5,1.0,7.7,16.4,,82,116,https://www.basketball-reference.com/players/b/bargnan01.html
2012-13,20,GSW,NBA,SF,12,12,461,8.0,17.9,.444,2.1,5.8,.365,5.9,12.2,.482,3.3,3.9,.857,2.0,6.5,8.5,1.7,0.8,0.6,1.8,3.7,21.4,,111,108,https://www.basketball-reference.com/players/b/barneha02.html
2013-14,21,GSW,NBA,SF,7,0,156,6.1,15.3,.396,2.5,6.7,.381,3.5,8.6,.407,2.9,5.1,.563,2.2,6.7,8.9,2.5,0.3,1.0,1.6,4.1,17.5,,107,117,https://www.basketball-reference.com/players/b/barneha02.html
2014-15,22,GSW,NBA,SF,21,21,681,6.6,15.1,.440,1.7,4.7,.355,5.0,10.4,.478,1.9,2.6,.735,3.4,4.9,8.3,2.4,1.3,0.8,1.7,3.4,16.8,,109,104,https://www.basketball-reference.com/players/b/barneha02.html
2015-16,23,GSW,NBA,SF,24,23,743,5.5,14.2,.385,1.7,5.1,.342,3.7,9.1,.409,1.7,2.3,.765,1.8,5.7,7.5,2.0,1.1,0.3,1.2,3.1,14.4,,101,109,https://www.basketball-reference.com/players/b/barneha02.html
2006-07,26,GSW,NBA,PF,11,3,330,6.9,15.3,.450,2.9,6.9,.422,4.0,8.4,.473,2.0,2.7,.722,4.0,5.6,9.6,4.0,2.4,0.6,3.1,6.7,18.6,,113,109,https://www.basketball-reference.com/players/b/barnema02.html
2009-10,29,ORL,NBA,SF,14,14,326,5.1,12.8,.400,2.0,5.4,.375,3.1,7.3,.419,2.9,3.4,.850,2.7,8.5,11.2,3.2,1.7,0.5,1.7,4.8,15.1,,114,100,https://www.basketball-reference.com/players/b/barnema02.html
2010-11,30,LAL,NBA,SF,10,0,131,6.4,16.1,.395,0.8,5.1,.167,5.5,11.0,.500,1.7,3.0,.571,4.7,7.2,11.9,2.1,3.0,0.8,2.5,9.7,15.3,,95,106,https://www.basketball-reference.com/players/b/barnema02.html
2011-12,31,LAL,NBA,SF,11,0,185,4.7,17.2,.271,1.5,9.0,.161,3.2,8.1,.393,0.6,1.2,.500,2.6,7.9,10.5,4.7,2.9,1.5,4.4,8.4,11.3,,70,106,https://www.basketball-reference.com/players/b/barnema02.html
2012-13,32,LAC,NBA,SF,6,0,162,8.1,14.8,.545,2.4,5.7,.412,5.7,9.1,.630,5.4,6.4,.842,2.4,7.7,10.1,1.0,1.3,0.7,1.7,7.7,23.9,,131,113,https://www.basketball-reference.com/players/b/barnema02.html
2013-14,33,LAC,NBA,SF,13,13,404,5.6,13.2,.421,2.4,7.4,.317,3.2,5.8,.553,1.6,2.4,.684,2.7,4.5,7.2,2.8,1.5,0.4,2.1,5.1,15.1,,107,114,https://www.basketball-reference.com/players/b/barnema02.html
2014-15,34,LAC,NBA,SF,14,14,409,4.5,11.9,.380,1.9,7.1,.267,2.6,4.8,.550,1.8,2.4,.750,1.9,6.5,8.4,2.6,2.4,1.2,1.9,6.4,12.7,,99,106,https://www.basketball-reference.com/players/b/barnema02.html
2015-16,35,MEM,NBA,SF,4,4,139,6.2,17.8,.348,1.2,7.0,.167,5.0,10.9,.464,3.1,3.9,.800,1.9,9.3,11.2,4.3,1.6,0.4,5.0,5.0,16.7,,81,115,https://www.basketball-reference.com/players/b/barnema02.html
2016-17,36,GSW,NBA,SF,12,0,61,3.1,11.8,.267,0.8,6.3,.125,2.4,5.5,.429,0.0,0.0,,0.0,7.1,7.1,5.5,1.6,0.0,2.4,7.1,7.1,,72,107,https://www.basketball-reference.com/players/b/barnema02.html
2010-11,29,POR,NBA,C,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/b/barroea01.html
2013-14,23,POR,NBA,SG,7,0,81,10.6,21.3,.500,3.8,6.9,.545,6.9,14.4,.478,3.1,3.8,.833,3.1,4.4,7.5,1.9,0.6,1.3,3.8,4.4,28.2,,113,117,https://www.basketball-reference.com/players/b/bartowi01.html
2018-19,28,DEN,NBA,SF,14,3,328,7.4,21.3,.348,2.4,8.7,.273,5.1,12.6,.400,2.8,4.1,.692,2.4,8.2,10.6,3.8,0.6,1.4,2.1,3.0,20.1,,95,113,https://www.basketball-reference.com/players/b/bartowi01.html
2007-08,22,DAL,NBA,C,5,0,133,7.1,14.9,.472,0.0,0.4,.000,7.1,14.5,.486,10.0,10.4,.960,8.3,5.8,14.1,0.8,1.2,1.2,1.2,5.0,24.1,,139,118,https://www.basketball-reference.com/players/b/bassbr01.html
2008-09,23,DAL,NBA,C,10,0,192,9.2,16.7,.550,0.0,0.0,,9.2,16.7,.550,7.8,8.6,.903,3.6,7.8,11.4,1.9,1.9,1.1,1.1,6.1,26.1,,135,112,https://www.basketball-reference.com/players/b/bassbr01.html
2009-10,24,ORL,NBA,PF,7,0,42,9.2,17.2,.538,0.0,0.0,,9.2,17.2,.538,6.6,7.9,.833,2.6,7.9,10.6,1.3,0.0,0.0,1.3,2.6,25.1,,125,105,https://www.basketball-reference.com/players/b/bassbr01.html
2010-11,25,ORL,NBA,PF,6,6,139,6.4,15.2,.421,0.0,0.0,,6.4,15.2,.421,4.8,5.2,.923,4.8,5.2,10.0,0.8,1.2,2.0,2.8,2.8,17.5,,103,101,https://www.basketball-reference.com/players/b/bassbr01.html
2011-12,26,BOS,NBA,PF,20,20,608,7.3,15.7,.463,0.0,0.0,,7.3,15.7,.463,5.3,5.8,.922,2.3,7.1,9.4,1.3,1.3,0.9,1.3,4.5,19.9,,111,101,https://www.basketball-reference.com/players/b/bassbr01.html
2012-13,27,BOS,NBA,PF,6,5,204,3.8,7.8,.483,0.0,0.0,,3.8,7.8,.483,3.2,4.1,.800,2.2,8.6,10.8,1.9,0.5,0.3,1.4,4.6,10.8,,111,101,https://www.basketball-reference.com/players/b/bassbr01.html
2014-15,29,BOS,NBA,PF,4,4,86,4.2,12.0,.350,0.0,0.0,,4.2,12.0,.350,3.6,6.0,.600,1.8,3.0,4.8,6.0,0.6,1.8,1.8,2.4,12.0,,94,115,https://www.basketball-reference.com/players/b/bassbr01.html
2016-17,31,LAC,NBA,PF,1,0,4,13.4,40.1,.333,0.0,0.0,,13.4,40.1,.333,0.0,0.0,,13.4,0.0,13.4,0.0,13.4,0.0,0.0,0.0,26.7,,88,88,https://www.basketball-reference.com/players/b/bassbr01.html
2019-20,24,DEN,NBA,SF,5,0,24,2.1,10.6,.200,0.0,0.0,,2.1,10.6,.200,2.1,4.3,.500,6.4,6.4,12.8,2.1,0.0,0.0,0.0,0.0,6.4,,94,120,https://www.basketball-reference.com/players/b/bateske01.html
2008-09,20,POR,NBA,SF,6,5,63,4.5,8.2,.556,1.8,3.6,.500,2.7,4.5,.600,0.0,0.0,,0.9,1.8,2.7,0.9,0.9,1.8,2.7,6.4,10.9,,101,114,https://www.basketball-reference.com/players/b/batumni01.html
2009-10,21,POR,NBA,SF,6,6,139,6.7,14.6,.459,3.6,8.3,.429,3.2,6.3,.500,2.4,3.2,.750,1.6,5.9,7.5,2.0,0.8,0.0,1.6,5.1,19.4,,118,121,https://www.basketball-reference.com/players/b/batumni01.html
2010-11,22,POR,NBA,SF,6,0,151,7.3,17.6,.413,2.7,10.0,.269,4.6,7.7,.600,1.1,1.5,.750,0.4,3.4,3.8,3.1,1.9,1.9,2.7,5.4,18.4,,95,113,https://www.basketball-reference.com/players/b/batumni01.html
2013-14,25,POR,NBA,SF,11,11,459,7.4,15.7,.472,2.3,6.6,.350,5.1,9.1,.561,1.3,1.7,.800,1.1,8.2,9.3,5.9,1.5,0.6,3.1,2.3,18.5,,109,113,https://www.basketball-reference.com/players/b/batumni01.html
2014-15,26,POR,NBA,SF,5,5,209,6.0,17.5,.343,3.2,9.7,.333,2.7,7.7,.355,2.5,3.2,.769,1.5,9.2,10.7,6.5,0.2,0.2,3.0,2.7,17.7,,97,111,https://www.basketball-reference.com/players/b/batumni01.html
2015-16,27,CHO,NBA,SF,5,2,144,6.2,16.5,.378,2.2,8.1,.273,4.0,8.4,.478,6.2,7.3,.850,0.7,5.9,6.6,3.7,0.7,0.0,2.9,2.2,20.9,,100,112,https://www.basketball-reference.com/players/b/batumni01.html
2008-09,20,POR,NBA,PG,2,0,11,10.4,31.2,.333,0.0,5.2,.000,10.4,26.0,.400,10.4,15.6,.667,0.0,5.2,5.2,0.0,0.0,5.2,5.2,0.0,31.2,,77,110,https://www.basketball-reference.com/players/b/bayleje01.html
2009-10,21,POR,NBA,SG,6,2,166,9.3,21.5,.431,2.0,5.0,.400,7.3,16.6,.440,6.3,7.9,.792,1.3,4.0,5.3,7.6,0.7,0.0,2.6,7.0,26.8,,112,122,https://www.basketball-reference.com/players/b/bayleje01.html
2012-13,24,MEM,NBA,PG,15,0,320,8.3,23.3,.358,3.1,10.0,.305,5.3,13.2,.397,3.9,4.4,.885,0.2,4.9,5.1,5.4,1.2,0.8,2.7,5.9,23.6,,97,107,https://www.basketball-reference.com/players/b/bayleje01.html
2014-15,26,MIL,NBA,PG,6,0,120,5.2,15.0,.343,0.9,3.0,.286,4.3,12.0,.357,5.6,7.3,.765,1.7,4.7,6.4,7.7,0.9,0.9,1.7,5.2,16.8,,104,110,https://www.basketball-reference.com/players/b/bayleje01.html
2017-18,29,PHI,NBA,SG,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,115,https://www.basketball-reference.com/players/b/bayleje01.html
2012-13,26,SAS,NBA,C,4,1,23,9.3,16.3,.571,0.0,0.0,,9.3,16.3,.571,0.0,0.0,,4.7,7.0,11.6,0.0,0.0,0.0,2.3,9.3,18.6,,107,106,https://www.basketball-reference.com/players/b/baynear01.html
2013-14,27,SAS,NBA,C,14,0,101,6.2,12.3,.500,0.0,0.5,.000,6.2,11.8,.522,4.1,5.1,.800,6.2,9.7,15.9,0.0,1.5,0.0,3.6,7.7,16.4,,106,104,https://www.basketball-reference.com/players/b/baynear01.html
2014-15,28,SAS,NBA,C,4,0,40,3.8,12.7,.300,0.0,0.0,,3.8,12.7,.300,3.8,3.8,1.000,3.8,8.9,12.7,1.3,0.0,0.0,3.8,11.4,11.4,,80,109,https://www.basketball-reference.com/players/b/baynear01.html
2015-16,29,DET,NBA,C,4,0,44,5.0,11.3,.444,0.0,0.0,,5.0,11.3,.444,2.5,3.8,.667,3.8,6.3,10.0,2.5,0.0,0.0,3.8,5.0,12.6,,91,124,https://www.basketball-reference.com/players/b/baynear01.html
2017-18,31,BOS,NBA,C,19,12,389,6.0,11.8,.506,1.5,3.0,.478,4.5,8.7,.515,1.7,2.4,.722,6.0,9.7,15.6,2.5,0.5,1.5,1.1,5.7,15.1,,129,107,https://www.basketball-reference.com/players/b/baynear01.html
2018-19,32,BOS,NBA,C,9,5,115,3.3,5.8,.571,0.8,2.5,.333,2.5,3.3,.750,0.4,0.8,.500,2.5,7.9,10.4,1.3,1.3,1.3,2.1,8.4,7.9,,106,102,https://www.basketball-reference.com/players/b/baynear01.html
2012-13,23,GSW,NBA,SG,9,0,16,3.2,25.5,.125,0.0,3.2,.000,3.2,22.3,.143,0.0,12.8,.000,3.2,12.8,16.0,6.4,3.2,0.0,6.4,9.6,6.4,,34,99,https://www.basketball-reference.com/players/b/bazemke01.html
