Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link
2012-13,32,CHI,NBA,PG,60,60,1764,3.2,8.6,.377,1.4,3.7,.390,1.8,4.9,.367,1.4,2.0,.714,0.3,2.9,3.2,6.4,1.3,0.5,2.0,3.9,9.4,https://www.basketball-reference.com/players/h/hinriki01.html
2013-14,33,CHI,NBA,PG,73,61,2116,4.1,10.5,.393,1.4,4.1,.351,2.7,6.4,.419,1.6,2.1,.760,0.5,2.7,3.3,4.9,1.4,0.4,2.0,3.5,11.3,https://www.basketball-reference.com/players/h/hinriki01.html
2014-15,34,CHI,NBA,SG,66,22,1610,3.2,8.5,.373,1.3,3.8,.345,1.9,4.8,.394,0.8,1.1,.700,0.4,2.3,2.7,3.3,1.0,0.3,1.6,3.2,8.4,https://www.basketball-reference.com/players/h/hinriki01.html
2015-16,35,TOT,NBA,PG,46,7,631,2.8,7.4,.380,1.4,3.5,.387,1.4,3.8,.373,0.9,0.9,.938,0.5,3.5,4.0,4.2,0.9,0.1,1.7,3.7,7.8,https://www.basketball-reference.com/players/h/hinriki01.html
2015-16,35,CHI,NBA,PG,35,7,555,3.0,7.7,.398,1.5,3.6,.411,1.6,4.0,.387,1.0,1.0,.938,0.5,3.3,3.8,3.8,0.8,0.1,1.8,4.1,8.6,https://www.basketball-reference.com/players/h/hinriki01.html
2015-16,35,ATL,NBA,PG,11,0,76,0.9,5.2,.182,0.5,2.8,.167,0.5,2.4,.200,0.0,0.0,,0.5,5.2,5.7,6.6,0.9,0.5,1.4,0.5,2.4,https://www.basketball-reference.com/players/h/hinriki01.html
2006-07,23,MIA,NBA,SG,12,0,136,5.0,15.9,.317,1.3,6.1,.217,3.7,9.8,.378,2.1,3.2,.667,1.1,3.2,4.2,2.1,0.8,0.5,1.6,2.1,13.5,https://www.basketball-reference.com/players/h/hitero01.html
2019-20,20,POR,NBA,PF,13,0,103,5.2,11.2,.469,0.0,1.0,.000,5.2,10.1,.517,2.8,4.5,.615,4.9,6.3,11.2,1.4,1.7,0.0,1.4,4.2,13.3,https://www.basketball-reference.com/players/h/hoardja01.html
2011-12,24,MIL,NBA,SG,5,0,39,1.8,12.0,.154,0.0,5.5,.000,1.8,6.5,.286,0.0,0.0,,0.0,2.8,2.8,5.5,0.0,0.0,1.8,0.9,3.7,https://www.basketball-reference.com/players/h/hobsoda01.html
2005-06,22,DEN,NBA,SG,14,0,33,5.5,14.2,.385,0.0,0.0,,5.5,14.2,.385,3.3,8.7,.375,5.5,2.2,7.6,6.5,2.2,0.0,8.7,7.6,14.2,https://www.basketball-reference.com/players/h/hodgeju01.html
2006-07,23,TOT,NBA,SG,9,1,65,3.3,6.6,.500,0.0,0.0,,3.3,6.6,.500,1.7,2.2,.750,1.1,3.3,4.4,6.6,2.2,0.0,1.7,3.3,8.3,https://www.basketball-reference.com/players/h/hodgeju01.html
2006-07,23,DEN,NBA,SG,4,1,37,1.9,4.9,.400,0.0,0.0,,1.9,4.9,.400,1.9,1.9,1.000,1.0,1.9,2.9,9.7,2.9,0.0,1.0,2.9,5.8,https://www.basketball-reference.com/players/h/hodgeju01.html
2006-07,23,MIL,NBA,SG,5,0,28,5.1,9.0,.571,0.0,0.0,,5.1,9.0,.571,1.3,2.6,.500,1.3,5.1,6.4,2.6,1.3,0.0,2.6,3.9,11.6,https://www.basketball-reference.com/players/h/hodgeju01.html
2005-06,26,CHI,NBA,SF,4,0,11,3.3,3.3,1.000,0.0,0.0,,3.3,3.3,1.000,0.0,0.0,,3.3,0.0,3.3,0.0,0.0,0.0,0.0,6.5,6.5,https://www.basketball-reference.com/players/h/holcora01.html
2018-19,22,IND,NBA,PG,50,0,646,5.9,14.6,.401,2.4,7.1,.339,3.5,7.5,.459,2.3,2.8,.820,0.3,3.5,3.7,4.8,1.2,0.7,2.2,4.0,16.4,https://www.basketball-reference.com/players/h/holidaa01.html
2019-20,23,IND,NBA,PG,66,33,1617,5.2,12.5,.414,1.9,4.9,.394,3.3,7.6,.427,1.6,1.9,.851,0.5,3.0,3.5,5.0,1.2,0.4,2.0,2.7,14.0,https://www.basketball-reference.com/players/h/holidaa01.html
2009-10,19,PHI,NBA,PG,73,51,1767,4.7,10.6,.442,1.3,3.2,.390,3.4,7.4,.465,1.3,1.8,.756,1.1,2.8,3.9,5.7,1.6,0.4,3.2,3.1,12.0,https://www.basketball-reference.com/players/h/holidjr01.html
2010-11,20,PHI,NBA,PG,82,82,2901,5.5,12.4,.446,1.0,2.8,.365,4.5,9.6,.470,2.1,2.6,.823,0.8,3.3,4.1,6.6,1.5,0.4,2.7,2.5,14.2,https://www.basketball-reference.com/players/h/holidjr01.html
2011-12,21,PHI,NBA,PG,65,65,2196,5.9,13.7,.432,1.1,2.8,.380,4.8,10.9,.445,1.5,2.0,.783,0.9,2.5,3.5,4.8,1.7,0.3,2.2,2.2,14.4,https://www.basketball-reference.com/players/h/holidjr01.html
2012-13,22,PHI,NBA,PG,78,78,2926,6.8,15.8,.431,1.1,3.0,.368,5.7,12.8,.446,2.2,3.0,.752,1.1,3.0,4.0,7.7,1.5,0.4,3.6,2.1,17.0,https://www.basketball-reference.com/players/h/holidjr01.html
2013-14,23,NOP,NBA,PG,34,34,1143,6.4,14.3,.447,0.9,2.4,.390,5.4,11.9,.459,1.6,2.0,.810,0.9,3.6,4.5,8.4,1.8,0.4,3.3,2.9,15.3,https://www.basketball-reference.com/players/h/holidjr01.html
2014-15,24,NOP,NBA,PG,40,37,1303,6.6,14.8,.446,1.4,3.7,.378,5.2,11.0,.469,1.8,2.1,.855,0.9,2.8,3.7,7.6,1.7,0.6,2.5,3.0,16.4,https://www.basketball-reference.com/players/h/holidjr01.html
2015-16,25,NOP,NBA,PG,65,23,1831,8.1,18.4,.439,1.7,5.1,.336,6.4,13.3,.478,3.6,4.2,.843,0.5,3.3,3.8,7.7,1.7,0.4,3.3,2.9,21.4,https://www.basketball-reference.com/players/h/holidjr01.html
2016-17,26,NOP,NBA,PG,67,61,2190,6.7,14.7,.454,1.6,4.6,.356,5.0,10.1,.498,2.0,2.8,.708,0.8,3.6,4.3,8.0,1.6,0.7,3.2,2.2,16.9,https://www.basketball-reference.com/players/h/holidjr01.html
2017-18,27,NOP,NBA,SG,81,81,2927,7.6,15.3,.494,1.5,4.4,.337,6.1,10.9,.557,2.3,2.9,.786,0.8,3.7,4.5,6.0,1.5,0.8,2.6,2.5,18.9,https://www.basketball-reference.com/players/h/holidjr01.html
2018-19,28,NOP,NBA,SG,67,67,2402,8.2,17.4,.472,1.8,5.4,.325,6.4,11.9,.539,3.1,4.1,.768,1.1,3.9,5.0,7.8,1.6,0.8,3.1,2.2,21.3,https://www.basketball-reference.com/players/h/holidjr01.html
2019-20,29,NOP,NBA,SG,61,61,2117,7.8,17.1,.455,2.1,5.9,.353,5.7,11.2,.509,2.2,3.1,.709,1.3,3.7,5.0,6.9,1.7,0.8,3.1,2.5,19.8,https://www.basketball-reference.com/players/h/holidjr01.html
2012-13,23,PHI,NBA,SG,9,0,142,4.1,12.2,.333,1.0,4.1,.250,3.0,8.1,.375,1.5,2.0,.750,0.0,3.5,3.5,3.8,0.8,1.5,2.3,1.8,10.6,https://www.basketball-reference.com/players/h/holidju01.html
2014-15,25,GSW,NBA,SG,59,4,657,5.0,12.9,.387,1.9,6.0,.321,3.1,6.9,.444,2.0,2.5,.822,0.7,3.3,4.0,2.6,2.2,0.7,1.6,3.0,13.9,https://www.basketball-reference.com/players/h/holidju01.html
2015-16,26,TOT,NBA,SG,53,5,773,4.1,10.6,.386,1.7,4.9,.343,2.4,5.7,.423,1.3,1.7,.730,0.6,3.6,4.2,2.6,1.5,0.9,1.8,2.8,11.1,https://www.basketball-reference.com/players/h/holidju01.html
2015-16,26,ATL,NBA,SG,26,1,263,3.3,10.0,.329,1.4,6.2,.222,1.9,3.8,.500,0.7,1.4,.500,0.5,3.1,3.7,1.5,1.8,0.5,1.8,2.9,8.6,https://www.basketball-reference.com/players/h/holidju01.html
2015-16,26,CHI,NBA,SG,27,4,510,4.5,10.9,.413,1.8,4.2,.433,2.7,6.7,.400,1.6,1.9,.815,0.6,3.9,4.4,3.2,1.3,1.1,1.8,2.8,12.4,https://www.basketball-reference.com/players/h/holidju01.html
2016-17,27,NYK,NBA,SG,82,4,1639,5.1,11.8,.433,2.1,6.0,.355,3.0,5.8,.513,1.4,1.8,.825,0.6,4.3,4.9,2.2,1.4,0.7,1.4,2.4,13.8,https://www.basketball-reference.com/players/h/holidju01.html
2017-18,28,CHI,NBA,SG,72,72,2265,4.6,12.4,.371,2.6,7.1,.359,2.1,5.3,.387,2.1,2.6,.823,0.5,4.1,4.6,2.4,1.3,0.5,1.5,2.1,13.9,https://www.basketball-reference.com/players/h/holidju01.html
2018-19,29,TOT,NBA,SG,82,77,2607,4.1,10.7,.386,2.2,6.4,.348,1.9,4.3,.442,1.3,1.5,.896,0.6,3.8,4.5,2.0,1.7,0.5,1.4,2.3,11.8,https://www.basketball-reference.com/players/h/holidju01.html
2018-19,29,CHI,NBA,SG,38,38,1325,4.1,10.7,.383,2.6,7.3,.359,1.5,3.4,.435,1.1,1.2,.891,0.5,4.1,4.6,2.3,1.8,0.6,1.3,2.1,12.0,https://www.basketball-reference.com/players/h/holidju01.html
2018-19,29,MEM,NBA,SG,44,39,1282,4.2,10.8,.389,1.8,5.5,.333,2.4,5.3,.447,1.5,1.7,.900,0.8,3.6,4.3,1.7,1.5,0.4,1.6,2.4,11.7,https://www.basketball-reference.com/players/h/holidju01.html
2019-20,30,IND,NBA,SF,73,6,1826,4.1,9.6,.428,2.6,6.5,.405,1.5,3.1,.477,1.0,1.3,.791,0.6,4.1,4.7,1.8,1.7,0.9,0.9,2.7,11.9,https://www.basketball-reference.com/players/h/holidju01.html
2017-18,29,CLE,NBA,SF,24,0,174,3.5,12.2,.288,2.3,7.4,.306,1.2,4.8,.261,1.9,2.7,.692,1.2,3.7,5.0,1.0,1.4,0.4,1.7,2.1,11.2,https://www.basketball-reference.com/players/h/hollajo02.html
2018-19,30,CLE,NBA,SF,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/h/hollajo02.html
2006-07,22,CHA,NBA,C,27,0,185,3.9,7.0,.556,0.0,0.0,,3.9,7.0,.556,4.7,7.8,.600,2.1,3.9,6.0,0.2,0.8,1.4,3.1,7.8,12.5,https://www.basketball-reference.com/players/h/holliry01.html
2007-08,23,CHA,NBA,PF,60,1,532,3.1,6.4,.489,0.0,0.0,,3.1,6.4,.489,3.7,5.5,.671,3.6,3.7,7.2,0.9,0.7,2.0,1.7,6.5,9.9,https://www.basketball-reference.com/players/h/holliry01.html
2008-09,24,TOT,NBA,C,45,3,444,4.1,7.6,.532,0.0,0.0,,4.1,7.6,.532,3.5,5.8,.597,3.7,4.1,7.9,0.6,0.6,2.6,1.9,6.3,11.6,https://www.basketball-reference.com/players/h/holliry01.html
2008-09,24,CHA,NBA,C,18,1,184,3.7,6.8,.543,0.0,0.0,,3.7,6.8,.543,5.1,7.6,.667,3.7,3.3,7.0,0.8,0.6,3.3,2.0,6.7,12.5,https://www.basketball-reference.com/players/h/holliry01.html
2008-09,24,DAL,NBA,C,27,2,260,4.3,8.2,.525,0.0,0.0,,4.3,8.2,.525,2.4,4.6,.515,3.7,4.7,8.4,0.4,0.6,2.1,1.9,6.1,10.9,https://www.basketball-reference.com/players/h/holliry01.html
2009-10,25,MIN,NBA,C,73,27,1223,5.0,8.9,.558,0.0,0.0,.000,5.0,8.9,.560,3.2,4.7,.690,2.3,3.8,6.1,1.5,0.6,1.1,2.8,5.9,13.2,https://www.basketball-reference.com/players/h/holliry01.html
2010-11,26,CLE,NBA,C,70,16,1182,4.0,6.7,.598,0.0,0.0,,4.0,6.7,.598,3.4,5.0,.681,2.1,3.5,5.7,0.8,0.7,1.3,2.0,6.1,11.4,https://www.basketball-reference.com/players/h/holliry01.html
2011-12,27,TOT,NBA,C,39,8,522,3.2,5.8,.548,0.0,0.0,,3.2,5.8,.548,2.7,5.2,.520,2.3,3.3,5.7,0.6,0.3,1.2,2.4,5.4,9.0,https://www.basketball-reference.com/players/h/holliry01.html
2011-12,27,CLE,NBA,C,24,7,362,2.8,5.6,.500,0.0,0.0,,2.8,5.6,.500,3.3,5.5,.600,2.5,3.1,5.6,0.6,0.4,1.2,2.4,5.5,8.9,https://www.basketball-reference.com/players/h/holliry01.html
2011-12,27,BOS,NBA,C,15,1,160,4.1,6.3,.643,0.0,0.0,,4.1,6.3,.643,1.4,4.5,.300,2.0,3.8,5.9,0.7,0.2,1.1,2.5,5.2,9.5,https://www.basketball-reference.com/players/h/holliry01.html
2012-13,28,LAC,NBA,C,60,0,663,3.8,6.2,.614,0.0,0.0,,3.8,6.2,.614,3.6,4.8,.750,2.7,4.8,7.5,0.6,0.3,1.8,2.4,7.2,11.2,https://www.basketball-reference.com/players/h/holliry01.html
2013-14,29,LAC,NBA,PF,61,0,482,4.0,5.4,.736,0.0,0.0,,4.0,5.4,.736,2.6,4.2,.625,2.3,4.4,6.7,0.6,0.7,2.3,2.2,6.5,10.5,https://www.basketball-reference.com/players/h/holliry01.html
2014-15,30,SAC,NBA,C,46,9,441,4.3,6.7,.646,0.0,0.0,,4.3,6.7,.646,2.5,4.4,.574,2.9,5.5,8.4,1.1,0.5,1.6,2.0,5.3,11.2,https://www.basketball-reference.com/players/h/holliry01.html
2015-16,31,TOT,NBA,C,37,12,460,3.8,6.2,.620,0.0,0.0,,3.8,6.2,.620,2.0,3.3,.619,3.7,4.0,7.7,0.8,0.5,1.6,1.9,4.9,9.7,https://www.basketball-reference.com/players/h/holliry01.html
2015-16,31,WAS,NBA,C,5,3,48,3.0,5.2,.571,0.0,0.0,,3.0,5.2,.571,0.0,0.0,,5.2,3.0,8.2,0.0,0.0,0.7,2.3,3.0,6.0,https://www.basketball-reference.com/players/h/holliry01.html
2015-16,31,MEM,NBA,C,32,9,412,3.9,6.3,.625,0.0,0.0,,3.9,6.3,.625,2.3,3.7,.619,3.5,4.1,7.6,0.9,0.5,1.7,1.8,5.1,10.1,https://www.basketball-reference.com/players/h/holliry01.html
2015-16,21,BRK,NBA,SF,29,17,615,3.7,8.1,.457,0.2,0.8,.286,3.5,7.3,.476,2.2,3.0,.712,2.3,6.7,9.0,2.5,2.3,0.9,1.5,3.6,9.8,https://www.basketball-reference.com/players/h/holliro01.html
2016-17,22,BRK,NBA,SF,78,50,1761,4.8,11.1,.434,0.3,1.4,.224,4.5,9.7,.463,3.9,5.2,.751,2.0,7.3,9.2,3.1,1.7,0.9,2.4,3.6,13.8,https://www.basketball-reference.com/players/h/holliro01.html
2017-18,23,BRK,NBA,SF,68,59,1920,6.4,13.6,.472,0.2,1.0,.241,6.2,12.6,.491,4.7,5.9,.788,1.9,6.7,8.6,3.1,1.2,0.9,2.3,2.7,17.7,https://www.basketball-reference.com/players/h/holliro01.html
2018-19,24,BRK,NBA,SF,59,21,1234,5.8,14.2,.411,0.3,1.4,.184,5.6,12.8,.436,3.4,5.3,.645,2.4,6.6,9.0,2.8,1.3,0.8,2.0,3.1,15.4,https://www.basketball-reference.com/players/h/holliro01.html
2019-20,25,TOR,NBA,PF,60,6,1122,5.0,10.6,.471,0.1,0.7,.130,4.9,9.8,.497,3.4,4.6,.734,3.5,5.6,9.1,3.4,1.5,0.7,1.9,3.7,13.4,https://www.basketball-reference.com/players/h/holliro01.html
2015-16,22,PHI,NBA,PF,51,1,702,5.8,11.4,.514,0.4,2.3,.182,5.4,9.1,.596,2.6,3.8,.689,3.2,3.7,6.9,1.7,1.0,2.1,1.6,4.7,14.7,https://www.basketball-reference.com/players/h/holmeri01.html
2016-17,23,PHI,NBA,C,57,17,1193,6.9,12.4,.558,0.8,2.3,.351,6.1,10.1,.606,2.2,3.1,.699,2.8,6.5,9.4,1.8,1.3,1.7,1.7,4.1,16.9,https://www.basketball-reference.com/players/h/holmeri01.html
2017-18,24,PHI,NBA,C,48,2,746,6.5,11.6,.560,0.2,1.5,.129,6.3,10.1,.624,1.8,2.7,.661,2.8,7.4,10.2,2.9,1.0,1.4,1.2,4.7,15.0,https://www.basketball-reference.com/players/h/holmeri01.html
2018-19,25,PHO,NBA,C,70,4,1184,6.8,11.1,.608,0.0,0.0,,6.8,11.1,.608,3.9,5.3,.731,3.5,6.6,10.1,1.8,1.3,2.4,1.6,5.9,17.4,https://www.basketball-reference.com/players/h/holmeri01.html
2019-20,26,SAC,NBA,C,44,38,1242,6.5,10.0,.648,0.0,0.0,,6.5,10.0,.648,2.7,3.4,.788,3.7,6.7,10.4,1.2,1.2,1.6,1.5,4.9,15.6,https://www.basketball-reference.com/players/h/holmeri01.html
2011-12,21,SAC,NBA,SF,15,0,88,3.3,9.8,.333,0.4,1.2,.333,2.9,8.6,.333,1.2,2.0,.600,1.2,4.5,5.7,2.9,1.6,1.2,0.8,1.2,8.2,https://www.basketball-reference.com/players/h/honeyty01.html
2012-13,22,SAC,NBA,SF,9,0,32,3.4,12.4,.273,0.0,2.3,.000,3.4,10.1,.333,2.3,2.3,1.000,3.4,7.9,11.3,2.3,0.0,1.1,5.6,2.3,9.0,https://www.basketball-reference.com/players/h/honeyty01.html
2014-15,22,UTA,NBA,SG,50,21,1064,5.2,12.7,.414,2.1,5.8,.365,3.1,6.9,.456,2.1,2.7,.763,0.3,3.7,4.0,2.8,1.0,0.4,1.5,4.0,14.7,https://www.basketball-reference.com/players/h/hoodro01.html
2015-16,23,UTA,NBA,SG,79,79,2541,5.8,13.8,.420,2.3,6.4,.359,3.5,7.4,.472,2.4,2.8,.860,0.5,3.2,3.8,3.0,1.0,0.2,1.8,2.9,16.3,https://www.basketball-reference.com/players/h/hoodro01.html
2016-17,24,UTA,NBA,SG,59,55,1593,6.1,15.1,.408,2.6,6.9,.371,3.6,8.1,.440,2.0,2.6,.783,0.4,4.2,4.6,2.2,0.9,0.2,1.5,3.0,16.9,https://www.basketball-reference.com/players/h/hoodro01.html
2017-18,25,TOT,NBA,SG,60,23,1616,7.2,16.7,.429,2.8,7.4,.381,4.3,9.3,.467,2.5,2.9,.860,0.5,3.2,3.7,2.1,1.0,0.3,1.6,2.3,19.6,https://www.basketball-reference.com/players/h/hoodro01.html
2017-18,25,UTA,NBA,SG,39,12,1084,7.8,18.3,.424,3.4,8.7,.389,4.4,9.6,.455,2.8,3.2,.876,0.5,3.2,3.7,2.2,1.0,0.2,2.1,2.1,21.8,https://www.basketball-reference.com/players/h/hoodro01.html
2017-18,25,CLE,NBA,SG,21,11,532,6.0,13.5,.442,1.7,4.8,.352,4.3,8.7,.492,1.8,2.2,.813,0.5,3.1,3.7,2.0,1.0,0.3,0.5,2.8,15.4,https://www.basketball-reference.com/players/h/hoodro01.html
2018-19,26,TOT,NBA,SG,72,49,1893,5.6,12.8,.435,1.6,4.5,.356,4.0,8.3,.478,2.6,2.9,.884,0.5,2.5,3.0,2.4,1.1,0.2,1.0,2.8,15.3,https://www.basketball-reference.com/players/h/hoodro01.html
2018-19,26,CLE,NBA,SG,45,45,1234,5.7,13.2,.427,1.6,4.4,.362,4.1,8.8,.460,3.0,3.3,.912,0.5,2.7,3.3,2.7,1.1,0.1,1.1,2.9,16.0,https://www.basketball-reference.com/players/h/hoodro01.html
2018-19,26,POR,NBA,SG,27,4,659,5.4,11.9,.452,1.6,4.6,.345,3.8,7.3,.519,1.8,2.2,.805,0.4,2.1,2.5,1.9,1.1,0.4,1.0,2.5,14.1,https://www.basketball-reference.com/players/h/hoodro01.html
2019-20,27,POR,NBA,SF,21,21,619,5.1,10.0,.506,2.0,4.1,.493,3.0,5.9,.515,1.2,1.6,.778,0.6,3.6,4.2,1.9,1.0,0.2,1.1,2.7,13.4,https://www.basketball-reference.com/players/h/hoodro01.html
2013-14,24,CLE,NBA,SG,2,0,7,0.0,20.6,.000,0.0,10.3,.000,0.0,10.3,.000,5.1,10.3,.500,0.0,0.0,0.0,5.1,5.1,0.0,0.0,0.0,5.1,https://www.basketball-reference.com/players/h/hopsosc01.html
2017-18,28,DAL,NBA,SG,1,0,8,0.0,4.5,.000,0.0,0.0,,0.0,4.5,.000,4.5,9.0,.500,0.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0,4.5,https://www.basketball-reference.com/players/h/hopsosc01.html
2007-08,21,ATL,NBA,C,81,77,2540,4.7,9.5,.499,0.0,0.1,.000,4.7,9.4,.502,2.2,3.0,.731,3.5,7.6,11.1,1.8,0.9,1.1,1.9,3.8,11.6,https://www.basketball-reference.com/players/h/horfoal01.html
2008-09,22,ATL,NBA,C,67,67,2242,5.0,9.5,.525,0.0,0.0,.000,5.0,9.5,.526,2.4,3.3,.727,2.3,7.7,10.0,2.6,0.9,1.5,1.7,3.1,12.4,https://www.basketball-reference.com/players/h/horfoal01.html
2009-10,23,ATL,NBA,C,81,81,2845,5.9,10.7,.551,0.0,0.0,1.000,5.9,10.7,.551,2.7,3.4,.789,3.0,7.1,10.1,2.4,0.7,1.2,1.5,2.8,14.5,https://www.basketball-reference.com/players/h/horfoal01.html
2010-11,24,ATL,NBA,C,77,77,2704,6.8,12.3,.557,0.0,0.1,.500,6.8,12.2,.557,2.0,2.5,.798,2.4,7.1,9.6,3.5,0.8,1.1,1.6,2.6,15.7,https://www.basketball-reference.com/players/h/horfoal01.html
2011-12,25,ATL,NBA,C,11,11,348,5.9,10.7,.553,0.0,0.1,.000,5.9,10.6,.559,2.3,3.1,.733,2.7,5.3,8.0,2.5,1.0,1.4,1.7,2.2,14.1,https://www.basketball-reference.com/players/h/horfoal01.html
2012-13,26,ATL,NBA,C,74,74,2756,7.5,13.8,.543,0.0,0.1,.500,7.5,13.8,.544,1.8,2.7,.644,2.5,7.3,9.9,3.1,1.0,1.0,1.9,2.1,16.8,https://www.basketball-reference.com/players/h/horfoal01.html
2013-14,27,ATL,NBA,C,29,29,958,8.9,15.8,.567,0.2,0.4,.364,8.8,15.4,.572,2.2,3.2,.682,2.5,6.7,9.2,2.9,1.0,1.7,2.4,2.1,20.2,https://www.basketball-reference.com/players/h/horfoal01.html
2014-15,28,ATL,NBA,C,76,76,2318,8.1,15.0,.538,0.2,0.6,.306,7.9,14.4,.547,1.7,2.2,.759,2.0,6.4,8.4,3.8,1.1,1.5,1.6,1.9,18.0,https://www.basketball-reference.com/players/h/horfoal01.html
2015-16,29,ATL,NBA,C,82,82,2631,7.2,14.3,.505,1.2,3.5,.344,6.0,10.8,.557,1.4,1.8,.798,2.0,6.1,8.2,3.6,0.9,1.7,1.5,2.2,17.1,https://www.basketball-reference.com/players/h/horfoal01.html
2016-17,30,BOS,NBA,C,68,68,2193,6.2,13.1,.473,1.4,4.0,.355,4.8,9.2,.524,1.8,2.2,.800,1.6,6.1,7.6,5.5,0.9,1.4,1.9,2.3,15.6,https://www.basketball-reference.com/players/h/horfoal01.html
2017-18,31,BOS,NBA,C,72,72,2277,5.8,11.9,.489,1.5,3.6,.429,4.3,8.3,.514,1.5,1.9,.783,1.6,6.8,8.4,5.4,0.7,1.2,2.1,2.2,14.7,https://www.basketball-reference.com/players/h/horfoal01.html
2018-19,32,BOS,NBA,C,68,68,1973,7.1,13.2,.535,1.3,3.7,.360,5.7,9.5,.604,1.4,1.7,.821,2.2,6.2,8.4,5.2,1.1,1.6,1.9,2.3,16.9,https://www.basketball-reference.com/players/h/horfoal01.html
2019-20,33,PHI,NBA,C,67,61,2025,5.7,12.6,.450,1.8,5.0,.350,3.9,7.6,.516,1.1,1.4,.763,1.8,6.3,8.1,4.8,0.9,1.1,1.4,2.5,14.2,https://www.basketball-reference.com/players/h/horfoal01.html
2011-12,23,NJN,NBA,PF,8,0,22,1.6,6.5,.250,0.0,1.6,.000,1.6,4.9,.333,4.9,6.5,.750,3.3,4.9,8.2,0.0,0.0,0.0,1.6,1.6,8.2,https://www.basketball-reference.com/players/h/hornede01.html
2019-20,19,LAL,NBA,SG,6,1,81,6.2,13.3,.467,1.8,5.8,.308,4.4,7.6,.588,0.9,1.8,.500,0.9,2.2,3.1,2.7,3.6,0.4,2.7,4.4,15.1,https://www.basketball-reference.com/players/h/hortota01.html
2016-17,23,WAS,NBA,SG,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/h/houseda01.html
2017-18,24,PHO,NBA,SG,23,3,403,5.0,11.5,.434,1.3,5.2,.259,3.7,6.3,.577,2.2,2.8,.806,1.2,5.6,6.8,2.2,0.6,0.5,1.0,2.1,13.6,https://www.basketball-reference.com/players/h/houseda01.html
2018-19,25,HOU,NBA,SF,39,13,979,4.3,9.3,.468,2.7,6.5,.416,1.6,2.7,.595,2.1,2.6,.789,0.9,4.2,5.1,1.5,0.8,0.4,1.3,2.9,13.5,https://www.basketball-reference.com/players/h/houseda01.html
2019-20,26,HOU,NBA,SF,63,52,1913,4.3,10.1,.427,2.4,6.7,.363,1.9,3.5,.549,1.4,1.7,.811,1.1,4.0,5.0,1.6,1.3,0.6,1.0,2.5,12.5,https://www.basketball-reference.com/players/h/houseda01.html
2004-05,19,ORL,NBA,PF,82,82,2670,4.7,9.1,.520,0.0,0.0,.000,4.7,9.1,.521,3.7,5.6,.671,3.9,7.2,11.1,1.0,1.0,1.8,2.2,3.1,13.2,https://www.basketball-reference.com/players/h/howardw01.html
2005-06,20,ORL,NBA,PF,82,81,3021,5.6,10.5,.531,0.0,0.0,.000,5.6,10.5,.532,4.2,7.1,.595,3.4,8.7,12.2,1.5,0.8,1.4,2.6,3.3,15.4,https://www.basketball-reference.com/players/h/howardw01.html
2006-07,21,ORL,NBA,C,82,82,3023,6.3,10.4,.603,0.0,0.0,.500,6.3,10.4,.603,4.6,7.9,.586,3.4,8.6,12.0,1.9,0.8,1.9,3.8,2.9,17.2,https://www.basketball-reference.com/players/h/howardw01.html
2007-08,22,ORL,NBA,C,82,82,3088,6.8,11.4,.599,0.0,0.0,.000,6.8,11.3,.601,6.2,10.5,.590,3.3,10.3,13.5,1.3,0.9,2.1,3.1,3.2,19.8,https://www.basketball-reference.com/players/h/howardw01.html
2008-09,23,ORL,NBA,C,79,79,2821,7.1,12.5,.572,0.0,0.0,.000,7.1,12.5,.573,6.4,10.8,.594,4.3,9.7,13.9,1.4,1.0,2.9,3.1,3.4,20.7,https://www.basketball-reference.com/players/h/howardw01.html
2009-10,24,ORL,NBA,C,82,82,2843,6.5,10.6,.612,0.0,0.1,.000,6.5,10.5,.617,6.1,10.3,.592,3.6,10.1,13.7,1.8,0.9,2.9,3.5,3.6,19.0,https://www.basketball-reference.com/players/h/howardw01.html
2010-11,25,ORL,NBA,C,78,78,2935,7.6,12.8,.593,0.0,0.1,.000,7.6,12.7,.597,6.7,11.2,.596,3.8,9.7,13.5,1.3,1.3,2.3,3.4,3.2,21.9,https://www.basketball-reference.com/players/h/howardw01.html
2011-12,26,ORL,NBA,C,54,54,2070,7.2,12.6,.573,0.0,0.1,.000,7.2,12.5,.579,4.9,9.9,.491,3.5,10.2,13.7,1.8,1.4,2.0,3.0,2.8,19.4,https://www.basketball-reference.com/players/h/howardw01.html
2012-13,27,LAL,NBA,C,76,76,2722,6.2,10.8,.578,0.0,0.1,.167,6.2,10.7,.581,4.7,9.5,.492,3.3,9.2,12.5,1.4,1.1,2.5,3.0,3.8,17.1,https://www.basketball-reference.com/players/h/howardw01.html
