Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link
2017-18,23,HOU,NBA,C,17,17,520,6.6,10.0,.660,0.0,0.0,,6.6,10.0,.660,1.8,3.8,.473,4.2,9.4,13.6,1.5,1.0,2.5,1.0,2.6,15.0,https://www.basketball-reference.com/players/c/capelca01.html
2018-19,24,HOU,NBA,C,11,11,331,5.0,8.9,.561,0.0,0.0,,5.0,8.9,.561,1.6,3.8,.429,4.5,7.8,12.3,1.7,0.3,1.3,1.7,2.8,11.6,https://www.basketball-reference.com/players/c/capelca01.html
2007-08,23,PHI,NBA,SF,6,0,84,5.1,13.3,.387,2.1,4.3,.500,3.0,9.0,.333,0.4,0.9,.500,1.3,1.7,3.0,2.1,3.0,0.9,0.0,3.9,12.9,https://www.basketball-reference.com/players/c/carnero01.html
2011-12,25,UTA,NBA,SF,4,0,73,4.4,9.4,.474,0.5,2.5,.200,3.9,6.9,.571,0.0,0.0,,3.5,3.9,7.4,1.5,1.0,0.5,1.5,4.4,9.4,https://www.basketball-reference.com/players/c/carrode01.html
2013-14,27,ATL,NBA,SF,7,7,246,3.4,7.2,.469,1.3,3.2,.409,2.0,4.0,.519,1.0,1.6,.636,1.8,3.2,5.0,1.6,0.7,0.4,1.2,3.1,9.1,https://www.basketball-reference.com/players/c/carrode01.html
2014-15,28,ATL,NBA,SF,16,16,558,5.5,11.4,.486,1.9,4.6,.403,3.7,6.8,.543,2.1,2.6,.780,1.7,4.6,6.3,2.1,1.2,0.3,1.0,2.3,15.0,https://www.basketball-reference.com/players/c/carrode01.html
2015-16,29,TOR,NBA,SF,20,19,596,3.7,9.6,.390,1.6,4.8,.329,2.2,4.8,.450,1.6,2.2,.750,1.4,3.5,4.9,1.0,1.1,0.4,1.1,3.7,10.7,https://www.basketball-reference.com/players/c/carrode01.html
2016-17,30,TOR,NBA,SF,10,7,155,3.5,8.6,.405,1.6,5.1,.318,1.9,3.5,.533,1.2,2.1,.556,0.9,5.3,6.3,1.2,1.9,1.2,1.2,3.0,9.8,https://www.basketball-reference.com/players/c/carrode01.html
2018-19,32,BRK,NBA,PF,5,3,119,2.7,11.5,.237,2.1,7.3,.292,0.6,4.2,.143,2.4,2.4,1.000,1.8,4.2,6.1,0.6,1.2,0.0,0.9,2.4,10.0,https://www.basketball-reference.com/players/c/carrode01.html
2019-20,33,HOU,NBA,C,2,0,6,6.0,12.0,.500,0.0,0.0,,6.0,12.0,.500,0.0,0.0,,0.0,18.0,18.0,6.0,0.0,0.0,0.0,6.0,12.0,https://www.basketball-reference.com/players/c/carrode01.html
2008-09,28,DAL,NBA,SG,4,0,14,2.6,5.1,.500,0.0,0.0,,2.6,5.1,.500,0.0,0.0,,0.0,5.1,5.1,0.0,0.0,0.0,2.6,2.6,5.1,https://www.basketball-reference.com/players/c/carroma01.html
2009-10,29,DAL,NBA,SG,1,0,5,7.2,7.2,1.000,0.0,0.0,,7.2,7.2,1.000,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,14.4,https://www.basketball-reference.com/players/c/carroma01.html
2003-04,27,NOH,NBA,SG,1,0,2,0.0,18.0,.000,0.0,0.0,,0.0,18.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/c/cartema01.html
2014-15,23,MIL,NBA,PG,6,6,191,6.2,14.7,.423,0.0,0.9,.000,6.2,13.8,.452,1.3,2.3,.583,0.2,4.9,5.1,5.5,1.3,1.1,3.0,2.6,13.8,https://www.basketball-reference.com/players/c/cartemi01.html
2016-17,25,CHI,NBA,PG,5,0,53,4.1,10.2,.400,0.0,0.7,.000,4.1,9.5,.429,1.4,2.7,.500,0.7,2.0,2.7,4.1,1.4,0.7,4.1,4.1,9.5,https://www.basketball-reference.com/players/c/cartemi01.html
2018-19,27,ORL,NBA,PG,5,0,92,4.7,12.1,.387,0.8,3.1,.250,3.9,9.0,.435,2.7,3.1,.875,0.8,7.0,7.8,4.7,1.2,0.0,3.1,4.7,12.9,https://www.basketball-reference.com/players/c/cartemi01.html
2019-20,25,LAL,NBA,PG,21,1,510,3.4,8.0,.425,1.2,4.3,.279,2.2,3.7,.596,1.7,2.1,.800,1.1,2.3,3.4,4.2,1.6,0.8,2.2,3.9,9.7,https://www.basketball-reference.com/players/c/carusal01.html
2008-09,22,MIA,NBA,PG,7,7,231,3.1,7.8,.400,0.9,3.3,.286,2.2,4.5,.483,0.8,1.1,.714,0.9,2.0,3.0,4.8,3.1,0.2,2.6,3.3,7.9,https://www.basketball-reference.com/players/c/chalmma01.html
2009-10,23,MIA,NBA,PG,5,0,131,4.9,11.0,.450,1.9,5.5,.350,3.0,5.5,.550,3.0,3.6,.846,0.3,2.2,2.5,3.6,0.8,0.0,3.3,4.9,14.8,https://www.basketball-reference.com/players/c/chalmma01.html
2010-11,24,MIA,NBA,PG,21,1,511,3.8,8.7,.435,2.3,5.9,.381,1.5,2.8,.550,1.6,2.3,.719,0.3,2.5,2.8,3.1,1.9,0.1,2.0,3.4,11.5,https://www.basketball-reference.com/players/c/chalmma01.html
2011-12,25,MIA,NBA,PG,23,23,819,4.0,9.1,.442,1.5,4.0,.359,2.6,5.1,.509,1.9,2.6,.717,0.5,3.2,3.7,4.0,1.2,0.3,1.8,3.0,11.4,https://www.basketball-reference.com/players/c/chalmma01.html
2012-13,26,MIA,NBA,PG,23,23,650,4.2,10.1,.415,1.3,3.8,.353,2.9,6.4,.452,2.2,2.9,.755,0.6,2.4,2.9,3.9,1.2,0.1,2.1,3.9,12.0,https://www.basketball-reference.com/players/c/chalmma01.html
2013-14,27,MIA,NBA,PG,20,19,535,3.2,7.5,.423,1.0,2.9,.349,2.2,4.6,.471,1.3,1.7,.760,0.1,3.0,3.1,4.8,1.3,0.4,2.0,3.2,8.6,https://www.basketball-reference.com/players/c/chalmma01.html
2010-11,23,DEN,NBA,SF,5,2,115,2.5,9.1,.276,0.3,2.2,.143,2.2,6.9,.318,2.2,2.8,.778,0.6,6.3,6.9,0.6,0.9,1.3,1.3,4.7,7.5,https://www.basketball-reference.com/players/c/chandwi01.html
2012-13,25,DEN,NBA,PF,6,6,205,4.7,13.3,.355,1.6,5.1,.310,3.2,8.3,.383,1.6,2.1,.750,0.9,4.9,5.8,1.4,1.4,0.5,1.2,4.4,12.6,https://www.basketball-reference.com/players/c/chandwi01.html
2018-19,31,LAC,NBA,SF,4,0,52,3.5,11.1,.313,0.7,6.9,.100,2.8,4.2,.667,2.8,2.8,1.000,0.0,4.2,4.2,1.4,1.4,0.0,2.1,4.8,10.4,https://www.basketball-reference.com/players/c/chandwi01.html
2007-08,24,ATL,NBA,SF,7,0,205,3.9,7.4,.524,0.0,0.4,.000,3.9,7.0,.550,1.1,2.1,.500,2.6,4.4,7.0,1.9,0.2,0.9,0.4,1.2,8.8,https://www.basketball-reference.com/players/c/childjo01.html
2019-20,24,BRK,NBA,PG,4,0,65,4.4,13.3,.333,2.8,8.9,.313,1.7,4.4,.375,1.1,2.2,.500,0.6,2.8,3.3,9.4,2.8,0.0,1.7,3.9,12.7,https://www.basketball-reference.com/players/c/chiozch01.html
2016-17,24,OKC,NBA,PG,2,0,21,3.4,8.6,.400,1.7,5.1,.333,1.7,3.4,.500,0.0,0.0,,0.0,5.1,5.1,8.6,1.7,0.0,0.0,1.7,8.6,https://www.basketball-reference.com/players/c/chrisse01.html
2009-10,22,PHO,NBA,PF,3,0,13,2.8,8.3,.333,0.0,0.0,,2.8,8.3,.333,5.5,5.5,1.000,0.0,5.5,5.5,2.8,2.8,0.0,5.5,2.8,11.1,https://www.basketball-reference.com/players/c/clarkea01.html
2010-11,23,ORL,NBA,SF,1,0,6,6.0,18.0,.333,0.0,0.0,,6.0,18.0,.333,0.0,0.0,,12.0,12.0,24.0,6.0,6.0,6.0,0.0,0.0,12.0,https://www.basketball-reference.com/players/c/clarkea01.html
2011-12,24,ORL,NBA,PF,5,0,88,3.3,7.4,.444,0.0,0.0,,3.3,7.4,.444,1.6,2.9,.571,3.3,10.2,13.5,0.4,0.8,2.0,1.6,2.5,8.2,https://www.basketball-reference.com/players/c/clarkea01.html
2012-13,25,LAL,NBA,PF,4,1,82,3.1,8.3,.368,0.0,1.8,.000,3.1,6.6,.467,0.0,0.0,,0.9,4.4,5.3,0.4,0.4,0.4,2.6,1.8,6.1,https://www.basketball-reference.com/players/c/clarkea01.html
2014-15,27,BRK,NBA,PF,2,0,13,5.5,27.7,.200,5.5,8.3,.667,0.0,19.4,.000,0.0,0.0,,0.0,5.5,5.5,0.0,2.8,0.0,0.0,2.8,16.6,https://www.basketball-reference.com/players/c/clarkea01.html
2018-19,24,HOU,NBA,PF,2,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/c/clarkga01.html
2019-20,25,ORL,NBA,SF,5,5,144,2.7,8.2,.333,2.7,8.0,.344,0.0,0.2,.000,1.0,1.2,.800,1.0,6.0,7.0,1.7,1.2,0.5,0.5,1.7,9.2,https://www.basketball-reference.com/players/c/clarkga01.html
2015-16,24,GSW,NBA,SG,16,0,154,6.1,12.4,.491,1.4,4.2,.333,4.7,8.2,.571,1.9,2.3,.800,0.5,3.5,4.0,3.7,1.9,0.0,2.1,4.2,15.4,https://www.basketball-reference.com/players/c/clarkia01.html
2016-17,25,GSW,NBA,SG,16,0,219,6.6,13.0,.506,2.1,5.9,.361,4.4,7.1,.628,2.6,2.8,.941,0.7,3.6,4.3,1.8,1.0,0.0,1.8,2.8,17.9,https://www.basketball-reference.com/players/c/clarkia01.html
2017-18,26,NOP,NBA,SG,9,0,190,5.3,12.5,.424,1.9,5.3,.357,3.4,7.2,.474,0.8,0.8,1.000,0.4,1.5,1.9,2.1,1.5,0.4,1.7,3.8,13.3,https://www.basketball-reference.com/players/c/clarkia01.html
2017-18,25,CLE,NBA,SG,19,0,286,4.7,15.5,.301,1.4,5.8,.239,3.3,9.7,.338,0.6,0.8,.833,1.1,2.9,4.0,1.6,1.0,0.4,1.6,2.6,11.3,https://www.basketball-reference.com/players/c/clarkjo01.html
2019-20,27,UTA,NBA,SG,7,0,200,8.1,17.5,.464,3.1,8.8,.347,5.0,8.6,.583,1.8,1.8,1.000,0.4,4.0,4.3,2.7,1.1,0.0,1.3,2.7,21.1,https://www.basketball-reference.com/players/c/clarkjo01.html
2013-14,25,POR,NBA,SF,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,20.6,.000,0.0,25.7,25.7,0.0,0.0,0.0,5.1,0.0,0.0,https://www.basketball-reference.com/players/c/clavevi01.html
2019-20,22,HOU,NBA,SG,2,0,8,9.0,22.5,.400,9.0,22.5,.400,0.0,0.0,,4.5,9.0,.500,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,31.5,https://www.basketball-reference.com/players/c/clemoch01.html
2019-20,25,DAL,NBA,SG,2,0,9,8.0,20.0,.400,0.0,0.0,,8.0,20.0,.400,0.0,0.0,,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,16.0,https://www.basketball-reference.com/players/c/clevean01.html
2019-20,22,LAC,NBA,SG,3,0,7,0.0,15.4,.000,0.0,5.1,.000,0.0,10.3,.000,10.3,10.3,1.000,0.0,0.0,0.0,20.6,5.1,0.0,0.0,0.0,10.3,https://www.basketball-reference.com/players/c/coffeam01.html
2011-12,23,MIA,NBA,PG,19,0,170,2.5,7.8,.324,0.6,2.5,.250,1.9,5.3,.360,1.5,1.9,.778,0.2,1.9,2.1,2.5,1.5,0.0,1.1,5.1,7.2,https://www.basketball-reference.com/players/c/coleno01.html
2012-13,24,MIA,NBA,PG,21,0,418,4.2,8.8,.480,1.5,2.8,.531,2.8,6.0,.457,1.2,1.6,.737,0.5,2.8,3.4,3.6,1.3,0.2,2.0,3.4,11.1,https://www.basketball-reference.com/players/c/coleno01.html
2013-14,25,MIA,NBA,PG,20,0,404,2.9,7.0,.410,1.3,3.6,.375,1.5,3.4,.447,1.2,1.3,.867,0.1,1.9,2.0,3.2,0.8,0.1,1.7,3.0,8.2,https://www.basketball-reference.com/players/c/coleno01.html
2014-15,26,NOP,NBA,PG,4,0,106,5.1,12.2,.417,1.0,4.8,.214,4.1,7.5,.545,0.7,1.0,.667,0.3,2.0,2.4,2.4,0.0,0.3,2.7,5.1,11.9,https://www.basketball-reference.com/players/c/coleno01.html
2016-17,28,OKC,NBA,PG,4,0,25,2.9,11.5,.250,1.4,5.8,.250,1.4,5.8,.250,0.0,0.0,,0.0,1.4,1.4,1.4,0.0,1.4,2.9,5.8,7.2,https://www.basketball-reference.com/players/c/coleno01.html
2017-18,20,POR,NBA,C,4,0,70,5.7,15.4,.367,1.5,7.2,.214,4.1,8.2,.500,1.5,2.1,.750,1.5,4.6,6.2,3.1,1.5,1.0,1.0,5.1,14.4,https://www.basketball-reference.com/players/c/colliza01.html
2018-19,21,POR,NBA,C,16,0,275,5.4,10.6,.506,0.9,2.7,.333,4.5,7.9,.567,2.6,3.3,.800,2.1,5.4,7.5,1.8,0.9,2.9,2.6,7.1,14.3,https://www.basketball-reference.com/players/c/colliza01.html
2010-11,23,IND,NBA,PG,5,5,146,4.4,11.3,.391,1.0,1.5,.667,3.5,9.9,.350,1.7,2.7,.636,1.0,2.2,3.2,4.9,1.2,0.5,2.2,1.7,11.6,https://www.basketball-reference.com/players/c/collida01.html
2011-12,24,IND,NBA,PG,11,0,205,6.3,12.3,.514,0.7,1.9,.364,5.6,10.4,.542,3.5,4.0,.870,0.5,1.9,2.5,5.8,2.5,0.0,1.9,1.9,16.9,https://www.basketball-reference.com/players/c/collida01.html
2013-14,26,LAC,NBA,PG,13,0,249,5.1,13.0,.389,0.1,1.7,.083,4.9,11.3,.436,5.6,6.5,.867,1.4,2.5,3.9,4.5,0.9,0.1,1.7,2.5,15.9,https://www.basketball-reference.com/players/c/collida01.html
2017-18,30,IND,NBA,PG,7,7,214,5.2,11.4,.456,1.3,3.9,.348,3.9,7.6,.511,1.5,2.0,.750,0.2,3.4,3.5,5.6,1.2,0.0,1.5,1.2,13.3,https://www.basketball-reference.com/players/c/collida01.html
2018-19,31,IND,NBA,PG,4,4,117,5.8,13.8,.422,1.2,3.4,.364,4.6,10.5,.441,1.8,1.8,1.000,1.2,2.5,3.7,4.9,0.6,0.0,3.1,3.4,14.8,https://www.basketball-reference.com/players/c/collida01.html
2004-05,24,SEA,NBA,C,11,0,218,6.1,10.1,.607,0.2,0.2,1.000,5.9,9.9,.600,2.8,4.5,.630,3.6,5.4,9.1,0.8,0.5,0.8,1.0,6.6,15.2,https://www.basketball-reference.com/players/c/collini01.html
2009-10,29,OKC,NBA,C,6,0,129,2.2,6.7,.333,0.0,0.3,.000,2.2,6.4,.348,0.8,2.0,.429,3.3,4.5,7.8,0.6,1.4,0.3,1.1,5.6,5.3,https://www.basketball-reference.com/players/c/collini01.html
2010-11,30,OKC,NBA,C,17,0,413,4.2,6.6,.632,0.0,0.0,,4.2,6.6,.632,1.6,2.0,.783,4.1,4.4,8.5,1.3,1.3,1.3,1.1,5.5,9.9,https://www.basketball-reference.com/players/c/collini01.html
2011-12,31,OKC,NBA,PF,20,0,332,3.6,5.5,.647,0.0,0.0,,3.6,5.5,.647,0.3,0.8,.429,3.3,4.0,7.3,2.1,1.3,0.5,1.3,5.5,7.5,https://www.basketball-reference.com/players/c/collini01.html
2012-13,32,OKC,NBA,C,11,0,178,4.4,9.5,.468,0.0,0.0,,4.4,9.5,.468,2.2,2.4,.917,5.1,5.3,10.3,2.4,1.0,2.2,2.0,7.5,11.1,https://www.basketball-reference.com/players/c/collini01.html
2013-14,33,OKC,NBA,PF,17,2,183,2.4,5.7,.414,0.4,1.0,.400,2.0,4.7,.417,1.4,2.0,.700,2.4,5.1,7.5,2.6,0.8,1.4,1.2,5.5,6.5,https://www.basketball-reference.com/players/c/collini01.html
2015-16,35,OKC,NBA,PF,9,0,79,1.8,2.7,.667,0.0,0.0,,1.8,2.7,.667,0.5,0.9,.500,1.4,3.6,5.0,2.3,3.6,0.0,0.5,7.7,4.1,https://www.basketball-reference.com/players/c/collini01.html
2010-11,23,MEM,NBA,PG,13,13,507,5.0,13.0,.388,0.8,2.6,.297,4.3,10.4,.411,3.1,3.8,.830,0.5,3.1,3.6,5.9,1.0,0.2,2.1,2.8,14.0,https://www.basketball-reference.com/players/c/conlemi01.html
2011-12,24,MEM,NBA,PG,7,7,277,4.2,9.9,.421,1.4,2.9,.500,2.7,7.0,.389,3.1,4.2,.750,0.5,2.5,3.0,6.5,0.8,0.0,2.1,2.5,12.9,https://www.basketball-reference.com/players/c/conlemi01.html
2012-13,25,MEM,NBA,PG,15,15,575,5.2,13.5,.384,1.1,4.0,.281,4.1,9.5,.428,4.4,5.8,.763,0.8,3.7,4.4,6.7,1.6,0.3,2.1,2.1,16.0,https://www.basketball-reference.com/players/c/conlemi01.html
2013-14,26,MEM,NBA,PG,7,7,267,5.9,13.8,.431,0.4,3.6,.111,5.5,10.1,.547,2.7,3.5,.769,0.7,3.6,4.3,7.4,1.9,0.1,2.0,1.9,15.0,https://www.basketball-reference.com/players/c/conlemi01.html
2014-15,27,MEM,NBA,PG,8,8,243,6.1,14.2,.427,1.5,4.9,.303,4.6,9.3,.492,3.4,4.1,.821,0.0,1.3,1.3,5.9,1.6,0.0,1.8,1.5,17.0,https://www.basketball-reference.com/players/c/conlemi01.html
2016-17,29,MEM,NBA,PG,6,6,224,8.0,16.6,.485,2.7,6.1,.447,5.3,10.4,.508,5.0,5.9,.838,0.2,3.1,3.2,6.8,1.6,0.5,1.9,1.8,23.8,https://www.basketball-reference.com/players/c/conlemi01.html
2019-20,32,UTA,NBA,PG,5,5,165,6.8,14.0,.484,3.9,7.4,.529,2.8,6.5,.433,4.1,4.8,.864,0.7,2.4,3.1,5.7,1.7,0.2,1.1,2.2,21.6,https://www.basketball-reference.com/players/c/conlemi01.html
2015-16,23,POR,NBA,SG,6,0,8,13.5,22.5,.600,9.0,13.5,.667,4.5,9.0,.500,0.0,0.0,,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,36.0,https://www.basketball-reference.com/players/c/connapa01.html
2016-17,24,POR,NBA,SG,3,0,24,3.0,13.5,.222,0.0,9.0,.000,3.0,4.5,.667,4.5,4.5,1.000,1.5,9.0,10.5,6.0,0.0,0.0,0.0,0.0,10.5,https://www.basketball-reference.com/players/c/connapa01.html
2017-18,25,POR,NBA,SG,4,0,59,3.7,9.2,.400,1.2,6.1,.200,2.4,3.1,.800,1.2,1.2,1.000,1.2,1.2,2.4,3.7,0.6,0.6,0.6,5.5,9.8,https://www.basketball-reference.com/players/c/connapa01.html
2018-19,26,MIL,NBA,SG,15,0,324,4.1,8.6,.481,1.7,4.7,.357,2.4,3.9,.629,0.4,0.9,.500,1.1,9.2,10.3,2.3,0.7,1.4,0.9,1.6,10.3,https://www.basketball-reference.com/players/c/connapa01.html
2019-20,27,MIL,NBA,SG,10,0,171,3.2,7.4,.429,1.7,4.8,.348,1.5,2.5,.583,0.4,0.4,1.000,1.1,7.2,8.2,2.3,0.4,0.4,1.1,2.5,8.4,https://www.basketball-reference.com/players/c/connapa01.html
2003-04,23,LAL,NBA,C,13,0,46,3.9,11.7,.333,0.0,0.0,,3.9,11.7,.333,1.6,1.6,1.000,2.3,7.0,9.4,0.8,0.8,0.0,2.3,5.5,9.4,https://www.basketball-reference.com/players/c/cookbr01.html
2005-06,25,LAL,NBA,PF,7,0,78,8.3,21.2,.391,1.8,5.1,.364,6.5,16.2,.400,1.8,1.8,1.000,5.1,5.1,10.2,3.7,0.5,0.0,1.4,6.9,20.3,https://www.basketball-reference.com/players/c/cookbr01.html
2006-07,26,LAL,NBA,PF,5,0,51,4.2,12.7,.333,2.1,4.9,.429,2.1,7.8,.273,2.1,2.1,1.000,1.4,2.8,4.2,0.0,0.0,0.7,1.4,9.2,12.7,https://www.basketball-reference.com/players/c/cookbr01.html
2008-09,28,HOU,NBA,PF,6,0,32,4.5,16.9,.267,2.3,10.1,.222,2.3,6.8,.333,0.0,0.0,,3.4,10.1,13.5,3.4,2.3,1.1,4.5,4.5,11.3,https://www.basketball-reference.com/players/c/cookbr01.html
2008-09,21,MIA,NBA,SF,7,0,161,2.9,9.4,.310,2.0,6.7,.300,0.9,2.7,.333,0.4,0.4,1.000,0.7,3.1,3.8,0.9,0.4,0.0,1.3,4.0,8.3,https://www.basketball-reference.com/players/c/cookda02.html
2010-11,23,OKC,NBA,SG,17,0,195,4.1,10.3,.393,3.0,8.5,.348,1.1,1.8,.600,0.7,0.7,1.000,0.2,4.8,5.0,0.2,0.6,0.0,1.3,3.1,11.8,https://www.basketball-reference.com/players/c/cookda02.html
2011-12,24,OKC,NBA,SG,16,0,109,4.6,12.2,.378,2.6,7.9,.333,2.0,4.3,.462,0.0,0.7,.000,0.0,3.0,3.0,1.3,1.0,0.0,0.0,2.3,11.9,https://www.basketball-reference.com/players/c/cookda02.html
2012-13,25,CHI,NBA,SG,6,0,36,1.0,10.0,.100,1.0,8.0,.125,0.0,2.0,.000,0.0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,4.0,6.0,3.0,https://www.basketball-reference.com/players/c/cookda02.html
2017-18,24,GSW,NBA,PG,17,0,175,6.2,13.8,.448,1.4,6.4,.226,4.7,7.4,.639,2.9,3.5,.824,0.4,4.3,4.7,2.3,0.8,0.4,1.0,2.7,16.7,https://www.basketball-reference.com/players/c/cookqu01.html
2018-19,25,GSW,NBA,PG,17,0,193,5.2,13.1,.400,2.1,6.3,.324,3.2,6.7,.472,0.7,0.7,1.000,0.4,3.0,3.4,2.2,0.6,0.2,1.1,2.4,13.2,https://www.basketball-reference.com/players/c/cookqu01.html
2019-20,26,LAL,NBA,PG,6,0,24,7.5,15.0,.500,3.0,6.0,.500,4.5,9.0,.500,1.5,1.5,1.000,0.0,1.5,1.5,7.5,0.0,0.0,1.5,1.5,19.5,https://www.basketball-reference.com/players/c/cookqu01.html
2019-20,22,DEN,NBA,SF,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/c/cookty01.html
2012-13,28,NYK,NBA,PF,9,1,93,4.6,11.6,.400,4.3,8.9,.478,0.4,2.7,.143,0.8,0.8,1.000,0.8,2.7,3.5,0.4,1.9,0.0,1.5,3.5,14.3,https://www.basketball-reference.com/players/c/copelch01.html
2013-14,29,IND,NBA,SF,12,0,82,5.3,12.3,.429,2.6,7.0,.375,2.6,5.3,.500,2.6,4.0,.667,0.4,1.8,2.2,0.4,1.3,1.3,2.2,5.7,15.8,https://www.basketball-reference.com/players/c/copelch01.html
2018-19,28,GSW,NBA,C,8,5,133,5.7,14.3,.396,0.8,3.2,.250,4.9,11.1,.439,4.3,6.8,.640,2.4,8.1,10.6,5.1,1.4,1.6,5.1,6.5,16.5,https://www.basketball-reference.com/players/c/couside01.html
2017-18,27,PHI,NBA,SF,10,8,281,3.5,10.6,.325,1.9,6.1,.313,1.5,4.5,.343,1.5,2.0,.750,1.5,5.3,6.8,3.2,1.4,1.2,1.4,3.8,10.4,https://www.basketball-reference.com/players/c/covinro01.html
2019-20,29,HOU,NBA,C,12,12,379,4.5,9.0,.495,3.2,6.5,.500,1.2,2.6,.481,0.6,0.7,.857,0.8,4.9,5.7,1.5,2.8,1.2,1.1,4.3,12.7,https://www.basketball-reference.com/players/c/covinro01.html
2014-15,22,POR,NBA,SG,2,1,39,3.7,4.6,.800,1.8,1.8,1.000,1.8,2.8,.667,0.0,0.0,,0.0,2.8,2.8,0.9,1.8,0.9,0.9,0.9,9.2,https://www.basketball-reference.com/players/c/crabbal01.html
2015-16,23,POR,NBA,SG,11,0,302,4.5,8.7,.521,1.8,4.2,.429,2.7,4.5,.605,1.7,2.3,.737,0.6,3.2,3.8,1.8,0.8,0.1,0.7,2.7,12.5,https://www.basketball-reference.com/players/c/crabbal01.html
2016-17,24,POR,NBA,SG,4,0,92,3.5,9.4,.375,1.2,5.1,.231,2.3,4.3,.545,0.4,1.2,.333,0.0,4.7,4.7,0.8,0.4,0.0,0.4,3.5,8.6,https://www.basketball-reference.com/players/c/crabbal01.html
2018-19,28,DEN,NBA,SF,14,11,330,3.6,7.5,.478,1.9,3.9,.472,1.7,3.6,.485,1.0,1.7,.563,2.3,5.6,7.9,1.3,0.8,0.5,0.7,4.1,10.0,https://www.basketball-reference.com/players/c/craigto01.html
2019-20,29,DEN,NBA,SF,19,3,375,3.2,7.5,.423,1.1,4.0,.262,2.1,3.5,.611,0.9,1.2,.692,1.2,4.7,6.0,1.2,0.7,0.7,0.9,4.2,8.3,https://www.basketball-reference.com/players/c/craigto01.html
2012-13,24,BOS,NBA,SG,5,0,59,4.3,14.0,.304,1.8,7.3,.250,2.4,6.7,.364,0.6,1.2,.500,0.0,1.8,1.8,0.0,1.2,0.0,1.8,1.8,11.0,https://www.basketball-reference.com/players/c/crawfjo02.html
2013-14,25,GSW,NBA,SG,6,0,57,7.6,20.8,.364,1.3,4.4,.286,6.3,16.4,.385,6.9,8.8,.786,2.5,3.2,5.7,1.3,0.6,0.0,3.2,4.4,23.4,https://www.basketball-reference.com/players/c/crawfjo02.html
2017-18,29,NOP,NBA,SG,2,0,15,19.2,31.2,.615,7.2,19.2,.375,12.0,12.0,1.000,0.0,0.0,,0.0,9.6,9.6,2.4,2.4,0.0,7.2,2.4,45.6,https://www.basketball-reference.com/players/c/crawfjo02.html
2013-14,23,DAL,NBA,SF,7,0,81,3.6,8.0,.444,1.3,3.1,.429,2.2,4.9,.455,0.0,0.0,,1.8,3.6,5.3,0.9,0.9,0.4,1.3,5.8,8.4,https://www.basketball-reference.com/players/c/crowdja01.html
2014-15,24,BOS,NBA,SF,4,1,100,5.4,10.4,.517,1.1,3.6,.300,4.3,6.8,.632,3.6,4.7,.769,2.9,4.3,7.2,2.9,1.4,1.1,1.8,5.0,15.5,https://www.basketball-reference.com/players/c/crowdja01.html
2015-16,25,BOS,NBA,SF,6,6,197,3.7,13.2,.278,1.8,7.5,.244,1.8,5.7,.323,1.3,2.0,.636,0.9,6.2,7.1,2.4,1.6,0.5,1.3,3.1,10.4,https://www.basketball-reference.com/players/c/crowdja01.html
2016-17,26,BOS,NBA,SF,18,18,596,5.3,12.1,.435,1.9,5.3,.352,3.4,6.8,.500,2.4,2.9,.833,1.2,5.7,6.9,2.9,1.1,0.4,0.7,3.1,14.8,https://www.basketball-reference.com/players/c/crowdja01.html
2017-18,27,UTA,NBA,SF,11,2,323,3.9,12.0,.324,2.5,7.4,.333,1.4,4.7,.310,2.0,3.1,.643,0.4,5.8,6.2,2.1,1.7,0.2,1.6,2.8,12.3,https://www.basketball-reference.com/players/c/crowdja01.html
2018-19,28,UTA,NBA,SF,5,3,130,4.7,12.7,.370,2.5,8.3,.300,2.2,4.4,.500,3.9,5.3,.737,1.1,6.9,8.0,1.1,1.4,0.0,0.3,1.9,15.8,https://www.basketball-reference.com/players/c/crowdja01.html
2019-20,29,MIA,NBA,PF,21,21,660,4.4,11.0,.403,3.0,8.8,.342,1.4,2.2,.650,1.9,2.5,.761,0.6,5.8,6.4,2.1,0.8,0.7,0.8,3.0,13.7,https://www.basketball-reference.com/players/c/crowdja01.html
