Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player_link
2014-15,23,ATL,NBA,SG,4,0,21,6.9,10.3,.667,3.4,6.9,.500,3.4,3.4,1.000,0.0,0.0,,1.7,3.4,5.1,0.0,0.0,0.0,0.0,3.4,17.1,https://www.basketball-reference.com/players/j/jenkijo01.html
2009-10,20,MIL,NBA,PG,7,7,249,7.1,17.3,.408,1.7,5.9,.293,5.3,11.4,.468,3.0,3.8,.808,0.7,2.3,3.0,3.6,1.2,0.6,1.2,2.7,18.9,https://www.basketball-reference.com/players/j/jennibr01.html
2012-13,23,MIL,NBA,PG,4,4,133,4.6,15.4,.298,1.6,7.6,.214,3.0,7.8,.379,3.5,4.9,.722,0.3,2.2,2.4,4.3,2.4,0.3,3.0,1.6,14.3,https://www.basketball-reference.com/players/j/jennibr01.html
2016-17,27,WAS,NBA,PG,13,0,178,2.8,7.3,.389,0.4,2.6,.154,2.4,4.7,.522,1.4,1.6,.875,1.0,2.8,3.8,4.9,0.4,0.0,1.6,2.6,7.5,https://www.basketball-reference.com/players/j/jennibr01.html
2017-18,28,MIL,NBA,PG,1,0,5,0.0,14.4,.000,0.0,14.4,.000,0.0,0.0,,14.4,14.4,1.000,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,14.4,https://www.basketball-reference.com/players/j/jennibr01.html
2014-15,27,BOS,NBA,PF,4,0,68,2.6,7.9,.333,0.0,2.1,.000,2.6,5.8,.455,0.5,1.1,.500,2.1,5.3,7.4,0.5,1.1,0.5,1.6,4.8,5.8,https://www.basketball-reference.com/players/j/jerebjo01.html
2015-16,28,BOS,NBA,PF,6,4,162,4.9,10.2,.478,1.6,4.9,.318,3.3,5.3,.625,0.9,1.1,.800,1.6,7.6,9.1,2.2,0.4,0.9,1.1,3.3,12.2,https://www.basketball-reference.com/players/j/jerebjo01.html
2016-17,29,BOS,NBA,PF,12,0,128,4.2,8.7,.484,1.4,4.2,.333,2.8,4.5,.625,2.3,2.3,1.000,2.0,6.2,8.2,3.4,1.4,0.8,1.7,3.7,12.1,https://www.basketball-reference.com/players/j/jerebjo01.html
2017-18,30,UTA,NBA,PF,10,0,79,3.6,8.7,.421,0.5,2.7,.167,3.2,5.9,.538,0.9,0.9,1.000,1.8,5.5,7.3,1.4,1.4,0.0,0.5,4.1,8.7,https://www.basketball-reference.com/players/j/jerebjo01.html
2018-19,31,GSW,NBA,PF,16,0,121,3.6,12.5,.286,1.5,5.7,.263,2.1,6.8,.304,1.5,1.8,.833,4.5,5.7,10.1,3.6,0.3,0.6,0.6,2.7,10.1,https://www.basketball-reference.com/players/j/jerebjo01.html
2011-12,24,DAL,NBA,PF,1,0,5,7.2,21.6,.333,0.0,7.2,.000,7.2,14.4,.500,0.0,7.2,.000,0.0,14.4,14.4,0.0,7.2,0.0,0.0,0.0,14.4,https://www.basketball-reference.com/players/j/jianlyi01.html
2019-20,23,IND,NBA,PF,1,0,0,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/johnsal02.html
2007-08,20,DET,NBA,PF,8,0,43,7.5,10.0,.750,0.0,0.8,.000,7.5,9.2,.818,2.5,5.0,.500,2.5,8.4,10.9,0.8,0.0,2.5,1.7,5.9,17.6,https://www.basketball-reference.com/players/j/johnsam01.html
2008-09,21,DET,NBA,PF,3,0,13,2.8,2.8,1.000,0.0,0.0,,2.8,2.8,1.000,0.0,0.0,,2.8,5.5,8.3,0.0,0.0,2.8,0.0,8.3,5.5,https://www.basketball-reference.com/players/j/johnsam01.html
2013-14,26,TOR,NBA,PF,7,7,191,6.4,9.8,.654,0.0,0.4,.000,6.4,9.4,.680,1.7,2.3,.750,3.0,4.9,7.9,1.3,0.6,0.8,2.3,5.5,14.5,https://www.basketball-reference.com/players/j/johnsam01.html
2014-15,27,TOR,NBA,PF,4,2,112,6.4,9.3,.690,0.0,0.3,.000,6.4,9.0,.714,1.9,3.9,.500,2.3,6.8,9.0,1.3,0.3,1.0,2.3,5.1,14.8,https://www.basketball-reference.com/players/j/johnsam01.html
2015-16,28,BOS,NBA,PF,6,6,134,5.9,8.9,.667,0.0,0.5,.000,5.9,8.3,.710,1.9,2.4,.778,3.0,8.6,11.6,1.1,0.3,2.1,2.7,3.5,13.7,https://www.basketball-reference.com/players/j/johnsam01.html
2016-17,29,BOS,NBA,PF,14,9,142,3.8,7.6,.500,0.3,0.8,.333,3.5,6.8,.519,1.3,2.0,.625,4.3,3.3,7.6,0.8,1.0,1.5,1.5,6.1,9.1,https://www.basketball-reference.com/players/j/johnsam01.html
2017-18,30,PHI,NBA,C,8,1,94,4.2,8.0,.524,0.0,0.0,,4.2,8.0,.524,1.5,1.9,.800,5.4,3.4,8.8,3.4,0.8,0.4,1.1,3.8,10.0,https://www.basketball-reference.com/players/j/johnsam01.html
2018-19,31,PHI,NBA,C,4,0,20,7.2,7.2,1.000,0.0,0.0,,7.2,7.2,1.000,0.0,0.0,,5.4,3.6,9.0,3.6,1.8,0.0,1.8,5.4,14.4,https://www.basketball-reference.com/players/j/johnsam01.html
2010-11,21,POR,NBA,PG,2,0,0,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/johnsar02.html
2019-20,24,ORL,NBA,SF,1,0,4,9.0,18.0,.500,9.0,9.0,1.000,0.0,9.0,.000,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,27.0,https://www.basketball-reference.com/players/j/johnsbj01.html
2010-11,25,POR,NBA,C,4,0,19,1.9,1.9,1.000,0.0,0.0,,1.9,1.9,1.000,3.8,3.8,1.000,0.0,9.5,9.5,0.0,0.0,3.8,0.0,5.7,7.6,https://www.basketball-reference.com/players/j/johnsch03.html
2017-18,22,OKC,NBA,C,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/j/johnsda04.html
2011-12,27,ATL,NBA,PF,5,0,54,3.3,10.7,.313,0.0,0.7,.000,3.3,10.0,.333,2.0,3.3,.600,4.7,6.7,11.3,0.0,2.0,0.0,2.0,4.7,8.7,https://www.basketball-reference.com/players/j/johnsiv01.html
2012-13,28,ATL,NBA,PF,6,0,108,4.0,8.7,.462,0.0,0.0,,4.0,8.7,.462,4.0,6.0,.667,3.0,3.7,6.7,1.0,1.3,1.0,2.0,7.7,12.0,https://www.basketball-reference.com/players/j/johnsiv01.html
2009-10,22,CHI,NBA,PF,4,0,20,0.0,3.6,.000,0.0,1.8,.000,0.0,1.8,.000,0.0,0.0,,1.8,0.0,1.8,1.8,0.0,0.0,3.6,19.8,0.0,https://www.basketball-reference.com/players/j/johnsja01.html
2013-14,26,MEM,NBA,SF,3,0,28,6.4,19.3,.333,2.6,6.4,.400,3.9,12.9,.300,9.0,12.9,.700,5.1,2.6,7.7,0.0,1.3,0.0,0.0,3.9,24.4,https://www.basketball-reference.com/players/j/johnsja01.html
2014-15,27,TOR,NBA,PF,2,0,12,6.0,18.0,.333,0.0,0.0,,6.0,18.0,.333,0.0,18.0,.000,0.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0,https://www.basketball-reference.com/players/j/johnsja01.html
2015-16,28,TOR,NBA,PF,10,0,98,4.4,9.2,.480,1.5,3.3,.444,2.9,5.9,.500,0.7,1.1,.667,1.1,4.4,5.5,2.2,1.1,0.0,2.6,4.8,11.0,https://www.basketball-reference.com/players/j/johnsja01.html
2017-18,30,MIA,NBA,PF,5,5,161,5.1,9.4,.548,1.6,2.9,.538,3.6,6.5,.552,2.0,3.1,.643,0.7,6.0,6.7,5.4,1.3,1.3,2.2,3.8,13.9,https://www.basketball-reference.com/players/j/johnsja01.html
2008-09,28,CHI,NBA,PF,3,0,10,3.6,7.2,.500,0.0,0.0,,3.6,7.2,.500,7.2,7.2,1.000,7.2,7.2,14.4,3.6,0.0,0.0,0.0,3.6,14.4,https://www.basketball-reference.com/players/j/johnsli01.html
2014-15,22,HOU,NBA,SG,9,0,49,2.9,12.5,.235,0.7,5.1,.143,2.2,7.3,.300,2.2,2.2,1.000,0.7,2.2,2.9,2.9,0.0,0.7,2.9,5.1,8.8,https://www.basketball-reference.com/players/j/johnsni01.html
2012-13,23,IND,NBA,SG,12,0,28,2.6,14.1,.182,1.3,3.9,.333,1.3,10.3,.125,6.4,11.6,.556,0.0,3.9,3.9,1.3,0.0,0.0,1.3,0.0,12.9,https://www.basketball-reference.com/players/j/johnsor01.html
2015-16,19,DET,NBA,SF,4,0,81,5.3,10.2,.522,2.7,4.4,.600,2.7,5.8,.462,0.9,0.9,1.000,0.0,7.1,7.1,0.0,0.4,0.0,1.3,4.4,14.2,https://www.basketball-reference.com/players/j/johnsst04.html
2019-20,23,TOR,NBA,PF,3,0,20,9.0,19.8,.455,3.6,9.0,.400,5.4,10.8,.500,1.8,1.8,1.000,1.8,5.4,7.2,10.8,0.0,0.0,1.8,5.4,23.4,https://www.basketball-reference.com/players/j/johnsst04.html
2010-11,26,LAL,NBA,SG,3,0,12,3.0,15.0,.200,0.0,3.0,.000,3.0,12.0,.250,3.0,6.0,.500,3.0,9.0,12.0,3.0,0.0,0.0,0.0,6.0,9.0,https://www.basketball-reference.com/players/j/johnstr01.html
2015-16,23,MIA,NBA,SG,5,0,61,3.0,6.5,.455,1.8,3.5,.500,1.2,3.0,.400,4.7,6.5,.727,1.2,3.0,4.1,4.7,0.6,0.0,1.2,4.7,12.4,https://www.basketball-reference.com/players/j/johnsty01.html
2017-18,25,MIA,NBA,PG,5,5,81,6.2,11.6,.538,2.7,4.4,.600,3.6,7.1,.500,2.7,3.1,.857,0.4,3.1,3.6,1.8,0.9,0.0,0.9,6.2,17.8,https://www.basketball-reference.com/players/j/johnsty01.html
2019-20,27,BRK,NBA,SG,4,2,93,8.1,17.8,.457,4.3,10.8,.393,3.9,7.0,.556,0.8,0.8,1.000,0.0,2.7,2.7,3.5,0.0,0.4,1.2,4.3,21.3,https://www.basketball-reference.com/players/j/johnsty01.html
2015-16,28,LAC,NBA,SF,6,0,77,2.3,6.5,.357,1.4,4.2,.333,0.9,2.3,.400,1.4,1.4,1.000,2.3,6.1,8.4,0.9,0.5,1.9,0.9,2.8,7.5,https://www.basketball-reference.com/players/j/johnswe01.html
2016-17,29,LAC,NBA,SF,3,0,11,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3,6.5,.500,0.0,6.5,6.5,0.0,3.3,0.0,0.0,6.5,3.3,https://www.basketball-reference.com/players/j/johnswe01.html
2018-19,23,DEN,NBA,C,14,14,557,8.5,16.9,.506,1.4,3.6,.393,7.1,13.2,.537,4.3,5.0,.846,3.5,8.3,11.8,7.6,1.0,0.8,2.3,3.5,22.8,https://www.basketball-reference.com/players/j/jokicni01.html
2019-20,24,DEN,NBA,C,19,19,694,9.2,17.8,.519,2.2,5.1,.429,7.1,12.7,.555,3.4,4.1,.835,1.9,7.8,9.7,5.7,1.0,0.8,3.2,3.5,24.1,https://www.basketball-reference.com/players/j/jokicni01.html
2004-05,24,MEM,NBA,SG,3,0,71,4.1,10.6,.381,1.5,2.5,.600,2.5,8.1,.313,1.5,2.0,.750,1.0,3.5,4.6,0.5,0.5,0.0,1.0,4.1,11.2,https://www.basketball-reference.com/players/j/jonesda02.html
2005-06,25,MEM,NBA,SF,4,0,46,3.9,5.5,.714,0.0,0.0,,3.9,5.5,.714,5.5,7.8,.700,0.8,4.7,5.5,0.0,0.8,0.0,1.6,5.5,13.3,https://www.basketball-reference.com/players/j/jonesda02.html
2008-09,28,DEN,NBA,SG,16,16,280,4.9,10.2,.481,0.4,1.5,.250,4.5,8.6,.522,4.2,5.5,.767,2.1,2.8,4.9,1.3,1.7,0.6,1.7,5.3,14.4,https://www.basketball-reference.com/players/j/jonesda02.html
2010-11,30,IND,NBA,SG,3,0,50,6.5,14.4,.450,0.0,2.2,.000,6.5,12.2,.529,5.8,6.5,.889,1.4,0.0,1.4,1.4,0.7,0.0,2.2,5.0,18.7,https://www.basketball-reference.com/players/j/jonesda02.html
2011-12,31,IND,NBA,SF,7,0,58,2.5,11.2,.222,1.2,5.6,.222,1.2,5.6,.222,4.3,4.3,1.000,2.5,1.9,4.3,1.9,0.6,0.0,1.9,6.8,10.6,https://www.basketball-reference.com/players/j/jonesda02.html
2012-13,32,ATL,NBA,SF,5,0,19,1.9,7.6,.250,0.0,0.0,,1.9,7.6,.250,3.8,3.8,1.000,0.0,1.9,1.9,0.0,0.0,0.0,1.9,1.9,7.6,https://www.basketball-reference.com/players/j/jonesda02.html
2014-15,34,LAC,NBA,SF,11,0,18,4.0,4.0,1.000,0.0,0.0,,4.0,4.0,1.000,0.0,0.0,,0.0,2.0,2.0,0.0,4.0,0.0,0.0,14.0,8.0,https://www.basketball-reference.com/players/j/jonesda02.html
2015-16,35,CLE,NBA,SF,15,0,50,4.3,9.4,.462,0.7,2.2,.333,3.6,7.2,.500,2.9,3.6,.800,0.0,5.0,5.0,1.4,0.7,0.7,0.7,2.2,12.2,https://www.basketball-reference.com/players/j/jonesda02.html
2016-17,36,CLE,NBA,SF,10,0,33,5.5,10.9,.500,1.1,2.2,.500,4.4,8.7,.500,5.5,5.5,1.000,1.1,6.5,7.6,1.1,0.0,1.1,1.1,7.6,17.5,https://www.basketball-reference.com/players/j/jonesda02.html
2016-17,21,GSW,NBA,C,4,0,21,5.1,12.0,.429,0.0,0.0,,5.1,12.0,.429,1.7,3.4,.500,6.9,3.4,10.3,0.0,3.4,1.7,0.0,5.1,12.0,https://www.basketball-reference.com/players/j/jonesda03.html
2017-18,22,GSW,NBA,C,4,0,11,3.3,6.5,.500,0.0,0.0,,3.3,6.5,.500,6.5,9.8,.667,3.3,6.5,9.8,0.0,0.0,0.0,9.8,13.1,13.1,https://www.basketball-reference.com/players/j/jonesda03.html
2018-19,23,GSW,NBA,C,4,1,8,4.5,4.5,1.000,0.0,0.0,,4.5,4.5,1.000,4.5,9.0,.500,0.0,9.0,9.0,0.0,0.0,0.0,4.5,13.5,13.5,https://www.basketball-reference.com/players/j/jonesda03.html
2019-20,22,MIA,NBA,SF,15,0,97,3.0,6.3,.471,1.5,3.3,.444,1.5,3.0,.500,0.7,1.9,.400,2.2,2.2,4.5,2.6,2.2,1.9,0.7,4.5,8.2,https://www.basketball-reference.com/players/j/jonesde02.html
2007-08,24,CLE,NBA,PF,5,0,20,1.8,3.6,.500,0.0,0.0,,1.8,3.6,.500,1.8,3.6,.500,3.6,7.2,10.8,0.0,0.0,1.8,1.8,7.2,5.4,https://www.basketball-reference.com/players/j/jonesdw02.html
2009-10,26,PHO,NBA,PF,2,0,10,3.6,7.2,.500,0.0,0.0,,3.6,7.2,.500,10.8,14.4,.750,3.6,14.4,18.0,0.0,0.0,0.0,3.6,0.0,18.0,https://www.basketball-reference.com/players/j/jonesdw02.html
2012-13,29,GSW,NBA,PF,2,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/j/jonesdw02.html
2004-05,24,IND,NBA,SF,13,0,214,3.2,7.7,.413,1.7,4.2,.400,1.5,3.5,.429,0.7,1.5,.444,0.8,3.7,4.5,1.7,1.2,1.2,0.7,3.0,8.7,https://www.basketball-reference.com/players/j/jonesja02.html
2005-06,25,PHO,NBA,SF,20,6,353,2.9,8.4,.341,0.8,2.7,.308,2.0,5.7,.357,2.2,2.7,.846,1.6,5.7,7.3,0.5,0.5,1.8,0.9,2.5,8.8,https://www.basketball-reference.com/players/j/jonesja02.html
2006-07,26,PHO,NBA,SF,11,6,171,4.0,7.6,.528,1.7,3.8,.444,2.3,3.8,.611,1.9,2.3,.818,0.6,2.5,3.2,0.6,0.4,0.4,0.8,2.3,11.6,https://www.basketball-reference.com/players/j/jonesja02.html
2008-09,28,MIA,NBA,SF,7,7,235,2.6,4.9,.531,1.7,3.4,.500,0.9,1.5,.600,3.4,3.7,.917,0.3,2.1,2.5,0.8,0.5,0.2,0.6,2.9,10.3,https://www.basketball-reference.com/players/j/jonesja02.html
2009-10,29,MIA,NBA,SF,1,0,9,0.0,4.0,.000,0.0,4.0,.000,0.0,0.0,,8.0,8.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,https://www.basketball-reference.com/players/j/jonesja02.html
2010-11,30,MIA,NBA,SF,12,0,272,3.2,6.8,.471,2.3,4.9,.459,0.9,1.9,.500,1.7,1.7,1.000,0.4,3.6,4.0,0.3,0.8,0.3,0.5,3.2,10.3,https://www.basketball-reference.com/players/j/jonesja02.html
2011-12,31,MIA,NBA,SG,20,0,173,3.3,8.9,.372,1.9,6.2,.300,1.5,2.7,.538,2.1,2.1,1.000,1.0,3.1,4.2,0.4,0.6,0.2,0.8,2.5,10.6,https://www.basketball-reference.com/players/j/jonesja02.html
2012-13,32,MIA,NBA,SF,9,0,33,3.3,7.6,.429,3.3,4.4,.750,0.0,3.3,.000,0.0,0.0,,0.0,3.3,3.3,0.0,0.0,1.1,2.2,3.3,9.8,https://www.basketball-reference.com/players/j/jonesja02.html
2013-14,33,MIA,NBA,SF,15,0,126,5.1,11.4,.450,4.3,9.1,.469,0.9,2.3,.375,0.6,0.9,.667,0.9,2.3,3.1,1.4,0.9,0.6,0.0,4.9,15.1,https://www.basketball-reference.com/players/j/jonesja02.html
2014-15,34,CLE,NBA,SF,20,0,311,3.0,8.7,.347,2.5,7.4,.344,0.5,1.3,.364,1.5,1.6,.929,0.1,3.2,3.4,1.0,0.9,0.3,0.6,4.9,10.1,https://www.basketball-reference.com/players/j/jonesja02.html
2015-16,35,CLE,NBA,SF,12,0,55,1.3,6.5,.200,0.7,4.6,.143,0.7,2.0,.333,0.7,2.6,.250,0.7,2.0,2.6,2.0,0.0,0.0,0.7,2.0,3.9,https://www.basketball-reference.com/players/j/jonesja02.html
2016-17,36,CLE,NBA,SF,8,0,30,1.2,6.0,.200,0.0,3.6,.000,1.2,2.4,.500,0.0,0.0,,1.2,3.6,4.8,0.0,0.0,0.0,2.4,3.6,2.4,https://www.basketball-reference.com/players/j/jonesja02.html
2012-13,21,OKC,NBA,SF,1,0,5,0.0,7.2,.000,0.0,0.0,,0.0,7.2,.000,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/j/jonespe01.html
2013-14,22,OKC,NBA,PF,11,0,55,4.6,11.8,.389,2.0,6.5,.300,2.6,5.2,.500,0.0,0.0,,2.0,3.9,5.9,0.7,0.0,0.7,0.7,5.9,11.1,https://www.basketball-reference.com/players/j/jonespe01.html
2007-08,23,ATL,NBA,PF,7,0,29,2.5,12.4,.200,0.0,0.0,,2.5,12.4,.200,0.0,2.5,.000,5.0,5.0,9.9,1.2,1.2,3.7,0.0,3.7,5.0,https://www.basketball-reference.com/players/j/jonesso01.html
2008-09,24,ATL,NBA,C,9,1,77,2.8,5.6,.500,0.0,0.0,,2.8,5.6,.500,0.9,0.9,1.000,4.2,3.3,7.5,0.9,0.5,0.0,0.5,4.2,6.5,https://www.basketball-reference.com/players/j/jonesso01.html
2012-13,21,HOU,NBA,PF,2,0,35,4.1,10.3,.400,0.0,2.1,.000,4.1,8.2,.500,0.0,3.1,.000,5.1,10.3,15.4,1.0,0.0,1.0,1.0,2.1,8.2,https://www.basketball-reference.com/players/j/joneste01.html
2013-14,22,HOU,NBA,PF,6,2,138,5.2,10.2,.513,0.0,0.3,.000,5.2,9.9,.526,1.6,3.1,.500,4.4,5.2,9.7,2.1,1.3,0.8,0.5,3.4,12.0,https://www.basketball-reference.com/players/j/joneste01.html
2014-15,23,HOU,NBA,PF,17,9,401,6.0,14.3,.421,0.3,1.7,.158,5.7,12.6,.457,3.2,4.8,.667,2.6,4.7,7.3,1.5,0.7,1.1,1.4,2.8,15.5,https://www.basketball-reference.com/players/j/joneste01.html
2017-18,21,MIN,NBA,PG,4,0,55,1.3,4.6,.286,0.0,1.3,.000,1.3,3.3,.400,0.0,0.0,,0.0,5.9,5.9,5.2,0.7,0.0,0.7,0.0,2.6,https://www.basketball-reference.com/players/j/jonesty01.html
2011-12,23,LAC,NBA,C,11,11,249,3.0,5.8,.525,0.0,0.0,,3.0,5.8,.525,1.2,3.5,.333,2.6,5.8,8.4,0.6,1.0,2.6,1.0,2.9,7.2,https://www.basketball-reference.com/players/j/jordade01.html
2012-13,24,LAC,NBA,C,6,6,144,2.5,5.5,.455,0.0,0.0,,2.5,5.5,.455,0.5,2.3,.222,3.7,5.7,9.5,0.2,0.2,2.5,2.3,4.5,5.5,https://www.basketball-reference.com/players/j/jordade01.html
2013-14,25,LAC,NBA,C,13,13,442,3.7,5.1,.730,0.0,0.0,,3.7,5.1,.730,2.7,6.2,.434,3.5,9.8,13.3,0.8,1.0,2.7,1.9,3.7,10.2,https://www.basketball-reference.com/players/j/jordade01.html
2014-15,26,LAC,NBA,C,14,14,482,4.3,6.0,.716,0.0,0.0,,4.3,6.0,.716,5.0,11.7,.427,3.7,10.3,14.0,1.2,1.2,2.5,1.3,3.1,13.7,https://www.basketball-reference.com/players/j/jordade01.html
2015-16,27,LAC,NBA,C,6,6,198,4.4,6.9,.632,0.0,0.0,,4.4,6.9,.632,4.0,10.7,.373,5.5,12.4,17.8,2.0,1.3,2.9,1.3,3.1,12.7,https://www.basketball-reference.com/players/j/jordade01.html
2016-17,28,LAC,NBA,C,7,7,264,5.9,8.3,.705,0.0,0.1,.000,5.9,8.2,.717,3.0,7.6,.393,3.4,10.4,13.8,0.7,0.4,0.8,2.3,4.0,14.7,https://www.basketball-reference.com/players/j/jordade01.html
2011-12,25,NYK,NBA,C,1,0,4,9.0,18.0,.500,0.0,0.0,,9.0,18.0,.500,0.0,0.0,,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,https://www.basketball-reference.com/players/j/jordaje01.html
2014-15,28,BRK,NBA,C,1,0,5,0.0,14.4,.000,0.0,0.0,,0.0,14.4,.000,0.0,0.0,,7.2,7.2,14.4,0.0,0.0,0.0,7.2,0.0,0.0,https://www.basketball-reference.com/players/j/jordaje01.html
2012-13,21,SAS,NBA,PG,20,0,192,4.9,10.5,.464,0.4,2.1,.182,4.5,8.4,.533,0.9,2.1,.455,1.5,4.3,5.8,4.5,1.1,0.4,1.9,2.8,11.1,https://www.basketball-reference.com/players/j/josepco01.html
2013-14,22,SAS,NBA,SG,17,0,87,7.0,14.5,.486,0.0,1.2,.000,7.0,13.2,.531,5.8,7.4,.778,0.4,3.3,3.7,3.7,1.2,0.0,1.7,2.9,19.9,https://www.basketball-reference.com/players/j/josepco01.html
2014-15,23,SAS,NBA,PG,4,0,22,8.2,9.8,.833,0.0,0.0,,8.2,9.8,.833,1.6,3.3,.500,0.0,1.6,1.6,0.0,0.0,1.6,1.6,3.3,18.0,https://www.basketball-reference.com/players/j/josepco01.html
2015-16,24,TOR,NBA,SG,20,0,452,5.5,11.8,.466,0.6,1.9,.333,4.9,9.9,.492,1.9,2.5,.750,0.9,2.4,3.3,3.7,1.4,0.2,1.8,3.7,13.5,https://www.basketball-reference.com/players/j/josepco01.html
2016-17,25,TOR,NBA,PG,10,2,212,5.3,12.1,.437,1.5,3.7,.409,3.7,8.3,.449,1.4,1.4,1.000,0.7,2.9,3.6,5.3,0.7,0.3,2.4,2.9,13.4,https://www.basketball-reference.com/players/j/josepco01.html
2017-18,26,IND,NBA,PG,7,0,143,3.0,8.3,.364,0.8,2.8,.273,2.3,5.5,.409,1.5,1.5,1.000,0.5,3.8,4.3,5.3,2.3,0.5,1.0,2.5,8.3,https://www.basketball-reference.com/players/j/josepco01.html
2018-19,27,IND,NBA,PG,4,0,85,5.1,10.2,.500,1.7,3.8,.444,3.4,6.4,.533,0.8,0.8,1.000,0.4,2.5,3.0,1.7,1.7,0.0,0.0,3.0,12.7,https://www.basketball-reference.com/players/j/josepco01.html
2005-06,23,LAC,NBA,C,11,10,324,5.7,9.6,.593,0.0,0.0,,5.7,9.6,.593,1.8,2.3,.762,2.3,7.4,9.8,1.1,0.6,1.0,3.7,4.2,13.1,https://www.basketball-reference.com/players/k/kamanch01.html
2014-15,32,POR,NBA,C,3,0,37,3.9,7.8,.500,0.0,0.0,,3.9,7.8,.500,1.0,1.0,1.000,4.9,8.8,13.6,2.9,0.0,0.0,2.9,4.9,8.8,https://www.basketball-reference.com/players/k/kamanch01.html
2015-16,33,POR,NBA,C,4,0,32,7.9,20.3,.389,0.0,0.0,,7.9,20.3,.389,0.0,0.0,,2.3,6.8,9.0,1.1,2.3,0.0,6.8,11.3,15.8,https://www.basketball-reference.com/players/k/kamanch01.html
2015-16,22,CHO,NBA,C,7,5,190,2.7,8.7,.304,0.9,3.2,.294,1.7,5.5,.310,3.2,4.0,.810,0.6,5.1,5.7,1.5,1.1,0.9,0.4,2.8,9.5,https://www.basketball-reference.com/players/k/kaminfr01.html
2011-12,19,UTA,NBA,C,4,0,43,5.9,13.4,.438,0.0,0.0,,5.9,13.4,.438,0.0,0.8,.000,6.7,6.7,13.4,0.8,0.0,3.3,3.3,5.9,11.7,https://www.basketball-reference.com/players/k/kanteen01.html
2015-16,23,OKC,NBA,C,18,0,323,7.2,13.2,.551,0.2,1.6,.143,7.0,11.6,.606,4.2,5.0,.844,5.2,7.1,12.4,0.6,0.6,1.2,1.9,4.5,18.9,https://www.basketball-reference.com/players/k/kanteen01.html
2016-17,24,OKC,NBA,C,5,0,45,8.0,20.8,.385,0.0,0.0,,8.0,20.8,.385,3.2,3.2,1.000,2.4,4.8,7.2,0.8,0.0,3.2,1.6,6.4,19.2,https://www.basketball-reference.com/players/k/kanteen01.html
2018-19,26,POR,NBA,C,16,14,461,5.9,11.4,.514,0.1,0.3,.250,5.8,11.1,.521,2.4,3.2,.756,4.1,8.0,12.1,1.5,0.9,0.7,2.0,2.8,14.2,https://www.basketball-reference.com/players/k/kanteen01.html
2019-20,27,BOS,NBA,C,11,0,102,7.8,14.8,.524,0.4,0.4,1.000,7.4,14.5,.512,1.8,3.5,.500,6.7,8.5,15.2,2.5,0.0,0.0,1.4,6.7,17.6,https://www.basketball-reference.com/players/k/kanteen01.html
2005-06,24,MIA,NBA,SF,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.basketball-reference.com/players/k/kaponja01.html
2006-07,25,MIA,NBA,SF,4,1,77,3.7,7.9,.471,0.9,1.9,.500,2.8,6.1,.462,0.9,0.9,1.000,0.0,2.3,2.3,0.9,0.9,0.0,0.5,4.2,9.4,https://www.basketball-reference.com/players/k/kaponja01.html
2007-08,26,TOR,NBA,SF,5,0,152,7.3,12.6,.585,3.1,5.7,.542,4.3,6.9,.621,0.7,0.9,.750,0.5,2.6,3.1,0.9,0.5,0.0,0.5,2.1,18.5,https://www.basketball-reference.com/players/k/kaponja01.html
2007-08,24,LAL,NBA,SG,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,https://www.basketball-reference.com/players/k/karlco01.html
2018-19,22,DET,NBA,SG,4,2,133,6.2,12.7,.489,2.4,4.1,.600,3.8,8.7,.438,1.4,1.6,.833,0.0,4.3,4.3,1.9,0.8,0.3,0.8,1.6,16.2,https://www.basketball-reference.com/players/k/kennalu01.html
