Season,Age,Tm,Lg,Pos,G,MP,PG%_Position Estimate,SG%_Position Estimate,SF%_Position Estimate,PF%_Position Estimate,C%_Position Estimate,OnCourt_+/- Per 100 Poss.,On-Off_+/- Per 100 Poss.,BadPass_Turnovers,LostBall_Turnovers,Shoot_Fouls Committed,Off._Fouls Committed,Shoot_Fouls Drawn,Off._Fouls Drawn,PGA_Misc.,And1_Misc.,Blkd_Misc.,Player_link
2011-12,29,ORL,NBA,PG,5,61,96%,4%,,,,-2.7,+13.4,3,1,4,0,0,0,20,0,0,https://www.basketball-reference.com/players/d/duhonch01.html
2012-13,30,LAL,NBA,PG,2,68,100%,,,,,-17.6,+4.7,2,2,3,0,0,0,14,0,0,https://www.basketball-reference.com/players/d/duhonch01.html
2004-05,24,DET,NBA,SF,14,38,,12%,84%,5%,,-4.4,-10.3,0,0,2,1,0,,0,0,2,https://www.basketball-reference.com/players/d/duprero01.html
2009-10,21,OKC,NBA,SF,6,231,,20%,79%,1%,,-1.2,+6.7,5,10,4,4,22,0,32,2,7,https://www.basketball-reference.com/players/d/duranke01.html
2010-11,22,OKC,NBA,SF,17,722,,,81%,19%,,+2.8,+6.3,11,24,28,5,53,1,110,8,17,https://www.basketball-reference.com/players/d/duranke01.html
2011-12,23,OKC,NBA,SF,20,837,,,58%,42%,,+3.8,-0.3,25,25,23,10,50,2,174,6,12,https://www.basketball-reference.com/players/d/duranke01.html
2012-13,24,OKC,NBA,SF,11,485,,,47%,53%,,+0.8,-0.3,15,20,14,6,42,5,172,10,8,https://www.basketball-reference.com/players/d/duranke01.html
2013-14,25,OKC,NBA,SF,19,815,,,62%,37%,1%,+0.1,+11.1,28,34,20,6,55,2,169,9,9,https://www.basketball-reference.com/players/d/duranke01.html
2015-16,27,OKC,NBA,SF,18,726,,,84%,16%,,+6.2,+6.6,29,31,12,5,56,4,145,10,12,https://www.basketball-reference.com/players/d/duranke01.html
2016-17,28,GSW,NBA,PF,15,533,,,40%,58%,2%,+15.5,+6.0,18,17,21,3,40,0,150,9,14,https://www.basketball-reference.com/players/d/duranke01.html
2017-18,29,GSW,NBA,SF,21,807,,,9%,64%,27%,+12.4,+10.7,26,18,22,3,57,3,235,5,14,https://www.basketball-reference.com/players/d/duranke01.html
2018-19,30,GSW,NBA,SF,12,442,,,46%,54%,,+8.6,+8.9,22,15,15,5,40,8,129,13,7,https://www.basketball-reference.com/players/d/duranke01.html
2011-12,22,LAL,NBA,SG,9,126,,12%,88%,,,-0.1,+5.9,0,1,9,1,4,0,12,0,5,https://www.basketball-reference.com/players/e/ebankde01.html
2019-20,21,BOS,NBA,SG,1,3,,100%,,,,-25.0,-30.2,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/e/edwarca01.html
2013-14,26,DAL,NBA,SG,2,14,,77%,16%,7%,,+15.4,+18.6,2,0,1,0,1,0,4,0,0,https://www.basketball-reference.com/players/e/ellinwa01.html
2017-18,30,MIA,NBA,SG,5,101,71%,29%,,,,-24.0,-24.2,0,1,3,2,2,0,7,1,0,https://www.basketball-reference.com/players/e/ellinwa01.html
2018-19,31,DET,NBA,SG,4,131,,56%,44%,,,-29.2,-14.6,1,0,1,0,0,1,12,0,6,https://www.basketball-reference.com/players/e/ellinwa01.html
2006-07,21,GSW,NBA,SG,11,238,32%,68%,,,,-8.5,-18.5,6,6,9,4,14,3,25,4,6,https://www.basketball-reference.com/players/e/ellismo01.html
2012-13,27,MIL,NBA,SG,4,152,33%,67%,,,,-16.9,-2.1,5,7,3,1,7,2,48,2,2,https://www.basketball-reference.com/players/e/ellismo01.html
2013-14,28,DAL,NBA,SG,7,249,,92%,8%,,,-10.8,-32.1,7,6,6,0,15,4,46,4,5,https://www.basketball-reference.com/players/e/ellismo01.html
2014-15,29,DAL,NBA,SG,5,197,,91%,9%,,,-2.8,+18.1,11,4,9,0,5,0,58,0,3,https://www.basketball-reference.com/players/e/ellismo01.html
2015-16,30,IND,NBA,SG,7,225,,99%,1%,,,+1.9,+0.4,11,5,9,1,3,0,69,1,4,https://www.basketball-reference.com/players/e/ellismo01.html
2016-17,31,IND,NBA,SG,4,76,30%,70%,,,,-5.4,-2.9,1,2,2,1,2,0,10,1,1,https://www.basketball-reference.com/players/e/ellismo01.html
2003-04,27,DEN,NBA,C,4,60,,,,,100%,-3.7,+1.3,2,0,9,1,0,,4,0,1,https://www.basketball-reference.com/players/e/elsonfr01.html
2004-05,28,DEN,NBA,C,1,6,,,,,100%,+10.0,+21.1,0,0,0,0,0,,0,0,0,https://www.basketball-reference.com/players/e/elsonfr01.html
2005-06,29,DEN,NBA,C,5,75,,,,,100%,-38.9,-43.6,0,1,7,0,0,3,5,0,0,https://www.basketball-reference.com/players/e/elsonfr01.html
2006-07,30,SAS,NBA,C,20,230,,,,,100%,-5.4,-12.6,8,3,24,6,10,3,4,2,1,https://www.basketball-reference.com/players/e/elsonfr01.html
2017-18,23,PHI,NBA,C,8,278,,,,,100%,+5.6,+6.3,9,13,17,5,21,0,52,7,12,https://www.basketball-reference.com/players/e/embiijo01.html
2018-19,24,PHI,NBA,C,11,334,,,,,100%,+20.4,+41.3,10,17,17,5,32,1,90,8,6,https://www.basketball-reference.com/players/e/embiijo01.html
2019-20,25,PHI,NBA,C,4,145,,,,,100%,-21.2,-32.9,4,5,11,3,24,1,13,3,2,https://www.basketball-reference.com/players/e/embiijo01.html
2016-17,26,MEM,NBA,SF,6,159,,,96%,4%,,-21.3,-25.0,3,3,6,1,8,0,19,2,1,https://www.basketball-reference.com/players/e/ennisja01.html
2018-19,28,PHI,NBA,SF,11,232,11%,59%,26%,4%,,-1.2,-6.2,4,3,16,3,9,5,28,2,4,https://www.basketball-reference.com/players/e/ennisja01.html
2019-20,29,ORL,NBA,SG,5,119,,,58%,42%,,-17.2,-18.3,3,2,5,1,4,1,15,1,2,https://www.basketball-reference.com/players/e/ennisja01.html
2014-15,20,MIL,NBA,PG,1,16,27%,73%,,,,-26.7,-15.3,0,0,0,0,0,0,7,0,0,https://www.basketball-reference.com/players/e/ennisty01.html
2018-19,21,GSW,NBA,SG,7,18,9%,70%,20%,,,+11.0,+7.6,1,1,1,0,0,0,2,0,0,https://www.basketball-reference.com/players/e/evansja02.html
2011-12,24,UTA,NBA,SF,2,7,,25%,,75%,,+30.8,+50.7,0,0,0,0,1,0,2,0,0,https://www.basketball-reference.com/players/e/evansje01.html
2014-15,25,NOP,NBA,SG,4,125,,76%,24%,,,-21.2,-35.0,2,1,3,3,8,0,46,1,8,https://www.basketball-reference.com/players/e/evansty01.html
2018-19,29,IND,NBA,SG,4,84,,60%,40%,,,-11.8,-10.0,3,2,4,0,8,1,7,2,3,https://www.basketball-reference.com/players/e/evansty01.html
2005-06,22,LAC,NBA,SG,6,5,66%,34%,,,,+44.4,+41.1,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/e/ewingda01.html
2010-11,26,NOH,NBA,SF,2,2,,,100%,,,-100.0,-91.7,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/e/ewingpa02.html
2016-17,21,UTA,NBA,PG,7,84,36%,56%,8%,,,-4.6,0.0,2,0,4,1,2,3,20,0,1,https://www.basketball-reference.com/players/e/exumda01.html
2017-18,22,UTA,NBA,PG,10,114,84%,16%,,,,-8.8,-9.0,6,8,6,0,4,2,22,0,3,https://www.basketball-reference.com/players/e/exumda01.html
2011-12,22,LAL,NBA,SF,3,9,,,100%,,,+33.8,+39.2,0,0,1,1,1,0,2,1,1,https://www.basketball-reference.com/players/e/eyengch01.html
2012-13,23,GSW,NBA,C,12,134,,,,15%,85%,-0.5,-1.1,3,3,8,6,6,1,6,1,1,https://www.basketball-reference.com/players/e/ezelife01.html
2014-15,25,GSW,NBA,C,20,183,,,,,100%,+3.6,-5.8,3,5,10,2,9,0,12,1,11,https://www.basketball-reference.com/players/e/ezelife01.html
2015-16,26,GSW,NBA,C,23,203,,,,,100%,-0.8,-6.6,6,3,18,2,9,1,19,2,10,https://www.basketball-reference.com/players/e/ezelife01.html
2019-20,24,BOS,NBA,C,2,3,,,,,100%,+16.7,+11.7,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/f/fallta01.html
2011-12,22,DEN,NBA,PF,7,192,,,,97%,3%,-2.1,-5.6,3,6,8,4,6,0,8,2,8,https://www.basketball-reference.com/players/f/farieke01.html
2012-13,23,DEN,NBA,PF,5,145,,,,54%,46%,+1.3,+12.0,1,1,6,3,7,0,2,3,1,https://www.basketball-reference.com/players/f/farieke01.html
2018-19,29,HOU,NBA,C,6,56,,,,,100%,+6.9,+3.8,0,0,2,0,2,1,6,0,0,https://www.basketball-reference.com/players/f/farieke01.html
2006-07,20,LAL,NBA,PG,5,114,100%,,,,,-12.4,-2.5,2,1,2,2,3,1,19,1,0,https://www.basketball-reference.com/players/f/farmajo01.html
2007-08,21,LAL,NBA,PG,21,360,100%,,,,,-13.6,-24.5,9,6,14,1,5,2,67,2,9,https://www.basketball-reference.com/players/f/farmajo01.html
2008-09,22,LAL,NBA,PG,20,260,100%,,,,,+5.7,-2.8,11,4,4,1,5,1,77,3,2,https://www.basketball-reference.com/players/f/farmajo01.html
2009-10,23,LAL,NBA,PG,23,301,100%,,,,,+1.2,-3.9,7,7,9,4,5,5,73,1,3,https://www.basketball-reference.com/players/f/farmajo01.html
2015-16,29,MEM,NBA,PG,4,113,100%,,,,,-18.8,+13.6,8,1,1,0,1,1,36,0,0,https://www.basketball-reference.com/players/f/farmajo01.html
2011-12,20,UTA,NBA,PF,4,116,,,,93%,7%,-2.8,+39.0,2,1,6,0,12,0,4,0,4,https://www.basketball-reference.com/players/f/favorde01.html
2016-17,25,UTA,NBA,PF,11,225,,,,,100%,-5.0,-0.8,2,0,9,2,9,0,24,3,5,https://www.basketball-reference.com/players/f/favorde01.html
2017-18,26,UTA,NBA,C,11,286,,,,57%,43%,+8.0,+21.0,5,4,10,1,17,0,30,3,3,https://www.basketball-reference.com/players/f/favorde01.html
2018-19,27,UTA,NBA,C,5,103,,,,21%,79%,+2.9,+20.9,1,3,7,1,8,1,10,1,6,https://www.basketball-reference.com/players/f/favorde01.html
2016-17,24,CHI,NBA,C,6,82,,,,,100%,-7.8,-0.2,1,2,7,2,0,0,5,0,0,https://www.basketball-reference.com/players/f/feliccr01.html
2009-10,25,CHA,NBA,PG,4,130,92%,8%,,,,-20.2,-30.2,6,0,4,0,3,1,46,1,4,https://www.basketball-reference.com/players/f/feltora01.html
2010-11,26,DEN,NBA,SG,5,152,48%,52%,,,,-10.1,-12.4,8,0,3,2,8,0,50,1,1,https://www.basketball-reference.com/players/f/feltora01.html
2012-13,28,NYK,NBA,PG,12,454,100%,,,,,+2.8,-2.2,15,5,12,0,11,5,138,4,11,https://www.basketball-reference.com/players/f/feltora01.html
2014-15,30,DAL,NBA,PG,3,36,48%,52%,,,,-21.4,-18.1,0,0,0,0,2,0,10,1,0,https://www.basketball-reference.com/players/f/feltora01.html
2015-16,31,DAL,NBA,PG,5,172,72%,28%,,,,-15.9,+14.0,8,3,6,1,3,0,51,1,7,https://www.basketball-reference.com/players/f/feltora01.html
2016-17,32,LAC,NBA,PG,7,127,59%,41%,,,,-2.1,-0.4,2,1,7,0,1,0,23,0,1,https://www.basketball-reference.com/players/f/feltora01.html
2017-18,33,OKC,NBA,PG,6,79,100%,,,,,-2.7,+3.1,3,1,3,0,1,0,20,0,2,https://www.basketball-reference.com/players/f/feltora01.html
2018-19,34,OKC,NBA,PG,5,57,25%,75%,,,,+9.9,+21.4,1,0,0,1,0,1,7,0,0,https://www.basketball-reference.com/players/f/feltora01.html
2017-18,19,OKC,NBA,SG,3,6,,51%,49%,,,+66.4,+73.1,0,0,2,0,0,0,2,0,0,https://www.basketball-reference.com/players/f/fergute01.html
2018-19,20,OKC,NBA,SG,5,128,,64%,36%,,,-15.1,-18.1,2,1,8,2,0,0,17,0,0,https://www.basketball-reference.com/players/f/fergute01.html
2019-20,21,OKC,NBA,SF,4,42,,29%,71%,,,-21.9,-16.5,1,0,1,0,0,1,2,0,0,https://www.basketball-reference.com/players/f/fergute01.html
2008-09,23,POR,NBA,SG,6,162,16%,84%,,,,-6.0,+0.4,6,1,2,1,2,1,15,1,2,https://www.basketball-reference.com/players/f/fernaru01.html
2009-10,24,POR,NBA,SG,6,119,2%,98%,,,,-16.0,-6.6,3,1,4,1,3,2,18,0,0,https://www.basketball-reference.com/players/f/fernaru01.html
2010-11,25,POR,NBA,SG,6,81,84%,16%,,,,-1.6,+7.0,1,0,5,1,2,0,12,1,0,https://www.basketball-reference.com/players/f/fernaru01.html
2009-10,23,UTA,NBA,C,10,181,,,,,100%,+5.1,+10.8,4,5,17,3,9,1,31,1,7,https://www.basketball-reference.com/players/f/fesenky01.html
2010-11,22,NYK,NBA,SG,4,71,,77%,23%,,,-16.9,-11.9,1,3,0,0,3,0,12,0,0,https://www.basketball-reference.com/players/f/fieldla01.html
2011-12,23,NYK,NBA,SG,5,115,,52%,48%,,,-17.8,-2.7,6,1,3,1,4,0,15,1,1,https://www.basketball-reference.com/players/f/fieldla01.html
2013-14,25,TOR,NBA,SF,3,26,,,100%,1%,,+19.3,+23.3,0,1,0,0,0,0,2,0,0,https://www.basketball-reference.com/players/f/fieldla01.html
2019-20,26,DAL,NBA,PF,6,191,,,24%,75%,1%,-8.6,+2.4,4,0,8,4,3,0,48,1,3,https://www.basketball-reference.com/players/f/finnedo01.html
2016-17,23,SAS,NBA,SG,6,73,18%,82%,,,,+6.7,+6.7,0,2,2,0,3,0,7,0,0,https://www.basketball-reference.com/players/f/forbebr01.html
2017-18,24,SAS,NBA,SG,4,54,11%,58%,31%,,,-15.9,-8.7,0,0,1,0,2,0,4,0,1,https://www.basketball-reference.com/players/f/forbebr01.html
2018-19,25,SAS,NBA,SG,7,212,1%,99%,,,,-3.8,-5.2,0,0,4,2,4,0,14,0,3,https://www.basketball-reference.com/players/f/forbebr01.html
2010-11,25,DEN,NBA,SF,1,2,,,100%,,,+33.3,+39.1,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/f/forbega01.html
2005-06,22,MIL,NBA,PG,5,162,100%,,,,,-1.6,+29.2,13,1,9,1,6,0,71,2,1,https://www.basketball-reference.com/players/f/fordtj01.html
2006-07,23,TOR,NBA,PG,6,136,100%,,,,,-11.5,-10.8,5,6,2,2,9,1,53,3,2,https://www.basketball-reference.com/players/f/fordtj01.html
2007-08,24,TOR,NBA,PG,5,124,100%,,,,,-10.6,-10.9,7,2,4,1,7,1,75,2,3,https://www.basketball-reference.com/players/f/fordtj01.html
2010-11,27,IND,NBA,PG,2,14,100%,,,,,+23.7,+33.8,2,0,0,0,0,0,4,0,0,https://www.basketball-reference.com/players/f/fordtj01.html
2012-13,20,DEN,NBA,SG,4,53,,7%,93%,1%,,-7.2,-2.9,1,3,1,0,3,1,9,0,2,https://www.basketball-reference.com/players/f/fournev01.html
2018-19,26,ORL,NBA,SG,5,175,,100%,,,,-27.5,-43.9,5,2,4,2,3,2,26,0,4,https://www.basketball-reference.com/players/f/fournev01.html
2019-20,27,ORL,NBA,SF,5,171,,44%,52%,4%,,-13.8,-19.8,5,2,5,0,6,3,33,1,1,https://www.basketball-reference.com/players/f/fournev01.html
2011-12,28,LAC,NBA,SG,11,291,,82%,18%,,,-15.2,-22.6,5,4,11,1,5,0,36,0,3,https://www.basketball-reference.com/players/f/foyera01.html
2015-16,32,OKC,NBA,SG,16,190,59%,41%,,,,-1.9,-9.0,3,6,8,2,1,2,30,0,1,https://www.basketball-reference.com/players/f/foyera01.html
2013-14,22,MEM,NBA,SG,2,4,,100%,,,,+73.8,+80.0,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/f/frankja01.html
2018-19,22,ORL,NBA,SG,3,15,,60%,40%,,,+45.5,+65.1,0,0,0,0,1,0,0,0,0,https://www.basketball-reference.com/players/f/frazime01.html
2019-20,25,HOU,NBA,SG,4,12,,18%,13%,70%,,+34.3,+33.5,0,1,0,0,0,0,6,0,2,https://www.basketball-reference.com/players/f/frazimi01.html
2014-15,24,POR,NBA,PG,2,3,100%,,,,,+40.0,+50.8,0,1,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/f/fraziti01.html
2017-18,27,WAS,NBA,PG,2,6,100%,,,,,-32.7,-30.5,0,0,1,0,0,0,6,0,0,https://www.basketball-reference.com/players/f/fraziti01.html
2018-19,28,MIL,NBA,PG,11,40,100%,,,,,-13.5,-24.2,1,1,2,0,0,1,23,0,2,https://www.basketball-reference.com/players/f/fraziti01.html
2013-14,26,POR,NBA,C,9,24,,,,41%,59%,-14.3,-7.8,2,1,3,1,0,0,3,0,0,https://www.basketball-reference.com/players/f/freeljo01.html
2014-15,27,POR,NBA,C,2,7,,,,52%,48%,-3.6,+6.5,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/f/freeljo01.html
2008-09,25,POR,NBA,PF,4,36,,,,84%,16%,-23.3,-19.5,0,0,3,0,2,0,2,1,1,https://www.basketball-reference.com/players/f/fryech01.html
2009-10,26,PHO,NBA,C,16,435,,,,,100%,+8.9,+7.0,2,4,29,0,7,1,41,1,3,https://www.basketball-reference.com/players/f/fryech01.html
2015-16,32,CLE,NBA,C,17,237,,,,4%,96%,+17.5,+9.9,4,0,14,1,3,1,13,0,2,https://www.basketball-reference.com/players/f/fryech01.html
2016-17,33,CLE,NBA,C,12,154,,,,,100%,-4.3,-15.6,1,1,4,0,3,0,31,0,2,https://www.basketball-reference.com/players/f/fryech01.html
2017-18,19,PHI,NBA,SG,3,23,32%,69%,,,,+11.3,+8.8,0,0,2,1,2,0,12,0,0,https://www.basketball-reference.com/players/f/fultzma01.html
2019-20,21,ORL,NBA,PG,5,147,76%,24%,,,,-17.5,-24.4,5,5,10,2,4,1,67,1,4,https://www.basketball-reference.com/players/f/fultzma01.html
2019-20,22,POR,NBA,PF,4,53,,,41%,23%,36%,+1.9,+17.2,2,1,7,2,1,1,12,0,0,https://www.basketball-reference.com/players/g/gabriwe01.html
2009-10,23,UTA,NBA,PG,5,7,100%,,,,,+36.4,+38.5,0,0,0,0,1,0,0,0,0,https://www.basketball-reference.com/players/g/gainesu01.html
2010-11,22,DEN,NBA,SF,5,148,,,90%,10%,,-1.0,+11.5,0,5,7,2,8,0,21,0,7,https://www.basketball-reference.com/players/g/gallida01.html
2011-12,23,DEN,NBA,SF,7,222,,,95%,5%,,-5.5,-17.0,3,3,5,3,11,2,39,0,10,https://www.basketball-reference.com/players/g/gallida01.html
2018-19,30,LAC,NBA,SF,6,201,,,2%,95%,3%,-10.5,-4.7,3,3,7,1,14,0,41,4,7,https://www.basketball-reference.com/players/g/gallida01.html
2019-20,31,OKC,NBA,PF,7,212,,,,94%,7%,-12.1,-12.5,7,3,4,5,10,1,14,0,1,https://www.basketball-reference.com/players/g/gallida01.html
2018-19,27,DET,NBA,SG,4,110,,98%,2%,,,-20.6,+9.1,2,0,4,0,0,1,10,0,0,https://www.basketball-reference.com/players/g/gallola01.html
2005-06,24,SAC,NBA,SF,6,41,,,67%,34%,,-43.0,-38.6,0,0,4,0,0,0,2,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2012-13,31,HOU,NBA,SF,6,164,,15%,81%,4%,,+1.6,+16.3,1,1,5,1,1,4,22,0,2,https://www.basketball-reference.com/players/g/garcifr01.html
2013-14,32,HOU,NBA,SF,2,22,,16%,84%,,,-8.7,-9.4,0,0,3,0,1,0,0,0,0,https://www.basketball-reference.com/players/g/garcifr01.html
2008-09,23,ATL,NBA,SG,3,19,,47%,53%,,,+36.5,+47.5,0,0,1,0,1,0,5,1,0,https://www.basketball-reference.com/players/g/gardnth01.html
2010-11,26,MEM,NBA,C,13,519,,,,1%,99%,+2.6,+15.5,6,13,17,3,31,3,70,6,9,https://www.basketball-reference.com/players/g/gasolma01.html
2011-12,27,MEM,NBA,C,7,261,,,,1%,99%,+4.4,+17.7,4,7,11,2,15,3,47,3,4,https://www.basketball-reference.com/players/g/gasolma01.html
2012-13,28,MEM,NBA,C,15,609,,,,,100%,+5.1,+23.0,8,6,24,3,27,2,109,8,11,https://www.basketball-reference.com/players/g/gasolma01.html
2013-14,29,MEM,NBA,C,7,299,,,,,100%,-6.4,-6.4,2,5,13,4,14,2,65,3,8,https://www.basketball-reference.com/players/g/gasolma01.html
2014-15,30,MEM,NBA,C,11,416,,,,,100%,-1.8,-7.5,4,5,16,4,32,4,111,2,10,https://www.basketball-reference.com/players/g/gasolma01.html
2016-17,32,MEM,NBA,C,6,240,,,,,100%,-7.6,+11.2,7,5,12,2,16,1,62,4,2,https://www.basketball-reference.com/players/g/gasolma01.html
2018-19,34,TOR,NBA,C,24,735,,,,,100%,+4.8,-2.2,9,6,44,5,15,7,177,0,5,https://www.basketball-reference.com/players/g/gasolma01.html
2019-20,35,TOR,NBA,C,11,228,,,,6%,94%,-2.0,-11.9,3,1,13,7,8,2,77,5,0,https://www.basketball-reference.com/players/g/gasolma01.html
2011-12,25,MEM,NBA,SF,7,279,,,99%,1%,,+5.3,+27.0,11,6,9,2,15,1,23,3,8,https://www.basketball-reference.com/players/g/gayru01.html
2017-18,31,SAS,NBA,PF,5,160,,,33%,66%,,-4.1,+14.3,2,4,5,0,5,0,27,1,2,https://www.basketball-reference.com/players/g/gayru01.html
2018-19,32,SAS,NBA,PF,7,179,,,20%,80%,,-7.6,-12.5,4,4,3,1,9,0,26,3,3,https://www.basketball-reference.com/players/g/gayru01.html
2014-15,27,POR,NBA,SF,1,3,,,100%,,,+46.4,+57.2,0,0,0,0,0,0,3,0,0,https://www.basketball-reference.com/players/g/geeal01.html
2010-11,20,IND,NBA,SG,5,133,,95%,5%,,,-9.6,-2.8,0,2,4,3,4,0,11,0,5,https://www.basketball-reference.com/players/g/georgpa01.html
2011-12,21,IND,NBA,SG,11,371,,78%,20%,2%,,+8.5,+22.3,12,5,18,2,10,0,61,4,10,https://www.basketball-reference.com/players/g/georgpa01.html
2012-13,22,IND,NBA,SF,19,780,,2%,98%,,,+3.0,+17.0,41,20,28,9,48,4,214,10,19,https://www.basketball-reference.com/players/g/georgpa01.html
2013-14,23,IND,NBA,SF,19,781,,,98%,2%,,+2.3,+21.0,29,12,16,6,45,6,158,8,16,https://www.basketball-reference.com/players/g/georgpa01.html
2015-16,25,IND,NBA,SF,7,275,,,33%,67%,,+9.6,+42.2,14,4,9,4,21,2,70,1,10,https://www.basketball-reference.com/players/g/georgpa01.html
2016-17,26,IND,NBA,SF,4,172,,,80%,20%,,-9.1,-49.9,7,3,4,2,11,2,69,1,6,https://www.basketball-reference.com/players/g/georgpa01.html
2017-18,27,OKC,NBA,SF,6,251,,8%,92%,,,-5.2,-1.5,12,7,3,3,16,0,40,5,5,https://www.basketball-reference.com/players/g/georgpa01.html
2018-19,28,OKC,NBA,SF,5,204,,,89%,11%,,-0.4,+41.9,8,7,7,2,16,8,45,2,8,https://www.basketball-reference.com/players/g/georgpa01.html
2019-20,29,LAC,NBA,SG,13,479,,1%,86%,13%,,+3.3,-2.7,20,9,13,10,26,14,123,7,9,https://www.basketball-reference.com/players/g/georgpa01.html
2017-18,23,MIN,NBA,SG,2,3,,,73%,27%,,-33.3,-24.0,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/g/georgma01.html
2006-07,20,CLE,NBA,PG,20,402,100%,,,,,+9.2,+10.7,2,3,15,2,13,2,49,4,2,https://www.basketball-reference.com/players/g/gibsoda01.html
2007-08,21,CLE,NBA,PG,11,284,100%,,,,,+8.0,+9.6,11,2,10,1,3,5,58,0,7,https://www.basketball-reference.com/players/g/gibsoda01.html
2008-09,22,CLE,NBA,PG,14,172,55%,45%,,,,+11.8,+1.8,1,3,9,2,3,2,15,0,1,https://www.basketball-reference.com/players/g/gibsoda01.html
2009-10,23,CLE,NBA,PG,5,23,89%,11%,,,,-43.9,-47.5,1,1,2,0,0,0,3,0,0,https://www.basketball-reference.com/players/g/gibsoda01.html
2009-10,24,CHI,NBA,PF,5,145,,,2%,96%,2%,-4.7,+15.1,0,1,10,1,5,0,7,1,4,https://www.basketball-reference.com/players/g/gibsota01.html
2010-11,25,CHI,NBA,PF,16,284,,,,100%,,+6.7,+3.4,4,4,22,3,8,0,20,3,2,https://www.basketball-reference.com/players/g/gibsota01.html
2011-12,26,CHI,NBA,PF,6,137,,,,96%,4%,-0.8,+2.4,0,2,12,1,12,0,9,2,5,https://www.basketball-reference.com/players/g/gibsota01.html
2012-13,27,CHI,NBA,PF,12,206,,,,99%,1%,-4.6,+3.8,1,4,23,3,11,1,8,2,10,https://www.basketball-reference.com/players/g/gibsota01.html
2013-14,28,CHI,NBA,PF,5,154,,,,100%,,+3.3,+22.8,0,6,7,1,17,1,6,4,5,https://www.basketball-reference.com/players/g/gibsota01.html
2014-15,29,CHI,NBA,PF,12,276,,,12%,84%,4%,-9.1,-22.8,3,2,10,4,9,1,29,2,10,https://www.basketball-reference.com/players/g/gibsota01.html
2016-17,31,OKC,NBA,PF,5,118,,,,79%,21%,+10.7,+37.7,1,4,10,1,4,0,8,0,3,https://www.basketball-reference.com/players/g/gibsota01.html
2017-18,32,MIN,NBA,PF,5,123,,,,100%,,-16.4,-13.4,1,1,6,1,2,1,5,1,1,https://www.basketball-reference.com/players/g/gibsota01.html
2018-19,20,LAC,NBA,PG,6,173,22%,78%,,,,-13.7,-11.5,1,3,10,0,7,1,48,0,6,https://www.basketball-reference.com/players/g/gilgesh01.html
2019-20,21,OKC,NBA,SG,7,279,1%,60%,39%,,,-6.3,+6.2,8,1,9,4,10,1,75,1,4,https://www.basketball-reference.com/players/g/gilgesh01.html
2016-17,24,UTA,NBA,C,9,246,,,,,100%,-10.4,-11.0,2,5,12,2,21,1,28,5,4,https://www.basketball-reference.com/players/g/goberru01.html
2017-18,25,UTA,NBA,C,11,383,,,,,100%,-3.6,-6.8,6,6,14,6,20,0,29,1,12,https://www.basketball-reference.com/players/g/goberru01.html
2018-19,26,UTA,NBA,C,5,152,,,,,100%,-15.4,-17.1,4,2,11,3,10,0,17,1,4,https://www.basketball-reference.com/players/g/goberru01.html
2019-20,27,UTA,NBA,C,7,270,,,,,100%,+5.6,+8.6,4,1,12,3,17,2,19,6,8,https://www.basketball-reference.com/players/g/goberru01.html
2018-19,23,ORL,NBA,PF,5,164,,,47%,53%,,-23.1,-25.1,2,5,5,4,8,1,44,3,2,https://www.basketball-reference.com/players/g/gordoaa01.html
2004-05,21,CHI,NBA,SG,6,153,,67%,33%,,,+1.8,+7.4,7,4,9,0,7,,35,1,3,https://www.basketball-reference.com/players/g/gordobe01.html
2005-06,22,CHI,NBA,SG,6,245,,81%,19%,,,-2.0,+4.0,8,5,3,2,13,3,45,3,5,https://www.basketball-reference.com/players/g/gordobe01.html
2006-07,23,CHI,NBA,SG,10,395,6%,89%,5%,,,+8.3,+40.7,15,8,13,4,19,4,88,2,9,https://www.basketball-reference.com/players/g/gordobe01.html
2008-09,25,CHI,NBA,SG,7,304,14%,86%,,,,-5.1,+0.1,4,3,6,1,22,4,48,3,7,https://www.basketball-reference.com/players/g/gordobe01.html
2014-15,26,NOP,NBA,SG,4,143,57%,40%,4%,,,-16.7,-32.6,6,4,3,0,4,0,33,2,3,https://www.basketball-reference.com/players/g/gordoer01.html
2016-17,28,HOU,NBA,SG,11,358,,13%,87%,1%,,+6.4,+14.6,8,3,11,1,5,0,51,2,10,https://www.basketball-reference.com/players/g/gordoer01.html
2017-18,29,HOU,NBA,SG,17,549,46%,54%,,,,-1.0,-8.7,10,7,18,4,27,1,69,4,15,https://www.basketball-reference.com/players/g/gordoer01.html
