Season,Age,Tm,Lg,Pos,G,MP,PG%_Position Estimate,SG%_Position Estimate,SF%_Position Estimate,PF%_Position Estimate,C%_Position Estimate,OnCourt_+/- Per 100 Poss.,On-Off_+/- Per 100 Poss.,BadPass_Turnovers,LostBall_Turnovers,Shoot_Fouls Committed,Off._Fouls Committed,Shoot_Fouls Drawn,Off._Fouls Drawn,PGA_Misc.,And1_Misc.,Blkd_Misc.,Player_link
2014-15,29,GSW,NBA,SG,3,7,,,77%,23%,,+5.5,-2.8,0,0,1,0,0,0,0,0,1,https://www.basketball-reference.com/players/r/rushbr01.html
2015-16,30,GSW,NBA,SG,14,110,5%,50%,45%,,,+4.4,-0.3,2,0,7,0,1,1,7,0,0,https://www.basketball-reference.com/players/r/rushbr01.html
2018-19,22,BRK,NBA,PG,5,148,99%,1%,,,,-27.1,-43.0,9,3,5,1,7,0,43,3,3,https://www.basketball-reference.com/players/r/russeda01.html
2016-17,20,OKC,NBA,PF,2,6,,,,,100%,-26.3,-17.7,0,0,3,0,2,0,0,0,0,https://www.basketball-reference.com/players/s/sabondo01.html
2017-18,21,IND,NBA,C,7,166,,,,18%,82%,+5.4,-1.9,2,4,11,1,6,1,12,3,1,https://www.basketball-reference.com/players/s/sabondo01.html
2018-19,22,IND,NBA,C,4,96,,,,33%,68%,-16.8,-20.4,4,0,2,1,6,0,39,0,1,https://www.basketball-reference.com/players/s/sabondo01.html
2012-13,23,LAL,NBA,C,2,4,,,,,100%,+52.8,+75.0,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/sacrero01.html
2019-20,26,IND,NBA,PF,4,50,,,16%,84%,,-6.2,+6.6,0,0,3,1,0,0,10,0,0,https://www.basketball-reference.com/players/s/sampsja02.html
2012-13,24,MIL,NBA,C,4,113,,,,,100%,-20.4,-9.3,6,3,12,1,6,0,12,3,0,https://www.basketball-reference.com/players/s/sandela01.html
2017-18,23,PHI,NBA,PF,10,329,,,,98%,2%,-4.0,-20.9,4,6,15,2,18,0,81,3,20,https://www.basketball-reference.com/players/s/saricda01.html
2016-17,25,WAS,NBA,SG,10,36,,54%,37%,9%,,-5.6,-5.3,1,0,2,1,3,0,14,1,0,https://www.basketball-reference.com/players/s/satorto01.html
2017-18,26,WAS,NBA,SG,6,60,,58%,43%,,,-8.3,-7.0,3,0,2,0,2,0,6,0,1,https://www.basketball-reference.com/players/s/satorto01.html
2005-06,23,CHI,NBA,C,3,17,,,,,100%,+25.0,+29.3,0,0,1,1,2,2,0,0,0,https://www.basketball-reference.com/players/s/schenlu01.html
2013-14,20,ATL,NBA,PG,2,7,100%,,,,,+69.2,+73.1,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/schrode01.html
2014-15,21,ATL,NBA,PG,16,290,100%,,,,,-12.8,-20.9,17,7,8,2,14,0,140,2,15,https://www.basketball-reference.com/players/s/schrode01.html
2015-16,22,ATL,NBA,PG,10,191,100%,,,,,+0.5,+3.3,11,5,7,2,4,3,86,1,12,https://www.basketball-reference.com/players/s/schrode01.html
2016-17,23,ATL,NBA,PG,6,211,100%,,,,,-4.8,-14.1,5,3,6,1,9,2,100,2,11,https://www.basketball-reference.com/players/s/schrode01.html
2018-19,25,OKC,NBA,PG,5,151,100%,,,,,-8.6,-5.2,4,2,3,0,8,4,42,0,2,https://www.basketball-reference.com/players/s/schrode01.html
2019-20,26,OKC,NBA,SG,7,227,100%,,,,,+3.1,+31.3,12,1,4,3,12,5,61,3,9,https://www.basketball-reference.com/players/s/schrode01.html
2007-08,27,HOU,NBA,PF,6,220,,,,72%,28%,-6.6,-13.2,1,6,7,3,17,2,19,3,8,https://www.basketball-reference.com/players/s/scolalu01.html
2008-09,28,HOU,NBA,PF,13,424,,,,97%,3%,-0.8,+3.0,9,9,13,3,21,6,57,5,17,https://www.basketball-reference.com/players/s/scolalu01.html
2013-14,33,IND,NBA,PF,18,243,,,,100%,,-13.9,-17.9,3,3,6,1,6,1,22,1,2,https://www.basketball-reference.com/players/s/scolalu01.html
2015-16,35,TOR,NBA,PF,11,140,,,3%,90%,6%,-18.7,-15.5,1,3,4,1,5,0,17,0,3,https://www.basketball-reference.com/players/s/scolalu01.html
2012-13,24,ATL,NBA,PF,4,20,,,3%,29%,68%,+2.6,+9.0,0,0,0,0,1,0,3,0,1,https://www.basketball-reference.com/players/s/scottmi01.html
2013-14,25,ATL,NBA,PF,7,146,,,,100%,,-0.4,+3.6,0,1,4,0,5,0,7,2,7,https://www.basketball-reference.com/players/s/scottmi01.html
2014-15,26,ATL,NBA,PF,11,172,,,6%,94%,,-16.3,-21.2,3,1,7,2,3,0,11,2,3,https://www.basketball-reference.com/players/s/scottmi01.html
2015-16,27,ATL,NBA,PF,10,161,,,4%,96%,,+2.7,+6.4,4,0,8,2,5,0,13,2,1,https://www.basketball-reference.com/players/s/scottmi01.html
2017-18,29,WAS,NBA,PF,6,126,,,,81%,19%,+10.1,+23.4,3,1,6,1,1,0,10,0,4,https://www.basketball-reference.com/players/s/scottmi01.html
2018-19,30,PHI,NBA,PF,10,193,,,57%,43%,1%,+0.1,-3.7,4,1,10,1,1,0,12,0,0,https://www.basketball-reference.com/players/s/scottmi01.html
2019-20,31,PHI,NBA,PF,4,20,,,28%,72%,,+0.3,+14.6,0,0,1,0,1,0,3,0,0,https://www.basketball-reference.com/players/s/scottmi01.html
2006-07,22,CHI,NBA,SG,9,99,,50%,50%,,,+3.9,+4.0,1,4,5,1,3,0,15,0,0,https://www.basketball-reference.com/players/s/sefolth01.html
2009-10,25,OKC,NBA,SG,6,127,,94%,6%,,,-10.3,-14.3,0,2,3,0,5,1,17,2,4,https://www.basketball-reference.com/players/s/sefolth01.html
2010-11,26,OKC,NBA,SG,17,344,,86%,12%,2%,,-6.0,-13.2,7,5,13,1,5,0,25,1,1,https://www.basketball-reference.com/players/s/sefolth01.html
2011-12,27,OKC,NBA,SG,20,446,,65%,30%,5%,,-0.6,-8.2,5,4,21,0,2,1,56,0,5,https://www.basketball-reference.com/players/s/sefolth01.html
2012-13,28,OKC,NBA,SG,11,300,,54%,44%,3%,,-5.1,-13.6,3,1,12,1,4,1,56,0,2,https://www.basketball-reference.com/players/s/sefolth01.html
2013-14,29,OKC,NBA,SG,15,236,,90%,10%,,,-2.7,-2.0,4,1,2,1,2,0,20,0,2,https://www.basketball-reference.com/players/s/sefolth01.html
2015-16,31,ATL,NBA,SF,10,203,,,100%,,,-2.9,-2.3,3,4,4,1,5,0,44,0,1,https://www.basketball-reference.com/players/s/sefolth01.html
2016-17,32,ATL,NBA,SF,4,9,,48%,52%,,,-29.9,-30.1,0,0,1,0,0,0,0,0,1,https://www.basketball-reference.com/players/s/sefolth01.html
2018-19,34,UTA,NBA,SF,4,42,,10%,51%,39%,,-12.7,-4.2,0,1,1,0,0,1,6,0,1,https://www.basketball-reference.com/players/s/sefolth01.html
2011-12,20,MEM,NBA,PG,1,0,100%,,,,,,,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/selbyjo01.html
2016-17,22,MEM,NBA,SG,6,106,,51%,49%,,,+3.2,+20.3,2,0,7,0,2,0,18,0,4,https://www.basketball-reference.com/players/s/seldewa01.html
2013-14,24,WAS,NBA,C,4,6,,,,,100%,-75.0,-76.8,0,1,1,0,0,0,0,0,1,https://www.basketball-reference.com/players/s/serapke01.html
2014-15,25,WAS,NBA,C,6,72,,,,7%,93%,+6.9,+3.2,0,4,4,0,1,1,5,0,1,https://www.basketball-reference.com/players/s/serapke01.html
2016-17,27,IND,NBA,PF,4,59,,,,,100%,-17.4,-19.9,0,2,6,2,3,0,11,1,3,https://www.basketball-reference.com/players/s/serapke01.html
2011-12,25,LAL,NBA,PG,12,380,68%,32%,,,,-4.5,+0.3,13,6,10,1,16,4,98,3,12,https://www.basketball-reference.com/players/s/sessira01.html
2014-15,28,WAS,NBA,PG,10,218,100%,,,,,+8.0,+6.8,6,3,7,0,8,4,58,1,3,https://www.basketball-reference.com/players/s/sessira01.html
2018-19,21,LAC,NBA,SG,6,174,,10%,90%,,,+1.4,+25.9,2,3,8,1,2,3,25,0,5,https://www.basketball-reference.com/players/s/shamela01.html
2019-20,22,LAC,NBA,SG,13,243,49%,44%,7%,,,-1.8,-9.5,9,1,9,2,3,2,44,1,2,https://www.basketball-reference.com/players/s/shamela01.html
2011-12,21,NYK,NBA,PG,1,19,41%,59%,,,,-74.0,-62.9,0,1,1,0,0,0,0,0,1,https://www.basketball-reference.com/players/s/shumpim01.html
2012-13,22,NYK,NBA,SG,12,337,1%,47%,50%,2%,,+8.1,+11.5,6,2,7,3,5,8,37,0,3,https://www.basketball-reference.com/players/s/shumpim01.html
2014-15,24,CLE,NBA,SG,20,695,11%,82%,7%,,,+5.7,+5.8,6,2,17,3,9,7,58,0,9,https://www.basketball-reference.com/players/s/shumpim01.html
2015-16,25,CLE,NBA,SG,21,367,4%,85%,11%,,,+4.2,-8.9,7,2,13,3,4,9,41,1,3,https://www.basketball-reference.com/players/s/shumpim01.html
2016-17,26,CLE,NBA,SG,17,275,2%,92%,6%,,,+7.8,-1.1,4,1,14,0,2,5,41,1,4,https://www.basketball-reference.com/players/s/shumpim01.html
2018-19,28,HOU,NBA,SG,8,109,,15%,47%,38%,,+4.5,+1.3,2,0,2,1,2,1,5,0,1,https://www.basketball-reference.com/players/s/shumpim01.html
2016-17,22,TOR,NBA,PF,2,10,,,,100%,,+55.0,+62.4,0,0,1,0,0,0,3,0,0,https://www.basketball-reference.com/players/s/siakapa01.html
2017-18,23,TOR,NBA,PF,10,179,,,1%,95%,5%,-3.6,+1.1,2,0,8,4,11,1,22,4,4,https://www.basketball-reference.com/players/s/siakapa01.html
2018-19,24,TOR,NBA,PF,24,891,,,4%,95%,,+5.3,-1.3,14,10,31,4,36,1,167,7,28,https://www.basketball-reference.com/players/s/siakapa01.html
2019-20,25,TOR,NBA,PF,11,418,,,2%,88%,11%,+3.7,-5.1,8,6,14,6,23,1,109,7,10,https://www.basketball-reference.com/players/s/siakapa01.html
2011-12,24,PHI,NBA,SG,2,4,,47%,53%,,,+83.3,+84.7,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/silasxa01.html
2005-06,22,MIA,NBA,PF,2,7,,,,100%,,+8.3,+3.9,0,1,1,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/simiewa01.html
2017-18,21,PHI,NBA,PG,10,369,84%,17%,,,,-3.8,-28.2,23,6,16,8,18,1,189,2,8,https://www.basketball-reference.com/players/s/simmobe01.html
2018-19,22,PHI,NBA,PG,12,421,98%,2%,,,,+3.9,+5.1,15,11,21,1,15,6,170,6,6,https://www.basketball-reference.com/players/s/simmobe01.html
2015-16,26,SAS,NBA,SG,3,26,32%,62%,6%,,,-12.5,-23.5,0,1,1,0,1,1,6,0,4,https://www.basketball-reference.com/players/s/simmojo02.html
2016-17,27,SAS,NBA,SG,15,306,6%,83%,11%,,,-3.3,-6.7,5,5,10,1,16,4,63,7,8,https://www.basketball-reference.com/players/s/simmojo02.html
2018-19,29,PHI,NBA,SF,7,52,,43%,58%,,,-44.1,-51.7,2,3,2,0,2,0,6,0,3,https://www.basketball-reference.com/players/s/simmojo02.html
2018-19,19,POR,NBA,SG,5,12,31%,70%,,,,-40.3,-39.3,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/simonan01.html
2019-20,20,POR,NBA,SG,4,82,58%,43%,,,,+0.8,+19.1,2,1,3,0,4,0,25,2,2,https://www.basketball-reference.com/players/s/simonan01.html
2015-16,27,OKC,NBA,SF,6,51,,12%,49%,38%,1%,-7.3,-13.3,0,0,3,0,1,0,0,0,0,https://www.basketball-reference.com/players/s/singlky01.html
2016-17,28,OKC,NBA,SF,1,10,,,,67%,34%,-31.3,-23.4,0,0,1,0,0,0,0,0,1,https://www.basketball-reference.com/players/s/singlky01.html
2005-06,24,LAC,NBA,SF,7,12,,,34%,45%,21%,-31.0,-35.4,0,0,3,0,0,0,6,0,0,https://www.basketball-reference.com/players/s/singlja01.html
2008-09,27,DAL,NBA,PF,9,42,,,21%,79%,,-46.4,-49.6,1,0,6,0,1,0,0,0,0,https://www.basketball-reference.com/players/s/singlja01.html
2013-14,26,IND,NBA,SG,4,15,71%,30%,,,,+5.6,+6.4,1,0,0,0,1,0,7,0,0,https://www.basketball-reference.com/players/s/sloando01.html
2014-15,20,BOS,NBA,PG,4,90,42%,56%,2%,,,-26.7,-30.5,2,1,3,1,7,2,13,2,0,https://www.basketball-reference.com/players/s/smartma01.html
2015-16,21,BOS,NBA,PG,6,193,8%,81%,11%,,,-3.3,+7.7,9,2,4,2,6,2,44,2,9,https://www.basketball-reference.com/players/s/smartma01.html
2016-17,22,BOS,NBA,SG,18,538,2%,42%,55%,1%,,-0.6,+5.6,21,9,20,3,17,7,202,2,9,https://www.basketball-reference.com/players/s/smartma01.html
2017-18,23,BOS,NBA,SG,15,449,23%,77%,1%,,,+2.4,+3.3,25,6,16,3,18,6,191,3,7,https://www.basketball-reference.com/players/s/smartma01.html
2018-19,24,BOS,NBA,SG,2,32,13%,77%,10%,,,-23.1,-22.2,2,1,1,0,3,1,9,0,0,https://www.basketball-reference.com/players/s/smartma01.html
2019-20,25,BOS,NBA,SG,17,648,7%,87%,6%,,,+7.6,+11.2,26,9,17,7,26,11,184,10,3,https://www.basketball-reference.com/players/s/smartma01.html
2012-13,22,HOU,NBA,C,5,59,,,,16%,84%,-51.3,-58.5,0,1,6,1,6,0,0,0,2,https://www.basketball-reference.com/players/s/smithgr02.html
2014-15,24,DAL,NBA,PF,1,1,,,100%,,,+150.0,+156.2,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/smithgr02.html
2010-11,22,MEM,NBA,PG,5,10,100%,,,,,-43.7,-43.7,0,1,1,0,0,0,4,0,0,https://www.basketball-reference.com/players/s/smithis01.html
2011-12,23,ORL,NBA,PG,1,5,100%,,,,,+2.2,+15.2,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/smithis01.html
2012-13,24,MIL,NBA,PG,4,11,100%,,,,,+24.5,+43.6,1,0,1,0,0,0,7,0,0,https://www.basketball-reference.com/players/s/smithis01.html
2018-19,30,DET,NBA,PG,4,81,100%,,,,,-24.9,-0.6,3,1,4,0,2,0,35,0,1,https://www.basketball-reference.com/players/s/smithis01.html
2006-07,21,DEN,NBA,SG,4,47,1%,90%,9%,,,-36.4,-37.3,1,2,2,0,3,0,4,1,2,https://www.basketball-reference.com/players/s/smithjr01.html
2007-08,22,DEN,NBA,SG,4,108,,94%,6%,,,-6.6,+15.9,2,1,9,1,11,1,15,4,1,https://www.basketball-reference.com/players/s/smithjr01.html
2008-09,23,DEN,NBA,SG,16,435,,89%,11%,,,+9.2,-0.6,17,3,25,5,13,4,100,3,5,https://www.basketball-reference.com/players/s/smithjr01.html
2009-10,24,DEN,NBA,SG,6,159,,80%,20%,,,-6.4,-10.5,0,1,8,5,6,1,23,2,1,https://www.basketball-reference.com/players/s/smithjr01.html
2010-11,25,DEN,NBA,SF,5,76,,74%,26%,1%,,-11.1,-8.0,5,3,6,0,5,0,11,2,4,https://www.basketball-reference.com/players/s/smithjr01.html
2011-12,26,NYK,NBA,SG,5,175,5%,95%,,,,-14.8,+6.2,5,6,10,0,2,1,27,0,4,https://www.basketball-reference.com/players/s/smithjr01.html
2012-13,27,NYK,NBA,SG,11,351,,20%,79%,1%,,+5.2,+5.0,6,8,9,4,18,3,35,6,6,https://www.basketball-reference.com/players/s/smithjr01.html
2014-15,29,CLE,NBA,SG,18,560,1%,51%,47%,1%,,+2.7,-3.1,6,8,27,0,8,2,47,1,6,https://www.basketball-reference.com/players/s/smithjr01.html
2015-16,30,CLE,NBA,SG,21,730,,78%,21%,1%,,+12.5,+9.6,4,5,29,2,6,5,71,1,8,https://www.basketball-reference.com/players/s/smithjr01.html
2016-17,31,CLE,NBA,SG,18,487,,92%,8%,,,+10.2,+3.9,6,2,22,3,0,4,30,1,0,https://www.basketball-reference.com/players/s/smithjr01.html
2017-18,32,CLE,NBA,SG,22,706,17%,83%,1%,,,-0.6,+3.5,13,2,23,3,6,10,57,2,2,https://www.basketball-reference.com/players/s/smithjr01.html
2019-20,34,LAL,NBA,SG,10,75,,34%,57%,7%,2%,-15.2,-24.7,2,0,6,1,0,1,7,0,0,https://www.basketball-reference.com/players/s/smithjr01.html
2007-08,21,PHI,NBA,PF,6,82,,,,3%,98%,-1.6,+10.0,2,0,2,0,2,0,7,0,3,https://www.basketball-reference.com/players/s/smithja02.html
2010-11,24,NOH,NBA,C,6,58,,,,69%,31%,-8.4,+0.5,0,0,7,0,0,0,2,0,1,https://www.basketball-reference.com/players/s/smithja02.html
2016-17,30,WAS,NBA,C,13,157,,,,,100%,-12.8,-16.2,2,2,11,5,5,2,9,0,3,https://www.basketball-reference.com/players/s/smithja02.html
2017-18,31,WAS,NBA,C,1,2,,,,,100%,-45.0,-42.5,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/smithja02.html
2007-08,22,ATL,NBA,PF,7,237,,,1%,98%,1%,-18.3,-13.2,12,6,12,6,17,7,44,2,6,https://www.basketball-reference.com/players/s/smithjo03.html
2008-09,23,ATL,NBA,PF,11,410,,,,98%,2%,-7.8,+6.0,9,6,17,2,34,4,52,7,11,https://www.basketball-reference.com/players/s/smithjo03.html
2009-10,24,ATL,NBA,PF,11,392,,,1%,99%,,-9.3,-3.2,6,7,17,3,21,8,67,6,5,https://www.basketball-reference.com/players/s/smithjo03.html
2010-11,25,ATL,NBA,PF,12,438,,,50%,49%,,-3.6,+5.6,13,10,17,3,32,3,77,7,11,https://www.basketball-reference.com/players/s/smithjo03.html
2011-12,26,ATL,NBA,PF,5,196,,,,81%,19%,-0.9,+12.3,10,4,6,1,8,0,52,1,5,https://www.basketball-reference.com/players/s/smithjo03.html
2012-13,27,ATL,NBA,PF,6,199,,,25%,62%,13%,-3.7,+6.7,9,5,9,0,15,1,50,2,3,https://www.basketball-reference.com/players/s/smithjo03.html
2014-15,29,HOU,NBA,PF,17,396,,,,96%,4%,+0.7,+4.9,25,6,16,5,17,2,103,4,9,https://www.basketball-reference.com/players/s/smithjo03.html
2015-16,30,HOU,NBA,PF,4,38,,,,92%,8%,-21.5,-2.0,1,2,1,1,0,0,8,0,0,https://www.basketball-reference.com/players/s/smithjo03.html
2014-15,23,MEM,NBA,PG,2,3,100%,,,,,+60.0,+60.6,0,0,0,0,0,0,5,0,0,https://www.basketball-reference.com/players/s/smithru01.html
2018-19,19,PHI,NBA,SG,2,5,,100%,,,,+91.7,+90.1,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/smithzh01.html
2013-14,22,CHI,NBA,SG,5,46,,91%,9%,,,+6.6,+14.6,1,0,4,0,0,0,6,0,0,https://www.basketball-reference.com/players/s/snellto01.html
2014-15,23,CHI,NBA,SF,11,140,,27%,69%,4%,,+0.7,-3.0,2,2,7,1,2,1,13,0,1,https://www.basketball-reference.com/players/s/snellto01.html
2016-17,25,MIL,NBA,SG,6,185,,91%,9%,,,-1.0,+1.7,1,1,6,0,0,2,21,0,1,https://www.basketball-reference.com/players/s/snellto01.html
2017-18,26,MIL,NBA,SG,7,134,,84%,16%,,,+0.1,-0.4,1,1,2,1,0,0,11,0,1,https://www.basketball-reference.com/players/s/snellto01.html
2018-19,27,MIL,NBA,SF,9,28,,20%,50%,24%,6%,-24.3,-35.2,0,0,1,0,0,0,0,0,1,https://www.basketball-reference.com/players/s/snellto01.html
2006-07,23,HOU,NBA,SF,3,9,,20%,80%,,,-124.8,-123.9,1,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/snydeki01.html
2003-04,25,SAC,NBA,PF,7,85,,,4%,66%,30%,-6.1,-7.6,1,2,2,1,3,,5,0,3,https://www.basketball-reference.com/players/s/songada01.html
2004-05,26,SAC,NBA,PF,5,75,,,,67%,34%,+14.9,+29.6,0,1,9,0,2,,7,1,3,https://www.basketball-reference.com/players/s/songada01.html
2006-07,28,WAS,NBA,PF,4,90,,,4%,58%,38%,-23.1,-25.3,3,0,11,1,2,0,9,1,3,https://www.basketball-reference.com/players/s/songada01.html
2007-08,29,WAS,NBA,C,5,77,,,,27%,73%,+6.2,+14.5,3,1,11,2,5,0,8,1,2,https://www.basketball-reference.com/players/s/songada01.html
2006-07,24,HOU,NBA,SG,1,3,,,100%,,,+160.0,+165.2,0,0,0,0,0,0,2,0,1,https://www.basketball-reference.com/players/s/spanova01.html
2008-09,21,PHI,NBA,C,3,29,,,,13%,87%,-38.9,-32.5,0,0,2,0,2,0,0,0,2,https://www.basketball-reference.com/players/s/speigma01.html
2010-11,23,PHI,NBA,C,2,21,,,,,100%,+4.6,+14.4,0,0,4,0,0,0,2,0,1,https://www.basketball-reference.com/players/s/speigma01.html
2011-12,24,MEM,NBA,PF,7,100,,,,44%,56%,-10.2,-15.1,2,1,8,2,6,1,4,2,3,https://www.basketball-reference.com/players/s/speigma01.html
2013-14,26,GSW,NBA,C,7,68,,,1%,16%,83%,-2.2,+1.6,0,1,3,1,7,0,7,2,2,https://www.basketball-reference.com/players/s/speigma01.html
2014-15,27,GSW,NBA,C,10,67,,,,1%,100%,-4.7,-13.9,1,1,2,1,5,0,10,1,6,https://www.basketball-reference.com/players/s/speigma01.html
2015-16,28,GSW,NBA,C,24,201,,,,9%,91%,-1.6,-7.6,3,7,15,8,15,4,25,3,4,https://www.basketball-reference.com/players/s/speigma01.html
2016-17,29,LAC,NBA,C,7,98,,,,31%,69%,-0.3,+2.3,3,0,7,0,3,0,8,0,2,https://www.basketball-reference.com/players/s/speigma01.html
2010-11,26,SAS,NBA,C,3,50,,,,14%,87%,-8.5,-5.9,1,1,3,0,2,0,2,2,1,https://www.basketball-reference.com/players/s/splitti01.html
2011-12,27,SAS,NBA,C,13,168,,,,14%,86%,-4.8,-15.9,2,3,13,3,18,0,28,5,9,https://www.basketball-reference.com/players/s/splitti01.html
2012-13,28,SAS,NBA,PF,19,388,,,,52%,48%,+3.0,-6.9,9,11,20,2,11,5,51,1,11,https://www.basketball-reference.com/players/s/splitti01.html
2013-14,29,SAS,NBA,C,23,516,,,,60%,40%,+9.8,-0.6,8,4,25,4,33,4,105,5,11,https://www.basketball-reference.com/players/s/splitti01.html
2014-15,30,SAS,NBA,C,7,123,,,,65%,35%,-5.1,-9.0,1,3,9,1,7,2,21,1,7,https://www.basketball-reference.com/players/s/splitti01.html
2011-12,21,IND,NBA,SG,4,12,,59%,41%,,,-58.3,-61.5,1,0,0,1,0,0,2,0,1,https://www.basketball-reference.com/players/s/stephla01.html
2012-13,22,IND,NBA,SG,19,673,1%,94%,5%,,,+6.2,+21.4,18,7,13,10,16,5,150,3,9,https://www.basketball-reference.com/players/s/stephla01.html
2013-14,23,IND,NBA,SG,19,705,,95%,5%,,,+1.9,+11.2,22,15,10,7,22,3,181,7,14,https://www.basketball-reference.com/players/s/stephla01.html
2015-16,25,MEM,NBA,SF,4,95,,44%,48%,8%,,-19.2,+10.5,1,2,3,0,3,1,15,1,3,https://www.basketball-reference.com/players/s/stephla01.html
2016-17,26,IND,NBA,SG,4,107,19%,78%,4%,,,+4.3,+18.0,2,1,5,1,3,0,24,2,1,https://www.basketball-reference.com/players/s/stephla01.html
2017-18,27,IND,NBA,SG,7,149,,36%,64%,,,+0.4,-10.6,5,1,5,3,5,0,46,1,3,https://www.basketball-reference.com/players/s/stephla01.html
2011-12,26,BOS,NBA,C,19,143,,,,2%,98%,-22.5,-27.3,0,2,13,2,2,1,11,0,2,https://www.basketball-reference.com/players/s/stiemgr01.html
2014-15,29,TOR,NBA,C,1,2,,,,100%,,+100.0,+116.7,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/stiemgr01.html
2017-18,26,UTA,NBA,PG,2,6,100%,,,,,+27.3,+29.3,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/stockda01.html
2011-12,23,DEN,NBA,SG,2,5,100%,,,,,-15.4,-16.0,0,0,0,0,0,0,4,0,0,https://www.basketball-reference.com/players/s/stoneju01.html
2012-13,24,DEN,NBA,PG,2,13,21%,57%,23%,,,+39.5,+46.1,0,0,1,0,1,0,3,0,0,https://www.basketball-reference.com/players/s/stoneju01.html
2007-08,25,ATL,NBA,PG,3,28,100%,,,,,-17.0,-2.9,1,1,2,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/stoudsa01.html
2007-08,22,PHO,NBA,SG,1,5,,100%,,,,-98.6,-97.5,0,0,1,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/strawdj01.html
2007-08,21,DET,NBA,PG,17,380,57%,42%,1%,,,+3.2,+0.7,8,11,18,3,25,3,126,6,8,https://www.basketball-reference.com/players/s/stuckro01.html
2008-09,22,DET,NBA,PG,4,128,86%,14%,,,,-22.3,-4.0,2,3,3,1,7,1,44,0,7,https://www.basketball-reference.com/players/s/stuckro01.html
2015-16,29,IND,NBA,PG,7,125,20%,79%,1%,,,+5.2,+5.5,2,4,4,0,3,3,37,0,4,https://www.basketball-reference.com/players/s/stuckro01.html
2014-15,22,BOS,NBA,PF,4,80,,,,28%,72%,-7.6,+4.9,2,2,7,1,2,2,2,1,2,https://www.basketball-reference.com/players/s/sullija01.html
2015-16,23,BOS,NBA,PF,6,81,,,,10%,90%,-15.2,-12.8,1,3,3,2,1,0,17,0,4,https://www.basketball-reference.com/players/s/sullija01.html
2018-19,23,IND,NBA,PG,1,2,,100%,,,,+166.7,+174.3,0,0,0,0,0,0,0,0,0,https://www.basketball-reference.com/players/s/sumneed01.html
2019-20,24,IND,NBA,SG,3,41,65%,35%,,,,-11.0,+0.1,2,0,2,0,0,0,0,0,2,https://www.basketball-reference.com/players/s/sumneed01.html
2017-18,20,POR,NBA,PF,1,8,,,,100%,,+54.4,+66.9,1,0,1,0,2,0,2,0,0,https://www.basketball-reference.com/players/s/swanica01.html
2003-04,21,NYK,NBA,PF,4,57,,,,94%,6%,-22.4,-13.7,0,0,3,0,4,,0,2,0,https://www.basketball-reference.com/players/s/sweetmi01.html
2005-06,23,CHI,NBA,C,6,120,,,,5%,95%,+0.1,+4.6,2,0,15,3,5,3,16,2,6,https://www.basketball-reference.com/players/s/sweetmi01.html
2006-07,24,CHI,NBA,C,1,3,,,,,100%,-75.0,-76.6,0,0,1,0,1,0,0,0,0,https://www.basketball-reference.com/players/s/sweetmi01.html
2010-11,22,ATL,NBA,SF,4,11,,76%,24%,,,+39.5,+45.3,1,0,1,0,2,0,6,0,0,https://www.basketball-reference.com/players/s/sypa01.html
2017-18,19,BOS,NBA,SF,19,683,,12%,82%,6%,,+4.1,+12.9,14,16,18,8,42,0,128,8,18,https://www.basketball-reference.com/players/t/tatumja01.html
2018-19,20,BOS,NBA,SF,9,295,,28%,66%,6%,,-1.5,+3.7,8,4,13,2,13,0,42,3,9,https://www.basketball-reference.com/players/t/tatumja01.html
2019-20,21,BOS,NBA,PF,17,690,,,,88%,12%,+5.9,+4.9,15,16,13,12,48,0,206,9,18,https://www.basketball-reference.com/players/t/tatumja01.html
2005-06,23,WAS,NBA,SG,1,3,,,100%,,,-80.0,-81.5,0,0,0,0,0,0,2,0,0,https://www.basketball-reference.com/players/t/taylodo01.html
2006-07,24,WAS,NBA,SG,2,17,71%,29%,,,,0.0,+10.8,1,0,2,0,1,0,8,1,0,https://www.basketball-reference.com/players/t/taylodo01.html
2016-17,22,HOU,NBA,PG,3,10,,100%,,,,-0.3,-2.1,0,0,0,0,0,0,3,0,1,https://www.basketball-reference.com/players/t/taylois01.html
2012-13,22,BRK,NBA,PG,2,2,16%,84%,,,,+91.7,+90.3,0,0,0,0,0,0,0,0,1,https://www.basketball-reference.com/players/t/tayloty01.html
