Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist., ,2P_% of FGA by Distance,0-3_% of FGA by Distance,3-10_% of FGA by Distance,10-16_% of FGA by Distance,16-3P_% of FGA by Distance,3P_% of FGA by Distance, ,2P_FG% by Distance,0-3_FG% by Distance,3-10_FG% by Distance,10-16_FG% by Distance,16-3P_FG% by Distance,3P_FG% by Distance, ,2P_% of FG Ast'd,3P_% of FG Ast'd, ,%FGA_Dunks,#_Dunks, ,%3PA_Corner 3s,3P%_Corner 3s, ,Att._Heaves,#_Heaves,Player_link
2017-18,21,BOS,NBA,SG,18,583,.466,13.4,,.579,.312,.162,.049,.056,.421,,.519,.639,.279,.538,.533,.393,,.463,.886,,.041,8,,.205,.565,,0,0,https://www.basketball-reference.com/players/b/brownja02.html
2018-19,22,BOS,NBA,SG,9,274,.506,15.1,,.540,.253,.172,.115,.000,.460,,.638,.773,.400,.700,,.350,,.600,.929,,.046,4,,.250,.800,,1,0,https://www.basketball-reference.com/players/b/brownja02.html
2019-20,23,BOS,NBA,SG,17,672,.476,14.1,,.583,.281,.139,.083,.080,.417,,.560,.728,.325,.333,.609,.358,,.606,.930,,.059,14,,.483,.345,,0,0,https://www.basketball-reference.com/players/b/brownja02.html
2017-18,27,TOR,NBA,PG,4,29,.300,17.1,,.500,.200,.100,.000,.200,.500,,.200,.500,.000,,.000,.400,,1.000,1.000,,.000,0,,.200,1.000,,0,0,https://www.basketball-reference.com/players/b/brownlo01.html
2014-15,23,BRK,NBA,SG,2,10,.400,10.8,,.600,.400,.200,.000,.000,.400,,.667,.500,1.000,,,.000,,.000,,,.200,1,,.000,,,0,0,https://www.basketball-reference.com/players/b/brownma02.html
2017-18,22,MIL,NBA,SG,3,13,.600,16.6,,.400,.200,.000,.200,.000,.600,,1.000,1.000,,1.000,,.333,,1.000,1.000,,.000,0,,.667,.500,,0,0,https://www.basketball-reference.com/players/b/brownst02.html
2018-19,23,MIL,NBA,SG,11,162,.395,15.4,,.447,.289,.132,.026,.000,.553,,.471,.636,.200,.000,,.333,,.625,1.000,,.053,2,,.429,.333,,0,0,https://www.basketball-reference.com/players/b/brownst02.html
2019-20,24,MIL,NBA,SF,1,4,.000,24.0,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,1.000,.000,,0,0,https://www.basketball-reference.com/players/b/brownst02.html
2013-14,22,LAC,NBA,SF,2,5,1.000,17.0,,1.000,.000,.000,.000,1.000,.000,,1.000,,,,1.000,,,1.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/b/bullore01.html
2015-16,24,DET,NBA,SF,2,22,.833,16.0,,.500,.333,.000,.000,.167,.500,,1.000,1.000,,,1.000,.667,,1.000,1.000,,.000,0,,.667,.500,,0,0,https://www.basketball-reference.com/players/b/bullore01.html
2016-17,24,WAS,NBA,PG,3,20,.000,21.0,,.500,.000,.000,.250,.250,.500,,.000,,,.000,.000,.000,,,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/b/burketr01.html
2019-20,27,DAL,NBA,PG,6,156,.508,13.8,,.712,.220,.153,.119,.220,.288,,.524,.615,.444,.429,.538,.471,,.227,.750,,.000,0,,.294,.600,,0,0,https://www.basketball-reference.com/players/b/burketr01.html
2011-12,20,UTA,NBA,SG,4,63,.250,10.4,,.929,.357,.214,.036,.321,.071,,.269,.300,.000,1.000,.333,.000,,.714,,,.036,1,,.000,,,0,0,https://www.basketball-reference.com/players/b/burksal01.html
2017-18,26,UTA,NBA,SG,9,120,.469,11.8,,.688,.234,.297,.031,.109,.313,,.477,.600,.368,.000,.714,.450,,.333,.778,,.031,1,,.300,.667,,0,0,https://www.basketball-reference.com/players/b/burksal01.html
2019-20,28,PHI,NBA,SG,4,95,.327,14.8,,.673,.184,.184,.163,.143,.327,,.394,.444,.444,.375,.286,.188,,.308,.667,,.000,0,,.250,.000,,0,0,https://www.basketball-reference.com/players/b/burksal01.html
2004-05,24,MEM,NBA,PG,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/b/burksan01.html
2005-06,25,MEM,NBA,PG,2,13,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/b/burksan01.html
2018-19,25,OKC,NBA,SG,3,4,.200,12.4,,.600,.400,.200,.000,.000,.400,,.333,.500,.000,,,.000,,1.000,,,.200,1,,.000,,,0,0,https://www.basketball-reference.com/players/b/burtode02.html
2019-20,26,OKC,NBA,SF,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/b/burtode02.html
2011-12,22,CHI,NBA,SG,3,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/b/butleji01.html
2012-13,23,CHI,NBA,SF,12,490,.435,14.5,,.678,.287,.096,.035,.261,.322,,.449,.515,.364,.500,.400,.405,,.429,.867,,.017,2,,.324,.583,,0,0,https://www.basketball-reference.com/players/b/butleji01.html
2013-14,24,CHI,NBA,SG,5,218,.386,16.7,,.649,.228,.035,.070,.316,.351,,.432,.692,.500,.250,.278,.300,,.625,.833,,.053,3,,.150,.667,,0,0,https://www.basketball-reference.com/players/b/butleji01.html
2014-15,25,CHI,NBA,SG,12,506,.441,13.8,,.662,.296,.103,.103,.160,.338,,.468,.619,.182,.591,.294,.389,,.530,.821,,.056,12,,.292,.381,,0,0,https://www.basketball-reference.com/players/b/butleji01.html
2016-17,27,CHI,NBA,SF,6,239,.426,11.8,,.787,.315,.130,.204,.139,.213,,.471,.529,.429,.455,.400,.261,,.300,.667,,.009,1,,.087,.000,,0,0,https://www.basketball-reference.com/players/b/butleji01.html
2017-18,28,MIN,NBA,SG,5,170,.444,9.9,,.730,.397,.222,.063,.048,.270,,.435,.600,.143,.250,.667,.471,,.400,.750,,.048,3,,.471,.500,,0,0,https://www.basketball-reference.com/players/b/butleji01.html
2018-19,29,PHI,NBA,SF,12,421,.451,12.8,,.743,.240,.206,.206,.091,.257,,.515,.643,.528,.528,.125,.267,,.343,.750,,.029,5,,.289,.308,,2,0,https://www.basketball-reference.com/players/b/butleji01.html
2019-20,30,MIA,NBA,SF,21,806,.488,9.9,,.854,.302,.288,.183,.081,.146,,.512,.618,.459,.463,.417,.349,,.364,.667,,.071,20,,.279,.500,,0,0,https://www.basketball-reference.com/players/b/butleji01.html
2005-06,18,LAL,NBA,C,1,2,.000,8.0,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/b/bynuman01.html
2006-07,19,LAL,NBA,C,5,55,.533,5.3,,1.000,.400,.533,.067,.000,.000,,.533,.833,.375,.000,,,,.750,,,.267,4,,,,,0,0,https://www.basketball-reference.com/players/b/bynuman01.html
2008-09,21,LAL,NBA,C,23,400,.457,5.1,,1.000,.433,.394,.157,.016,.000,,.457,.545,.420,.350,.000,,,.621,,,.134,16,,,,,0,0,https://www.basketball-reference.com/players/b/bynuman01.html
2009-10,22,LAL,NBA,C,23,561,.537,2.6,,1.000,.651,.295,.054,.000,.000,,.537,.608,.455,.125,,,,.675,,,.228,33,,,,,0,0,https://www.basketball-reference.com/players/b/bynuman01.html
2010-11,23,LAL,NBA,C,10,320,.543,5.1,,1.000,.429,.400,.152,.019,.000,,.543,.689,.405,.438,1.000,,,.579,,,.095,10,,,,,0,0,https://www.basketball-reference.com/players/b/bynuman01.html
2011-12,24,LAL,NBA,C,12,451,.477,4.6,,1.000,.490,.425,.072,.013,.000,,.477,.693,.277,.273,.000,,,.589,,,.157,21,,,,,0,0,https://www.basketball-reference.com/players/b/bynuman01.html
2008-09,26,DET,NBA,PG,4,78,.462,14.3,,.897,.256,.077,.051,.513,.103,,.486,.600,.333,1.000,.400,.250,,.176,1.000,,.000,0,,.000,,,1,0,https://www.basketball-reference.com/players/b/bynumwi01.html
2014-15,32,WAS,NBA,SG,3,31,.500,7.4,,.857,.571,.143,.071,.071,.143,,.500,.625,.500,.000,.000,.500,,.167,1.000,,.000,0,,1.000,.500,,0,0,https://www.basketball-reference.com/players/b/bynumwi01.html
2019-20,24,HOU,NBA,C,2,7,.500,12.5,,.500,.500,.000,.000,.000,.500,,1.000,1.000,,,,.000,,1.000,,,.500,1,,1.000,.000,,0,0,https://www.basketball-reference.com/players/c/cabocbr01.html
2014-15,25,MEM,NBA,SG,9,126,.333,14.9,,.639,.250,.139,.139,.111,.361,,.261,.222,.000,.600,.250,.462,,.500,.667,,.000,0,,.231,.333,,1,0,https://www.basketball-reference.com/players/c/calatni01.html
2006-07,25,TOR,NBA,PG,6,146,.507,14.3,,.826,.290,.000,.043,.493,.174,,.561,.550,,.667,.559,.250,,.000,1.000,,.000,0,,.250,.333,,0,0,https://www.basketball-reference.com/players/c/caldejo01.html
2007-08,26,TOR,NBA,PG,5,120,.440,18.9,,.580,.180,.000,.040,.360,.420,,.414,.556,,.000,.389,.476,,.083,1.000,,.000,0,,.143,.667,,1,0,https://www.basketball-reference.com/players/c/caldejo01.html
2013-14,32,DAL,NBA,PG,7,191,.462,17.9,,.646,.123,.015,.123,.385,.354,,.452,.500,.000,.625,.400,.478,,.158,.636,,.000,0,,.217,.400,,0,0,https://www.basketball-reference.com/players/c/caldejo01.html
2016-17,35,ATL,NBA,PG,6,75,.478,15.7,,.478,.348,.000,.000,.130,.522,,.636,.625,,,.667,.333,,.286,1.000,,.000,0,,.250,.667,,0,0,https://www.basketball-reference.com/players/c/caldejo01.html
2017-18,36,CLE,NBA,PG,13,104,.346,19.5,,.308,.192,.038,.038,.038,.692,,.625,.600,.000,1.000,1.000,.222,,.400,.750,,.000,0,,.222,.250,,0,0,https://www.basketball-reference.com/players/c/caldejo01.html
2018-19,37,DET,NBA,PG,3,10,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/c/caldejo01.html
2015-16,22,DET,NBA,SG,4,161,.440,17.2,,.460,.160,.120,.080,.100,.540,,.435,.625,.167,.500,.400,.444,,.700,.917,,.040,2,,.333,.556,,0,0,https://www.basketball-reference.com/players/c/caldwke01.html
2019-20,26,LAL,NBA,SG,21,608,.418,18.3,,.370,.164,.069,.058,.079,.630,,.486,.677,.385,.273,.333,.378,,.824,.978,,.026,4,,.487,.466,,0,0,https://www.basketball-reference.com/players/c/caldwke01.html
2016-17,25,CHI,NBA,SG,3,95,.500,15.7,,.462,.231,.192,.038,.000,.538,,.667,.833,.600,.000,,.357,,.375,.800,,.000,0,,.357,.200,,0,0,https://www.basketball-reference.com/players/c/canaais01.html
2014-15,20,HOU,NBA,C,17,127,.677,1.6,,1.000,.839,.161,.000,.000,.000,,.677,.769,.200,,,,,.857,,,.419,11,,,,,0,0,https://www.basketball-reference.com/players/c/capelca01.html
2015-16,21,HOU,NBA,C,5,43,.333,2.9,,1.000,.556,.444,.000,.000,.000,,.333,.400,.250,,,,,1.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/c/capelca01.html
2016-17,22,HOU,NBA,C,11,286,.561,3.0,,.988,.805,.146,.012,.024,.012,,.568,.652,.250,.000,.000,.000,,.891,,,.256,19,,.000,,,1,0,https://www.basketball-reference.com/players/c/capelca01.html
2017-18,23,HOU,NBA,C,17,520,.660,1.6,,1.000,.778,.215,.000,.007,.000,,.660,.768,.290,,.000,,,.832,,,.354,50,,,,,0,0,https://www.basketball-reference.com/players/c/capelca01.html
2018-19,24,HOU,NBA,C,11,331,.561,2.3,,1.000,.707,.293,.000,.000,.000,,.561,.724,.167,,,,,.804,,,.354,27,,,,,0,0,https://www.basketball-reference.com/players/c/capelca01.html
2007-08,23,PHI,NBA,SF,6,84,.387,15.8,,.677,.161,.097,.194,.226,.323,,.333,.600,.667,.167,.143,.500,,.429,1.000,,.065,2,,.200,1.000,,0,0,https://www.basketball-reference.com/players/c/carnero01.html
2011-12,25,UTA,NBA,SF,4,73,.474,10.9,,.737,.526,.105,.053,.053,.263,,.571,.700,.500,.000,.000,.200,,.375,1.000,,.000,0,,.600,.333,,1,0,https://www.basketball-reference.com/players/c/carrode01.html
2013-14,27,ATL,NBA,SF,7,246,.469,15.4,,.551,.306,.061,.041,.143,.449,,.519,.667,.333,.000,.429,.409,,.500,1.000,,.020,1,,.227,.400,,0,0,https://www.basketball-reference.com/players/c/carrode01.html
2014-15,28,ATL,NBA,SF,16,558,.486,13.0,,.593,.350,.147,.045,.051,.407,,.543,.710,.385,.125,.222,.403,,.719,.931,,.017,3,,.264,.579,,0,0,https://www.basketball-reference.com/players/c/carrode01.html
2015-16,29,TOR,NBA,SF,20,596,.390,15.2,,.503,.214,.195,.057,.038,.497,,.450,.676,.323,.222,.167,.329,,.611,.923,,.025,4,,.291,.565,,0,0,https://www.basketball-reference.com/players/c/carrode01.html
2016-17,30,TOR,NBA,SF,10,155,.405,17.5,,.405,.189,.108,.027,.081,.595,,.533,.429,.750,.000,.667,.318,,.875,1.000,,.027,1,,.318,.429,,0,0,https://www.basketball-reference.com/players/c/carrode01.html
2018-19,32,BRK,NBA,PF,5,119,.237,18.4,,.368,.105,.184,.053,.026,.632,,.143,.250,.143,.000,.000,.292,,1.000,.857,,.000,0,,.208,.200,,0,0,https://www.basketball-reference.com/players/c/carrode01.html
2019-20,33,HOU,NBA,C,2,6,.500,9.5,,1.000,.000,.500,.500,.000,.000,,.500,,1.000,.000,,,,1.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/c/carrode01.html
2008-09,28,DAL,NBA,SG,4,14,.500,6.5,,1.000,.500,.000,.500,.000,.000,,.500,1.000,,.000,,,,.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/c/carroma01.html
2009-10,29,DAL,NBA,SG,1,5,1.000,19.0,,1.000,.000,.000,.000,1.000,.000,,1.000,,,,1.000,,,1.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/c/carroma01.html
2003-04,27,NOH,NBA,SG,1,2,.000,0.0,,1.000,1.000,.000,.000,.000,.000,,.000,.000,,,,,,,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/c/cartema01.html
2014-15,23,MIL,NBA,PG,6,191,.423,9.3,,.936,.385,.231,.141,.179,.064,,.452,.467,.611,.273,.357,.000,,.182,,,.013,1,,.200,.000,,1,0,https://www.basketball-reference.com/players/c/cartemi01.html
2016-17,25,CHI,NBA,PG,5,53,.400,8.1,,.933,.333,.400,.067,.133,.067,,.429,.600,.333,.000,.500,.000,,.000,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/c/cartemi01.html
2018-19,27,ORL,NBA,PG,5,92,.387,11.9,,.742,.226,.323,.129,.065,.258,,.435,.857,.300,.250,.000,.250,,.400,.500,,.000,0,,.250,.500,,0,0,https://www.basketball-reference.com/players/c/cartemi01.html
2019-20,25,LAL,NBA,PG,21,510,.425,15.3,,.460,.363,.071,.018,.009,.540,,.596,.732,.125,.000,.000,.279,,.742,.941,,.053,5,,.443,.259,,2,0,https://www.basketball-reference.com/players/c/carusal01.html
2008-09,22,MIA,NBA,PG,7,231,.400,15.8,,.580,.260,.080,.020,.220,.420,,.483,.769,.000,.000,.364,.286,,.143,.500,,.020,1,,.048,.000,,0,0,https://www.basketball-reference.com/players/c/chalmma01.html
2009-10,23,MIA,NBA,PG,5,131,.450,18.6,,.500,.175,.100,.075,.150,.500,,.550,.429,.750,.667,.500,.350,,.364,1.000,,.000,0,,.200,.250,,1,0,https://www.basketball-reference.com/players/c/chalmma01.html
2010-11,24,MIA,NBA,PG,21,511,.435,19.6,,.323,.105,.105,.065,.048,.677,,.550,.846,.538,.125,.500,.381,,.364,.938,,.000,0,,.452,.421,,1,0,https://www.basketball-reference.com/players/c/chalmma01.html
2011-12,25,MIA,NBA,PG,23,819,.442,14.8,,.558,.240,.159,.091,.067,.442,,.509,.580,.455,.421,.500,.359,,.254,.939,,.014,2,,.370,.294,,0,0,https://www.basketball-reference.com/players/c/chalmma01.html
2012-13,26,MIA,NBA,PG,23,650,.415,13.4,,.628,.279,.175,.104,.071,.372,,.452,.490,.438,.368,.462,.353,,.231,.875,,.000,0,,.324,.545,,0,0,https://www.basketball-reference.com/players/c/chalmma01.html
2013-14,27,MIA,NBA,PG,20,535,.423,12.6,,.613,.342,.180,.072,.018,.387,,.471,.658,.150,.375,.500,.349,,.313,.867,,.009,1,,.326,.286,,0,0,https://www.basketball-reference.com/players/c/chalmma01.html
2010-11,23,DEN,NBA,SF,5,115,.276,16.2,,.759,.138,.069,.172,.379,.241,,.318,.500,.500,.200,.273,.143,,.286,1.000,,.000,0,,.429,.000,,0,0,https://www.basketball-reference.com/players/c/chandwi01.html
2012-13,25,DEN,NBA,PF,6,205,.355,14.4,,.618,.184,.224,.132,.079,.382,,.383,.357,.412,.400,.333,.310,,.611,1.000,,.013,1,,.379,.455,,0,0,https://www.basketball-reference.com/players/c/chandwi01.html
2018-19,31,LAC,NBA,SF,4,52,.313,20.1,,.375,.188,.000,.125,.063,.625,,.667,.667,,.500,1.000,.100,,.750,1.000,,.000,0,,.100,.000,,0,0,https://www.basketball-reference.com/players/c/chandwi01.html
2007-08,24,ATL,NBA,SF,7,205,.524,3.0,,.952,.857,.071,.024,.000,.048,,.550,.583,.333,.000,,.000,,.591,,,.048,2,,.500,.000,,0,0,https://www.basketball-reference.com/players/c/childjo01.html
2019-20,24,BRK,NBA,PG,4,65,.333,24.0,,.333,.083,.042,.083,.125,.667,,.375,1.000,.000,.000,.333,.313,,.333,.600,,.000,0,,.063,.000,,2,0,https://www.basketball-reference.com/players/c/chiozch01.html
2016-17,24,OKC,NBA,PG,2,21,.400,27.6,,.400,.000,.000,.000,.400,.600,,.500,,,,.500,.333,,.000,1.000,,.000,0,,.000,,,1,0,https://www.basketball-reference.com/players/c/chrisse01.html
2009-10,22,PHO,NBA,PF,3,13,.333,9.7,,1.000,.333,.000,.333,.333,.000,,.333,1.000,,.000,.000,,,1.000,,,.333,1,,,,,0,0,https://www.basketball-reference.com/players/c/clarkea01.html
2010-11,23,ORL,NBA,SF,1,6,.333,13.0,,1.000,.333,.000,.000,.667,.000,,.333,1.000,,,.000,,,.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/c/clarkea01.html
2011-12,24,ORL,NBA,PF,5,88,.444,6.8,,1.000,.500,.222,.056,.222,.000,,.444,.667,.500,.000,.000,,,.750,,,.222,4,,,,,0,0,https://www.basketball-reference.com/players/c/clarkea01.html
2012-13,25,LAL,NBA,PF,4,82,.368,15.3,,.789,.105,.105,.263,.316,.211,,.467,1.000,.500,.200,.500,.000,,.714,,,.000,0,,.250,.000,,0,0,https://www.basketball-reference.com/players/c/clarkea01.html
2014-15,27,BRK,NBA,PF,2,13,.200,19.2,,.700,.000,.200,.000,.500,.300,,.000,,.000,,.000,.667,,,1.000,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/c/clarkea01.html
2018-19,24,HOU,NBA,PF,2,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/c/clarkga01.html
2019-20,25,ORL,NBA,SF,5,144,.333,24.5,,.030,.000,.030,.000,.000,.970,,.000,,.000,,,.344,,,1.000,,.000,0,,.219,.286,,0,0,https://www.basketball-reference.com/players/c/clarkga01.html
2015-16,24,GSW,NBA,SG,16,154,.491,13.3,,.660,.264,.226,.094,.075,.340,,.571,.643,.500,.400,.750,.333,,.550,.667,,.000,0,,.111,.000,,0,0,https://www.basketball-reference.com/players/c/clarkia01.html
2016-17,25,GSW,NBA,SG,16,219,.506,15.3,,.544,.215,.177,.063,.089,.456,,.628,.706,.714,.600,.286,.361,,.704,.846,,.000,0,,.361,.385,,0,0,https://www.basketball-reference.com/players/c/clarkia01.html
2017-18,26,NOP,NBA,SG,9,190,.424,16.3,,.576,.076,.242,.152,.106,.424,,.474,1.000,.563,.200,.286,.357,,.444,.900,,.000,0,,.321,.333,,0,0,https://www.basketball-reference.com/players/c/clarkia01.html
2017-18,25,CLE,NBA,SG,19,286,.301,14.9,,.626,.187,.163,.163,.114,.374,,.338,.565,.200,.200,.357,.239,,.346,.636,,.000,0,,.196,.111,,0,0,https://www.basketball-reference.com/players/c/clarkjo01.html
2019-20,27,UTA,NBA,SG,7,200,.464,15.8,,.495,.134,.268,.093,.000,.505,,.583,.692,.577,.444,,.347,,.143,.706,,.021,2,,.286,.357,,0,0,https://www.basketball-reference.com/players/c/clarkjo01.html
2013-14,25,POR,NBA,SF,2,7,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/c/clavevi01.html
2019-20,22,HOU,NBA,SG,2,8,.400,27.0,,.000,.000,.000,.000,.000,1.000,,,,,,,.400,,,.500,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/c/clemoch01.html
2019-20,25,DAL,NBA,SG,2,9,.400,4.8,,1.000,.400,.400,.200,.000,.000,,.400,1.000,.000,.000,,,,.500,,,.200,1,,,,,0,0,https://www.basketball-reference.com/players/c/clevean01.html
2019-20,22,LAC,NBA,SG,3,7,.000,16.0,,.667,.000,.000,.667,.000,.333,,.000,,,.000,,.000,,,,,.000,0,,1.000,.000,,0,0,https://www.basketball-reference.com/players/c/coffeam01.html
2011-12,23,MIA,NBA,PG,19,170,.324,14.2,,.676,.351,.081,.054,.189,.324,,.360,.385,.333,.000,.429,.250,,.444,1.000,,.027,1,,.500,.167,,1,0,https://www.basketball-reference.com/players/c/coleno01.html
2012-13,24,MIA,NBA,PG,21,418,.480,13.7,,.686,.333,.059,.078,.216,.314,,.457,.500,.333,.625,.364,.531,,.156,1.000,,.029,2,,.406,.615,,0,0,https://www.basketball-reference.com/players/c/coleno01.html
2013-14,25,MIA,NBA,PG,20,404,.410,16.4,,.487,.282,.051,.000,.154,.513,,.447,.545,.250,,.333,.375,,.353,1.000,,.000,0,,.450,.389,,0,0,https://www.basketball-reference.com/players/c/coleno01.html
2014-15,26,NOP,NBA,PG,4,106,.417,15.6,,.611,.278,.056,.056,.222,.389,,.545,.700,.500,.500,.375,.214,,.417,1.000,,.056,2,,.286,.000,,0,0,https://www.basketball-reference.com/players/c/coleno01.html
2016-17,28,OKC,NBA,PG,4,25,.250,17.4,,.500,.250,.000,.000,.250,.500,,.250,.500,,,.000,.250,,.000,1.000,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/c/coleno01.html
2017-18,20,POR,NBA,C,4,70,.367,14.2,,.533,.200,.200,.100,.033,.467,,.500,.833,.333,.333,.000,.214,,.250,1.000,,.033,1,,.429,.000,,0,0,https://www.basketball-reference.com/players/c/colliza01.html
2018-19,21,POR,NBA,C,16,275,.506,9.9,,.741,.519,.099,.074,.049,.259,,.567,.690,.125,.167,.750,.333,,.853,1.000,,.148,11,,.238,.800,,1,0,https://www.basketball-reference.com/players/c/colliza01.html
2010-11,23,IND,NBA,PG,5,146,.391,11.9,,.870,.196,.261,.130,.283,.130,,.350,.333,.333,.333,.385,.667,,.214,.250,,.000,0,,.333,.500,,0,0,https://www.basketball-reference.com/players/c/collida01.html
2011-12,24,IND,NBA,PG,11,205,.514,11.8,,.843,.329,.086,.229,.200,.157,,.542,.652,.667,.500,.357,.364,,.156,1.000,,.029,2,,.455,.400,,0,0,https://www.basketball-reference.com/players/c/collida01.html
2013-14,26,LAC,NBA,PG,13,249,.389,11.7,,.867,.322,.122,.178,.244,.133,,.436,.552,.182,.438,.409,.083,,.412,1.000,,.033,3,,.583,.143,,0,0,https://www.basketball-reference.com/players/c/collida01.html
2017-18,30,IND,NBA,PG,7,214,.456,14.4,,.662,.279,.118,.059,.206,.338,,.511,.737,.500,.000,.357,.348,,.304,.750,,.000,0,,.261,.667,,1,0,https://www.basketball-reference.com/players/c/collida01.html
2018-19,31,IND,NBA,PG,4,117,.422,14.7,,.756,.244,.044,.178,.289,.244,,.441,.636,.500,.250,.385,.364,,.533,.000,,.000,0,,.182,.500,,0,0,https://www.basketball-reference.com/players/c/collida01.html
2004-05,24,SEA,NBA,C,11,218,.607,3.5,,.984,.738,.164,.066,.016,.016,,.600,.689,.400,.250,.000,1.000,,.778,.000,,.131,8,,.000,,,1,1,https://www.basketball-reference.com/players/c/collini01.html
2009-10,29,OKC,NBA,C,6,129,.333,5.1,,.958,.708,.042,.042,.167,.042,,.348,.412,.000,.000,.250,.000,,.625,,,.083,2,,.000,,,0,0,https://www.basketball-reference.com/players/c/collini01.html
2010-11,30,OKC,NBA,C,17,413,.632,4.6,,1.000,.711,.105,.053,.132,.000,,.632,.611,.625,.250,.900,,,.625,,,.171,13,,,,,0,0,https://www.basketball-reference.com/players/c/collini01.html
2011-12,31,OKC,NBA,PF,20,332,.647,4.5,,1.000,.667,.176,.039,.118,.000,,.647,.735,.222,.000,1.000,,,.697,,,.255,13,,,,,0,0,https://www.basketball-reference.com/players/c/collini01.html
2012-13,32,OKC,NBA,C,11,178,.468,3.4,,1.000,.745,.170,.043,.043,.000,,.468,.543,.250,.000,.500,,,.455,,,.043,2,,,,,0,0,https://www.basketball-reference.com/players/c/collini01.html
2013-14,33,OKC,NBA,PF,17,183,.414,9.0,,.828,.483,.138,.034,.207,.172,,.417,.500,.250,1.000,.167,.400,,.600,1.000,,.034,1,,.800,.500,,0,0,https://www.basketball-reference.com/players/c/collini01.html
2015-16,35,OKC,NBA,PF,9,79,.667,6.5,,1.000,.667,.000,.167,.167,.000,,.667,.750,,.000,1.000,,,1.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/c/collini01.html
2010-11,23,MEM,NBA,PG,13,507,.388,13.1,,.798,.246,.175,.104,.273,.202,,.411,.511,.281,.421,.400,.297,,.183,.818,,.000,0,,.054,.500,,0,0,https://www.basketball-reference.com/players/c/conlemi01.html
2011-12,24,MEM,NBA,PG,7,277,.421,13.4,,.711,.289,.184,.039,.197,.289,,.389,.409,.286,.333,.467,.500,,.190,.636,,.000,0,,.318,.286,,0,0,https://www.basketball-reference.com/players/c/conlemi01.html
2012-13,25,MEM,NBA,PG,15,575,.384,12.4,,.704,.329,.181,.069,.125,.296,,.428,.507,.385,.333,.333,.281,,.262,.889,,.000,0,,.203,.308,,1,0,https://www.basketball-reference.com/players/c/conlemi01.html
2013-14,26,MEM,NBA,PG,7,267,.431,11.4,,.735,.333,.225,.088,.098,.265,,.547,.647,.435,.556,.400,.111,,.268,.000,,.000,0,,.222,.000,,0,0,https://www.basketball-reference.com/players/c/conlemi01.html
2014-15,27,MEM,NBA,PG,8,243,.427,14.4,,.656,.260,.094,.188,.115,.344,,.492,.560,.222,.556,.455,.303,,.226,.500,,.000,0,,.030,.000,,0,0,https://www.basketball-reference.com/players/c/conlemi01.html
2016-17,29,MEM,NBA,PG,6,224,.485,14.1,,.631,.282,.117,.165,.068,.369,,.508,.621,.500,.412,.286,.447,,.182,.412,,.000,0,,.079,.667,,1,0,https://www.basketball-reference.com/players/c/conlemi01.html
2019-20,32,UTA,NBA,PG,5,165,.484,18.0,,.469,.078,.172,.172,.047,.531,,.433,.600,.364,.364,.667,.529,,.308,.611,,.000,0,,.206,.714,,1,0,https://www.basketball-reference.com/players/c/conlemi01.html
2015-16,23,POR,NBA,SG,6,8,.600,19.4,,.400,.200,.000,.000,.200,.600,,.500,1.000,,,.000,.667,,1.000,.500,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/c/connapa01.html
2016-17,24,POR,NBA,SG,3,24,.222,19.6,,.333,.111,.111,.111,.000,.667,,.667,1.000,.000,1.000,,.000,,1.000,,,.000,0,,.167,.000,,0,0,https://www.basketball-reference.com/players/c/connapa01.html
