Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist., ,2P_% of FGA by Distance,0-3_% of FGA by Distance,3-10_% of FGA by Distance,10-16_% of FGA by Distance,16-3P_% of FGA by Distance,3P_% of FGA by Distance, ,2P_FG% by Distance,0-3_FG% by Distance,3-10_FG% by Distance,10-16_FG% by Distance,16-3P_FG% by Distance,3P_FG% by Distance, ,2P_% of FG Ast'd,3P_% of FG Ast'd, ,%FGA_Dunks,#_Dunks, ,%3PA_Corner 3s,3P%_Corner 3s, ,Att._Heaves,#_Heaves,Player_link
2012-13,29,GSW,NBA,SG,12,426,.506,13.6,,.844,.169,.182,.195,.299,.156,,.546,.808,.571,.467,.435,.292,,.239,.714,,.000,0,,.250,.333,,1,0,https://www.basketball-reference.com/players/j/jackja01.html
2014-15,31,BRK,NBA,PG,6,153,.519,15.3,,.722,.093,.204,.278,.148,.278,,.590,.800,.545,.467,.750,.333,,.261,.600,,.000,0,,.267,.250,,1,0,https://www.basketball-reference.com/players/j/jackja01.html
2017-18,31,HOU,NBA,PG,7,17,.500,7.0,,.500,.500,.000,.000,.000,.500,,1.000,1.000,,,,.000,,.000,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/j/jacksaa01.html
2008-09,23,CLE,NBA,PF,5,25,.200,11.4,,1.000,.200,.000,.600,.200,.000,,.200,.000,,.000,1.000,,,1.000,,,.200,0,,,,,0,0,https://www.basketball-reference.com/players/j/jacksda01.html
2019-20,24,DAL,NBA,PF,3,16,.167,16.2,,.500,.167,.167,.000,.167,.500,,.333,1.000,.000,,.000,.000,,1.000,,,.000,0,,.333,.000,,0,0,https://www.basketball-reference.com/players/j/jacksju01.html
2006-07,25,TOR,NBA,SF,3,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/j/jackslu02.html
2012-13,22,OKC,NBA,PG,11,368,.479,12.6,,.639,.277,.227,.076,.059,.361,,.579,.727,.444,.556,.429,.302,,.250,.923,,.034,3,,.395,.412,,0,0,https://www.basketball-reference.com/players/j/jacksre01.html
2013-14,23,OKC,NBA,PG,19,531,.466,13.6,,.671,.342,.143,.075,.112,.329,,.500,.673,.304,.417,.278,.396,,.241,.762,,.025,4,,.208,.455,,5,0,https://www.basketball-reference.com/players/j/jacksre01.html
2015-16,25,DET,NBA,PG,4,147,.455,12.8,,.673,.327,.145,.073,.127,.327,,.595,.722,.500,.250,.571,.167,,.045,.667,,.018,1,,.056,.000,,0,0,https://www.basketball-reference.com/players/j/jacksre01.html
2018-19,28,DET,NBA,PG,4,108,.431,13.7,,.677,.200,.200,.185,.092,.323,,.432,.462,.308,.583,.333,.429,,.105,.778,,.031,1,,.429,.667,,0,0,https://www.basketball-reference.com/players/j/jacksre01.html
2019-20,29,LAC,NBA,SG,12,170,.438,19.8,,.333,.042,.104,.125,.063,.667,,.250,.000,.200,.167,.667,.531,,.000,.882,,.000,0,,.438,.500,,0,0,https://www.basketball-reference.com/players/j/jacksre01.html
2013-14,28,DAL,NBA,C,2,8,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/j/jamesbe01.html
2014-15,29,DAL,NBA,C,1,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/j/jamesbe01.html
2005-06,21,CLE,NBA,SF,13,604,.476,12.1,,.795,.381,.072,.091,.251,.205,,.512,.726,.455,.321,.273,.333,,.256,.190,,.046,13,,.143,.556,,1,0,https://www.basketball-reference.com/players/j/jamesle01.html
2006-07,22,CLE,NBA,SF,20,893,.416,12.1,,.812,.311,.140,.123,.238,.188,,.448,.685,.268,.265,.337,.280,,.255,.333,,.050,18,,.107,.250,,2,0,https://www.basketball-reference.com/players/j/jamesle01.html
2007-08,23,CLE,NBA,SF,13,552,.411,14.0,,.745,.302,.091,.076,.276,.255,,.463,.723,.400,.143,.289,.257,,.358,.667,,.058,16,,.029,.000,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2008-09,24,CLE,NBA,SF,14,580,.510,13.1,,.740,.365,.080,.058,.237,.260,,.571,.702,.320,.444,.486,.333,,.326,.481,,.093,29,,.086,.000,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2009-10,25,CLE,NBA,SF,11,460,.502,12.8,,.763,.351,.118,.038,.256,.237,,.534,.689,.440,.375,.389,.400,,.360,.350,,.062,13,,.100,.200,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2010-11,26,MIA,NBA,SF,21,922,.466,13.1,,.772,.279,.155,.118,.220,.228,,.500,.702,.414,.364,.378,.353,,.278,.500,,.078,28,,.094,.375,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2011-12,27,MIA,NBA,SF,23,983,.500,11.2,,.831,.327,.189,.129,.185,.169,,.549,.768,.432,.477,.333,.259,,.306,.455,,.064,30,,.165,.357,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2012-13,28,MIA,NBA,PF,23,960,.491,11.6,,.778,.370,.127,.104,.176,.222,,.524,.694,.327,.311,.434,.375,,.398,.611,,.067,28,,.188,.389,,1,0,https://www.basketball-reference.com/players/j/jamesle01.html
2013-14,29,MIA,NBA,PF,20,763,.565,12.5,,.747,.376,.097,.076,.197,.253,,.618,.773,.636,.346,.418,.407,,.318,.371,,.059,20,,.081,.286,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2014-15,30,CLE,NBA,SF,20,844,.417,11.7,,.798,.303,.204,.112,.178,.202,,.465,.703,.306,.361,.309,.227,,.223,.480,,.029,16,,.109,.250,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2015-16,31,CLE,NBA,SF,21,822,.525,10.1,,.775,.460,.125,.084,.106,.225,,.579,.724,.346,.286,.455,.340,,.412,.469,,.110,43,,.128,.167,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2016-17,32,CLE,NBA,SF,18,744,.565,11.2,,.721,.419,.141,.065,.096,.279,,.625,.789,.407,.240,.486,.411,,.358,.386,,.089,33,,.150,.438,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2017-18,33,CLE,NBA,PF,22,922,.539,11.3,,.776,.357,.145,.118,.157,.224,,.596,.791,.392,.433,.463,.342,,.186,.359,,.047,23,,.070,.375,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2019-20,35,LAL,NBA,PG,21,762,.560,12.2,,.688,.393,.154,.050,.092,.312,,.646,.787,.508,.684,.257,.370,,.318,.455,,.068,25,,.067,.625,,0,0,https://www.basketball-reference.com/players/j/jamesle01.html
2005-06,29,IND,NBA,PG,6,66,.368,18.0,,.526,.053,.105,.316,.053,.474,,.500,.000,.500,.500,1.000,.222,,.800,1.000,,.000,0,,.333,.333,,0,0,https://www.basketball-reference.com/players/j/jasiksa01.html
2006-07,30,GSW,NBA,PG,4,6,.000,22.0,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/jasiksa01.html
2009-10,24,UTA,NBA,SG,6,10,.167,0.0,,1.000,1.000,.000,.000,.000,.000,,.167,.167,,,,,,1.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/jeffeot01.html
2004-05,20,BOS,NBA,PF,7,136,.415,3.9,,1.000,.488,.463,.049,.000,.000,,.415,.450,.421,.000,,,,.353,,,.098,4,,,,,0,0,https://www.basketball-reference.com/players/j/jeffeal01.html
2011-12,27,UTA,NBA,C,4,141,.529,11.5,,.985,.191,.309,.191,.294,.015,,.537,.692,.571,.308,.550,.000,,.472,,,.000,0,,.000,,,1,0,https://www.basketball-reference.com/players/j/jeffeal01.html
2013-14,29,CHA,NBA,C,3,106,.491,7.7,,1.000,.283,.434,.113,.170,.000,,.491,.600,.435,.500,.444,,,.769,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/jeffeal01.html
2015-16,31,CHO,NBA,C,7,168,.506,6.9,,1.000,.349,.337,.229,.084,.000,,.506,.724,.393,.474,.143,,,.452,,,.060,4,,,,,0,0,https://www.basketball-reference.com/players/j/jeffeal01.html
2012-13,21,ATL,NBA,SG,4,24,.000,11.7,,.667,.333,.333,.000,.000,.333,,.000,.000,.000,,,.000,,,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/j/jenkijo01.html
2014-15,23,ATL,NBA,SG,4,21,.667,18.0,,.333,.167,.167,.000,.000,.667,,1.000,1.000,1.000,,,.500,,1.000,1.000,,.000,0,,.250,.000,,0,0,https://www.basketball-reference.com/players/j/jenkijo01.html
2009-10,20,MIL,NBA,PG,7,249,.408,13.6,,.658,.342,.117,.050,.150,.342,,.468,.488,.643,.333,.333,.293,,.135,.417,,.000,0,,.049,.000,,0,0,https://www.basketball-reference.com/players/j/jennibr01.html
2012-13,23,MIL,NBA,PG,4,133,.298,15.6,,.509,.263,.123,.088,.035,.491,,.379,.400,.286,.600,.000,.214,,.364,.500,,.000,0,,.214,.333,,0,0,https://www.basketball-reference.com/players/j/jennibr01.html
2016-17,27,WAS,NBA,PG,13,178,.389,15.8,,.639,.194,.139,.111,.222,.361,,.522,.429,.200,.500,.750,.154,,.000,.500,,.000,0,,.231,.000,,0,0,https://www.basketball-reference.com/players/j/jennibr01.html
2017-18,28,MIL,NBA,PG,1,5,.000,26.0,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/j/jennibr01.html
2014-15,27,BOS,NBA,PF,4,68,.333,11.0,,.733,.267,.400,.000,.067,.267,,.455,.500,.333,,1.000,.000,,.600,,,.000,0,,.750,.000,,0,0,https://www.basketball-reference.com/players/j/jerebjo01.html
2015-16,28,BOS,NBA,PF,6,162,.478,14.2,,.522,.348,.087,.022,.065,.478,,.625,.625,.750,1.000,.333,.318,,.667,1.000,,.022,1,,.182,.250,,0,0,https://www.basketball-reference.com/players/j/jerebjo01.html
2016-17,29,BOS,NBA,PF,12,128,.484,13.7,,.516,.387,.097,.000,.032,.484,,.625,.750,.000,,1.000,.333,,.800,1.000,,.129,3,,.333,.400,,0,0,https://www.basketball-reference.com/players/j/jerebjo01.html
2017-18,30,UTA,NBA,PF,10,79,.421,9.4,,.684,.421,.211,.053,.000,.316,,.538,.750,.250,.000,,.167,,.857,1.000,,.053,1,,.500,.333,,0,0,https://www.basketball-reference.com/players/j/jerebjo01.html
2018-19,31,GSW,NBA,PF,16,121,.286,17.4,,.548,.143,.167,.071,.167,.452,,.304,.667,.000,.333,.286,.263,,.857,1.000,,.024,1,,.526,.300,,1,0,https://www.basketball-reference.com/players/j/jerebjo01.html
2011-12,24,DAL,NBA,PF,1,5,.333,11.3,,.667,.333,.333,.000,.000,.333,,.500,1.000,.000,,,.000,,.000,,,.333,1,,.000,,,0,0,https://www.basketball-reference.com/players/j/jianlyi01.html
2019-20,23,IND,NBA,PF,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/j/johnsal02.html
2007-08,20,DET,NBA,PF,8,43,.750,5.1,,.917,.583,.167,.167,.000,.083,,.818,.857,1.000,.500,,.000,,.778,,,.250,3,,.000,,,0,0,https://www.basketball-reference.com/players/j/johnsam01.html
2008-09,21,DET,NBA,PF,3,13,1.000,1.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,.000,,,1.000,1,,,,,0,0,https://www.basketball-reference.com/players/j/johnsam01.html
2013-14,26,TOR,NBA,PF,7,191,.654,5.2,,.962,.538,.346,.000,.077,.038,,.680,.714,.722,,.250,.000,,.529,,,.115,6,,.500,.000,,0,0,https://www.basketball-reference.com/players/j/johnsam01.html
2014-15,27,TOR,NBA,PF,4,112,.690,4.6,,.966,.414,.517,.000,.034,.034,,.714,.917,.600,,.000,.000,,.750,,,.034,1,,.000,,,0,0,https://www.basketball-reference.com/players/j/johnsam01.html
2015-16,28,BOS,NBA,PF,6,134,.667,3.5,,.939,.727,.182,.030,.000,.061,,.710,.708,.667,1.000,,.000,,.682,,,.121,4,,.500,.000,,0,0,https://www.basketball-reference.com/players/j/johnsam01.html
2016-17,29,BOS,NBA,PF,14,142,.500,4.6,,.900,.767,.100,.000,.033,.100,,.519,.565,.333,,.000,.333,,.714,1.000,,.200,5,,.333,1.000,,0,0,https://www.basketball-reference.com/players/j/johnsam01.html
2017-18,30,PHI,NBA,C,8,94,.524,2.1,,1.000,.714,.286,.000,.000,.000,,.524,.533,.500,,,,,.455,,,.048,1,,,,,0,0,https://www.basketball-reference.com/players/j/johnsam01.html
2018-19,31,PHI,NBA,C,4,20,1.000,3.8,,1.000,.500,.500,.000,.000,.000,,1.000,1.000,1.000,,,,,.250,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/johnsam01.html
2010-11,21,POR,NBA,PG,2,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/j/johnsar02.html
2019-20,24,ORL,NBA,SF,1,4,.500,22.0,,.500,.000,.000,.000,.500,.500,,.000,,,,.000,1.000,,,.000,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/j/johnsbj01.html
2010-11,25,POR,NBA,C,4,19,1.000,0.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,1.000,1,,,,,0,0,https://www.basketball-reference.com/players/j/johnsch03.html
2017-18,22,OKC,NBA,C,2,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/j/johnsda04.html
2011-12,27,ATL,NBA,PF,5,54,.313,10.3,,.938,.438,.063,.125,.313,.063,,.333,.429,.000,.500,.200,.000,,1.000,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/j/johnsiv01.html
2012-13,28,ATL,NBA,PF,6,108,.462,5.6,,1.000,.654,.115,.038,.192,.000,,.462,.529,.000,1.000,.400,,,.750,,,.077,1,,,,,0,0,https://www.basketball-reference.com/players/j/johnsiv01.html
2009-10,22,CHI,NBA,PF,4,20,.000,13.5,,.500,.500,.000,.000,.000,.500,,.000,.000,,,,.000,,,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/j/johnsja01.html
2013-14,26,MEM,NBA,SF,3,28,.333,12.2,,.667,.467,.133,.067,.000,.333,,.300,.429,.000,.000,,.400,,.000,.500,,.067,1,,.200,1.000,,1,0,https://www.basketball-reference.com/players/j/johnsja01.html
2014-15,27,TOR,NBA,PF,2,12,.333,6.8,,1.000,.167,.500,.167,.167,.000,,.333,1.000,.333,.000,.000,,,.500,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/johnsja01.html
2015-16,28,TOR,NBA,PF,10,98,.480,11.7,,.640,.280,.200,.080,.080,.360,,.500,.714,.600,.000,.000,.444,,.750,1.000,,.080,2,,.333,1.000,,0,0,https://www.basketball-reference.com/players/j/johnsja01.html
2017-18,30,MIA,NBA,PF,5,161,.548,11.5,,.690,.357,.119,.167,.048,.310,,.552,.800,.400,.286,.000,.538,,.688,.857,,.071,3,,.308,1.000,,0,0,https://www.basketball-reference.com/players/j/johnsja01.html
2008-09,28,CHI,NBA,PF,3,10,.500,8.5,,1.000,.500,.000,.000,.500,.000,,.500,1.000,,,.000,,,.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/johnsli01.html
2014-15,22,HOU,NBA,SG,9,49,.235,12.8,,.588,.294,.235,.059,.000,.412,,.300,.600,.000,.000,,.143,,.667,.000,,.000,0,,.143,.000,,0,0,https://www.basketball-reference.com/players/j/johnsni01.html
2012-13,23,IND,NBA,SG,12,28,.182,16.4,,.727,.091,.182,.000,.455,.273,,.125,1.000,.000,,.000,.333,,.000,1.000,,.000,0,,.667,.500,,0,0,https://www.basketball-reference.com/players/j/johnsor01.html
2015-16,19,DET,NBA,SF,4,81,.522,15.9,,.565,.087,.304,.043,.130,.435,,.462,.500,.429,.000,.667,.600,,.333,1.000,,.000,0,,.500,.800,,0,0,https://www.basketball-reference.com/players/j/johnsst04.html
2019-20,23,TOR,NBA,PF,3,20,.455,15.0,,.545,.273,.182,.091,.000,.455,,.500,1.000,.000,.000,,.400,,.000,.500,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/j/johnsst04.html
2010-11,26,LAL,NBA,SG,3,12,.200,20.4,,.800,.000,.000,.000,.800,.200,,.250,,,,.250,.000,,1.000,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/j/johnstr01.html
2015-16,23,MIA,NBA,SG,5,61,.455,18.0,,.455,.182,.000,.091,.182,.545,,.400,1.000,,.000,.000,.500,,1.000,1.000,,.000,0,,.667,.500,,0,0,https://www.basketball-reference.com/players/j/johnsty01.html
2017-18,25,MIA,NBA,PG,5,81,.538,15.8,,.615,.154,.077,.269,.115,.385,,.500,.250,.500,.571,.667,.600,,.875,1.000,,.000,0,,.300,1.000,,0,0,https://www.basketball-reference.com/players/j/johnsty01.html
2019-20,27,BRK,NBA,SG,4,93,.457,20.5,,.391,.022,.087,.130,.152,.609,,.556,.000,.500,.500,.714,.393,,.700,1.000,,.000,0,,.321,.444,,0,0,https://www.basketball-reference.com/players/j/johnsty01.html
2015-16,28,LAC,NBA,SF,6,77,.357,22.7,,.357,.071,.071,.071,.143,.643,,.400,1.000,.000,1.000,.000,.333,,.000,1.000,,.000,0,,.444,.250,,1,0,https://www.basketball-reference.com/players/j/johnswe01.html
2016-17,29,LAC,NBA,SF,3,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/j/johnswe01.html
2018-19,23,DEN,NBA,C,14,557,.506,10.1,,.785,.303,.307,.119,.057,.215,,.537,.671,.438,.452,.533,.393,,.573,.818,,.011,3,,.018,.000,,0,0,https://www.basketball-reference.com/players/j/jokicni01.html
2019-20,24,DEN,NBA,C,19,694,.519,14.0,,.714,.181,.207,.195,.131,.286,,.555,.710,.521,.537,.422,.429,,.522,.857,,.023,7,,.061,.500,,1,0,https://www.basketball-reference.com/players/j/jokicni01.html
2004-05,24,MEM,NBA,SG,3,71,.381,11.0,,.762,.333,.190,.095,.143,.238,,.313,.286,.500,.000,.333,.600,,.200,1.000,,.095,2,,.000,,,0,0,https://www.basketball-reference.com/players/j/jonesda02.html
2005-06,25,MEM,NBA,SF,4,46,.714,2.6,,1.000,.857,.000,.000,.143,.000,,.714,.667,,,1.000,,,.400,,,.143,1,,,,,0,0,https://www.basketball-reference.com/players/j/jonesda02.html
2008-09,28,DEN,NBA,SG,16,280,.481,8.6,,.848,.519,.101,.038,.190,.152,,.522,.585,.250,.333,.533,.250,,.600,1.000,,.152,10,,.917,.273,,1,0,https://www.basketball-reference.com/players/j/jonesda02.html
2010-11,30,IND,NBA,SG,3,50,.450,9.5,,.850,.350,.300,.050,.150,.150,,.529,.571,.500,1.000,.333,.000,,.111,,,.000,0,,.667,.000,,0,0,https://www.basketball-reference.com/players/j/jonesda02.html
2011-12,31,IND,NBA,SF,7,58,.222,15.9,,.500,.167,.222,.000,.111,.500,,.222,.333,.250,,.000,.222,,.500,1.000,,.056,1,,.778,.286,,0,0,https://www.basketball-reference.com/players/j/jonesda02.html
2012-13,32,ATL,NBA,SF,5,19,.250,10.3,,1.000,.250,.250,.000,.500,.000,,.250,1.000,.000,,.000,,,.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/jonesda02.html
2014-15,34,LAC,NBA,SF,11,18,1.000,1.5,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,.500,1,,,,,0,0,https://www.basketball-reference.com/players/j/jonesda02.html
2015-16,35,CLE,NBA,SF,15,50,.462,12.2,,.769,.308,.154,.077,.231,.231,,.500,.750,1.000,.000,.000,.333,,.400,1.000,,.000,0,,1.000,.333,,0,0,https://www.basketball-reference.com/players/j/jonesda02.html
2016-17,36,CLE,NBA,SF,10,33,.500,8.2,,.800,.400,.300,.100,.000,.200,,.500,.500,.333,1.000,,.500,,.250,1.000,,.100,1,,.500,.000,,0,0,https://www.basketball-reference.com/players/j/jonesda02.html
2016-17,21,GSW,NBA,C,4,21,.429,7.3,,1.000,.286,.429,.286,.000,.000,,.429,1.000,.333,.000,,,,.667,,,.143,1,,,,,0,0,https://www.basketball-reference.com/players/j/jonesda03.html
2017-18,22,GSW,NBA,C,4,11,.500,7.5,,1.000,.500,.000,.500,.000,.000,,.500,1.000,,.000,,,,1.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/jonesda03.html
2018-19,23,GSW,NBA,C,4,8,1.000,2.0,,1.000,1.000,.000,.000,.000,.000,,1.000,1.000,,,,,,1.000,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/jonesda03.html
2019-20,22,MIA,NBA,SF,15,97,.471,14.9,,.471,.294,.176,.000,.000,.529,,.500,.600,.333,,,.444,,.750,1.000,,.176,3,,.556,.600,,1,0,https://www.basketball-reference.com/players/j/jonesde02.html
2007-08,24,CLE,NBA,PF,5,20,.500,1.0,,1.000,1.000,.000,.000,.000,.000,,.500,.500,,,,,,1.000,,,.500,1,,,,,0,0,https://www.basketball-reference.com/players/j/jonesdw02.html
2009-10,26,PHO,NBA,PF,2,10,.500,0.0,,1.000,1.000,.000,.000,.000,.000,,.500,.500,,,,,,1.000,,,.500,1,,,,,0,0,https://www.basketball-reference.com/players/j/jonesdw02.html
2012-13,29,GSW,NBA,PF,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,https://www.basketball-reference.com/players/j/jonesdw02.html
2004-05,24,IND,NBA,SF,13,214,.413,20.4,,.457,.087,.000,.065,.304,.543,,.429,.250,,.667,.429,.400,,.556,1.000,,.000,0,,.320,.250,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2005-06,25,PHO,NBA,SF,20,353,.341,17.4,,.683,.159,.024,.085,.415,.317,,.357,.385,.000,.429,.353,.308,,.700,1.000,,.012,1,,.154,.250,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2006-07,26,PHO,NBA,SF,11,171,.528,20.9,,.500,.056,.000,.139,.306,.500,,.611,1.000,,.400,.636,.444,,.636,1.000,,.000,0,,.167,1.000,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2008-09,28,MIA,NBA,SF,7,235,.531,21.7,,.313,.063,.000,.031,.219,.688,,.600,.500,,1.000,.571,.500,,.667,1.000,,.000,0,,.318,.714,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2009-10,29,MIA,NBA,SF,1,9,.000,24.0,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.000,,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2010-11,30,MIA,NBA,SF,12,272,.471,22.6,,.275,.000,.020,.020,.235,.725,,.500,,1.000,1.000,.417,.459,,.429,1.000,,.000,0,,.486,.444,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2011-12,31,MIA,NBA,SG,20,173,.372,22.1,,.302,.023,.047,.000,.233,.698,,.538,.000,.500,,.600,.300,,.714,.889,,.023,0,,.333,.000,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2012-13,32,MIA,NBA,SF,9,33,.429,22.1,,.429,.000,.000,.000,.429,.571,,.000,,,,.000,.750,,,1.000,,.000,0,,.500,1.000,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2013-14,33,MIA,NBA,SF,15,126,.450,22.4,,.200,.050,.025,.000,.125,.800,,.375,1.000,.000,,.200,.469,,.667,.933,,.000,0,,.281,.556,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2014-15,34,CLE,NBA,SF,20,311,.347,23.2,,.147,.000,.040,.053,.053,.853,,.364,,.333,.500,.250,.344,,1.000,1.000,,.000,0,,.438,.429,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2015-16,35,CLE,NBA,SF,12,55,.200,22.9,,.300,.000,.000,.000,.300,.700,,.333,,,,.333,.143,,1.000,1.000,,.000,0,,.143,.000,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2016-17,36,CLE,NBA,SF,8,30,.200,15.6,,.400,.200,.200,.000,.000,.600,,.500,1.000,.000,,,.000,,.000,,,.200,1,,.333,.000,,0,0,https://www.basketball-reference.com/players/j/jonesja02.html
2012-13,21,OKC,NBA,SF,1,5,.000,18.0,,1.000,.000,.000,.000,1.000,.000,,.000,,,,.000,,,,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/jonespe01.html
2013-14,22,OKC,NBA,PF,11,55,.389,18.2,,.444,.111,.167,.000,.167,.556,,.500,.500,.667,,.333,.300,,.500,1.000,,.000,0,,.400,.250,,0,0,https://www.basketball-reference.com/players/j/jonespe01.html
2007-08,23,ATL,NBA,PF,7,29,.200,10.6,,1.000,.300,.100,.200,.400,.000,,.200,.333,.000,.000,.250,,,.500,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/jonesso01.html
2008-09,24,ATL,NBA,C,9,77,.500,7.5,,1.000,.500,.083,.083,.333,.000,,.500,.500,1.000,.000,.500,,,.667,,,.083,1,,,,,0,0,https://www.basketball-reference.com/players/j/jonesso01.html
2012-13,21,HOU,NBA,PF,2,35,.400,10.3,,.800,.500,.200,.100,.000,.200,,.500,.800,.000,.000,,.000,,.500,,,.300,3,,.000,,,0,0,https://www.basketball-reference.com/players/j/joneste01.html
2013-14,22,HOU,NBA,PF,6,138,.513,4.7,,.974,.564,.282,.077,.051,.026,,.526,.591,.455,.333,.500,.000,,.500,,,.103,4,,1.000,.000,,0,0,https://www.basketball-reference.com/players/j/joneste01.html
2014-15,23,HOU,NBA,PF,17,401,.421,7.4,,.881,.384,.384,.069,.044,.119,,.457,.656,.279,.273,.571,.158,,.750,.667,,.075,12,,.105,.000,,0,0,https://www.basketball-reference.com/players/j/joneste01.html
2017-18,21,MIN,NBA,PG,4,55,.286,8.6,,.714,.429,.143,.143,.000,.286,,.400,.333,.000,1.000,,.000,,1.000,,,.000,0,,1.000,.000,,0,0,https://www.basketball-reference.com/players/j/jonesty01.html
2011-12,23,LAC,NBA,C,11,249,.525,2.4,,1.000,.775,.225,.000,.000,.000,,.525,.645,.111,,,,,.762,,,.500,15,,,,,0,0,https://www.basketball-reference.com/players/j/jordade01.html
2012-13,24,LAC,NBA,C,6,144,.455,2.8,,1.000,.500,.500,.000,.000,.000,,.455,.545,.364,,,,,.600,,,.227,4,,,,,0,0,https://www.basketball-reference.com/players/j/jordade01.html
2013-14,25,LAC,NBA,C,13,442,.730,2.1,,1.000,.825,.175,.000,.000,.000,,.730,.731,.727,,,,,.761,,,.540,30,,,,,0,0,https://www.basketball-reference.com/players/j/jordade01.html
2014-15,26,LAC,NBA,C,14,482,.716,1.5,,1.000,.827,.160,.012,.000,.000,,.716,.791,.385,.000,,,,.724,,,.543,40,,,,,0,0,https://www.basketball-reference.com/players/j/jordade01.html
2015-16,27,LAC,NBA,C,6,198,.632,1.8,,1.000,.763,.237,.000,.000,.000,,.632,.724,.333,,,,,.542,,,.395,13,,,,,0,0,https://www.basketball-reference.com/players/j/jordade01.html
2016-17,28,LAC,NBA,C,7,264,.705,2.0,,.984,.918,.066,.000,.000,.016,,.717,.732,.500,,,.000,,.791,,,.557,31,,.000,,,1,0,https://www.basketball-reference.com/players/j/jordade01.html
2011-12,25,NYK,NBA,C,1,4,.500,1.0,,1.000,1.000,.000,.000,.000,.000,,.500,.500,,,,,,.000,,,.500,1,,,,,0,0,https://www.basketball-reference.com/players/j/jordaje01.html
2014-15,28,BRK,NBA,C,1,5,.000,7.0,,1.000,.000,1.000,.000,.000,.000,,.000,,.000,,,,,,,,.000,0,,,,,0,0,https://www.basketball-reference.com/players/j/jordaje01.html
